d,e,f,g,h,i,j,a,c,b
-2.164781087673153,-1.5641989287845137,-0.2509893393363297,-0.49248600628620315,1.128832280594398,0.39139947435162,-1.958115820271574,5.687820645783451,-6.517027938825979,-7.4902281753689115
0.7012876668716292,0.6697941782917913,-1.009632503464465,0.24236420504245437,1.3750407166271104,-0.1980232797088365,-2.188380686265578,-5.035453748245477,-5.219562967975957,3.263770502387814
-0.6093881964267575,-0.4281175970925545,-0.3421931464719765,-0.08098626777362741,-1.3623745928060969,0.2524637864914893,-0.2897040700714077,-4.327073791308106,-1.6397434594347131,4.527728079813472
2.007804255918723,-0.5758567948493998,-0.3104650199840255,1.3620795931259482,0.9627575970378809,0.08398629992731174,0.0607988606969237,-5.759147766235095,-5.472836799890878,3.4886491464281617
0.8842422623131226,0.3334362095131178,-0.8889819856213906,-0.5333225466297042,-0.6888225247064735,1.006123068041382,0.8854168958966897,-5.5405553435845905,-3.114268056816885,5.548798997510259
0.9566515018847626,0.7068976379653822,0.23950742174708736,1.0298493181090396,1.368787660173246,0.8115752772788398,1.177644398951893,-2.4373806529645754,-3.097952112567894,2.2054479475384925
-2.3525533092408057,-0.4691801079337144,-0.66322091831903,1.1616246853152676,0.9044909980739106,-0.9870435849762397,1.479592768361204,-0.5151032843864892,-3.109229835540268,1.6017875717508991
1.753712794966784,0.07468938734232061,-0.5336822081844796,0.65633181240041,-0.5240793072595314,-0.30676680059543504,-0.8682473628376789,-9.615359891696553,-0.692072286612402,9.253165267224258
0.06708310924506602,0.31197886034932987,-0.09221891433348693,-0.1988580855526768,-0.9367542231595138,-0.044792392067258456,0.22736154471652212,-6.697742534988224,-1.014280544562554,8.66203568639629
-1.3003327469693653,-0.25453299265081075,-1.6857356486951187,0.9091971390346173,-0.44405308099165547,-1.2442925935133935,1.067740583679035,-7.554108119850747,-2.001782905836618,5.942747657017605
0.33223357603025605,-0.8744527248800643,0.1191098875434335,-0.7116551813255296,1.0425379891017905,-0.29034051523772675,-0.1306970714856085,-1.7517400114831305,-7.115891148642738,0.6463910761877563
1.2986952624944872,-0.6466069706988166,-0.4275353985175952,-2.2086456993910093,0.4760224217549419,1.69250238654673,0.6769031110099334,0.07708215270051344,-8.776789927896987,-2.838307993232574
-1.5423138619238046,0.7398970484421551,-0.8339151619654075,0.6882580790119146,0.9995310525154866,-1.2658513161815774,1.3967697887167723,-4.392332995650018,-1.9792108759679818,5.514601578561902
1.0691512188841281,0.21025388825935443,1.7846345998062416,-0.8653332216189621,0.17267887753458158,-0.40128761065133567,-0.3256414878336058,-2.680989992069245,-0.8152308394942323,4.2082742015891546
-0.2941877907621263,-1.0837650465335973,0.3872714703105228,0.010208727112739718,-0.7222178506046935,0.7997034632917497,-1.3674750480982178,-1.2937348080728486,-2.315466223550058,2.5890767114038225
-0.5310421138750543,-0.46684752091072246,-0.8405164132659412,0.3158412208622321,-0.13131425547372166,-0.34999330163815645,-1.1744429218513575,-5.408127911149929,-1.9990868957265886,7.330474927183195
-0.38991965981720655,0.6516942925072878,-1.5461951246837258,1.4649894983322564,0.3303093433185749,-0.14586773819015297,-1.370715459621452,-7.282157205612153,-2.1409901610946434,5.279608595544916
