d,e,f,g,h,a,c,b
0,1,0,0,2,-0.48513427977322787,-3.6190414499759456,0
2,1,2,2,2,-1.2975773809604467,-1.521406539316381,1
1,2,1,1,1,-3.077230062795415,-4.595426005040714,1
0,0,1,1,1,-2.042328225617273,-5.477288859746716,1
1,0,2,2,1,-2.325820523357238,-5.816283627532354,2
2,1,0,2,1,0.02093773188598047,-3.6783303184938467,2
2,1,1,1,1,-0.2204070006273685,-2.9981728671505428,0
1,1,2,1,0,-4.780538310255775,-3.70565553556411,2
0,1,1,1,2,-1.8606917964262106,-4.781063103663277,0
1,0,2,0,1,-2.0079356614883985,-6.29136295855869,1
2,1,2,1,2,-2.54855447863931,-3.836532391951816,1
0,2,2,2,1,-5.119371471967255,-3.6108858608579704,1
2,2,0,2,1,0.1069732442292366,-3.2828253180805134,1
0,2,1,1,0,-2.565850423044739,-5.108091823715225,1
1,1,0,1,0,1.4971271605500815,-3.1267859359731496,2
2,0,1,1,1,0.30668065295023617,-3.438063487660237,2
1,2,0,0,2,1.2090323671732284,-6.069816074129012,2
2,1,1,2,1,0.6480039783920704,-4.6817090353799165,0
2,0,1,0,0,2.0861366997516604,-2.315679023692052,2
1,1,1,0,0,0.50710396677221,-3.317651337233518,1
0,2,1,2,1,-3.30336089134126,-6.0233709365265815,1
0,0,2,1,1,-2.407540730117515,-6.85300573418515,1
1,1,0,2,2,-1.8054021515026704,-3.9567615481951663,1
0,0,2,0,1,-2.405234751627259,-4.948900780561837,1
2,2,0,1,1,-0.6225442252520446,-3.946636380397374,2
2,1,1,0,2,-0.8663908803882546,-2.1758721596688124,1
1,1,2,0,2,-2.1914141528422464,-5.205693808279145,1
1,2,1,2,1,-3.156271033047034,-6.415393829071432,1
2,1,1,2,1,-1.9475753639485092,-3.6711251370408986,1
1,2,1,1,0,-0.41544275847995027,-3.265870071379326,1
2,1,0,1,1,1.668132128270397,-4.246290626593949,1
1,2,1,2,0,-2.7120922910071696,-2.952375456300936,1
0,2,2,2,2,-4.721992576611423,-4.724260217018098,1
1,2,0,1,2,-0.146317286612191,-3.6879657005553748,2
2,1,2,2,2,-4.537158708308537,-3.5899038516866586,1
0,2,0,1,0,-0.5523068046966808,-3.177165622071485,1
2,1,2,2,1,-1.3899137195350673,-4.61955151868347,1
2,1,0,2,1,-2.0569049708251175,-4.277803954688819,1
1,0,2,0,2,-1.1772447993302766,-3.9094278776091262,2
1,2,2,1,2,-4.784402896333834,-3.954442154568277,1
0,1,0,2,1,-0.24366209236369696,-4.995819923010251,0
1,0,1,0,1,0.6442889758937046,-3.415106169289637,1
0,0,2,1,1,-4.158979234098162,-5.088469322902392,0
1,1,2,0,0,-1.5095012714267293,-6.35764969449534,1
1,1,2,2,2,-4.021872577447672,-5.2242882891802225,1
1,1,2,1,0,-1.3811906588452547,-3.6810855404770244,1
2,2,1,2,2,-0.5922784283651896,-4.031806858386234,2
2,2,0,1,0,-0.5932209119721941,-2.7367064228215345,0
2,0,1,2,2,-0.31266617373123673,-4.144080858322706,1
0,1,2,0,0,-2.3064274795811954,-3.9055969275837135,1
2,0,2,1,2,-2.288782432198659,-3.2111495541828607,1
2,1,0,1,0,-0.6489708602150918,-1.9547875039798193,1
0,0,1,1,2,-3.1718788974097656,-3.7565470564185546,1
0,0,1,0,1,0.27301702705044306,-6.392051844986749,0
2,2,0,1,0,-0.44126225040258404,-2.602308368109716,1
1,1,1,2,1,-1.0140838312757219,-5.382238037895198,0
2,1,2,0,1,-1.646090132811076,-4.189180246230975,1
2,2,0,1,2,-0.9488580113185678,-2.399847916766796,1
2,2,0,1,0,-1.5874194161726396,-1.5479188118243556,1
2,0,2,1,0,0.12761629345775427,-4.310136439005425,0
0,0,1,2,0,-1.9821067889166375,-4.7304652949942145,1
1,1,1,1,0,-3.9236986461876175,-4.191925068419278,1
2,2,0,0,2,0.2996846644892029,-1.376421477912286,1
2,2,1,1,2,0.30413518212759594,-4.627246912510456,1
0,0,0,2,0,-1.895908547003211,-2.9329253686888643,0
1,1,2,0,1,-1.569969631804738,-4.546625833689708,2
1,0,2,2,1,-2.9068996337490076,-5.104803361990588,1
1,1,0,2,2,-1.2009634821964796,-3.242069059486217,1
1,1,1,2,1,-3.3860035188851225,-5.2375039505158005,1
1,1,2,2,1,-3.487937054838183,-6.514887542079999,1
2,2,2,1,2,-4.938032984539558,-2.560864776904368,1
0,0,0,1,1,-1.6691529166305217,-5.260534197904738,1
1,2,2,0,0,-0.7414910722978312,-3.988239587374941,1
2,1,0,0,1,-0.3087676526487084,-4.387790885198435,1
2,1,0,2,1,-1.393565308405794,-5.700847865769964,1
0,0,2,1,0,-3.1253721298042634,-5.86886888923543,0
0,2,2,1,0,-2.979296022827891,-5.1798034577946925,1
2,0,2,0,0,-1.8477881255872446,-3.727918352927306,1
0,1,1,0,1,0.16540385333289953,-5.435233070679449,1
1,2,0,1,1,-1.555149391365763,-3.641070186466906,1
0,1,2,2,2,-5.923311413035836,-4.521491286436392,1
2,1,2,1,1,-3.1127725104862853,-5.781766316113025,1
1,1,1,0,1,0.04016176092669091,-7.148335006802932,1
0,0,1,0,2,0.9437821757033643,-3.9883861576624886,1
2,2,2,2,2,-2.9118451534506855,-2.99981525353668,1
2,1,2,0,0,0.9591700655456878,-2.8244185887006417,0
0,0,1,1,2,-0.2214875528626612,-3.4706035808187266,0
2,1,2,2,0,-3.662544887526685,-4.091769078448387,1
1,1,2,2,2,-4.8210845033107885,-4.562871964411055,1
1,1,0,1,2,0.19459488331807784,-3.4306106249475175,1
2,1,2,1,1,-2.807652321603813,-5.124097104915125,1
0,0,1,0,2,-0.9452493310876574,-3.373629418350925,1
2,1,2,0,1,-1.5956618145289272,-5.093971455033414,2
2,2,1,1,1,-1.1220354103500363,-3.991802235938986,1
1,0,1,1,1,-0.38673545926907477,-5.342256578883389,0
2,2,1,2,0,-0.25728395036868723,-3.463363489524853,2
2,2,2,2,1,-3.112918019422423,-4.096496476794383,1
2,0,1,2,1,-1.3947151830436813,-3.4312455259822716,2
0,2,0,2,2,-2.718024101848626,-2.776079939426621,0
0,0,1,1,1,-3.0426151824013,-6.263003729543404,1
2,1,2,1,2,-2.7758127632882,-3.248876946564189,1
1,1,2,0,0,-1.8254238947682113,-4.949960061609728,1
0,0,1,1,1,-1.4679237276293,-5.809172547556864,1
2,0,2,1,1,-2.6325308412959334,-4.121745487446044,1
1,1,1,0,2,0.16103940681657447,-2.898494854916831,2
1,0,0,1,2,0.7871910399524809,-4.613676083879047,1
2,2,0,1,1,0.36345794540319176,-3.954455156938785,1
1,2,0,0,1,0.5517790856442936,-3.219607275065399,1
1,0,2,0,1,-1.2256844754158258,-3.852701732756614,1
0,0,2,2,0,-4.226422434615801,-3.53049519345572,1
0,1,1,2,2,-1.3113155243515486,-4.824684889904859,2
0,0,0,0,1,0.327196699223944,-3.217144117266651,1
0,0,0,1,0,-0.545302504817733,-4.504449452388228,0
2,1,2,0,0,-1.416438463862644,-3.547370074844491,1
0,0,0,2,2,-1.3367549216223642,-5.791996919451632,1
1,0,0,2,1,-0.3992292739700097,-5.355951128413304,0
1,0,0,1,2,0.16779800745203646,-3.6254369978616987,2
1,0,0,0,2,-1.057208744060202,-2.07095781915218,1
0,1,0,1,0,-1.5816479481181758,-0.7700205254065815,0
1,2,0,0,2,-1.0824081987881824,0.018303820308733787,1
2,2,2,0,1,0.6455644505625588,-4.992025344157959,0
0,0,1,2,2,-1.0005695481990082,-3.496724703495783,2
1,2,0,0,2,0.08395254034072747,-1.6485159877966078,0
1,1,2,2,0,-4.225679043462894,-4.5082633869211355,2
1,1,0,2,2,-1.5205307397410759,-2.696631870292777,1
0,1,2,0,2,-2.4892185288017834,-4.076472364554289,1
0,2,0,0,2,-1.0116986262741612,-2.29098560606069,2
0,0,2,2,1,-5.380140124634812,-5.343800039590235,1
2,2,1,0,1,-1.0351122287488068,-4.402084118820007,0
0,1,0,1,1,-0.7230794924537896,-5.253224962037017,0
2,1,0,0,1,0.6417672721742012,-4.0732754209735065,0
1,2,0,0,0,0.12761646355147443,-1.4530012517121573,0
1,2,0,1,0,0.4044376650665388,-1.363212498953861,2
0,1,2,2,1,-4.602484846639101,-4.738549436717838,1
2,2,0,0,2,2.792775091424633,-3.3385775863362603,0
0,2,1,0,2,-2.1483736618433484,-1.8365782130714075,1
2,0,2,1,2,-2.65281165281268,-1.9456016711802673,1
2,0,1,1,1,-0.5437154747697399,-4.588601643347213,1
1,1,0,1,2,-0.4913835342778583,-4.26034034407299,2
1,2,2,1,0,-3.6587832339586432,-3.5880772235663523,1
1,0,2,1,1,-2.9724223270297303,-5.50123551867019,1
0,1,0,2,2,-0.7218049720499364,-3.8878811793846273,2
1,0,2,2,0,-1.7299452981579924,-3.962699380165851,1
0,1,2,0,2,-2.461009899124611,-3.625885310301171,1
0,1,2,2,0,-4.359227231869447,-3.925014565714002,1
1,2,2,0,1,-2.726245501996849,-5.622129378848735,1
2,1,2,1,0,-1.5298592113149703,-3.604700594605099,1
0,0,2,2,0,-3.8537086411844275,-3.37581951930535,1
2,1,0,2,2,-0.16794030453221476,-0.6799274947368985,1
2,2,1,2,1,-2.307008389433704,-3.5774834428267384,1
2,0,0,1,0,0.28213609651110794,-2.4764464306631044,1
0,0,2,0,2,-2.641711858310134,-3.955056434359136,1
0,1,0,1,1,-0.27793209024615895,-5.278935899549537,2
1,2,1,1,0,-2.4425961834784777,-2.371481177806338,1
0,0,2,1,0,-1.7206514070991112,-4.317331805461613,1
2,2,0,0,2,0.09191007939257856,-2.164436359545319,0
0,1,1,2,1,-0.8703260782826139,-5.094321450170946,0
2,0,0,2,2,0.2346126369627198,-1.308870961827449,2
2,2,0,0,1,0.8613667096777026,-5.176252201524412,2
1,2,0,1,2,-2.447747032566812,-2.359294175105605,1
2,2,2,1,1,-2.4045016425261174,-5.050856909147927,1
0,2,0,1,0,-2.6529091042937223,-3.97110786165435,1
2,2,2,1,0,-3.9306149621996034,-2.5689173694152174,0
0,2,2,0,0,-3.0579063862364544,-4.40873239305371,1
0,2,1,1,1,-0.9477306436304698,-4.410207499604936,1
2,2,1,1,2,-0.9868531254517805,-3.0772788661834327,2
2,0,1,1,2,-1.788219686027257,-3.088426211835049,1
1,0,2,0,1,-2.73864072907776,-4.668919977708769,1
1,1,0,0,1,1.7443012964621072,-3.6434437150807426,2
0,0,2,0,1,-1.1006591514153197,-6.125940815792757,1
0,0,2,0,0,-0.9253485193258941,-4.761308264855002,1
2,0,2,1,1,-2.2193221897674453,-5.207317812434119,1
2,1,1,0,2,1.7975278122060743,-4.099760642264689,1
0,2,2,0,0,-3.2847785622368586,-4.730873218883695,2
2,2,1,2,1,-2.6588073243193073,-5.603390518279232,1
