a,b,c,d,e,f,g,h
2,1,1.8172110304330364,0.7230012588993124,-0.027660009644649625,1,1.6838678151904531,0.40766534050897896
0,2,2.3902221202647462,4.147581653415516,-1.9979271714904594,2,3.7845192607260927,2.838347415525939
0,0,2.6205777060981212,2.7888698889869543,-1.356436450337559,0,1.3453794164065227,2.4564536230033234
2,2,0.8389608750038127,4.075925694878595,-1.2679643269361949,2,5.158278656117101,4.052036272440663
2,0,3.726942803378101,4.333341868656484,-0.6290481628194678,0,1.3998070757524812,1.3139943078753287
2,1,2.1158261966123573,2.0000960459967687,-0.5685345054705156,1,4.270636822638026,5.070551250498385
0,2,2.0006482560501846,1.5093015387651851,-0.20469310217490227,2,6.201585982408009,5.146365611160721
2,2,0.3060147749499894,2.627758191989872,-0.892476996005239,2,5.33764395748306,5.778815604666448
2,2,0.35803436054196003,-1.8956432685083322,3.3201263977390996,2,5.021507583425333,3.6895689364516078
0,1,1.2412886084217196,1.5503077286034044,-1.7513696906078482,2,6.374596258964816,6.212898481516932
2,2,1.7443983006886188,4.482796649553359,-3.913856240326851,2,5.457660491714003,5.504166124710528
1,2,1.1312464870445158,1.8509089183121747,0.7354420577008849,2,5.611479882852745,5.078245769872869
0,2,1.1464520238965863,2.615141173321255,0.28714055114124126,2,5.495791030426122,6.714019987369181
1,0,3.785268488463262,3.794975553439313,-1.009316746536233,0,0.28560753038128617,-0.39702556410842427
0,2,-0.2296295773145547,1.5172097248500762,-1.9330388155943363,2,4.259585654555439,5.117823480666415
1,2,1.3682538723664825,1.2570961852141709,0.9128066837271753,2,6.606200988796733,6.160776615885246
2,2,1.1912107710635256,2.048540361170433,0.12575016924831883,2,4.0449730386713005,3.6017113669268985
1,0,4.994861814102798,5.922066596242678,-1.3701471243780792,0,3.7461833021829505,3.688095604767765
1,0,3.9954763135078277,3.954409313726073,-0.07266433519260707,0,2.3763758951867904,1.912718529185589
2,2,0.0997752253212485,1.3256489107135174,-1.0312464599177726,2,5.079346639444696,3.0205690803450347
0,0,3.2750988626207054,4.679640710741255,-2.721213477945053,0,1.3466887886422636,1.0464693411865988
0,2,2.656642450823847,4.074435697077799,-1.2855794677193848,2,3.9259965745068994,5.268620357248353
0,0,2.3917376080837016,3.028437953160754,-1.191596918178434,0,3.006009621614816,1.944480392182177
1,1,0.884290767445302,0.9461855820409436,-1.009285615765721,0,3.217184131789534,2.312800339974797
2,2,1.1152737711329035,0.8254655692148027,-0.2047168899019327,2,3.6589211980148155,1.6880338580236405
1,0,5.007711793556593,4.900882694801099,-2.942848739764384,0,1.242401644423561,0.23318668685315103
