c,d,e,f,g,h,i,j,a,b
0,2,1,2,2,2,1,0,-3.65901573257951,0
1,0,2,1,0,1,1,1,-4.702087109049542,1
1,2,0,0,2,1,2,0,-3.0730804792706645,1
0,2,0,2,0,2,2,1,-3.2744166830184227,1
1,1,1,0,0,1,0,2,-6.963209789034542,1
2,1,0,0,0,1,2,1,-3.417745707861388,1
2,1,0,2,1,2,0,1,-2.716639133197297,1
0,2,2,0,0,1,1,0,-6.867748898914029,2
1,2,2,2,2,0,2,2,-3.5791603481130467,0
2,2,1,2,1,2,1,2,-2.3876588144645234,1
0,0,1,2,2,1,1,0,-4.29901976681651,1
2,2,1,1,1,1,2,2,-2.567322120299249,0
0,0,2,2,1,0,1,2,-6.961560648956935,1
0,1,0,2,0,2,0,2,-5.078184553721823,1
1,1,1,0,1,2,0,0,-5.337955120564839,1
1,1,1,2,1,2,2,1,-2.6315488963862594,1
1,0,2,0,1,2,0,0,-6.906054415626129,1
2,1,0,2,2,2,1,1,-1.6193242940686283,1
1,1,0,1,2,2,0,0,-1.5234991856724598,2
2,2,1,2,2,0,1,0,1.998453561486321,1
0,1,1,1,2,1,0,2,-5.926038073947924,1
1,0,2,0,1,1,2,1,-5.852330073507152,1
1,1,2,1,2,0,0,1,-5.129291289677228,1
0,1,1,0,0,2,2,2,-6.64524783566837,1
1,2,1,1,0,0,1,0,0.05537243048682178,2
2,2,2,0,2,0,1,0,-3.0028394195461034,1
0,2,1,2,2,0,2,2,-1.5318867865351817,1
0,1,1,0,1,2,1,1,-5.636338729556183,1
0,2,1,1,2,1,2,0,-3.097862926940943,1
2,0,1,0,0,0,0,1,-5.02285488837498,1
0,2,2,2,1,2,0,0,-5.11656390484276,1
1,2,2,0,1,0,2,0,-3.071501969040077,1
1,1,1,1,2,2,2,0,-3.2623505239976662,1
2,0,2,1,2,1,2,2,-4.662442945057201,1
2,1,1,1,1,1,0,2,-5.022876420509867,1
0,0,2,2,1,1,2,2,-6.511111790364639,1
1,0,2,2,0,1,2,1,-5.0404604607378305,1
2,1,1,1,1,2,2,0,0.222085475818514,0
2,2,1,0,0,0,2,2,-2.0543610475344236,1
2,1,1,1,2,0,2,1,-2.41114653877168,1
2,2,0,0,2,1,0,2,-3.7035688453428928,1
0,0,0,0,2,2,1,2,-6.824803133779508,1
2,2,0,0,0,0,0,2,-3.566098217053024,0
0,0,0,0,1,2,2,0,-3.599914519085782,1
2,1,1,2,1,1,1,0,-0.40948977091555994,0
0,1,2,0,1,2,1,0,-4.786418619541438,1
0,2,2,0,0,0,0,0,-5.200518931898776,1
1,2,1,1,1,2,0,0,-3.52808041686196,0
2,1,1,0,1,0,0,2,-4.0789104471527855,1
2,2,2,0,2,0,1,2,-4.426461674206782,1
2,2,2,2,1,1,0,0,-4.392535146220688,1
0,0,0,2,0,0,1,0,0.18467591275533357,1
0,0,2,0,0,2,2,1,-6.433541734689666,1
1,1,1,1,2,1,0,2,-4.798379753927234,1
0,0,0,2,0,1,1,1,-1.8995702329004807,1
0,2,1,2,2,1,0,1,-5.019871550685686,1
0,1,0,0,0,1,2,0,-1.7471776520347728,1
2,1,1,2,1,2,1,0,-1.7821027099547686,1
0,1,1,0,1,0,1,0,-4.489551304766381,1
2,0,0,0,1,0,0,0,-2.022801770320351,1
2,0,2,0,2,1,1,2,-5.939514654865221,1
0,1,1,0,0,1,1,1,-4.93079339449647,1
0,2,0,0,1,0,2,0,-0.5939475888950623,1
2,1,1,0,0,0,1,1,-3.4794438694737497,1
0,0,1,1,0,0,0,1,-5.2657925458489965,0
0,2,2,2,1,2,0,2,-6.6332738111044485,2
1,2,2,0,1,2,0,1,-8.729129835321858,1
0,2,0,1,1,1,2,1,-1.1505742942093278,1
1,1,0,0,0,2,1,2,-5.3179358058547415,1
1,2,0,1,0,2,2,0,0.24671157190134374,2
2,1,1,0,2,2,1,2,-7.753652096433637,1
1,2,1,2,0,2,2,0,-1.0411164460042595,1
1,1,1,2,1,0,1,2,-2.6910769870274827,1
2,0,2,1,1,0,1,0,-3.315927922562805,1
2,0,2,2,1,0,2,2,-3.7144671648480863,1
2,0,0,1,0,0,0,0,-0.5995563255200265,0
1,0,1,2,0,2,1,1,-3.3985374016857315,1
1,2,0,1,1,2,2,0,0.1981270995833132,0
2,1,1,0,0,1,2,0,-1.6799480503154136,1
2,0,2,0,1,0,1,1,-4.515515784745482,1
1,0,1,0,0,1,2,1,-4.129353605568826,1
1,0,1,2,0,0,0,1,-2.8691990117014843,1
2,1,1,0,2,0,1,0,-0.17555658262340423,1
1,0,0,0,0,0,1,1,-3.52137148591271,1
2,0,1,0,1,1,2,1,-5.854182856336476,1
1,2,1,2,0,1,2,2,-1.743916085551454,0
0,0,1,1,1,0,1,0,-2.265092416401713,1
1,2,1,2,2,0,2,2,0.37077716524463744,2
0,0,2,2,1,2,0,1,-7.30098439558036,1
2,0,2,1,1,0,2,2,-5.058422641996629,1
2,1,0,0,1,0,0,0,-2.249813155505647,1
0,2,0,0,0,1,0,2,-6.127370531055241,1
1,2,0,0,0,2,1,0,-3.349141983571454,1
0,1,0,0,2,0,1,2,-2.4555562135505484,1
0,0,1,1,2,0,2,0,-1.7324305713246249,0
1,2,0,0,0,0,0,0,-2.8056450242532422,1
0,2,1,0,0,2,1,1,-2.8954796725998153,1
0,2,1,1,1,2,2,2,-3.760135572902888,1
2,2,0,2,2,0,1,2,0.9941864781949534,0
1,0,2,2,1,1,1,0,-2.2353850561754935,1
0,0,2,0,1,2,1,1,-7.376842280854466,1
2,2,0,2,0,2,1,1,0.7738493518326304,2
0,2,0,1,2,2,0,2,-3.5395194663765186,1
2,1,2,1,2,2,2,2,-3.3235525304851583,1
2,2,0,2,0,1,2,2,-1.2906476971348448,2
2,1,0,2,2,1,2,2,-1.756439293593183,1
2,2,2,2,1,0,0,0,0.42410973802524854,1
2,2,1,0,0,0,2,2,-2.588755302006565,1
2,0,0,2,0,2,1,0,-0.5630985478556211,1
0,2,1,1,1,1,1,0,-2.428846574579848,1
1,0,2,1,1,2,2,2,-5.685239442675278,1
1,2,0,1,2,0,1,0,0.9614425175282115,1
2,2,1,1,2,1,1,0,-1.1848934503492599,1
0,1,2,2,1,1,2,1,-5.57903726369357,1
2,0,0,2,0,2,2,1,-0.864681170319324,0
1,0,1,1,0,2,0,0,-4.030197961942166,0
0,1,2,2,0,2,2,2,-4.577665509292562,1
2,1,2,2,2,0,1,0,0.4388509514298944,1
