c,d,e,a,b
2,2,0,0.6291445545357031,1
0,1,2,2.440920245851765,2
0,2,1,6.095133037268122,2
1,2,2,2.0890945332190913,0
1,0,2,4.9639546136252015,0
0,1,0,3.648874354655345,0
1,2,0,3.6162938361373422,2
2,0,0,0.8290078727198738,2
0,1,0,3.073572330372042,2
2,2,0,-0.4919205944955517,2
2,1,1,-0.6246847475610723,0
1,0,0,3.7586544445155954,2
2,1,1,-0.2630139938891761,0
2,1,1,0.025530462864383253,1
1,1,2,3.626698441817042,2
0,1,1,4.589955289902688,2
1,1,1,3.667221896912624,2
1,1,1,2.210236744462941,2
2,0,1,3.4944575479186426,1
1,1,2,2.786473704062145,2
0,1,1,5.051840654352047,0
0,1,0,3.5264783096036596,2
2,1,2,0.3974636642648086,0
0,1,2,2.9346522260520453,2
0,0,1,5.315802175228409,2
2,1,1,-1.1468861520575115,0
1,1,0,3.0828292730942857,2
1,2,2,1.3900613380629998,0
1,1,0,2.56430430248004,1
1,2,1,1.889166677756906,1
0,1,2,2.3298063009807715,2
2,0,0,0.22651019844048137,2
1,0,2,2.7795802943604917,0
0,0,0,5.027933766536642,2
2,2,0,-0.9381591971549649,2
1,1,1,3.8687850536516475,2
0,2,1,4.636393113371977,2
2,2,2,-0.3122538747158309,2
0,0,0,5.5197619453287015,2
0,2,0,4.719742630552737,1
2,2,0,2.1500870316640306,2
1,1,2,0.7338418632646311,1
2,2,2,-2.4345445207529535,2
2,1,1,0.690551928074083,0
1,1,1,2.4510781540148403,2
0,0,1,5.511925019411288,1
0,2,0,2.177203628875345,2
0,1,1,4.882754770296648,0
2,1,2,0.6233092388293331,2
2,1,1,-0.060148193527515284,2
0,0,1,4.6075956440894705,2
2,2,1,-1.472485717024248,2
1,0,0,4.284558030895196,1
2,2,0,-0.6890461858954671,2
0,2,2,4.342568982220065,2
1,0,1,4.392349775942461,2
2,0,2,1.3339743290787234,2
1,1,2,2.6762614566557907,2
0,0,0,5.571027052868006,2
2,2,1,0.9747361947466715,2
0,2,1,3.455990106608186,2
0,2,2,4.919095531860976,2
1,2,0,1.5351771461589725,2
0,1,1,4.098950709768398,2
0,1,2,4.959089175715068,2
2,1,2,-1.3410172371699995,2
2,0,0,0.9693615772512119,2
2,0,2,1.1749137715134927,1
1,2,0,3.350057168931972,1
1,0,2,3.519959168630522,0
2,0,2,1.038816914497691,1
2,2,1,1.233784630046916,2
1,2,2,-0.08783606403440203,2
0,0,2,4.975062074505833,2
2,0,0,-0.10855640205422823,2
1,1,1,2.4123170993893512,0
1,1,1,2.975190936702411,0
0,0,2,4.857139148164612,2
0,1,0,3.275761239416614,2
0,0,0,5.0886625125800515,2
1,0,1,4.690133168061578,0
1,1,1,2.927784011910374,0
1,0,1,3.6687712049634564,2
1,2,0,4.484238770075411,2
2,0,1,1.0974539992201648,2
2,1,1,-0.7072265290172866,2
1,0,2,2.1750808647377324,2
2,0,1,-0.7747060868721571,2
1,0,0,2.3607890940082186,2
0,0,2,3.400423574792215,2
0,0,1,5.729401601778267,0
1,1,0,3.6032699681102303,2
2,0,2,1.0490230259843965,0
2,2,1,0.07340467417941887,0
1,2,0,0.44949335615268105,1
2,0,1,1.2780785846628788,0
2,0,1,2.007427206696334,0
2,0,0,1.6951617987944085,1
2,0,1,1.8410843292587233,2
2,0,0,2.4599254131997634,2
1,0,0,2.4501154691481206,2
0,0,2,5.0387589558658785,2
0,1,1,3.1906148959272724,0
2,1,0,-0.12384929795442723,1
1,0,2,3.689030976657974,2
1,0,2,3.08524153083997,0
1,2,2,1.4109272640402954,2
0,2,1,5.383890978894142,2
2,1,0,1.7464763609307272,2
0,0,1,6.84400942790151,2
2,2,2,-0.6897428084061512,0
2,1,2,1.7178967822781352,2
0,2,1,3.8512183485856735,2
1,0,2,3.3656929154553517,1
2,0,2,1.915992284020379,2
0,1,2,2.990931584777314,2
2,2,0,-0.4814562733714288,2
2,2,2,-0.9145441781080752,0
1,0,0,2.292550018894728,0
1,0,0,5.595658899245951,0
1,2,1,2.4346531670813847,0
1,2,1,1.3206982754288643,2
1,1,0,3.3099438719107255,0
2,1,0,-0.2715164966263702,0
1,1,2,2.2037645386995024,2
2,2,0,-0.83692613235913,2
0,2,2,3.014155558776519,2
1,0,1,1.9763035539302998,2
2,2,2,-1.7480812785570632,2
0,2,2,3.5630377464051475,2
0,2,0,4.364311876523791,2
0,0,0,5.009422173105932,0
2,1,0,1.107675183060748,2
0,1,1,2.232098814274938,0
2,2,1,-2.111105413330327,0
0,0,0,6.330358263741409,2
1,1,1,-0.09265293761499249,2
1,2,0,1.8572963936005231,1
1,2,0,0.7387000115340185,0
0,1,2,4.328857444444264,0
0,0,0,5.862015531163135,0
2,0,0,1.590503501512702,2
2,1,0,0.6714821137948997,2
0,1,1,5.15824872340601,1
0,2,1,1.6809601693455019,2
1,1,0,2.0099981224083954,0
1,2,2,0.07818018665384918,2
1,1,2,1.286556214783747,2
0,2,0,3.455972402344001,2
2,2,1,0.62875720238682,1
0,2,2,3.0299327294518292,0
2,0,0,1.9494122435146635,2
1,0,2,4.102248786675898,0
