a,c,b,d,e,f,g,h,i,j
1,2,2,3.8798568930553543,-2.4420013055859524,2.7961005896232707,-0.060198454553915814,2.553705350797474,2,-3.797060180894965
1,2,0,1.8708388661239532,-5.506116482942726,-0.556265408290668,-0.7563712705202789,1.078935546957899,1,-5.33145114772418
0,1,1,3.181348246599547,-3.821017351028408,0.35084070946136414,-1.9058914950335382,2.329621020735899,2,-3.9370382242851094
1,1,0,0.6728401193029336,-6.995035497898666,-0.8204231468444101,-2.5283077930546924,0.396449677829962,1,-1.7918255295147922
1,0,1,3.165824253484778,-3.788017784895744,1.742644271323862,0.30684681063429464,1.0395421329715213,1,-3.2163134067868144
1,0,1,4.70812109586726,-4.657492970854662,2.3061002168001363,-0.2503595009776117,0.288876268652865,1,-4.27430712352563
2,1,0,4.2621143150964365,-4.51660108359946,0.1516306367659278,-3.2020002370036122,-0.9046275970361028,1,-5.222634801997891
2,2,0,3.551461738156587,-4.513316850389256,2.1443017102336905,-0.3224258030668441,-0.6914023780529976,1,-3.9176545425738603
2,2,0,3.604527881937569,-5.4794815459785475,0.10222208605979183,-0.019972082212895703,-1.1318057566276796,0,-2.976696448357219
2,1,2,3.109436902877041,-4.675565164468994,2.6590962421890056,-0.04463373654244629,2.4000643995324333,2,-2.6889848639930998
0,2,1,3.4959382941447736,-3.815685052649994,0.8472037061542055,-1.3364451561242718,-1.221955630625928,2,-3.3837577347627463
2,1,0,4.386544030519997,-4.792474323917455,-0.534720990684745,-1.100407376744816,2.076303199986439,1,-2.8428898015112347
1,2,0,2.203557746729807,-5.593262591537246,0.45040969211806064,-0.5914838946114961,0.6157716751876616,1,-3.5468309773438076
1,1,1,3.89532326196706,-2.132598660535314,0.46588886047028977,-0.5058287886739229,2.472247941171937,1,-2.593292808243694
0,1,1,1.33589740513471,-2.6550595110422743,0.9428294729469004,0.3578592002792693,0.5551927628552485,1,-2.307558953240535
0,0,1,2.6256574805917987,-3.8682333383229732,0.3153153563376758,-1.1175400129068989,1.391978771253159,0,-4.015570234915503
0,0,1,4.338553242465315,-4.462754959821204,1.9914525899395903,0.5461740478907121,0.5747636882473652,1,-2.85203860253996
1,1,2,3.483052318434178,-1.8516067027326955,2.1228071252109286,2.404116413394269,3.1403110945552988,2,1.1718858037448632
0,1,1,3.459647754574008,-2.6010504176231,0.5964655534237278,-0.04089679470174673,2.6451540813125973,1,-4.127054355423237
1,2,2,3.2283479133882045,-3.362719363030222,1.8281522602387943,1.148735622881146,2.6228682378284907,1,-2.1638805109179353
2,0,1,3.569584927179944,-3.205669995367609,2.0781549168645217,-2.454714480933415,2.4763767478332466,2,-2.5824906900669156
1,1,2,3.5005305963195172,-1.2101094338708738,3.5643121862471823,-0.8617273470374627,2.3716485654890973,2,-4.602587582219401
0,1,0,5.025300156645439,-5.675124659479501,1.5480295776172526,-1.9499771763342562,-0.13553161285305126,0,-5.3792414806513165
0,1,2,1.3330133606739247,-1.8296221423771075,1.7986558502361585,-0.4427380121485869,2.4472860533251013,2,-1.9623912767814378
2,0,0,4.277761131599872,-4.375231455795007,2.324879017807115,-1.3720300288363747,0.4940630059395773,1,-4.295931727047147
2,2,0,4.413753131876182,-2.5458473842080886,0.16587926661969155,-2.693305262345163,-0.3427322092380085,0,-5.312761606092826
0,0,1,2.575489938486604,-3.3685039626518924,1.2179709522100552,0.42639740035759954,1.9381369233081793,0,-2.2339952133518
0,0,1,3.3529932911999554,-5.164791547610327,1.2346398916857455,0.9897874524704182,1.7846461877047592,1,-5.915822534109924
0,1,1,2.795427594359553,-4.320448809794373,2.1423171465004947,-2.5222412436298742,1.6013978543170924,1,-3.9967792375574
2,2,0,4.76550657650878,-4.548539847636083,1.5520748860237426,-0.593874754094394,-1.1364767061901426,1,-3.5375010629983863
1,1,1,2.3943748325986016,-3.657743340352584,2.388983180404648,-0.6170135860764369,1.5470003565294606,1,-2.0993764524601684
1,0,1,1.9740864113984482,-3.370962409566237,2.4268559135765413,1.3410384592422948,1.377066887160071,1,-3.587686108792469
2,2,0,4.822901934102696,-4.746624187284137,1.2040150743216542,0.651669089395488,0.23880075576840665,1,-4.276162068634698
1,1,0,4.084556655322853,-5.5645266302248135,-0.15648610681872388,-0.6222883937370877,2.86183112564283,1,-4.772812272217611
1,0,0,1.552271492265282,-5.805262781398474,-1.834177042210305,-0.5718232202733317,1.2827109427693562,1,-3.297684659532454
1,2,1,3.032713274747559,-4.7797601853814635,1.7213752539762284,-0.15879354407709512,2.001922283393649,1,-3.262756698329875
2,0,0,4.288566345371505,-2.8435551232645895,-0.3898039893484101,-1.4713547006765018,0.9260735316958,1,-5.274394803283306
2,0,0,5.28658668297085,-5.344029333222007,2.2007927584283165,-4.178811436943334,0.49944296414536093,1,-4.218614878769494
1,2,2,4.491707593377797,-2.4359107776799527,1.8763974903706404,0.4886839328740653,1.1828861159657666,1,-3.400215622097479
1,0,0,3.319844870662904,-4.566818420186801,1.0566166656775544,-1.5282454502931,2.0317355945421274,0,-5.381705413765399
0,2,0,4.8545398093380365,-4.847835678603699,-0.8895233522181258,-1.494075176037908,1.1828391323516083,0,-3.2882893509861466
1,1,2,1.8820844493081565,-2.735551278080213,1.6621767412223503,0.2955812872752964,3.213215440256495,2,-2.4909290008790386
0,0,2,2.6586155490356047,-1.792274613220526,2.0605364866531097,0.7600053082182554,3.753782153025446,2,-1.4118151172154985
2,0,0,2.912725815990722,-5.161254939319823,0.5681009634377188,-0.7403267246471373,0.7953549485724164,1,-4.1225265695232585
0,1,1,3.638219063090324,-5.428034599889097,2.1451126876611215,-0.34240673914818615,2.471330197877685,2,-5.429930724082396
1,2,2,4.33629295564895,-1.9753112838683133,1.3662289745802716,-1.2046160523842684,2.2972423094655747,2,-0.9129781935818091
0,0,1,3.9787962936103027,-4.957588289034157,1.0032752972062946,-1.0488509081453576,1.7885761100504713,2,-2.4410899882421955
0,0,1,3.1761622999053833,-3.2901750767950335,3.3009906006887366,-0.1999284873579196,2.48468206289633,1,-2.143676331708421
1,2,0,2.229741633710673,-3.4374956684768776,-1.3959851991460643,-1.7549366407571454,2.0268086311982074,0,-3.783868359043052
2,0,0,3.9998284573286926,-4.630070145833926,0.9019282830788125,-2.796599850939114,0.1493710802299888,0,-4.076716630128587
2,0,0,4.138128379642196,-3.0532323595810267,-0.8938351520346257,-1.6093425070213656,0.5623611319052594,1,-4.616928499861718
2,2,1,3.3765853413260984,-3.7990989212165527,2.597327507202867,-0.23565231279104581,0.6674190666499238,2,-3.101032121617732
2,0,1,3.5672731582286237,-3.885044415859884,1.246162438874467,0.1216618078027355,0.9854928343863132,2,-2.3978238401548464
1,1,1,3.9274025775192496,-4.444556024179801,1.8282739620810304,-1.54598494933922,4.084992746099831,1,-3.070283787740599
2,2,0,2.0306167646943907,-3.5943279101161805,0.6858345775189155,0.0256601683453479,-0.3259244140817351,1,-3.688860307999978
2,2,0,3.7186215924912656,-4.310184673443466,0.5043076423431597,-2.384933835620099,0.7187475952281897,1,-5.740445704358312
2,1,2,2.6982505823153504,-3.4983765808771077,1.5822910254997407,0.4658789354321814,3.566323202540699,2,-1.996788678828811
1,1,1,4.044670611628408,-5.4074962990474384,0.2523722008562075,0.8300429339269253,2.705751037498418,1,-2.0930772143758745
2,2,0,3.980725026088896,-4.11927088979708,0.7834414357446371,-3.000367473943095,-1.573874919888356,1,-4.457809146359895
2,2,0,3.1344721549965695,-4.135815727530467,-0.04700472084499496,-1.8984082745531574,-0.4425328074971896,0,-3.892277103317762
2,2,2,1.3722854048628679,-2.3667702230151724,1.4379537411534453,1.639123779324209,1.938195116540204,2,-2.2551594030037547
2,1,1,3.531314217861419,-3.659063208264845,4.314447453266162,-1.4438881360113527,2.2655380517039996,2,-2.978986488060952
0,2,1,4.817181250709042,-4.1705339880150145,2.961799167547305,0.14985024631527233,0.8246057423717601,1,-2.9517084598877026
1,1,2,3.6198982484765354,-3.1631626769300487,3.204190345123167,0.31311414417271716,1.6796529823425668,2,-1.6144187458026371
0,0,1,4.369043693241762,-4.124377292893241,3.2767198471176204,-0.556199284359754,1.5521490804276858,1,-4.990528947124313
0,0,0,3.0243612516449607,-4.646124805857988,1.2577767609361872,-2.8694982383634686,1.698495298580351,0,-3.330173224539349
0,2,1,1.5423031402250669,-4.504623356438563,0.15013258770428384,0.060813133546111064,2.6045336965420818,1,-3.425248620193656
2,2,0,4.661304538929615,-6.1665006270122324,1.1625261297812801,-1.369410424582662,0.22210893736878762,1,-2.5726624160001936
2,2,1,2.7892458359122543,-2.502221049130557,1.1868460610917193,-0.3398570875399235,0.02341414331231606,2,-3.1825740379912024
2,0,0,3.150012295470291,-5.743101927658275,-0.1513742900675522,-1.8629142558225027,-0.03927085906399619,0,-3.0293529171445606
2,1,1,4.519538147293884,-4.27363626071491,1.1069470624139703,-1.2050961268974167,0.7040322582026596,1,-2.833942860882557
0,2,2,2.3174741695420855,-3.803944071468642,3.0457937598499525,1.1595845197903776,2.311316276936522,2,-2.16768363840528
