a,b,c,d,e,f,g,h
0,2,-3.3195722860494894,-0.8220581082447267,-1.356798706750772,-0.2609198690116268,2,-2.157082552210306
2,1,-3.2949197904996934,-2.6625732840970207,-4.409700357182807,-4.896323256347408,2,-1.7944747947756894
2,0,-6.320958352994443,-5.753045183825107,-7.794505995384114,-6.7337980461706,1,-3.7723781307101665
2,2,-3.0573233626976353,-2.009194983055439,-1.7424273426364658,-2.5862624946710913,2,-2.569342507021365
2,1,-3.6605225269842614,-2.2649172836699156,-3.4887126073472277,-3.5643367137486237,2,-1.1277611382279016
1,2,-2.846100651821048,-4.343567344710908,-4.978686778848529,-3.3529638113543374,2,-2.568688873369956
2,0,-3.969193878309919,-5.151520360100946,-6.4677803456895555,-5.561024055381198,1,-3.4187062278245453
1,1,-3.4153547737639474,-2.705063482677801,-4.731579133597765,-4.486056941344292,1,-1.9753722063476937
0,1,-3.091673981892003,-3.3065505437895126,-4.735567651207111,-3.7391066299619236,1,-1.5408825116143994
2,2,-3.448372282230759,-1.636347020010845,-1.6403530022431305,-1.150445249998262,2,-2.559612667520672
1,1,-2.8621845915894517,-2.6773589814746757,-3.5621189071952513,-2.999540404843418,2,-2.108905880852658
0,2,-1.1310630523760083,-2.565593788089126,-5.717066947819585,-4.510248421099448,2,-2.9788154625209313
1,1,-4.7301495196514125,-5.4981634364954095,-7.153407893071565,-7.330775633730697,1,-3.9862449926651955
2,0,-5.64769565571456,-7.897371675345135,-7.555077882640424,-6.964741477085733,1,-3.191640773425266
0,1,-2.424215663679767,-2.1583412009626795,-3.8121380628126356,-3.5744062574192883,2,-1.377882188942236
1,0,-4.95134398669506,-4.6397281139594435,-7.880206805693625,-8.915810180293882,1,-2.8550729214337736
0,2,-1.3561786079334428,-1.2806413177153406,-0.8275924322927972,-1.198048188542097,2,-0.20074639036593922
2,0,-5.202535711892184,-3.623656672862445,-4.381264163049652,-2.26305771598582,2,-3.587323109062274
1,2,-1.3049544237292885,0.3935654127874051,-1.1164474460253953,-0.18172413144016114,2,-2.05618030223265
0,1,-3.6285141831945475,-3.2989026065506586,-5.110320342632726,-5.883908644034116,1,-2.161289036588782
0,2,-2.5017711766773045,-4.13646484415416,-4.494112914362424,-5.484467290210835,2,-1.9441599375745158
1,2,-1.1952819783300954,-0.07800039783783697,-2.0599837980640294,-1.6221476981746132,2,-0.3885228860725829
