d,e,f,a,c,b
2.1416476008704612,1.1876343927211208,1.3082466068799101,1.3883230813674783,5.569583337128281,8.096902997541441
-0.4064150163846156,0.20277504825236733,-0.49346820915387574,-1.8385965610257682,0.932143713941931,1.1709922298502362
-0.5122427290715373,-0.5003610773968998,0.659484214251896,-2.0018255653727666,2.0096609312180673,1.571143861091387
-0.8137727282478777,0.48516111254573785,-0.3969138412377916,-2.624088998599781,2.421520917481308,-0.7029637525890624
0.6159794225754956,-0.5279176373243135,0.11374815348614345,1.0145139973223145,0.5781828548604906,6.161697826141826
1.1289722927208916,-0.001392651443348899,0.7368365309200512,1.2060982559393632,3.4863400845305925,4.673042202191442
-0.11394745765487507,0.9861363169607678,-0.46255571632458015,-2.5363360990353407,5.258074002895503,0.8652698565200662
-0.840156476962528,-0.5577713459894236,0.996554884498404,-0.8329992840147669,1.5343059665821588,1.4372988345486997
-0.8244812156912396,0.8056786392425009,-0.9936978771064832,-4.701712407224184,1.00220244124719,-6.180823487289437
0.6505927878247011,0.6774013686923024,0.2945928425583791,-0.8751170508388219,3.6339696292476824,1.495222339628221
0.7432541712034423,-0.9547918171308215,0.9226397227878528,2.5011162884369087,1.6467136638598936,7.94118413454416
0.543154268305195,0.973894128217401,0.6600374917903349,-0.8944961812942092,4.602870082544126,1.984772440754448
-0.6655097072886943,0.6985663453715051,1.9164448767354103,-1.470629408404636,5.09729263337612,2.31367454900038
0.23216132306671977,0.10192588737265744,-0.7634393173106605,-2.401367974419481,-0.23017659456988793,-2.687517408012405
0.11668580914072822,-0.7623234580276522,-1.379149251348588,-1.7928750022299549,-2.1865171839786286,-2.4158127497441693
0.21868859672901295,-0.85920601857557,-0.9943351084951194,-1.7782922989391567,-1.031826428091238,1.3741875244966328
0.8714287779481898,-0.5376625769030224,0.660442566548437,1.2654886437699122,1.9215235689015149,6.7897361310953315
0.22359554877468227,0.54259446329196,0.4979229342693786,-0.4320109099593138,3.0098599367881076,2.1842322935170304
0.6789135630718949,-0.9556251674013979,0.10225665964741577,1.2070789080641493,0.3409884124068868,5.419532624172739
0.06757906948889146,0.4375122486198699,-1.12295704910713,-1.3056135587782989,1.3793471897379748,2.384157728330167
0.28911939868998415,-1.2417555288783926,0.7668672933290608,1.8024189158074968,1.4737244414002932,7.120293575843492
0.6312882258385404,-0.20406858443884895,-1.2247047776505404,-2.642300802775437,0.18758225698968034,-1.0469673574548928
-1.4571558198556664,0.10964775457400863,1.1589495823768998,-2.677720008858996,3.076866889873704,0.5039322508346658
-0.31967121635730134,2.4451301450589167,2.857438423139865,-0.6773266689839404,9.201893502838109,3.5074944264890062
-0.4703726542927955,-1.3773156555203674,0.3664511465715505,-0.7893967166659869,0.010515183262301497,1.9637285553161203
-0.6388778482433419,1.4720145664901334,0.5831081356577431,-3.6875514064717714,5.345904348547283,-1.8140035431932455
-0.27514225122668373,0.14984241398728004,-0.4928597688955594,-2.6652979372236794,2.230406430273181,-1.0374280413607024
1.4949413112343959,0.41117191801596314,-1.8102133210868163,-2.3275251604241034,1.9003223115428127,-0.652799404091122
-0.8658311156932432,0.11834791338820451,-0.6027193630302223,-3.634584956151886,1.4470215858366804,-2.5294570724487984
0.9682783545914808,0.444726818195233,-1.0928952410987494,-2.02862853322131,1.7475243433422687,0.24738330314580895
-1.6828697716158048,-0.15368510436201774,-1.4470045764150157,-3.346179425484677,-0.8712553313388209,-3.6907831863212524
-0.33488502998577485,1.4540501814574582,1.7223599419956492,-0.8165807954110301,7.55091333293378,4.422152816322355
0.1627530651050056,-0.4564711442247224,0.272862518025773,2.0052266703553103,0.7389110759518237,5.902501946010242
0.5862223313592781,1.1322345721792477,0.37968758061398367,-0.9742374776682075,4.104109900969598,2.3397657458631986
0.711226579792855,-0.6443671202130229,-0.30902236519624954,-0.6100497710009226,0.7999640137006679,2.125526142019524
0.7933472351999252,-0.06025184640128695,-0.17287108244343635,-0.5453721257093732,2.341577533106002,3.244080110310568
-0.3487250722484376,-1.0719625522902192,0.9645506822393334,0.43287752480843844,-0.017468553529301212,1.8970988598933576
-0.46235179266456716,0.4550237203475199,-0.03233711869521544,-1.7564323572775251,2.3261842959196457,1.7024328720464088
0.8579758812571538,1.4451259569265338,0.5306939380247327,1.1407569848156534,5.555011846249564,5.831356821060003
-0.1913043248816149,-0.07735617982085408,-0.19600429784501586,-2.488488310047687,-0.8712262692248516,0.04426624267379298
-1.2756863233379219,-0.19688569870390954,-0.3421528907320472,-2.034508201879219,0.14672061911569423,-0.6434282073330091
-1.1332872140034806,-1.1146169630679268,-1.406914165601862,-2.911508669191979,-2.7398752288722847,-2.37769471269292
-0.9194522860016113,-0.2292926535523081,-1.977749062367128,-5.74821308572788,-1.6615266991701085,-5.017809477335376
0.49716074405376404,-1.5927942597215277,-0.2615619010664018,1.0138586886248528,0.1958507413482813,4.7814058192649345
0.14242573607056525,-0.9128779867188273,0.05649669199323269,0.9142220396623622,-0.957597309191127,5.861922191382139
0.6904853540677682,0.22678604610913541,-1.286130036708791,-2.904378728906244,0.22861378835175428,-1.5948613695442146
-0.42725264633653426,1.3190131977413961,-0.03447486503463288,-2.8467860647138794,1.4290457755338757,-0.843904811994453
0.15853969107671423,2.809210861229503,0.053752562990502024,-5.004334516684504,6.780003916056395,-3.648052533426156
0.6255903939673367,-0.5865850850709007,-2.156008006059379,-3.6395031354160094,-1.967190372649048,-2.548152520970533
-0.3093465397202384,1.43530015664544,-0.9151246594795012,-2.6678683856835885,2.7379813675424534,-1.3378508378372234
0.45677523755741145,0.2437524804016479,0.4072638937354685,-1.0229737547266966,4.134884828901558,1.4976898670455214
-0.6619259410666513,-0.15124764674637586,0.3870587293957439,-2.604894790610145,2.527662847551259,-1.2315838273835804
-0.3630538465650718,0.4325944517261522,-1.1536749163997606,-3.0014703966825604,1.1212323568252742,-1.494920559933274
-0.3817378939983291,0.06191648367995918,0.15844805049973495,-2.1164521644166285,1.5667754735690234,-0.19959362778188908
-1.1958396455890397,0.11039572561221853,1.0224072253604721,-2.1001543767822417,3.677275435035419,1.2447842422316895
0.4869724807855818,-0.4083331628266692,0.7770729589908982,1.115734830522646,2.2487002188352645,7.009839310347355
-0.46940234020272387,-1.3981096597988507,-0.09528578701393456,-1.962666520410743,-1.981748099804741,-1.5078001500924694
0.01249411872768743,-1.5436252025220816,-0.4679763133242924,-1.448853137946196,-3.3525732775560266,-0.7025795113398138
0.48074665890590895,0.653244883281227,-0.6293444843345044,-1.7776804045546855,2.1037813450050606,-0.7122032007502022
