d,e,a,c,b
1,2,-4.198489297225152,-3.009814062651732,0
0,2,-4.43616949536052,-0.3792293343131041,1
0,1,-2.6349296120920593,-2.339798953897694,1
0,0,-0.825981910877492,0.6790343079823599,1
0,1,-5.01693966014888,-0.8451523454182326,1
1,1,-3.339647162953938,-2.1156101493582007,1
0,1,-4.217012186649791,-1.5544027868021706,1
0,2,-4.560971887188789,-1.3393356035828639,2
0,1,-4.751348523727105,-2.1607790089455707,0
2,2,-4.631017486567419,-4.13911109238697,1
0,2,-4.857983672585503,-1.2936693350565909,1
1,1,-2.934939264417694,-3.556258087339677,0
0,2,-6.205747989579914,-1.817828471802431,1
1,1,-3.1229740151029355,-3.328461985099361,1
0,2,-4.576407033154025,-3.03582811152018,1
1,1,-3.611934675385816,-1.849949606308594,1
0,1,-3.69592677153593,1.0523723625849994,1
0,0,-3.8799633807527902,0.8390574524391285,1
2,2,-2.1732257489937794,-6.162291077891925,1
1,0,-2.564337127538951,0.559805156463409,1
2,1,-2.527605553846186,-2.879969067273478,1
2,2,-4.917149153860269,-4.516326025730152,1
1,2,-3.1211443389367663,-4.01008802490031,1
1,0,-1.9972236699429806,-0.6029955112601999,1
0,0,-0.8579770076355078,0.2488443524080839,2
0,2,-4.472326035856051,-1.270488962835515,1
2,0,-2.822005470049077,-3.3935671185664473,1
2,1,-1.6918254621522264,-6.830966725239376,1
1,2,-6.133711434755599,-4.439457522753127,1
2,0,-0.6636326962417478,-1.972443490194607,1
0,0,-1.5927313712793572,1.9327267495279852,1
1,2,-4.233804851565886,-2.7806309993745844,1
2,1,-2.764253137080082,-2.310699127916697,1
2,2,-2.483069860751959,-5.872306096203567,1
1,1,-4.056743762476087,-2.8379104832566453,1
0,1,-3.2173118520261075,-1.7188963888572144,1
0,0,-3.15122078654877,1.5653827423312676,1
2,0,-0.5413749621854951,-4.286826655722173,0
2,0,-1.376308144148534,-2.5051514895656632,2
0,2,-4.4785131755574366,-2.1272376648475144,1
0,2,-6.909506992003166,-1.7560766844888809,1
