d,e,f,g,h,a,c,b
2,2,2,1,2,1,-1.9278250583290533,-2.5318982632629594
0,0,1,0,2,1,-0.9284969829336432,-3.440834590764964
1,0,1,1,2,2,-0.9434473143314676,-3.483000473303397
0,2,2,0,0,2,-4.124648086298346,-3.028462726354113
1,1,1,0,2,1,-1.9642345713503864,-3.8524396208183926
1,0,2,0,1,0,-1.25800057137111,-2.0467603680563995
1,2,1,2,0,1,-3.2445029924199176,-4.356615201027174
2,0,2,1,2,0,-2.1027933787467123,-4.723879424110071
0,1,2,1,2,2,-0.3097410199902209,-0.7355591834709394
0,1,2,0,2,2,-0.11201240170656601,-2.219721750867759
0,0,2,2,1,2,0.6713710274673081,-3.322167186909129
0,0,0,0,2,2,-2.5641239779128875,-6.034215378594665
2,0,2,2,1,0,-1.7745359493257937,-3.9368723642082037
2,0,1,1,1,0,-1.2388274650370001,-2.81048904046219
2,2,1,0,1,0,-3.1741652767465243,-4.079507889809206
0,1,1,2,2,1,-2.2232941785675853,-3.7102742966695104
2,0,1,2,1,0,-3.1254592351270922,-4.740595114592153
0,2,2,2,0,1,-1.5117199982984322,-2.577406587605506
2,1,0,0,0,0,-4.24608729441798,-4.587442789361955
1,2,1,2,2,2,-2.231034432109752,-2.2403762683270543
2,0,1,0,2,0,-1.727207695494838,-4.151968368061468
0,2,0,0,1,0,-3.4730694190164413,-2.0541246106571904
1,0,1,0,2,0,-2.375026036712182,-2.9345501881963942
0,2,1,0,2,2,-1.0237388946377348,-0.6901909682695198
1,1,2,2,2,0,-1.0545612480269644,-4.942542487425362
2,1,1,2,0,0,-2.6062375026806137,-4.968214360014632
2,2,0,1,0,0,-3.8958872068402,-4.844537073778567
2,2,2,0,2,0,-4.460960513205174,-2.5206967420925968
0,2,2,0,1,2,-2.765836892357524,-3.0532734069730747
0,0,1,1,2,0,-1.0946043238870962,-2.551215420225841
0,0,0,2,2,0,-2.577319061455663,-5.649432992413503
0,0,0,1,0,1,-5.876787172768187,0.15667829983596704
0,0,0,0,2,0,-1.2962664884660327,-2.4193804446154212
1,1,1,2,0,2,-2.7348710967546874,-3.859943923597892
0,1,0,0,1,1,-3.7911555109574477,-2.208428313130504
0,2,1,2,2,0,-1.5952652879367664,-2.6429562236483704
1,0,0,1,0,2,-3.5951223819400457,-3.5370080498683008
1,2,0,2,1,1,-3.1540283039117587,-3.9796068033238114
2,0,2,2,1,2,-0.5213348300487882,-1.296148246262934
2,0,1,2,2,0,0.25121127361010664,-1.5497303970887593
0,2,2,2,1,2,-2.722250809527663,-5.884681663711847
2,1,1,0,2,0,-3.600919419625064,-5.149176794457944
2,2,0,1,0,0,-5.78059998412888,-3.641717584324784
0,0,0,0,1,1,-2.961652225401389,-3.3973229197703976
2,1,0,0,0,0,-6.494683745355514,-3.5819028614243615
2,0,0,2,0,0,-3.6964692642573054,-2.9467640729661415
0,0,0,1,0,1,-3.9118859029941646,-3.835096889647851
0,2,2,2,1,2,-2.100088611554738,-2.9083825295765835
1,2,2,0,0,0,-3.2294977656764896,-4.731105145998797
0,2,0,2,0,2,-3.579819581255704,-3.110588602785591
0,2,2,1,2,2,-1.2121783178090129,-2.286951674191655
2,0,1,2,1,0,-2.1572643990948963,-4.515020580027731
2,0,0,0,2,0,-2.862320000368519,-3.4893084177644162
1,0,1,0,1,2,-1.724850657559978,-4.63025649961763
0,0,2,1,0,2,-2.0126164602749816,-4.76651632945106
1,1,2,0,0,1,-4.078616472038135,-3.404153460322884
1,2,1,0,2,1,-1.9417235932374723,-4.398065020397849
2,2,0,1,0,0,-5.849753010907852,-3.3065321781193027
0,0,1,1,1,1,-1.6717845913800116,-3.6436301856004776
2,2,0,2,2,0,-4.6333107442517525,-3.1822065630256096
1,1,2,0,0,1,-1.9169190369430271,-2.0432555154479393
2,1,1,0,1,0,-3.8273136319686505,-5.39651963664258
0,1,1,1,1,0,-1.5703641275148754,-4.729558836070912
2,1,1,0,1,1,-1.8442773999852557,-5.997545143641601
0,1,1,1,1,1,-3.080838065876989,-4.820258796166757
2,1,0,2,1,1,-5.839829971034081,-1.401063917433548
2,2,0,1,0,0,-4.527945733224302,-2.8949374430218056
1,1,1,2,1,0,-2.8193049730389794,-4.329959725724144
0,0,1,2,0,1,-0.18769590231157762,-1.5050306111416174
1,2,0,1,0,0,-3.762591963779391,-2.4234990272650467
1,1,1,0,2,0,-2.447768681683225,-4.171165657782078
0,2,2,1,2,1,-0.42216871997427663,-1.5490964590804448
0,0,2,0,1,1,-1.554915102723966,-3.7433134526887812
2,1,0,1,1,0,-4.931499173018718,-2.7345671051939457
2,0,0,0,0,0,-5.012876862660085,-2.4698302604015034
1,1,1,0,0,1,-3.1557838126692497,-4.512470501403929
1,1,2,0,0,1,-1.768321647004209,-4.083294434202089
2,1,0,1,2,0,-3.112707340732961,-5.184349675665585
1,2,2,0,0,1,-0.7443129532828503,-1.7694959440097942
2,2,2,2,1,0,-2.7901999536640116,-3.933947231164135
1,1,2,0,2,2,-2.01102718130032,-4.15378965183652
