d,e,f,g,h,a,c,b
2,0,1,0,2,2,-1.2987471242110447,-2.35583270779114
2,2,0,0,1,1,-3.802180314159109,-4.876388440465153
0,2,2,2,2,0,-1.7599484234432503,-3.0204338365482646
2,0,0,1,0,2,-2.534857917833378,-3.521062885020454
0,0,0,0,2,1,-1.838953696400138,-3.266019319123512
2,2,0,2,0,1,-5.332208113926726,-0.6271728370757692
2,0,1,1,1,0,-3.15920289485089,-4.831875504924416
2,2,0,0,1,0,-4.229025262124973,-4.203986634219699
1,0,2,2,1,1,-2.270836857566975,-4.363656892285056
1,0,1,1,1,2,-1.1566549916679283,-2.5994291415069726
2,0,0,1,2,0,-3.9951126121681586,-3.82521899915598
0,0,0,2,0,2,-2.823926783067549,-4.520564776961569
2,2,1,1,2,0,-3.51623798653994,-6.206934322484559
1,2,0,1,0,0,-4.758504986308962,-3.48167455316592
1,2,2,1,0,1,-3.2674388333153166,-3.5273011154007503
1,2,0,0,0,0,-4.87845925607927,-2.6774606774873644
1,0,1,0,2,2,0.16862719528950354,-0.5078036870331657
0,2,0,2,0,1,-2.671879492086534,-2.0316744239021833
0,1,0,0,1,1,-2.8763757790638413,-3.24193174292871
0,1,0,1,1,1,-3.033005448310041,-2.594838935218913
0,2,0,0,2,2,-2.3934581651588647,-2.8078604500707858
1,2,2,0,1,2,-0.7376767139724665,-0.29690987989695894
2,2,2,1,2,1,-2.7502070938909933,-2.147775819381887
1,1,2,2,2,0,-0.8153773105973088,-1.8912033684108105
1,1,0,1,2,1,-4.7257755423611485,-1.7878844403443017
2,2,2,0,2,0,-1.020430152736779,-3.2409954265283436
1,0,1,0,0,0,-0.8804729644185838,-2.9420951414304293
0,0,0,0,1,1,-2.6538919715924756,-4.321310163836599
2,1,0,2,1,1,-5.839829971034081,-1.401063917433548
1,0,1,0,0,2,-2.3366067055424082,-4.263829256317645
1,0,1,1,0,0,-3.62644283695431,-4.285355732708765
1,2,0,0,0,1,-5.380579266562928,-4.405638182142253
1,2,2,1,2,1,-0.6592076993676589,-0.5354593383214776
