c,d,e,f,g,h,i,j,a,b
0,2,2,1,2,0,1,0,2,-2.536515113999081
1,1,2,2,2,2,2,2,1,-6.456233745943805
1,1,0,1,2,0,1,0,0,-3.0295005282867375
2,2,2,0,2,2,0,0,2,-1.2573526359681966
1,0,1,0,0,0,0,0,2,1.1549501487955678
0,0,0,0,1,1,2,0,2,-1.464194888231355
2,1,0,2,1,0,1,0,0,-4.2327824046817115
1,0,1,0,0,0,2,1,1,-1.1270465405354844
1,0,1,1,0,2,0,1,1,-1.0377686938679533
1,2,0,0,0,0,2,0,2,2.1086657677297023
1,2,2,1,2,1,2,2,1,-3.3915880374653358
0,1,2,2,1,2,0,2,2,-2.9827469610457413
1,1,1,1,0,1,1,2,1,0.5590505655222093
2,1,2,1,2,0,2,1,0,-6.969905827311928
0,2,2,0,2,1,0,2,1,1.3716798732290498
1,1,2,0,2,1,0,1,0,-2.7490234575663353
0,0,0,2,2,0,0,1,2,0.000953733391063194
1,1,2,0,2,0,1,0,1,-4.24406772625421
1,1,1,1,0,1,0,2,2,0.25382322668813173
2,2,2,0,2,1,1,0,0,-4.746217245975568
0,2,2,0,1,0,2,1,2,-1.0146109480343133
0,2,0,1,1,1,0,2,2,2.0472651055717224
1,1,1,2,1,1,0,0,2,-1.628449239540124
2,1,0,0,1,0,1,1,0,-0.35417879341265823
2,1,0,2,1,1,0,0,0,-3.799680976704259
0,0,1,1,2,2,0,1,0,-4.826962597305433
0,2,2,2,0,1,0,1,0,-1.4672376643263396
2,2,2,0,0,1,0,0,1,2.1103691678190435
0,2,1,2,0,2,2,2,1,-2.375505707643037
2,0,0,0,2,1,0,1,2,-2.4321338980832996
0,0,1,2,1,0,1,1,1,-2.413949382513673
2,2,2,1,1,1,2,2,0,-4.225755623347821
0,1,2,1,1,1,1,0,1,-1.2012263111821149
1,2,0,0,1,1,1,1,0,0.2137943612058646
1,1,0,1,1,0,1,2,0,0.5259841797567919
0,1,2,0,0,0,2,1,1,0.8121973305993049
1,1,0,1,0,1,0,0,0,-0.4813358322020038
1,2,0,2,2,2,0,0,1,-3.5729207679090367
2,1,0,0,1,2,2,2,0,-1.848633469069095
2,2,1,0,0,2,0,2,2,3.3248919179139307
1,0,1,0,1,0,0,2,1,-0.8006101007109268
1,1,1,0,1,1,0,0,0,-2.178435636304721
1,2,0,0,0,1,0,2,2,2.8535699950519944
1,2,2,0,0,1,0,1,2,3.145386853978802
2,2,2,1,2,1,1,2,0,-4.4018271931357456
0,0,1,0,0,1,1,2,1,0.4278495790247179
0,2,0,2,0,0,0,0,1,0.5385559022981463
1,2,1,2,1,2,2,2,0,-5.498102353089327
0,2,2,2,1,2,0,1,1,-2.7979589125675663
0,0,1,1,2,0,2,2,0,-5.1523256001478215
0,2,0,0,2,1,2,2,2,1.1478360755176311
2,2,1,2,0,1,1,0,1,-1.7265318733681867
2,2,1,0,1,2,1,2,1,1.7596125692851976
2,0,1,1,0,2,0,0,1,-3.130017030030926
1,2,1,1,1,1,0,0,1,0.7054026630969452
2,0,0,2,0,2,2,0,0,-7.309972776979775
0,1,2,1,0,2,1,0,0,-5.1649463149753565
2,1,1,2,2,2,0,2,0,-5.622301646710124
1,1,1,2,0,0,2,0,1,-4.797721717874243
2,2,1,1,1,2,2,1,0,-4.415326832830896
0,0,1,2,0,1,0,1,1,-2.3104541245086656
1,1,0,0,2,0,0,2,2,0.3857286132454143
2,1,2,2,2,2,0,1,0,-5.283974854139823
1,1,0,0,1,2,0,1,1,0.0424382868946197
1,0,1,2,2,1,1,2,1,-7.067619302944197
0,0,0,1,1,1,0,1,1,0.4581717905072895
1,0,0,2,0,1,1,2,0,-3.1386143625392853
0,1,0,0,0,0,0,2,1,6.0601660336906615
0,1,2,1,0,2,2,2,1,-3.37339433467805
2,1,1,2,0,0,2,0,0,-5.170897690262798
1,1,1,0,0,1,1,0,2,0.8848317094770464
1,0,2,0,0,0,1,1,0,-1.1467806192958898
1,0,0,0,1,2,0,1,0,-0.6215162626594019
2,1,1,0,0,2,0,0,0,-1.3597411387293292
0,2,1,1,1,1,1,1,1,0.2786167215545836
1,0,1,1,1,1,0,0,1,-2.14437139307658
0,2,0,0,2,2,1,0,1,-0.46943086143315044
1,1,2,0,1,2,1,2,2,-1.552658113264296
2,0,0,0,2,2,0,0,1,-4.795294948231131
1,1,2,2,1,0,1,2,1,-2.500825843220012
2,0,2,2,0,1,1,1,1,-5.1778263008588485
1,0,1,0,1,2,2,2,0,-4.633615852350708
2,1,0,0,1,0,0,0,0,1.46776636359166
1,1,0,0,1,2,1,2,0,-2.1178336329133156
0,2,2,2,1,0,2,1,1,-1.3759636846351142
2,0,2,2,1,2,0,2,0,-6.2922732786344655
2,2,2,2,0,1,2,0,0,-5.012481821497102
0,0,0,0,0,2,2,2,1,-0.7650441145302707
2,0,1,1,2,2,1,0,0,-9.36707291252333
0,2,0,0,2,0,2,1,1,0.3503901015342203
2,2,2,2,0,1,2,0,0,-4.9952550931072075
2,1,1,1,2,2,0,2,0,-3.2637745535974063
1,0,2,0,2,0,2,1,0,-5.798033198438901
2,0,2,2,0,2,0,2,0,-7.1325398412044185
0,1,2,1,2,0,0,1,1,-3.4016613445826254
0,1,1,1,1,1,0,0,0,0.37201962376329356
0,2,1,0,2,1,1,1,0,-2.0725359837721156
1,0,1,0,1,2,2,1,2,-1.9929505417607916
2,0,0,2,1,2,1,0,2,-6.0840867374175955
0,2,0,0,0,1,1,2,1,3.9775440902721324
1,0,1,0,0,0,0,2,0,1.835208259599904
2,0,2,2,1,1,1,1,2,-6.640194446580874
0,1,1,0,2,1,1,1,2,0.8322151357590546
2,1,2,1,2,2,1,2,1,-5.424271641931589
0,1,0,2,2,2,0,2,1,-1.5891491537003308
2,2,1,1,1,1,0,0,0,-2.107607008019126
1,2,1,1,1,2,2,1,0,-3.0712797129829097
1,0,1,0,1,0,1,2,2,1.7187927398498621
0,2,0,1,2,0,1,2,1,0.8887140623767854
1,1,0,1,0,0,0,1,0,3.279712790749236
2,0,2,1,0,2,2,2,0,-6.6215958083791175
0,2,1,0,2,0,1,1,1,1.3640960393517099
2,0,0,0,1,1,1,1,0,-1.9508856637569505
1,1,0,2,1,2,2,1,2,-4.81858207268237
2,2,0,2,2,2,0,2,1,-1.9961902953626682
1,0,2,2,2,2,1,2,2,-6.632634062149626
1,0,0,0,0,0,2,0,1,-1.5431921762768452
0,1,2,2,1,1,1,0,1,-4.2119975658058735
1,2,0,0,1,1,0,1,1,2.8162895461085173
0,0,1,1,2,2,0,2,1,-3.122586947307217
1,1,0,0,2,1,0,1,0,-0.698577469058685
0,1,2,2,1,1,1,1,1,-4.00001025892362
1,0,0,0,2,0,1,0,0,-3.247699621246328
1,2,1,2,1,0,0,0,1,-0.7501659049850187
0,2,0,0,2,1,2,2,1,-0.3439142123637806
2,1,0,2,1,0,0,1,0,0.8468094914699991
1,0,0,1,1,1,1,2,0,-3.819333245465316
2,0,2,0,1,2,2,0,0,-7.914736077234459
0,1,1,0,2,1,0,0,0,-2.185742104576941
0,1,1,2,1,1,0,2,2,1.8104934143245375
1,1,1,0,0,0,0,2,1,1.8598653500225004
0,0,2,0,0,1,1,2,1,-0.07407770201388997
0,1,1,1,1,1,0,0,1,-0.7016059349534605
1,0,1,0,2,0,2,2,0,-3.5163976953254514
0,2,0,0,1,0,0,1,2,6.186343162610941
2,2,0,1,1,2,2,2,0,-1.4641706402529113
0,1,0,2,2,2,1,2,2,-2.970956826520118
0,0,1,2,1,1,0,1,0,-3.395982550506009
1,2,0,2,2,2,0,0,1,-4.694102032152145
2,0,0,0,1,0,0,2,0,0.3690930085219291
0,2,0,1,2,0,0,1,2,1.4960105721680805
0,0,0,0,2,2,0,1,1,-1.4763824259605163
2,1,2,2,1,0,1,1,0,-6.875371864816695
2,0,1,1,0,1,0,2,0,-1.2651277132809242
1,0,2,0,1,0,2,0,0,-6.626568695575608
1,2,1,2,0,0,0,2,1,1.908284606791586
