c,d,e,f,g,h,i,j,a,b
1,2,0,0,2,1,2,0,1,-0.6486871556273934
1,1,0,2,0,0,1,1,1,-0.9857300798451247
2,2,2,2,1,2,1,0,2,-5.0280665966402065
1,2,2,2,2,1,1,2,2,-3.2143971921060492
2,2,1,2,0,2,2,0,0,-5.830766603764542
1,2,2,0,1,2,1,0,0,-2.746000538889286
0,2,2,1,2,1,2,0,1,-4.971578135347997
2,1,0,0,0,1,2,1,0,0.2505047074823836
1,2,0,2,0,2,2,0,2,-2.6778815945366614
0,1,1,2,1,2,2,0,2,-6.954029821353706
2,1,0,1,0,1,0,1,1,1.4424301184930362
2,2,0,2,1,1,2,2,1,-4.065327131549139
2,0,0,0,2,1,0,2,0,-3.1394009019846636
1,1,0,2,1,0,1,0,0,-1.8634606814075543
1,0,1,2,2,1,0,1,0,-6.828474795904233
1,2,0,0,2,2,2,1,1,-3.0215156549745905
1,2,2,2,1,2,1,0,1,-4.882904933597396
0,2,2,2,1,2,0,1,1,-2.7979589125675663
2,1,2,2,2,0,1,1,0,-5.885620345504249
2,0,0,2,1,2,0,0,2,-5.1240083260226434
2,2,2,1,2,0,0,1,0,-4.435146624588994
0,0,2,1,2,2,1,2,0,-7.359153655328514
2,0,2,1,0,2,2,2,0,-7.220917835199643
0,2,2,1,2,2,0,2,2,-2.2078188460326476
1,2,0,0,2,0,2,2,0,0.1746210235674892
2,2,1,1,1,2,2,0,0,-5.438832694528658
0,1,0,2,0,0,1,0,0,-1.1739399576783904
1,2,0,0,1,2,1,0,1,-0.562510958808061
0,1,2,0,1,0,1,1,2,0.8139410536653297
1,2,1,2,1,2,2,2,0,-5.498102353089327
1,2,2,1,2,0,0,2,0,-1.58063746959196
1,2,1,2,1,1,2,2,0,-4.3681695179002205
2,1,1,0,1,2,1,0,0,-4.789755785740823
2,0,2,2,0,1,1,1,1,-5.1778263008588485
1,2,1,2,0,1,2,2,1,-0.741040501801438
0,0,1,0,2,2,2,2,0,-5.666523836725359
2,0,1,0,2,1,2,1,2,-3.8435132850783607
2,2,0,0,2,2,0,1,0,-0.37359211732839437
1,0,1,0,1,0,1,2,2,1.7187927398498621
0,0,1,1,2,2,2,0,0,-6.4521488954520105
0,0,2,0,2,0,1,0,2,-3.0134699543900743
0,0,0,2,1,0,0,0,1,-1.9658840983614752
2,0,0,1,1,2,2,2,0,-5.985290176237334
0,1,1,2,2,1,1,1,1,-4.938357970873269
1,1,0,0,2,2,1,0,0,-3.3099303958864192
0,0,0,2,1,1,1,1,1,-2.8738728106076947
2,2,0,1,0,2,2,0,0,-2.431644906721428
1,1,1,0,0,1,1,0,2,0.8848317094770464
2,0,2,2,0,1,0,1,0,-5.232737444323343
0,1,2,2,2,1,0,0,2,-5.0281971023420695
1,1,1,1,2,1,0,0,2,-2.4623382052092646
1,1,0,0,0,1,2,2,0,0.47812164419550063
0,0,1,1,2,1,1,1,1,-5.387688277438569
2,1,2,0,1,2,0,2,2,0.5021933783329124
0,1,1,0,1,0,2,2,2,0.8805302075330996
0,2,2,0,2,0,0,1,1,1.314749903939799
1,2,0,1,0,2,0,1,1,1.7761573689750387
1,0,2,0,2,2,1,2,0,-2.0040723840154793
1,0,2,2,2,0,2,0,0,-10.782276968012475
2,2,1,0,1,2,1,0,0,-1.976652933835398
2,1,1,2,0,0,2,0,0,-5.523815493451916
1,2,2,0,1,1,1,2,1,1.6875424329870934
0,2,2,0,1,1,2,1,0,-3.1295027643384525
1,0,1,2,0,0,2,2,2,-4.817308244795157
2,2,2,1,0,1,0,1,0,0.36894315653646337
0,2,1,2,0,2,2,2,1,-2.375505707643037
0,0,1,0,1,0,2,1,0,-3.0524757991345774
0,2,0,0,0,0,0,0,1,3.9295962680031473
2,1,1,0,2,2,1,0,0,-4.353173561350683
2,0,2,2,1,2,2,2,0,-7.166798585969312
0,2,2,0,1,1,1,0,1,-0.7028083097799982
2,0,1,0,0,1,2,1,0,-4.3768084930749716
0,0,2,1,1,1,1,1,1,-5.169961854004779
0,0,0,2,2,1,0,0,1,-4.0242770941335495
2,2,0,2,2,1,0,1,0,-2.364692329287081
1,0,0,1,0,1,1,0,1,-2.116882401607975
0,2,0,1,0,1,0,1,1,4.412356065725276
1,2,0,0,0,2,2,0,0,0.08806852543172516
2,2,0,1,1,1,0,0,0,-3.4667365883953183
1,2,1,0,0,1,1,1,1,3.3892494877461052
1,2,2,2,1,1,1,1,2,-3.990550048745895
0,0,2,1,0,1,2,2,2,-4.077670061163392
2,2,2,1,1,1,0,2,0,-3.8002358192678285
2,2,1,0,2,2,2,2,2,-1.779436876868353
1,0,0,0,0,2,1,1,2,-0.30422641812365503
0,2,0,2,1,2,1,2,1,-0.04088222696664978
1,1,2,2,2,2,0,2,0,-6.742651724122758
2,1,0,2,1,0,1,0,0,-4.203387855276974
0,0,2,1,1,1,1,2,1,-2.277802360056823
0,0,2,2,2,2,0,0,0,-8.192646151189493
1,2,2,2,2,1,0,2,1,-2.7127479697027845
2,0,0,0,0,2,1,1,2,-0.08476007743837882
2,2,2,1,2,1,0,2,1,-3.513366609916016
0,1,1,0,0,2,0,0,0,0.20162102851068364
0,1,2,0,2,0,0,1,2,1.4789496696354638
0,2,1,0,2,0,1,1,1,1.3640960393517099
2,0,1,0,2,0,0,0,0,-3.93832237331416
1,1,0,1,0,0,0,1,0,0.04862147452319787
1,2,0,0,2,0,1,1,1,1.0647654158948718
0,0,2,0,1,0,1,2,1,-2.3332688927105267
0,2,0,0,2,2,1,1,1,-0.8572169576313617
1,1,1,1,0,2,0,0,0,-3.471366247811093
1,1,2,1,2,1,0,0,1,-5.413326436962265
0,0,2,1,2,2,0,2,1,-2.637644528724006
0,0,1,2,0,1,0,2,0,-0.4507968623294565
1,1,0,0,2,0,0,2,2,2.5907406199113274
1,0,0,2,2,2,1,1,1,-5.244067492353203
0,2,2,1,1,2,2,2,1,-3.295325785889757
1,2,2,1,0,2,1,2,2,-0.18191085088581838
1,2,0,2,2,1,2,2,2,-2.78803886237965
1,1,0,2,2,2,0,2,1,-2.3577429229288525
2,0,2,2,0,2,1,0,0,-6.633876456347237
0,0,1,1,0,2,2,1,1,-4.014371643825656
2,2,0,1,1,0,0,2,0,0.8337993234210261
2,1,0,0,0,1,1,2,2,1.9241727825566932
1,2,1,2,0,2,1,1,2,-3.6036583304946586
2,0,0,1,1,2,1,2,0,-4.465612702612827
1,1,2,0,0,1,1,0,2,-0.5001311559985266
0,2,2,1,1,2,1,1,0,-3.1510315883745994
2,2,2,0,0,0,2,1,1,-0.11540499796885567
1,1,0,1,1,0,2,1,1,-1.6196931665662495
1,0,0,1,1,2,1,2,2,-1.2854674746255441
1,1,1,2,0,1,2,2,0,-3.6455886782040494
1,2,0,1,1,0,0,2,0,-0.6031543128750578
0,2,0,2,2,0,1,0,2,-1.4441021816140123
2,1,2,0,1,1,1,1,0,-3.98214208063963
1,1,2,0,2,0,1,2,2,-0.15115622114557092
1,0,2,1,1,1,2,2,1,-5.9286115904422845
0,1,0,1,1,1,2,1,1,-0.07202882127698418
1,1,1,1,2,2,1,2,1,-4.775044369955561
1,2,2,1,1,2,1,1,1,-4.109723338099878
2,1,2,1,2,2,1,2,1,-5.424271641931589
2,1,0,1,1,1,0,2,0,0.5446838488929311
1,2,1,0,1,2,2,0,2,-1.2310738390737832
1,2,2,2,1,1,1,0,2,-3.5521827244746382
1,0,1,0,0,1,2,0,2,-0.9309641206463457
1,2,1,2,1,0,2,2,2,-1.651551694957522
2,2,0,2,2,0,1,0,0,-5.636915976120735
1,0,2,2,0,1,1,2,2,-3.191812190903049
1,0,1,2,1,2,0,2,1,-3.501986489285775
0,1,1,1,0,1,2,1,1,-1.831578959649182
1,2,2,0,1,1,0,1,1,-0.7365055930225499
0,0,0,2,0,2,1,1,1,-2.80733711476717
2,2,0,1,0,1,2,2,0,-2.6843466823279227
2,0,0,2,1,1,1,0,0,-5.730275338170979
2,1,0,1,1,0,1,2,2,1.7196880156711665
1,1,0,0,2,1,2,1,1,-2.094855312690973
0,1,0,2,2,2,0,2,1,-3.4420965162439927
0,2,2,1,0,2,1,1,2,-2.0659547676126673
2,2,1,2,2,1,2,2,2,-4.586455354646099
2,0,2,1,0,0,1,1,1,-2.500265482743649
1,0,1,0,1,0,2,0,2,-1.0816975340602208
1,2,1,2,2,2,2,2,2,-4.688074628981145
0,0,0,2,2,1,0,1,0,-4.657549011402291
2,0,0,2,2,1,2,2,0,-8.641234385279592
0,0,0,1,1,0,0,0,2,1.4887935392421319
0,2,1,1,2,0,1,0,1,0.09716719345819125
0,1,0,1,0,2,0,2,1,2.779396717099911
1,0,1,2,0,0,2,1,0,-2.157686102687611
2,1,2,1,1,2,0,0,1,-4.086477017223489
2,1,0,2,1,0,0,1,0,0.8468094914699991
2,0,1,0,2,1,0,0,0,-4.583376675447974
2,2,1,0,2,0,0,2,1,0.6116435399273777
0,1,2,2,0,2,1,1,0,-4.507093182115185
2,0,1,2,1,2,2,0,2,-7.537330709538512
2,0,0,1,1,2,0,2,1,-2.24124327961128
2,0,0,0,2,2,0,2,0,-1.657834360080461
2,1,1,2,1,1,1,0,2,-3.8499142241614335
1,2,1,0,2,0,2,0,2,-0.6348419935831442
2,0,1,2,2,1,1,0,2,-5.150021803892749
1,0,1,1,1,1,0,0,1,-2.14437139307658
1,1,2,2,0,0,2,0,0,-4.264730842429604
1,2,1,1,2,1,1,0,1,-3.349635828915694
0,0,1,1,2,2,2,0,2,-5.964195442040749
0,2,0,1,2,0,0,1,2,1.4960105721680805
0,0,2,1,1,0,2,0,1,-3.548709643830294
2,2,0,0,2,0,2,2,0,-0.04357072053350319
0,0,2,0,0,1,1,2,2,1.4072453328290961
1,2,0,1,0,0,0,0,2,4.613409777448288
2,1,0,2,1,0,2,0,0,-5.642838707139766
1,0,0,0,1,0,1,2,2,1.2820161092623268
2,0,2,1,1,1,2,2,0,-7.607307862610067
2,1,0,1,0,1,2,2,0,-0.9694977861442056
0,2,1,1,2,2,2,1,2,-1.5505797830163164
0,2,2,2,2,1,1,2,1,-1.9886529112475146
0,2,1,1,2,1,2,2,2,-1.8833854685332105
2,2,1,0,0,2,2,0,0,-1.6137709183260442
0,0,1,1,2,1,0,1,1,-0.9858681001389438
2,1,0,1,1,2,1,1,1,-3.2971785508995004
1,2,0,2,1,2,0,2,2,2.172514138086417
0,1,1,1,2,1,0,1,1,-1.540596184804282
0,1,2,1,1,2,0,0,0,-4.0325931499108005
0,1,0,1,0,0,0,1,0,0.6964824577546931
0,0,2,1,0,2,1,1,0,-3.6466955157908987
0,0,1,2,1,0,1,1,1,-2.413949382513673
2,1,0,1,0,1,2,2,0,-2.0750711199625305
2,1,2,2,1,1,0,1,2,-4.548571499856859
0,1,0,1,2,2,1,2,2,-1.0941924888441015
1,0,1,1,2,1,1,1,0,-4.70958904177134
2,1,1,2,0,1,1,1,0,-3.9940111987402744
1,2,1,1,0,0,2,0,2,0.03671907108321172
2,1,2,1,1,0,0,2,0,-1.1768590306326978
0,0,0,1,1,0,2,2,0,-1.295713807629987
2,0,2,0,2,0,1,0,0,-4.835489731685916
1,1,1,1,1,2,2,0,2,-3.4676972129786527
