d,e,a,c,b
1,0,-0.5482235708026693,-5.998972258206375,0
0,1,0.5009853788757754,-2.704497146344337,1
2,1,1.8568562538589046,-5.955469437682513,2
2,0,0.6996943353408942,-8.232673155713208,1
2,1,-0.8433617421477695,-3.6038902726355317,2
0,2,0.5497559870430473,-4.421250045698388,2
0,1,1.658803863060581,-2.9130886921958004,0
0,2,-0.0761705012587327,-2.2984984363179364,2
0,1,-0.031159256371554644,-5.02066098725753,0
1,2,2.3439271502038874,-2.1980100073940823,0
2,2,0.29894854676842153,-3.560825652666173,1
1,1,0.3012502390051772,-3.8344308891499552,0
1,1,-0.449861689128508,-3.0794428906124818,1
0,2,0.7367370660721487,-3.4164759291801157,1
1,2,-0.34048705674630575,-3.570954861303685,2
0,1,0.9405404524998865,-2.5588452781862885,2
2,0,0.20414109715581705,-7.804379213231452,2
0,2,-0.8438227585906595,-2.578627524020182,1
0,1,0.7275869267054064,-3.8622243734568644,2
0,0,0.3152049631864027,-5.651780671617226,1
2,1,1.230850674321077,-6.13448416993639,1
1,1,1.3643104637680028,-6.098666264130725,2
2,2,1.426030560157645,-6.355763009162951,1
2,1,-0.045050717834735465,-6.127708453811208,0
1,2,0.7491214672537064,-3.144810999752252,2
2,1,-0.21983317351692644,-4.686061183499802,1
2,2,-0.10579210402465788,-3.6014232675956555,1
0,1,-1.8903974917391153,-3.815886116957664,1
1,0,-1.1686313313531094,-6.992974864425445,1
1,0,-1.1464649070894166,-4.775806741561234,1
1,2,2.718033552779275,-3.7432232044916303,0
2,1,0.9095254840719698,-5.38225332197443,2
1,2,1.8296120849758115,-3.6791855642746376,1
0,2,1.5103183709055772,-3.094199781820497,2
1,0,0.358850059764637,-5.82332851076887,0
2,1,2.585058332831829,-4.89980268339322,1
1,0,0.3859093057623413,-8.407644527472506,2
2,2,0.15029116687895483,-4.999461329688853,0
0,2,1.2354033066330883,-4.247206477886762,2
0,0,-0.2730375540246449,-4.507288387363568,1
1,2,2.007433298297313,-2.139435364826377,0
0,0,-1.080530738063209,-4.365498620200667,1
0,1,1.1179808356941017,-3.182284864555833,0
2,1,2.472324326574988,-5.9637915101208225,2
2,2,-0.13047278113203875,-6.434500588939321,0
0,0,-2.0618541431085875,-1.9699522771668434,1
1,0,-0.052920212820358276,-5.655015244332295,2
2,2,1.871039368278874,-4.638667816111823,0
1,0,-1.4152194802869016,-6.222636378066277,1
2,1,1.772309525694922,-5.2235642218097755,1
1,1,1.08080554919088,-5.390390933272554,1
2,2,1.4056151006300532,-6.081584104531626,1
0,1,-0.2001914548183907,-2.5382814746725337,2
1,0,-0.616524350628822,-5.384444413717681,0
1,1,-0.04280126281989921,-6.68339798874749,2
