a,c,b,d,e,f,g,h,i
-0.3748414628976096,-1.1109310952157205,-3.4153982624291417,4.8793923024683465,-7.750713809223386,-4.337127003877841,-6.435116959623566,-3.6593876902610605,-2.7303446478906856
-1.0023439806908012,-0.27089362707093734,-2.87489689443426,4.7969657268253645,-7.380342768921535,-0.7799600710935619,-4.535371477020578,-0.2728772706709659,-1.6377480211018072
-2.5016998441596545,-1.5612029221888803,-4.139143643934132,4.321290251799563,-9.07100244292113,-2.7419492259010703,-5.615489767601035,-4.971878538362409,-1.0607280294411032
-0.35569831557103465,-1.8028561964178826,-5.027702556605184,4.746061212151814,-7.898323010587829,-6.351019700127974,-5.268148086779357,-5.922997504836314,-1.9557234519422182
0.13027452147288585,0.001339846754486929,-3.2015396794591524,7.030132902826882,-7.600341795405156,-3.3488176035464683,-6.302406555261236,-2.4395571296875405,-2.075227221108776
-1.1133880419218483,0.9738190717173091,-1.9472489099399266,5.393719196262406,-7.751160684529392,-0.29640916078786805,-3.188478232451208,-0.7350355280335401,0.03424282398424605
0.2889166671687069,0.2667361679766415,-3.0280276196871085,4.3728699689690735,-8.13680030088841,-0.9744629511928786,-4.305621568844382,-3.954204392998977,0.08653540869494636
-0.10348826806596086,0.8241996197958629,-4.065454544393869,3.537204849713259,-8.411607158581631,-1.7946568226663067,-6.3632345463857165,-2.4642285706679434,-2.2765328925528157
1.579091256410435,-0.7619744583102578,-4.740635912678783,5.590840137088263,-9.090700327698215,-2.125006082616279,-6.948431472410219,-3.746242509101113,-4.102879708811833
-0.3359392250401477,-0.9006921837126766,-4.189524030251723,4.425899394763123,-8.54593595997062,-5.1162174515495025,-5.733032678681449,-3.866029276231513,-2.3437088310968734
-0.08158776968512098,1.1913896402914144,-2.512797575657906,4.024228832954932,-4.752088883499937,-1.0107655823476582,-4.67174460752747,-2.505189085126196,-0.5880476717181067
-0.7292869363736615,-0.6658777111204364,-3.088445651129179,5.226445358497183,-8.147931541920794,-2.641788613375907,-5.419053948136764,-1.302102488518239,-2.8865984792361754
0.2689134476786009,0.7618547740424635,-1.2329534485686517,3.0024836715688403,-5.92549888250079,-0.07035529814340102,-1.2540473998733477,-0.8488633036697314,-0.1006615099604492
0.6161346680022383,-0.06979878576213788,-4.65703069067452,3.1652027579603246,-10.460380874291834,-3.543445174663144,-5.329691992953947,-4.600368405274492,-2.89818187403909
0.8279881767970589,0.5654604191690931,-2.816451369175815,5.353402948750659,-7.605129656850615,-2.3428813239165125,-2.495548983048208,-2.749682077141276,-2.1036184553198263
-1.0721330214268592,-0.7030690808978022,-3.2787609528785517,4.315237309484312,-6.750694882616367,-3.833603287197125,-4.303094982945434,-4.515379773008229,-3.1518969885888097
-1.8314060842151236,0.3227974640932481,-2.1615631739831147,5.112251452633611,-7.400091668740881,-2.262259801752452,-3.642309531800308,-1.8821243754963912,0.1430783143501475
-1.052898510703949,-2.4807085099845416,-6.0961271553804615,5.569028994059154,-10.855857051292281,-3.7921966721275937,-5.438616541335893,-5.9849764953270785,-4.25695771695402
-1.1958396455890397,0.11039572561221853,-1.6214665247683222,3.508330308168861,-5.355276856661458,-0.4111916482971457,-4.134466678866676,-0.20339862632247796,-0.49823451358585846
0.6653851089727862,-0.5960888996561666,-4.312478068679673,5.863155037972971,-6.795939379136582,-3.507808569557846,-5.533658697632873,-4.808660288410262,-1.7774740495977297
-0.5848741349330007,-0.37077816946206166,-3.467747112898526,4.737302343211817,-6.074279185727649,-2.5070051027800626,-6.350213963744187,-2.0439808588423305,-2.66864867456176
0.0693811351327787,1.4671812507090423,-2.2822038581049893,5.599528093492502,-6.452353611789716,-2.507598115733229,-3.7439123179926916,-2.0588964466919393,-1.2404638964725685
0.2377356023322779,-0.27167438368729224,-3.403102180904884,5.622226939914866,-7.604586999297322,-3.1380681744027306,-5.057346724275794,-1.8628356831999402,-1.3485912695962667
-0.3904639494628101,-0.6941385611456656,-1.6113479891650178,4.028375231846919,-6.607597621788706,-1.0671580696089786,-4.71233987817204,-2.945222951102181,-0.5601999605086891
-0.4019925801292048,0.6643536742399312,-3.95186910997289,4.475641863249538,-6.83099280296504,-3.179316487001423,-5.932022664045363,-2.7531138120890253,-2.720300986415168
-0.4064150163846156,0.20277504825236733,-3.492667196090671,5.000099309698471,-8.714309399011615,-2.1720679010930146,-3.3132320380173788,-1.262360090112336,-1.8689031205734794
1.79756116664464,-2.4363756632473224,-6.705877030235953,4.254153935383252,-12.31608440537501,-7.389744892875927,-9.300025965822881,-6.340637400762262,-5.227573493145427
-0.11394745765487507,0.9861363169607678,-2.7618548790583004,4.391956910735584,-5.3230070255759685,-1.5488073138537675,-4.504780672963943,-1.6552957509649777,-1.5731283541446865
1.165307535547177,-0.8631856623442771,-3.915829603002325,4.881108780708476,-6.944400851969981,-3.659952374754944,-5.240280079837861,-2.4676578124950357,-3.589315537808743
0.3194002637912288,-1.567177090585447,-5.970736934000343,5.370911341342793,-10.814559455502307,-5.643258919984327,-6.035829222532376,-5.970224111561307,-4.511507012340742
