c,d,e,a,b
0.5323091855533487,-2.180210064489474,0.5651533788097695,2.341398929297692,-4.188136449936466
0.36544406436407834,0.03605992679779541,-2.601888315051689,-4.9807261138823185,-8.273693910321093
0.4127326115959884,-0.00463297222434532,0.20541052696125997,-1.4596562698179276,-6.029504092820931
0.43082100300788273,1.0455322747896802,-0.4780830577538245,-1.866318018975765,-3.8324463305097005
2.1416476008704612,1.1876343927211208,1.3082466068799101,1.3883230813674783,-1.6738600508556367
-0.4064150163846156,0.20277504825236733,-0.49346820915387574,-1.8385965610257682,-5.701066029118936
-0.5122427290715373,-0.5003610773968998,0.659484214251896,-2.0018255653727666,-7.317945242706195
-0.8137727282478777,0.48516111254573785,-0.3969138412377916,-2.624088998599781,-5.502070409627303
0.6159794225754956,-0.5279176373243135,0.11374815348614345,1.0145139973223145,-3.2171674469941474
1.1289722927208916,-0.001392651443348899,0.7368365309200512,1.2060982559393632,-1.8469380636490202
-0.11394745765487507,0.9861363169607678,-0.46255571632458015,-2.5363360990353407,-2.969769381281425
-0.840156476962528,-0.5577713459894236,0.996554884498404,-0.8329992840147669,-6.295764388274462
-0.8244812156912396,0.8056786392425009,-0.9936978771064832,-4.701712407224184,-9.168094837185185
0.6505927878247011,0.6774013686923024,0.2945928425583791,-0.8751170508388219,-3.994601133806751
0.7432541712034423,-0.9547918171308215,0.9226397227878528,2.5011162884369087,-1.4635191749019631
0.543154268305195,0.973894128217401,0.6600374917903349,-0.8944961812942092,-3.840945165859609
-0.6655097072886943,0.6985663453715051,1.9164448767354103,-1.470629408404636,-6.201496538463084
0.23216132306671977,0.10192588737265744,-0.7634393173106605,-2.401367974419481,-7.689489596641093
0.11668580914072822,-0.7623234580276522,-1.379149251348588,-1.7928750022299549,-7.011203553080611
0.21868859672901295,-0.85920601857557,-0.9943351084951194,-1.7782922989391567,-6.761366756076647
0.8714287779481898,-0.5376625769030224,0.660442566548437,1.2654886437699122,-2.8674997354601195
0.22359554877468227,0.54259446329196,0.4979229342693786,-0.4320109099593138,-3.9751011632780533
