d,e,f,g,h,a,c,b
1,1,1,1,2,2,1.342458244000213,0.3365958616211774
0,0,1,0,2,1,-0.5153349948073358,-1.273551760851969
2,0,1,0,1,1,-1.5724088830764076,-4.90717271065836
2,1,2,1,2,0,-2.365691921513471,-4.504426992670546
2,0,0,1,2,0,0.6010206856480181,-1.8396495081207824
0,2,1,1,2,1,0.708478810791731,-0.7787371883359077
1,0,0,2,2,1,1.181736240131153,-1.6149202135536986
2,2,2,0,0,0,-5.166775734001987,-6.773654884651309
1,1,1,1,0,0,-0.9925749716887993,-4.916440020495122
0,2,1,0,1,2,-3.39138231236595,-0.7194322912968396
2,1,0,2,2,1,2.336111830892447,-0.028342499046427994
0,1,0,1,1,1,-0.17817938689670118,-1.4616535099204726
2,2,0,2,0,0,-2.228802974938039,-3.482088203127099
2,0,2,0,1,0,-1.4752481849134182,-3.474589454650131
1,1,0,0,0,1,-2.9037641041222013,-2.8780939495594478
2,0,1,2,0,0,-1.2498039893484099,-3.806241014498579
2,1,2,1,2,0,-1.868117611518685,-6.136321953206667
2,0,0,2,2,2,1.9779960964740293,0.6521920632361278
0,2,2,1,0,1,-2.7125172956144747,-2.9087148383702384
2,2,2,2,2,1,0.15978810429579898,-1.0788785939138235
1,1,1,1,1,2,-1.0458631976218462,-0.5645910862425968
2,2,2,0,0,2,-7.235035497898666,-5.9467437356256365
0,2,2,1,2,0,0.9529918259793895,-1.7715567576132318
1,2,0,2,1,2,-1.1935048593383755,0.3465309262383245
2,1,1,1,0,0,-3.461986440076961,-5.44484868589589
2,0,0,1,2,0,2.0953160721716335,-3.047084971200178
0,1,1,2,2,1,0.49730688536518064,-2.300086981840836
2,0,0,2,2,0,4.73064087739324,-0.3480255189874333
1,1,1,2,1,1,-1.5966066811237785,-1.385087666271367
2,2,1,0,1,0,-2.922709238963636,-5.553801828471464
1,2,1,1,2,1,-0.11876167193285203,-2.623051751707167
2,0,1,2,0,0,-0.7335139971808469,-3.624773355436388
0,1,0,2,0,1,0.44336247017294517,-0.6436484121474283
1,1,0,1,0,0,-1.1905871602400753,-4.540197975236888
2,0,0,2,1,0,1.183176204488414,-2.212167956577197
2,2,1,0,2,0,-2.160342386534012,-6.000620893707849
0,2,1,2,2,1,0.7655148053355955,-0.9440706420866969
2,2,0,1,1,0,-0.7785474100604095,-2.5153834499443253
0,1,1,2,1,2,-0.2920247290115764,-0.6632449279512068
0,0,1,0,2,0,-0.4075672966311503,-2.0947954178635007
2,1,2,0,2,0,-2.8741422934704084,-5.90196773849705
2,0,1,0,1,2,-1.6428449271606764,-1.0048874317191183
2,2,0,1,0,2,-3.452182327086958,-1.3131786648594086
1,1,0,2,2,1,2.712507411672607,-1.6608580369486665
1,0,2,0,2,2,-1.7522384795425063,-1.2753599470063535
1,0,0,2,1,2,1.6427182018631894,-0.500871204619241
