c,d,e,f,g,h,i,j,a,b
0,0,2,2,2,1,1,2,2,-6.134416488308432
1,0,1,1,2,1,2,1,1,-6.578054406785208
1,0,1,1,0,2,1,1,0,-4.714720990684746
2,2,2,1,2,0,0,0,2,-3.5137051185431494
1,2,0,2,1,2,0,2,2,0.7694026697539056
0,2,0,2,0,0,0,2,2,4.514595580893436
2,1,1,2,0,1,2,0,0,-3.779207241571684
1,1,0,1,1,2,0,0,1,-2.0783383683547028
1,1,0,2,1,1,1,2,1,-1.4738994103767298
1,1,2,1,0,0,0,0,2,0.4827125792748014
1,2,2,1,2,1,1,2,1,-2.963837561125534
0,2,1,2,2,1,2,2,2,-1.9756664112503244
1,2,1,0,1,0,1,2,1,2.665229186850714
2,1,1,2,2,2,1,0,0,-7.462588904802459
0,0,2,0,2,0,0,1,1,-2.0256397050477957
1,2,1,1,2,1,0,1,0,-2.1675301085545353
0,1,0,1,0,1,2,2,2,-0.2477538987970591
1,2,1,1,2,0,0,0,1,-1.695917778617692
1,1,1,1,1,2,1,0,2,-3.5920075239016884
2,2,2,1,2,1,0,0,0,-5.383971762429434
0,1,2,1,2,0,0,2,2,-0.03007603331233616
0,2,2,1,0,1,1,2,2,2.5766278689870097
1,2,1,1,1,1,2,0,2,-2.98806243232915
2,0,1,2,0,1,0,0,0,-4.036558564255363
2,1,1,1,0,2,2,0,0,-6.03411113952971
0,1,0,1,1,1,1,2,0,-0.7749221709391616
0,2,2,2,2,2,2,1,0,-7.470329579177777
2,2,2,2,2,1,0,0,1,-4.258104351393559
0,2,2,0,1,1,2,0,1,-2.5487881738421785
2,1,0,2,0,0,0,1,2,1.9916604137066467
0,1,0,0,1,1,2,1,1,-0.5157207736621988
2,1,2,0,2,0,1,0,0,-5.169603709594831
0,2,1,2,2,2,1,2,1,-4.353305262345163
1,0,2,0,0,2,0,1,0,-1.9867954897046505
1,1,1,2,0,2,1,0,0,-3.5347815977738204
0,0,1,2,2,2,0,2,1,-4.106678743463126
1,2,1,2,0,0,1,2,0,2.068831666414424
1,1,2,2,0,0,2,0,1,-2.8602125475295828
2,1,1,2,0,2,0,0,0,-4.237527764717016
2,1,2,0,1,1,0,0,2,-1.6980274338070693
1,1,0,2,1,0,0,2,1,0.749696719485353
1,2,1,0,1,0,0,1,0,0.8619808195743146
1,1,2,0,0,2,0,2,2,2.2862883065324864
1,1,2,0,2,1,0,1,2,-0.9883994781564166
2,0,2,1,2,0,1,1,0,-6.173541089141467
0,0,0,2,1,2,0,1,1,-1.9330463322291838
0,1,2,0,0,0,2,2,1,2.1128298833690584
1,2,2,2,1,1,2,1,0,-5.129044647812496
0,2,2,1,2,0,2,2,1,-2.473040370871385
0,1,0,1,1,1,1,2,0,1.0387196233225788
0,1,2,2,0,1,0,2,2,0.9775504159911351
2,1,2,1,1,2,2,2,1,-5.690979840383723
2,0,2,1,1,1,0,1,1,-4.014813551340979
2,0,0,2,1,0,1,0,1,-3.984619084061202
1,1,2,1,1,0,1,1,1,-2.068187055395018
2,0,0,1,0,0,2,2,0,-3.486599850939114
0,0,1,0,2,1,1,2,0,-4.34248460780156
2,0,1,0,1,0,2,1,0,-4.767390022002455
1,0,1,0,1,1,2,0,1,-4.924738443011343
2,1,2,0,1,2,1,1,0,-4.873824013972503
0,2,0,0,1,2,2,2,1,1.4147106420900046
1,2,1,2,0,1,0,0,2,0.15107084367526172
2,1,1,0,2,2,2,0,0,-6.133605394989812
1,1,1,1,0,2,0,0,1,-2.3943034100422618
1,0,0,2,1,1,2,2,1,-4.671642202920944
0,0,0,2,0,2,1,1,1,-1.9027423382551598
1,1,0,1,0,0,2,0,0,-0.9150475418231983
0,1,1,0,0,2,0,0,1,0.13542617181209193
0,0,1,2,2,0,1,0,1,-5.038337613620447
2,1,1,0,1,2,2,1,0,-2.1411521465176677
1,0,1,2,1,2,0,2,2,-3.0375979292556385
1,0,0,2,2,1,0,1,0,-5.223186946142445
1,2,0,0,0,0,0,2,0,4.60623761063784
2,1,1,2,1,1,0,2,0,-2.9978228924731667
0,1,2,0,1,1,1,2,1,-0.741168380690549
1,2,0,0,1,2,1,0,1,-0.07135470067650204
0,2,2,2,0,2,0,2,1,-1.7734467969368395
1,2,1,2,2,1,0,0,2,-3.302630475085951
2,1,0,0,0,2,0,1,1,1.0606647629285024
1,2,1,2,2,1,2,2,1,-4.315267970022437
2,1,0,2,2,1,2,0,1,-6.886189274860001
1,2,0,2,1,2,0,0,0,-2.4070135860764372
2,2,1,0,0,2,0,0,0,0.03101485541420533
1,1,1,0,0,1,0,0,0,1.1694134565245253
0,2,2,2,2,1,2,1,1,-5.299211735226052
2,1,0,2,2,2,2,2,0,-6.180896794701747
2,2,2,2,2,2,2,0,0,-9.38160030143392
