d,e,f,g,h,i,j,a,c,b
0.19348260857272187,3.186725802669937,0.5380822217305605,0.46316375794185033,1.007191147255035,-0.6292090955363967,-0.8557506710532043,-9.309374271299784,3.4030272155425982,12.116830245973489
1.5319134398505998,0.7412312997267314,0.1560735204788528,1.2668392374491027,-0.7373977582690502,-0.0848528803092989,1.2686194108303654,-9.379815885680848,0.003143211753784847,11.148532439674101
-0.6184432381235068,1.3358241547504548,-1.6732789578395677,-1.15008941040206,-1.3575824653013047,0.6963098864011831,-1.4686254419958986,-7.641174707781383,-2.518285779921688,7.910584670059046
-0.7861305125732092,-0.7905190536499352,1.1729647414666928,1.850552107810348,-0.3969800409128976,-0.24222823918447586,-2.0255653682796826,-0.22629873332655753,4.324172531305962,6.558262292602263
-0.8442973679012001,0.6807580669268681,0.17104833309642642,-1.8780524202832989,0.7558422014055322,1.0638148931545763,-0.5249653663653909,3.2012947751114047,-3.8811656401253547,-2.6522025561379503
-1.170016059333441,1.5944454317614967,0.9321455292306848,0.5598164948366888,-0.2515113915117754,-0.4369398623135218,-0.7010021336124761,-3.5488641276901207,4.54889557530582,9.886476038445595
-0.6477985113314537,-1.6638055033925394,-2.1361093596828793,1.1297801430386791,-0.8233246781199413,0.8689302560231826,-0.07045219478596039,-1.3438206689786218,-7.428728786128465,-1.958955523618971
1.6287125493227037,1.5357919720097761,-0.9295846696883577,0.6950555988432171,-1.548282864789828,0.3166987564044503,-1.1748072904138052,-12.821920999168462,3.0260275968620367,11.42566612319936
0.2114667885196896,1.5956397371781108,1.3312684653337867,0.652972093471753,-0.1926450962136148,-0.9530869156803561,0.06936448001803476,-7.6263660650971365,4.336703708340018,12.978156431759494
-0.8874427504216399,0.5390582532157933,-0.924498842310556,-2.078495058652204,-0.5211863162419867,-1.4508768403137717,-1.092566906898387,-7.277889462469089,-3.257864069599145,6.286468675172204
-1.6425871730905854,0.2031346600841659,-1.1108720581090974,-1.1251271786860262,-0.09951918827188358,2.8952388233395503,0.6248851266994886,3.4160198186278334,-7.936527717168813,-3.6908420880157107
-1.4668414816024806,-1.1112230607521434,0.03528754983422933,0.3192374423294869,0.5599962415911047,-0.12480636561774035,-0.4044658643005745,2.95323068845975,-4.999138775555611,-4.001911060805862
-0.5488522727187445,1.00816038218945,-0.07708712889528078,-0.150911610494363,-0.7437388079139765,0.14716724608284687,0.4085862664269114,-5.420951769822681,1.8876996850650796,8.254511641246753
1.2101040796032645,-0.2321522571143419,0.34483950801591956,1.932987610450174,-0.12627400925746293,-0.597746519957829,0.04240297070725346,-6.143371222293393,0.9255892476112464,8.727823927040026
0.9962187728338641,-0.9103668035932624,-0.02920018893050744,-0.7769878232589819,0.7114401545386498,-0.3718464042622993,-0.7119101270773017,-3.8391349209264107,-6.782518392423808,0.11812902226450983
-1.0078520346468876,-0.2034491462272931,0.014164472997267589,-0.15472292960609005,1.0972677816470258,1.6197858871519781,-0.5691939152197415,2.820327711678799,-4.8633502259413826,-3.771397383724947
0.700402015161098,0.7216912777921947,0.4145397374974492,1.200693660859711,-0.9072530195321008,1.1078354367721124,-0.4554454495007755,-4.21694052791296,3.6564914588474196,10.248662493949585
-0.7341203281373228,1.5524416575536564,-0.45556084601458663,-0.2626664097741495,-0.5349773605121534,0.40663255703744194,0.5483403814491091,-6.4759359752994685,0.5124060755654033,9.362559340201226
0.24054750473067474,0.8840042228331418,0.017451376454150198,-1.16371455815935,-0.6228920957970295,0.04074470019739406,1.3122486580260713,-4.115201362429931,0.09746180708757479,5.312543313057359
-0.4809842214414824,0.6357231563187562,0.6500919810469813,-0.5588650598208065,0.41431736969793487,0.28758505874547735,0.34072495620394644,-1.046629048523857,-1.0222557186698098,2.543739985124
-1.956861653187742,1.8092687309685298,0.3723478073787859,2.2791936355591806,1.2186452060329174,0.4831453367325997,-0.610695184572781,-0.010340588306670062,3.5553501302249915,4.609509057215206
-0.9687909158284653,-0.7929111699434797,-0.7807411953920711,-0.032609151386068715,0.9889619662427404,0.6409533492004873,0.9775319303079625,1.1536206834475518,-7.2191113570374865,-2.713204905876955
-0.7375599599990191,-0.48416702237854786,-0.9321839412153473,-0.07818253846436536,0.5666363528453948,-0.7044929962275877,-1.4633824489346967,-1.6798197344468395,-5.048141047538089,1.4755950729947802
