c,d,e,f,g,h,a,b
2,2,0,2,0,1,-11.456202593164306,2
0,2,1,1,2,1,-2.230477807547011,0
0,2,0,0,0,2,-8.168727425038057,2
0,2,2,1,0,0,-4.5535110165551504,0
1,2,2,2,1,0,-7.305568470735297,2
2,0,0,1,1,0,-8.69566545941678,0
2,2,2,0,2,1,-5.876028551310201,0
1,0,2,1,0,2,-5.44101811435729,2
2,1,1,0,0,2,-9.081943859519402,2
2,1,2,2,2,1,-5.408594160555257,0
1,1,0,1,0,0,-8.100502192824239,2
0,0,0,0,1,0,-2.805078221626874,2
0,2,0,0,0,0,-5.475153872447879,2
2,2,1,2,0,1,-10.881405431411892,2
0,1,0,2,2,0,-1.4384984505989646,0
1,2,1,0,1,0,-6.366070405914784,2
0,1,2,1,0,2,-5.994460731354574,0
0,1,1,1,0,2,-3.9799905307260004,2
1,0,2,1,1,1,-6.196901145161354,0
2,1,0,2,1,1,-10.8287932393627,2
1,2,0,1,0,1,-8.054993795227482,2
2,1,2,0,1,0,-8.449915563594555,0
2,2,0,0,2,1,-6.986979163186815,0
1,2,0,2,0,2,-9.441675153805182,2
0,2,1,1,0,0,-7.930214161644237,2
1,2,1,1,1,0,-7.316524699581953,0
0,0,0,1,1,2,-2.2320902608467676,2
1,0,2,1,2,1,-1.0300765886793208,2
0,1,0,2,0,0,-6.031236179458214,2
0,0,1,0,0,1,-3.1503289956970555,2
0,0,2,2,2,2,-2.8159930982066124,2
2,0,2,1,2,2,-5.666323856730663,2
2,0,2,0,0,1,-7.379173621423355,2
2,0,2,2,2,0,-5.7646277384030675,2
0,2,1,0,0,1,-5.426922043025169,2
0,1,2,2,1,1,-4.9244338821520675,2
0,0,0,1,0,0,-4.556322350381117,2
0,0,2,2,2,0,-0.7636279906098796,2
1,0,0,0,2,1,-5.368970832200555,0
2,1,0,0,0,0,-8.295960186823873,2
1,2,1,2,2,0,-4.4357001425543245,2
0,2,0,2,0,0,-6.82233299298984,2
2,0,1,1,0,2,-8.972912026776529,2
0,2,1,2,2,0,-2.2213682417509233,2
1,1,1,1,1,2,-5.771233146196213,2
1,2,0,0,2,2,-6.717807643006563,2
2,1,2,0,1,0,-7.819462846095901,2
1,2,0,2,0,2,-8.509566690587485,2
2,1,1,1,2,1,-7.510660800375048,2
1,0,2,0,2,1,-1.9203704444049494,2
0,0,0,1,2,1,-4.250544636282704,0
1,1,2,2,2,0,-3.291298585449172,2
1,0,1,1,2,2,-2.535198277827475,2
0,1,0,1,1,1,-6.178479721967244,2
2,0,1,1,0,2,-8.464650939460203,0
1,2,0,1,0,1,-6.853190065418762,2
2,1,0,1,0,0,-9.360157528753906,2
1,2,1,0,0,1,-8.73203692891445,2
0,2,1,1,2,0,-2.9122421412000765,0
2,0,0,2,2,2,-5.952632314778212,2
2,2,2,2,1,2,-10.95854772235629,2
0,0,2,1,1,0,-2.1923888306489085,0
0,2,0,2,1,1,-5.073768530145952,2
2,2,1,0,2,2,-8.074334574924194,0
2,2,2,1,2,0,-8.10652343715619,2
0,1,0,1,2,2,-4.296200144971061,2
2,1,0,2,2,1,-7.335455294170095,0
0,1,1,2,1,2,-4.94526698159543,2
2,0,1,0,1,2,-6.9575101708266,0
2,2,2,0,2,1,-7.09909460738889,2
0,1,0,2,0,1,-6.4147566193561305,2
0,0,1,2,2,0,-3.4101398677563584,2
1,2,0,1,2,2,-6.184703548580497,2
0,0,1,1,1,2,-3.9319597949842917,0
2,1,2,0,1,0,-8.562896927447667,2
2,2,0,0,2,1,-7.521502131769382,2
0,1,1,2,2,2,-2.8424517770732654,2
1,2,2,0,2,0,-3.155335740763392,2
2,2,2,0,2,0,-5.242271909572473,2
1,1,0,1,2,1,-5.975395545400287,2
0,2,2,0,2,1,-3.3639711635315654,2
2,0,2,0,1,1,-7.328792111813276,2
2,2,0,0,0,0,-9.181237404078635,2
2,0,2,0,2,0,-5.013339004513699,0
2,2,0,2,0,0,-9.467871355282083,2
0,0,0,1,2,0,-1.2682847274421345,2
2,1,1,1,1,2,-8.319431008224054,2
1,0,0,2,1,2,-6.0149879653773395,2
0,1,2,1,1,0,-1.5256017078841468,0
2,0,0,0,0,2,-9.957979779329593,2
0,2,2,0,2,1,-3.955096049828827,0
1,0,1,1,1,1,-6.954112467123375,2
0,0,0,0,0,0,-2.681716869051588,2
2,2,0,2,1,1,-11.037893101906901,2
1,0,2,0,1,0,-4.56507533329183,0
2,2,1,1,0,1,-11.062822031820122,2
2,2,0,2,1,1,-10.855791459680743,0
2,2,1,1,2,2,-7.601086999477934,2
0,1,0,0,1,1,-5.783565841202659,0
0,1,1,0,2,2,-2.2614024734309686,0
1,0,2,2,2,2,-3.9284724034258875,2
1,1,2,1,1,1,-6.5076509455771046,0
1,1,1,0,2,1,-5.614076883924103,2
0,0,1,1,1,1,-4.043932752224636,0
1,1,0,1,1,2,-7.482975355226623,0
0,1,1,1,0,1,-5.755959265214801,2
2,0,2,2,2,1,-5.250625696609541,0
2,0,1,2,0,2,-9.16119332484179,2
0,2,2,2,0,2,-5.963717683235032,2
0,2,1,1,2,2,-4.245050857889078,0
2,2,1,2,1,2,-9.230792449530961,2
2,2,1,0,2,1,-7.133994284808258,2
2,0,1,0,1,2,-7.330428250736036,2
1,1,2,0,1,1,-5.017958281069135,2
2,0,1,1,0,1,-8.30953457259915,2
0,2,0,1,1,2,-5.954857851711324,2
0,2,0,1,2,1,-2.898576195369494,2
2,0,1,1,1,2,-8.574003206011557,2
0,0,2,2,2,2,-3.0882847202406953,2
1,2,2,2,2,0,-2.638187158173998,2
2,1,2,1,2,2,-4.688270045891365,0
2,1,1,0,1,0,-5.920014305027012,0
1,2,1,0,0,2,-8.628048884317643,2
1,2,2,1,1,1,-6.757891022313023,2
0,0,0,0,1,1,-3.0810032834119863,2
1,0,2,1,2,0,-1.8092672103754897,0
2,0,2,2,1,2,-8.10858764543375,2
0,2,0,0,0,2,-5.7716041512903455,2
2,0,0,0,1,1,-9.302687818030336,0
0,1,2,2,1,1,-4.80838858975935,2
2,2,1,0,0,2,-8.98689487964154,2
0,0,2,2,1,2,-2.9974424462098654,0
2,2,0,2,2,0,-5.759572295049317,0
0,0,1,1,2,0,0.23951885022416075,2
2,1,0,0,0,0,-10.160998480195188,0
2,2,0,2,0,2,-10.118802573821215,2
