d,e,f,g,h,i,j,a,c,b
2,1,2,2,1,2,0,-0.8333122800356094,1,3.3275755058360605
2,1,1,0,2,2,2,0.07735530371068,2,6.328238194122255
0,2,1,2,0,2,1,-1.3100709737042266,0,3.6440698234719022
1,1,1,0,1,2,0,-1.1023009082890318,2,5.698490655410627
0,0,1,1,1,1,1,-0.6183461570225988,0,4.484310060481137
0,1,1,2,1,1,1,-0.1960699955512446,1,3.1698642987713477
1,0,0,1,1,2,2,-1.1141151369042097,2,4.143825783015382
2,1,1,0,1,1,1,-2.5013801549183396,2,6.6752790252867165
2,2,0,2,0,2,2,-5.965556065817097,2,7.010260826829284
1,1,2,1,2,0,2,-1.0943515361515623,1,3.4177031635795347
1,2,0,0,2,2,1,0.6229799935291942,2,4.806054051240759
1,0,0,2,0,1,0,-4.193459417051014,2,8.331705789925445
2,0,0,2,0,2,0,-4.448428657183015,2,6.610642268970598
0,1,0,2,2,0,2,-2.632248436663391,0,5.152144244055004
2,0,1,2,2,0,2,-2.216184074032556,2,4.880809621976704
0,0,1,2,2,0,0,0.0101158643899677,2,2.2453889393619706
0,0,0,0,0,2,0,2.018759886004333,2,1.9140179713088217
1,2,2,2,0,1,0,-5.962468376383587,0,6.940362133382969
2,1,1,1,1,2,1,-1.1935178536257491,0,2.8800186427504144
0,0,2,2,2,2,2,7.756455785000615,2,-2.2452924095234095
1,0,0,2,2,1,2,0.9440599287191782,0,3.4122101633945734
2,2,1,2,2,2,2,-0.7968927773951389,2,5.208482351685527
1,1,1,2,2,0,2,-1.3008454935092706,0,4.255058521433726
2,0,2,0,2,1,2,2.479787174456983,1,0.9003450723705697
1,0,0,2,2,2,2,2.696039438750553,2,1.2811580506262237
2,0,2,1,1,2,1,1.8590959867416041,0,0.08678150470839996
0,0,0,2,0,1,2,-5.151040590651995,2,7.191053890910754
1,0,2,0,2,2,2,5.56172689650897,2,-0.4899335761957858
0,0,2,0,0,0,2,-3.0038292362164913,1,4.1560161587459685
