a,b,c,d
0.1775201162813649,1.3839937775672841,0.7484625457934018,1.3519830413515095
-0.7825690979470793,-0.7240100064494176,4.0128352589293526,-4.761581758502665
0.26232899967310325,1.9592750822804812,-0.42052437584054814,3.545710393542063
0.357001704721309,1.1007740312385375,0.9585978990581161,1.1238581647430057
0.8242873759764425,2.9488984195180445,-1.7625561447784708,5.655319008794031
0.722034422659204,-0.1157369022050867,4.099446784787011,-4.914240485424692
-0.9082575129676725,0.5160343363630784,3.6391352694076584,-2.9919140421505652
-0.4977713562029589,0.18532507935480297,2.4949894875331022,-0.5219668437196534
0.6057131279533329,0.36504368440648305,4.515078103911266,-6.838651369474183
-1.6976786020842596,-1.55639136128937,6.058239131142816,-9.56459410773705
0.7772288109823667,1.9284611430737943,0.9970688848883992,-0.1700396949679954
-0.8394498883349977,0.8351136563147441,2.68314406870577,-2.0721140837384815
-0.4217756438844333,0.24697252372835182,4.954194786989811,-5.782479817227961
1.4433399342491566,2.3516514980153236,1.0519517897251531,-0.37688364550802506
-0.06448288782689197,0.558218253379771,3.913091542656413,-5.20154086670792
-0.30187914508096503,0.2859872100819351,6.183631015305395,-7.822901295694426
0.2814131031772033,3.222885905246379,-1.0394165166055247,3.718754260461409
-0.09394490048932266,1.690832242963113,1.0644766078591752,-1.0544885730899316
-0.6259090209943582,1.9793725451181108,1.345673924766793,-1.9480689288001858
0.24985754536975244,0.9551106010515166,1.3014899872908727,-0.9457689543901204
2.136829833930069,3.618095894844447,-1.9830416722684263,6.565872582738289
0.9196307357367628,1.8895662476491897,0.17995537481261814,1.2065667571331358
0.43790573361922813,2.5421391243581213,1.903787083736467,-2.097937178090234
0.25728420615046677,1.602619744690226,1.914602349093046,-1.379457286325485
0.7977890697790292,3.451412658830063,-1.5432447050952833,2.823617196175804
0.6240881317831657,1.8925979004065874,0.16028103685146056,3.1125133628659825
-0.8567355971305933,-0.13537670634367338,4.440801585355885,-6.527491351502269
0.5070579757016108,0.6425672898670426,3.6332154581188183,-5.809396486303972
0.052237921489733614,0.5609013544070659,2.416840836705254,-2.7468062182199406
1.7158566820432466,3.5355006237825863,-0.27349230300347116,2.888264591874656
-0.21107603284996324,0.3823733708207797,2.4414946998914204,-1.0579174553825796
1.2517617977519637,2.4044342526630276,1.5226268072092835,-0.7416211405327481
-1.1556848411709155,0.6695876568268633,3.1835166105508184,-2.332422160534035
0.3129126749262291,2.599277841554569,-0.20566045926555876,0.4015540848915473
-0.7114407717623863,-0.695460796885566,3.147096662916641,-1.5791727062234704
-0.8773788065405665,-0.08507426675520091,3.7556959186790646,-3.643054816581395
0.78532272478865,0.6309479269463041,3.19979523320186,-4.673296012149549
-0.9831428006151512,0.21584633335861714,5.136352166229635,-7.558048970745175
-0.1381096183332893,0.8401239865701279,1.9757659972873471,-0.8074162728502755
-0.7019839861971033,0.5127863374099242,2.7170598181333423,-3.4914998050407773
0.3959208675416461,0.19764584099937132,2.434115549642756,-2.91964191015568
0.2776186708645915,0.8668698911775008,2.8747849912660617,-1.3124695141095848
-2.164781087673153,-2.788980016457667,7.084133682881521,-9.818501602143021
0.7012876668716292,2.3110818451634207,-0.5595929944350835,2.964986471447747
-0.6093881964267575,-0.09750579351931199,3.359439674779095,-3.639064148194188
2.007804255918723,2.3719474610693227,0.05740590757238834,2.112528074997032
0.8842422623131226,2.1576784718262405,-0.23184792258681564,1.4738832019747705
0.9566515018847626,2.603549139850145,0.29471608294939133,2.031642570916052
-2.3525533092408057,-1.8817334171745201,5.4471191948665725,-5.062972598335371
1.753712794966784,2.7684021823091043,-0.7010251543017709,2.9522842765012234
0.06708310924506602,1.319061969594396,1.6970474267140785,-1.1710884231815926
-1.3003327469693653,-0.6148657396201761,2.714333099792119,-1.025672817056952
0.33223357603025605,0.3977808511501916,3.1521057384906745,-4.504439449798223
1.2986952624944872,1.5920882917956707,0.9931454075582491,-2.7003222617684393
-1.5423138619238046,0.13758318651835044,2.550347536234819,-0.7908704266849829
1.0691512188841281,2.219405107143482,2.3584377051625403,-3.692638137289469
-0.2941877907621263,-0.43795283729572365,4.54850780065975,-5.916853406092625
-0.5310421138750543,-0.0578896347857768,2.8076345936948575,-2.288876365643623
-0.38991965981720655,1.2017746326900811,0.40140912118466443,3.1478726766573515
-0.7861305125732092,0.1645817232717158,2.557295619933248,-3.2370346142560713
0.21933300414694584,0.3929312264164364,4.305248707519829,-4.559896917221806
0.2671874734516472,0.07276776364043624,1.2293752166853307,0.14302060382040066
1.0407786232958904,2.1390190937979177,1.0468182026691348,-0.7615956684711752
1.391122156978565,3.9212518264310523,-2.891341601835154,6.265342482936891
-0.29251659629470006,0.469479895921599,3.095184535481606,-3.1836407429919693
1.0738755335889276,1.1797607050721888,4.168676273018914,-5.0987840964841515
-1.1147424236014953,-1.0384226888623924,6.073579384794742,-7.717943069559686
0.642837966698953,2.5089583665864,0.4963177708115797,-0.016555791325262748
-1.0519619429311695,-2.0395045251573443,6.010881912772569,-8.963029028992867
-0.5298651471801137,-0.10955679897061643,4.433862786505314,-5.553840832555899
0.6092533496496614,1.422268318526065,0.7294285498153464,-0.8874031917847476
-0.7017816425682831,-0.41219214102678814,3.053432611411476,-0.8757178472138563
0.4960965649559546,3.3553790978749714,-0.9443937630193209,5.369272446270746
-1.4025355779361648,-0.3147369689385625,5.753377824972231,-7.506839200224409
-0.6759957523318395,0.35007844859645687,3.348866356514846,-2.718821553555684
0.534899955605962,2.415844348225411,1.4343983038158272,-2.5735343245105087
1.4759085901813076,2.319469304475649,-0.20384241462053465,4.384013359184176
-1.1119346494295137,-1.8518224627775919,6.154339044009833,-9.413504304102387
1.546072293208044,2.6674198634393975,-1.5153414858440397,2.6109298894596353
0.2682158780223617,0.6897842956204427,2.7641260889109693,-0.09429583277528986
2.21137945931288,2.5476570290825302,-0.5500713717219895,1.4876114845720596
-0.2835147946468663,1.8025084317581903,2.312408004814105,-0.9111703872331698
-0.4809842214414824,-0.4230673573781047,4.776864088779197,-7.096003110148299
0.3257771723584655,1.24649306335029,2.4658482361854346,-2.3488738291614206
-1.0399677524017594,-0.1454955281099084,4.944373028569304,-5.304646546144899
0.13200080388498667,1.313343263153068,1.3788361176478476,0.2117294595614967
-0.05275486561004682,2.824696170973903,-2.5849198785060747,7.15957613879517
1.2958707950966173,1.3443296834111191,-0.06474275146104724,1.7278706470706624
0.3408624994283628,1.187297121748162,1.8870453095846373,-1.0397507316308445
-1.209283006250905,0.7414239847029231,1.1950217574983597,1.6028197780430362
-1.2649169622567573,-0.31728093567604876,3.121575967456428,-0.9908796104707511
-0.9227772730472964,-0.7102799824865547,3.7947954916245146,-4.463610754280071
-1.9950950066250814,-1.5448339422173964,5.791540932890996,-7.165843327286561
-2.079734569898401,-0.07852529537618258,0.7831344152980471,1.5964982600344728
