d,e,f,g,h,a,c,b
0,0,1,0,1,-6.4623955354224005,2,29.2719665308375
0,0,2,0,1,-3.461539737175331,1,12.140669930002147
1,1,0,0,2,-8.802846302977253,2,44.84134884159682
0,2,0,0,2,-8.610437153826762,1,42.176768704954256
0,2,1,2,1,-7.478419055037105,0,33.23026150836394
1,2,0,0,1,-8.67962964713051,0,40.87021635718476
0,0,0,2,1,-5.998531721831554,0,22.94331428176282
0,1,2,2,1,-6.016858231536858,2,24.6997171222745
0,0,1,0,2,-6.877650867569596,2,30.661521052608713
0,2,0,0,0,-4.794693823918376,1,19.666168241558527
1,2,1,0,1,-6.802988794563255,0,28.86816779117358
1,2,1,0,1,-7.8070264159829525,2,36.61900193902618
1,2,2,2,0,-5.7684142217005245,2,25.40829260437707
0,2,2,1,1,-5.842803978986753,0,24.185975500647977
1,0,0,1,1,-6.8280455419170485,0,30.115906261929158
0,2,2,0,1,-5.877496253517813,2,25.342796511096154
1,2,0,2,2,-9.871827485802212,0,53.36368608110026
0,1,2,1,0,-6.020585974539654,2,27.013030952654066
1,1,1,1,1,-9.364585817823755,0,48.304293873415055
1,0,2,0,2,-8.008025273123677,2,39.034467006732
0,2,1,2,2,-8.114789991600848,1,37.47357446083462
2,0,1,0,0,-7.459993063563933,0,31.346461517519977
0,1,0,2,1,-5.344567808435958,0,21.079396790205376
2,0,0,0,0,-10.031049130052047,1,52.50152640485917
1,1,0,2,2,-10.503044070366016,2,53.1492995493858
1,1,2,0,2,-8.28737923156091,0,37.97882196966207
0,2,0,2,1,-7.610813966823202,2,34.090227802218315
1,1,0,0,2,-9.97075940736628,2,52.57623298509526
0,0,1,1,2,-8.354734836990733,2,41.932618170250564
2,2,1,1,1,-10.14874064989467,1,52.014837302376336
1,2,2,2,0,-5.664060971519993,2,23.297664873112506
1,1,0,2,0,-8.063695117994062,1,37.769468540237
2,1,0,2,1,-9.972782711900436,2,51.433704345461244
0,2,0,1,1,-8.381073204604753,2,41.35234115242032
1,0,1,0,1,-6.592205561957646,2,29.12601987674957
0,1,1,1,2,-7.527713495169316,2,35.45885320151961
0,1,0,0,2,-8.87827552924897,1,41.45159498463759
2,1,0,1,2,-12.055874858545051,2,51.08368787840248
0,1,0,1,2,-7.641410538131904,0,35.252966013074875
2,0,1,0,1,-10.018970542488953,2,51.667653508448474
0,2,2,0,0,-6.385136484979574,2,28.30673829176867
0,0,1,1,0,-5.239950554413495,2,20.402130452637188
1,0,2,1,0,-4.289913243803699,2,16.540099130840584
2,0,2,0,1,-8.958514490158025,2,43.75690272319279
1,2,1,0,2,-8.757123848527744,2,43.04893733509493
1,0,1,1,2,-8.674107625978468,2,44.64155005020528
1,1,0,1,0,-8.685619041818873,2,42.55136346964211
0,1,2,0,0,-5.258617313210864,2,22.572136944010754
2,2,2,0,0,-10.063181795321583,2,50.420353048517605
2,0,1,1,0,-9.268981668102361,2,48.158869284823275
1,0,1,2,1,-6.694466027368424,0,27.14719959004269
2,0,1,2,0,-8.63455254371551,2,43.23990621223263
2,0,0,1,1,-8.613670595025381,2,42.81208638307316
1,2,0,1,2,-11.637059389180727,2,51.57266824173024
2,0,2,1,1,-10.266711020527046,0,52.025185647639404
1,1,1,2,0,-6.731531521342527,2,30.71284504163726
0,2,2,0,2,-7.791627203377832,2,38.62543161213238
1,1,1,0,2,-9.065368357747719,1,45.80554033818972
0,2,0,1,0,-5.29817238024231,1,20.319910790786665
0,0,1,2,1,-5.948927434213561,2,24.702441900717744
2,2,1,0,2,-11.046796469276746,2,51.91480899171248
1,2,1,1,0,-6.632395919011299,0,28.0486085428721
0,0,2,2,1,-4.42095919579765,2,16.01010423219154
2,0,1,0,1,-9.239339390989965,0,44.989622936801645
0,0,1,0,2,-5.59695851915125,1,22.47227205359507
0,2,0,2,1,-8.566228293230587,2,41.53214489855659
2,2,1,2,0,-10.012476550364767,0,51.18497095564857
0,1,2,1,1,-5.0479140835706175,2,20.17456699128109
2,1,2,0,1,-9.453802233943518,0,47.39011188125442
0,0,0,0,1,-3.2998539023846516,1,10.930717690104474
0,2,2,0,1,-4.414336512409388,2,16.03487473145909
