a,b,d,c,e,f
0,4.617815408410548,-4.606831967640592,3.280744999965097,-6.764210691760056,1.8933638742361443
0,5.348936947623992,-3.6502980345175207,1.8222353927641606,-3.5096207414661267,-2.1819012727029
1,3.749850480348588,-2.9301246388072957,3.426953188832692,-5.022064742343855,0.6041774975763834
0,2.8323043442854403,-3.9539521293557134,0.4534309361122215,-3.8094875683795686,-0.3854518465161332
0,5.055784336320233,-3.860171542671307,3.4581470167075388,-6.0541255420410724,1.344305438867392
1,4.52865601330494,-2.6538653319977614,4.677920195662704,-5.9923251071836665,0.570142350887572
1,6.123821392066557,-5.3779533417774426,4.792777996472745,-12.341332976853895,4.406093601048747
0,3.2774642881078164,-4.634438252264461,4.379921182413458,-10.088202482924444,3.38349477600548
0,5.175045576270712,-6.4502100644894735,4.91702986329625,-11.95213208681991,3.2971041716745493
0,3.8514858168054524,-4.233940073202204,3.2569384563410884,-9.242860934818308,0.9371859497808811
0,3.9782288233226955,-4.274632972224345,1.320516673654137,-4.36019499024314,-0.010207394877134846
0,5.284718021669905,-3.224467725210319,4.359919545259638,-6.506125012874804,2.134316835895759
0,3.358229522555829,-3.082365607278879,3.874170723470858,-3.9219883014203027,3.2222281216198514
0,2.778877904075042,-4.067224951747632,3.5007447090534543,-7.101644248383901,2.153118724950539
0,3.271435791971646,-4.770361077396899,4.281195623541878,-8.094700088741947,2.8233644986792785
0,4.1723339506431385,-3.784838887454262,2.3330853726804506,-5.195045380079849,0.30854066745935416
0,2.154240927819486,-4.797917637324313,5.062688390305426,-9.55804605968313,3.37276556726455
0,4.357470902651122,-4.271392651443349,2.5792158454413787,-5.220027683146775,1.5138677685565756
0,3.181228682382257,-3.2838636830392316,4.029093237324951,-6.231481112886678,1.4007327821811053
0,4.867812660733564,-4.827771345989423,1.9635710909480322,-5.289552876154663,-1.9170969740546495
0,1.3257396950995286,-3.4643213607574985,1.9413980456518454,-4.77371458435868,0.2917736995007628
0,2.9334342248958314,-3.5925986313076974,4.741724176202419,-6.827250502006316,3.7809763065581476
0,2.0335318487658984,-5.224791817130821,2.766477183727648,-6.977271058327933,1.1806728603340502
0,2.8937705336360477,-3.296105871782599,4.056552122532729,-5.161648050865327,2.707853001558622
0,3.9676659011089432,-3.5714336546284944,3.6898418869632135,-3.9992888692176165,1.5248635614968373
0,3.540773374550245,-4.168074112627342,3.254011986400881,-7.281287507197402,2.092457567522618
0,3.4666224310519853,-5.032323458027652,4.706507259764127,-11.082201003297099,3.060510875352976
0,3.5608151286199394,-5.1292060185755695,3.1267205036444863,-9.120149821348038,0.660019863703985
0,3.9233882406199436,-4.807662576903022,1.6624073053729171,-5.2547754323790015,-0.9805062535929827
0,2.7114639580568927,-3.7274055367080394,2.3732819788208115,-4.240298139030355,2.233509352513638
0,4.426849640899051,-5.225625167401398,4.105098649699485,-9.285040646189557,0.6253462435819293
0,4.382665970385484,-3.8324877513801296,3.9396956198473148,-7.791146894649486,2.655010672906469
0,4.1050379376561015,-5.511755528878393,1.916050096048904,-6.7113433758438985,-2.0332083085230765
1,5.276533442751264,-3.4740685844388484,4.306494837997077,-8.227718871506001,1.801820260793402
0,4.01641800080866,-4.160352245425991,2.881890610975659,-4.9317900824813865,0.40991687245562924
0,5.755073302731068,-1.824869854941083,3.48064653248661,0.35265763608695666,-0.4990265963964813
0,3.6329058289474903,-5.647315655520367,2.0033256937668966,-7.455354866556774,0.1431614507047147
0,3.4129167816654236,-2.797985433509866,2.7024705838469143,-2.8289677014002885,0.24102546177797796
0,2.9664724196426224,-4.12015758601272,2.5040134470618494,-6.091001501677365,-1.7242296682045506
0,2.6877373294221636,-3.8588280819840364,3.9428354722347954,-8.529827804478387,2.998684076345398
0,2.475528212398925,-4.151652086611795,3.933737517718007,-7.84517480533068,3.582840699959263
0,2.831202686769082,-3.8252731818047665,3.057054133000382,-6.7682225196138495,2.5508714672170463
0,3.649319618347929,-4.423685104362018,2.990810520165813,-8.13791114373794,1.3375614856570792
1,5.054295128497715,-1.8159498185425413,5.121869240308611,-3.167943584494334,2.9671759965597926
0,3.771142058552162,-4.726471144224722,2.593076145425901,-6.527629485885971,1.813571041223914
0,2.9544647225702874,-3.137765427820752,2.0831501567980224,-2.9633421720655897,1.5354897797696463
0,4.620184564019963,-4.914367120213022,2.656219395158675,-7.521574052610082,1.6972807528723817
0,4.459412672300948,-4.3302518464012865,2.926257623934752,-6.622075405461353,-0.04297814855070847
0,3.5603516925779832,-5.3419625522902185,2.1998035725748855,-6.519603128486987,0.19910128320777998
0,3.067083855335288,-3.8149762796524795,3.4168180072366385,-6.088261935695398,1.9463704732648603
0,4.2684279208298,-2.824874043073466,4.248769816366265,-4.64671131653553,0.7288576033769387
0,3.907973587486105,-4.347356179820854,1.8526558884487014,-5.484640581297028,0.03665396129716403
0,2.2718727405849526,-4.466885698703909,3.104940714144723,-7.238369055073806,3.3931183115188457
0,3.6520197440155955,-5.384616963067926,3.1635085484170955,-10.038411527128464,1.8326867658379897
0,3.9820358120743813,-4.499292653552308,3.797556564193167,-9.701749478086743,3.4523832210412837
0,2.8203052135122464,-5.862794259721527,3.1875283788691062,-9.790003954304291,1.4054499199263966
0,3.909843392837443,-5.182877986718827,1.986566266492607,-6.901429799641828,-0.339876153532989
0,2.265177514742211,-4.043213953890864,1.815949754386121,-5.980483660158757,-0.09695091448023468
0,5.056186100012171,-2.9509868022586034,3.72178451758765,-4.8564516596675835,1.0691861538242535
0,4.967949985059432,-1.4607891387704965,4.701729916458584,-3.1438038768408307,2.136369909174255
2,5.467482665697036,-2.8565850850709005,4.148658815410345,-8.440004145993901,2.280641488278193
1,5.083454337839074,-1.8346998433545596,5.334086534126176,-6.075114427264856,4.556609645182977
0,1.3100780342001253,-4.026247519598352,4.05783917281167,-6.744708073754488,1.3106142586991205
0,2.5636523397346673,-4.421247646746376,2.990977638535414,-6.299597166456971,1.9468110763377777
2,5.4262210798478705,-1.8374055482738474,6.9039711335929725,-8.641160972546363,4.343964230049265
0,2.6478669785731412,-4.20808351632004,2.4594616543882886,-5.55026638557374,0.6595410259319082
0,4.4343964826306586,-4.159604274387781,3.4362010269018683,-5.682255693886364,1.9911079127933804
0,5.717296530747994,-4.678333162826669,2.2168917184564068,-5.518243204840251,1.0132961990102625
0,2.543385280570698,-5.6681096597988505,0.7952014533066798,-6.613918981018258,-1.661231996036528
0,2.8825365959148073,-5.813625202522081,4.156923852326533,-10.982959657996933,3.8347475721868367
1,4.955448368309931,-2.616755116718773,3.9752037133037437,-5.704314918529828,1.8086654442565666
0,5.331116148499621,-4.546700090085713,3.2973177076664864,-6.78719703655614,1.9828582299759756
0,2.497625687460097,-4.866088899656166,1.7430353979710282,-5.9159471159791766,-1.4018986980531716
0,3.9690361223069424,-4.261494373276846,2.0432182438236515,-4.714488003905911,1.9622496330461616
0,5.541298850813109,-3.4750677470843723,3.6252480470842676,-5.536774818835943,2.235132501589458
0,2.068240851820733,-4.089636056973601,2.3054357932649148,-4.503407403868568,0.8417378089935936
1,3.4389307931541686,-3.926054936640967,5.004535772488616,-8.505862159191226,1.1674385466743422
0,3.296393393539162,-3.04370704435105,3.757744965558208,-4.245955016356836,1.1069017342130771
0,3.1994115871445894,-2.6908144970183674,3.6047201954964168,-3.347699031207813,2.9777367303342874
0,4.532601287753645,-3.7754433446771465,3.8157730742342455,-7.2313416299372335,2.288449730343069
0,3.961659719820838,-3.2963364886559097,5.02933334329247,-8.710036467279144,1.5925936108537373
0,1.945037940357872,-3.0280400031861885,1.940314577833846,-1.4412891311798794,0.714280005497788
0,4.235410402900811,-3.139900683595486,3.456855422435261,-4.615070032334662,1.0127179194670002
0,3.14246111264435,-3.655900822887376,4.404031265301345,-8.57670009763564,4.1423157548503795
0,4.994447216941239,-3.6716529529251165,4.94331819706511,-8.203311070284697,3.3118788857570363
0,3.0924124635630807,-3.750339426653497,1.8385670926393047,-3.414552936969164,-0.24547011910673217
0,3.0833847168977644,-5.367337674547043,2.9459891960616384,-8.63827940643693,2.10198118170808
0,4.261131610804531,-3.569276843140414,4.875570050244257,-7.7400280296058055,2.4182138914482167
0,4.482926482336937,-5.625813971126553,4.0743229313131915,-8.680598020895001,1.3293136269944175
0,4.168099363936204,-5.064599455125054,3.6922448915457378,-9.68324998432718,1.651885245118608
0,2.034402682615192,-2.966434932191912,2.809883896740686,-4.636036059726275,1.5814288315796725
0,4.2580344399282515,-3.429779837305802,3.1329666510764698,-4.828405811543175,-0.17599860527866795
1,3.6856919483256014,-1.782601710314137,4.969071291721956,-4.269549314529219,1.0636138018461292
0,3.9552761115882635,-4.541674383687292,3.1977866195649347,-6.639047491687218,2.0589763353043113
0,2.2962655646009402,-5.422248841276767,3.0425998031677626,-7.654540628070986,0.43984544336102205
0,4.166322147543064,-4.510437197070343,3.575189578574512,-7.298877510204217,1.3110090645121115
0,2.9134010956926275,-4.167968702759425,2.5428767125588787,-5.238912251024101,-1.4336432783671564
2,4.437365349739479,-2.1910112836599898,6.668349750824124,-8.128718018991043,3.4597743766699307
0,4.4338201364823995,-3.1363195212432977,6.469685078441548,-8.146753662496206,5.284842200636368
0,3.9616445216767513,-4.631270425003445,1.67457515544281,-5.500156415994154,0.2768510503719769
0,3.106023198607103,-3.917965528197075,3.5873376278835427,-6.217543892450373,0.9470684923409538
0,5.171178849021064,-5.258627149434606,2.9574692581657285,-7.400952480952182,2.594638000358
0,3.279347578430258,-3.8196827219561866,3.8788590447739066,-6.022210411714466,1.395229191339844
1,4.752107673970936,-3.266891449814363,4.962021161601467,-7.309368925139587,2.0398144388006445
0,3.988913447678601,-5.019813338284517,4.219415732531756,-9.94873772372911,4.0394330602371795
0,3.1003340658713867,-4.505829362174852,4.437580071000485,-8.378652059906061,2.9840594404045184
0,4.191136293399929,-4.454175746515221,3.694471102316166,-7.55548056712439,1.2991194378604685
0,3.1865476528352756,-4.540155129337096,4.413092772037938,-8.288433732542428,2.58710190614645
0,3.308361677783791,-2.498658757732316,0.9635416753237567,1.2694351084582172,-0.18213474505648253
0,5.082642639803341,-4.368446002307879,5.288633678672758,-9.664727886068338,5.294108581179901
0,2.679413947487567,-4.513896110177337,3.544533220339605,-7.0474337759743575,0.8484280139508545
1,2.3072196690705105,-5.367450957610141,5.455431682940695,-10.65582784367033,3.2923014767673537
1,6.3309369950118946,-4.164207351979477,4.042930394061095,-7.868508203911082,1.6733905163033307
0,6.269327952607004,-4.533073424456353,3.128482267968205,-4.704963830783106,0.1630779017639764
0,3.3147307345506682,-4.955852676176642,3.455179055745921,-8.55293991425094,1.4987369764749474
0,1.783161959379815,-2.8882924066222024,2.9552577417260966,-3.5329390510483294,0.9398424601920604
0,3.4095160238040565,-4.434937775396218,3.613162113246882,-8.201002441818138,2.8905304993628693
0,3.433777050159331,-2.981555750681747,4.419946111965019,-6.004096385665246,3.9581582071478243
0,3.530076158977743,-4.208295365949631,1.5913964396722544,-4.496613703667875,-1.0858778131654125
0,2.606611958078152,-4.232772163578423,4.127273702494502,-6.758615085173898,2.173866247232371
0,4.2995611424764775,-4.358796447712501,3.534185361302752,-6.856860451859233,2.316682150071048
0,4.244507375286086,-4.26620374837854,3.3100097614383914,-5.499486807910824,0.7892236552565942
1,3.225594380180694,-1.5512049969501402,3.1085155292548627,-2.268610642514825,1.0131994080134323
0,4.419196731694888,-6.589610726751218,4.0552719493497404,-12.146611916304437,2.2106307298244636
0,5.772684981945892,-6.271545744438678,1.4358828449970593,-5.624058105545746,-1.918903849942267
0,3.89196033243706,-4.813170831056113,4.084625284374866,-8.219667328736197,1.378098639745187
0,3.382674837931494,-4.255472118062431,1.8320826288719367,-5.818052518900023,0.9888411558323036
1,4.57799678559248,-2.5798955752359873,4.9306172054478195,-6.762658807224646,2.527543855611997
1,5.335256766968562,-2.7969128019725242,4.924587651405163,-7.399353507181067,4.316842781640713
0,1.989328394492782,-4.65424591288057,4.187190394082296,-7.501939543017198,1.948479827947137
1,4.884390702977303,-2.250956306758237,4.7659107856411165,-5.651278743254872,2.770934575326478
0,3.32953605053719,-3.239804596847269,2.6183593699725165,-3.995460791275037,2.909442341784162
0,5.567825012956046,-4.085942168728434,3.2983188068791276,-6.481057297159851,0.30252857586683923
0,3.5458272661950425,-3.3073424275131584,4.6329647673175725,-5.75046170185552,1.117061811574013
1,6.38788761111952,-2.9973547365678708,5.811632243627189,-8.652841503863726,5.063014113384948
0,2.616259302217993,-4.831483026782883,2.7699470649647973,-8.263512636998788,-0.12207474483672509
0,4.307259166802792,-3.572183160999995,3.291150596732101,-5.25025320821103,1.330320375841572
0,4.039400263791229,-4.159386877421322,1.9014909674486236,-4.399779806074882,-0.9580694108152915
3,5.8509527521352185,-1.2686601532455126,8.12568380632129,-8.055938190825824,5.5140107007937145
1,4.897396114636941,-1.7970464278104252,3.1876114375246614,-3.5183269233646763,-0.427898024655162
0,4.9325188368316,-6.720872128540086,4.416950609938408,-11.777317608883196,2.56707866844032
1,4.3962082957134,-4.687684170159569,4.9657874175482135,-10.687470150264568,3.177391724316319
1,3.028037350830237,-4.4570704263743695,6.923120016756575,-12.218070039387536,4.14635993450389
0,3.7024371735225543,-4.633260647568806,2.294400624450656,-7.243272596437458,-0.5850272553270753
0,2.8175769052074875,-4.524608169766029,3.0972048281050144,-5.691525879518711,0.7631511532516859
0,3.377659061336118,-5.777325647773047,5.121372694417008,-10.886034828722476,2.191686706850812
0,3.6384122303148794,-5.255158032310826,4.571840330960688,-9.354137010493194,2.5165210275925074
0,2.014347783984483,-5.13084167852357,2.3269444608966863,-5.9938287853657695,0.27420767141479296
0,2.104341660679322,-1.8125759079241077,3.266922593722899,0.5674770167844292,0.9214350746279666
0,4.2020668355255255,-2.468258052252853,3.506454060230703,-5.41361976586643,1.3466265417543466
0,3.19728130383032,-4.681749417684649,3.5653577542368278,-8.536707628266049,1.6711419443470814
1,2.1552556581794335,-3.6335832903067984,3.6454758088146457,-7.175774820317153,0.4346465404978468
0,4.5048440366081355,-5.419203997188294,3.4817452853530555,-9.89850816400728,2.278426719704666
0,3.99236975527424,-6.178130413225267,1.8602689708836193,-9.706679157354515,1.0127116486974639
1,4.006125175963517,-3.3868801864085234,4.886470990580055,-7.787757802862742,2.1648436361238206
0,2.4031697889417587,-5.267851983244025,3.558718026989019,-10.074271334751343,2.168008584944091
0,4.555807896314337,-4.354850531662009,3.3548583245452708,-6.634678340332696,1.1904071670014886
0,4.06935062256043,-5.870205849043477,1.8602062463785067,-8.016905257310656,-0.05785690945214711
1,7.1026022826840745,-4.031974458310257,6.421104365041959,-9.884590694557588,6.097948943855284
0,4.140188598724937,-4.121372904697169,3.8553665297122883,-6.5926270828912354,2.5593140398613365
0,4.107703141262015,-3.903790402216062,2.7576795933766665,-4.882916027254656,-1.0838918430226143
0,3.553072069891435,-3.852528041257985,3.0810754085380516,-6.125003675390653,1.5445291380341428
2,6.536775867200792,-3.590488984157037,5.0974212880023355,-6.551684178214735,3.423666140431906
0,4.345085201248154,-3.415314269864438,2.51050861649669,-4.088105418982506,0.16143451445779258
0,4.971725008565195,-5.07021169660185,3.135968155527203,-9.891194693075358,2.154235318971564
0,3.1986770813627157,-3.6371420853926932,4.512129770179949,-7.950438386080664,2.1749253738711904
0,3.284592527056038,-4.280638676618192,2.663106965064853,-7.807314111694913,-0.9132865228418563
0,3.2408968290880202,-5.646387499077948,3.9332109617281232,-9.944954786688776,2.2883506113755128
0,4.510801721178989,-4.5861977045811875,3.034060175797798,-7.156491841526651,-0.7242421027570447
0,5.218374440296732,-3.904636257936232,3.9759899377171566,-7.308212518209445,1.9604565098756828
0,3.2611595068506993,-3.6570346195254007,3.156059589363352,-3.468103039329036,2.470356153456059
0,3.295226272206909,-4.410987897444418,4.178006379978264,-7.436602181047803,0.5409650054267665
0,4.034077223869799,-2.738221109398947,2.932685651032798,-2.832745130306156,-0.3729665886332283
0,3.4742384999870985,-3.2624892290134406,1.7718042199947208,-4.155506568940706,-1.5649950123681238
