a,b
0.2294817154636063,3.5659715887772885
-0.08787674241562057,2.449156011799661
0.08398100331445427,4.593943399045556
-0.31790654862846257,2.57256050995416
-1.3766861475563088,3.657331250957161
-1.4237344353990602,3.88911764345133
-0.9820194198303006,4.481302721930655
0.471538522545139,3.427271917037584
-1.0356537528258116,4.801214473165036
-0.628066083725374,3.910912803286022
0.5245073752860862,3.2603363688067915
1.10467921540253,1.4317058270652876
0.8126012877536446,3.6335764818675687
0.13076418791154437,3.0277947667715823
-0.10348826806596086,4.439036804131693
-1.2444717876010754,4.697794540014502
-0.4070782363503251,4.812742698432103
0.4801434033916108,4.66838415504239
0.9682783545914808,3.8023400130932776
0.7933472351999252,3.3393448171507307
-0.09329864965349177,2.115018505822301
0.39282746825991893,4.241220314142602
-0.46940234020272387,2.304546901849803
0.47113629339992935,3.669348407352198
-1.2503155389231464,3.8821712139683187
0.12784040316728537,4.229397545442041
0.8550193242972788,5.652439566067907
0.7777919354289483,4.845634726683296
-1.2770164449702281,4.043806277279325
1.6109369950118944,1.9834993763556235
-0.6388778482433419,5.215345250068535
0.3342951284977145,3.649693481199662
0.8279881767970589,3.956743256737799
-0.933617680009877,2.716730568655327
0.9086013598921112,3.0725977658741708
1.8821748802040494,1.9458826983085944
0.06757906948889146,4.011293271942536
0.4633698060326869,3.6494163250919476
0.4144094332759964,5.2093367390636205
0.6351509468144043,2.7517110965879
0.5380344399282511,3.077070808709474
-3.6484128252147836,6.466582179641701
0.39699130449884,3.7053889646448988
-0.35569831557103465,1.8725113993191655
0.2416445216767513,1.7550186754715043
-0.35626397106142593,4.273850400129625
0.7400142363043355,2.78231407303129
-1.7749620596421283,2.9483971252692243
0.6191711169753933,3.2506384715913565
0.43082100300788273,4.5321352340677885
0.8978154084105481,3.0593499120962444
-1.4670452453909906,3.411114354338123
0.37438645170626306,2.7141706436591413
1.362642639803341,4.853418064363221
0.43476607446661863,4.260150845993382
-1.615658339320678,4.20172542981041
0.17258791772211948,1.948373050703214
-0.6782644401551767,2.1848530492067435
0.12117794929946196,3.4693772727499215
-0.520588412855411,4.035790865409906
-0.9759588161149049,5.727137578141745
0.47469708846320197,2.547083531638252
-0.8333688059494058,3.065397461910133
0.3330703726182551,5.295381504796346
1.767929913579883,3.2763099433195055
1.2496652670437771,2.1138800192660603
-0.24527784594210975,2.923475161018131
0.0699195809948253,3.1033827920625146
-1.172007192594816,3.747472431893096
1.320661655528167,4.7117466850324705
0.5872591668027922,3.212611380002816
-1.7577283913566313,5.695441023463614
-0.7194802332847904,5.087821984863188
-0.2020832453894041,1.6856844488452087
-1.9368380406201853,4.037803240411381
-0.28436383804009513,3.644831534204814
0.5909063227933546,2.715897101127519
-0.5227186961696804,3.9974083544748806
0.3493506225604296,1.891104960000709
-0.8690472478647824,4.1870455403390885
0.3683566127006584,3.2487129666340104
-0.7941362900254239,3.8747757678384134
-0.3356073681186462,2.520460274196111
-1.0350781140406409,4.479409466764727
-0.6883722822307594,5.067234609955296
-0.652916144664712,3.9087594337824054
-1.4422991355594112,2.85154117009802
0.248787309801083,4.743174737370896
2.9138624660073296,2.8944692597797
-2.147289029738655,4.131934708463376
0.5895468860356021,5.052737852036469
-1.0405439391575344,3.56880241524
-0.08158776968512098,4.800970705015843
0.823753131876182,5.606451864141627
0.7432541712034423,2.456827181780352
0.6626659703854839,3.826469273469992
-1.023497492621865,4.28595667627306
-0.6542832766875555,2.499710516710844
0.7019536262212701,1.5503130136459078
1.1360486835554284,3.9461446095570003
-1.0836988273580606,4.2925423235356455
0.4287564384616135,3.4764597781510194
0.13027452147288585,3.560073961600994
-0.6655097072886943,4.448288675120791
-1.723463407405418,4.060042784946871
-0.21069001436315682,2.627881752058996
0.39126465993323495,3.1953318967692885
0.051142058552161786,2.761150798491906
-0.6120967990598081,4.209990429801829
-0.6547876954293904,2.5979450497147596
-0.10973418163018368,3.7042038406719713
0.01249411872768743,2.0433762089832737
1.3634287120856987,2.945490383846992
-0.7290838377436085,4.0919899898477805
-1.7039928626103755,4.541816511504086
1.3276861322676916,4.266845611201072
-0.9265759414055249,1.7149272683271843
0.4478137167227104,3.391653778360587
-0.04658727033933937,3.8367508155213352
2.052684981945891,0.683247753301949
-0.3781625540393897,4.810858329373967
-1.2798409576400205,2.9794082924160903
-0.3817378939983291,3.7435335782395582
-1.0721330214268592,3.144242844244644
-0.35801668807442916,2.7644803820005723
1.1062887100598888,3.957348624192933
1.7286976444055924,2.378201576045967
0.038581122980917065,1.4247174879345987
0.20279727689777938,3.838244524280645
0.4278904406949172,4.608146945636387
-0.6935061645722808,4.046326955415748
-1.176614719429302,1.5280442242441583
-0.33445617235587666,2.6738508553630207
1.47927451067423,3.780297379405245
-1.0155790812075416,5.122183228808062
0.6439387932768579,3.3330579830024574
-0.059282646025932216,3.152276855192715
-0.1474424899181674,4.228323141335582
0.940289464883589,2.687056344418661
-0.6222074452947179,4.358434805335585
-0.05378255081832049,4.3007246511964015
-0.14079088641638526,3.239543899859362
0.5585489592742234,3.715756106579696
0.006339062362268442,3.1978010224338598
2.327653100346085,3.395897744950202
-0.30708321833457675,3.0353288642808196
2.5174740375339204,3.7145204650662045
-0.3359392250401477,2.769933230296959
1.1774118889776937,2.127420368178094
1.785168402072131,4.260751139050502
-0.7421920939974367,3.6795121573062173
1.6162096816512073,2.1697126568488625
1.359220600295612,3.3358046978461053
-0.7528919172286209,4.349355693950035
0.3896917053200022,2.9419015850827526
0.054353585390382264,5.0543487736763435
-1.2756863233379219,3.6992790188971916
-1.5338614049161376,1.8737245821913984
0.2889166671687069,3.7873961678561514
0.2732040228521227,4.008413328467017
-0.6760173056813688,2.2012247410154737
-1.1401609191262305,3.9369139351759914
0.35272016302634307,3.897358098239434
-0.3946051228595896,2.7581721183291505
-0.37615607123009925,3.641739195251811
-0.8768607781675882,5.077427418958264
1.0493396105434072,2.756564559187977
0.3877031412620148,2.770936148396139
0.011451291670654416,2.8127416284856475
-1.1783036231148656,5.063206432841312
-0.22222269709877338,5.0250410406815025
-0.3521335504882296,3.310073799852714
0.42018859872493736,3.853679774298817
