c,d,e,f,g,h,i,j,a,b
2,2,1,0,0,2,1,0,2,-7.714637339232236
0,1,1,2,1,2,2,1,1,-6.506090191600902
1,2,1,2,2,2,1,1,2,-6.252620373871273
0,2,2,0,0,2,2,2,1,-9.679717936798825
1,0,0,1,2,2,0,1,1,-4.720079606320917
1,2,0,1,2,1,0,2,1,-2.5856296919268416
1,2,2,1,1,0,2,2,1,-6.739936050803398
0,0,0,0,0,2,1,0,1,-6.303855038640941
2,0,2,1,2,1,2,2,0,-5.197550305241155
2,0,1,2,0,2,1,1,2,-5.938936457932602
2,1,2,0,2,0,1,2,1,-3.86051167885401
1,0,1,0,1,2,0,0,0,-6.474539630047247
1,2,1,2,2,0,0,0,0,-4.194568941983066
2,1,2,2,1,2,2,1,0,-4.749775228814916
1,2,2,1,1,0,2,2,1,-4.500818117687271
2,1,2,0,2,2,2,1,0,-4.2142374773373055
1,2,2,0,1,0,0,0,1,-5.938474773440879
0,1,1,1,1,0,0,0,2,-5.653054271657037
1,2,0,0,0,0,0,2,1,-6.474218507904992
2,1,0,0,0,2,0,1,1,-2.867078361556295
1,1,2,2,0,0,0,2,2,-4.827160627361331
0,2,1,2,0,0,0,2,2,-5.783394319575288
0,1,2,2,0,0,0,1,0,-6.31943446450184
0,1,1,0,1,1,0,2,2,-5.485930138255897
2,0,0,1,0,0,0,2,0,-3.4389261593567317
2,2,2,1,2,1,0,0,0,-5.214270891917576
2,0,1,2,1,1,1,2,0,-3.8149902792602974
2,1,1,1,0,2,2,0,0,-6.230348944000934
2,2,0,1,0,1,1,0,0,-4.400239459141131
1,1,0,1,1,0,1,1,1,-3.5492704695744526
0,0,1,2,2,0,1,0,1,-5.22706981695545
0,2,1,1,2,0,1,2,1,-3.219752157457756
1,2,2,1,1,1,0,2,0,-4.562553803813446
0,0,1,2,2,2,2,0,1,-6.272585076343718
1,2,2,0,2,2,1,2,0,-7.492358213085001
0,1,0,1,1,1,1,2,1,-4.385147500472676
2,1,1,0,2,2,2,0,0,-5.204942893025777
0,2,1,0,0,0,1,0,1,-8.033969535373226
1,2,0,0,0,1,1,0,2,-5.170425045700949
1,0,2,2,1,1,2,2,0,-3.616315805499717
0,0,2,1,0,1,0,0,0,-8.115397298757806
1,2,0,2,1,2,1,2,2,-4.443125496070965
0,2,0,2,1,1,2,1,2,-5.689419430951542
2,0,1,2,1,1,0,2,0,-5.905142188147703
0,2,0,2,0,0,1,1,1,-6.939769559956063
1,0,0,1,2,1,2,2,2,-1.6113314132416587
1,1,1,1,2,0,0,2,2,-5.900573721462993
2,2,0,2,0,1,2,1,0,-4.566045427975794
2,0,1,1,2,1,0,0,0,-5.273985113123992
1,1,2,0,0,2,0,2,0,-7.731023074416038
0,0,2,1,0,0,2,0,1,-6.620303634823756
2,2,0,1,0,0,0,1,1,-3.646273694602809
2,1,0,0,2,1,1,1,1,-1.3689550060120257
1,1,1,1,2,0,0,2,1,-2.778035845678837
2,0,1,0,0,0,2,2,0,-3.2649264083222924
0,0,2,2,1,0,2,1,1,-6.201804216128339
0,2,1,2,1,1,0,0,2,-5.666080783064914
1,2,2,1,1,0,2,1,1,-5.586428528655738
2,2,1,2,1,1,2,2,0,-4.771808012355801
2,2,2,2,2,2,2,1,0,-4.657479625901028
2,1,2,2,2,2,2,1,2,-3.252188303631198
0,1,1,0,1,1,0,2,2,-7.040239805845842
2,0,0,0,0,1,1,2,0,-4.52511121141903
0,1,1,2,0,1,1,1,2,-7.711091289793993
1,1,1,0,0,0,2,0,1,-4.996375308969057
2,0,0,1,1,1,2,2,0,-3.699912443450092
2,2,2,0,1,1,0,0,0,-5.728233978989634
1,2,0,2,1,1,1,2,1,-5.131324890091129
2,0,1,2,1,2,0,0,1,-4.230206439050201
1,2,1,2,0,2,0,1,0,-7.08279193933543
1,1,0,2,0,1,0,2,1,-4.286213550425796
2,2,2,1,0,0,0,1,2,-4.585316115311161
0,0,1,1,2,0,0,0,1,-3.9730329831300293
0,1,2,0,0,0,2,2,1,-5.832084322717687
1,1,2,2,0,0,1,1,2,-5.18320638753742
0,0,1,0,0,1,2,1,1,-8.198394937955586
2,0,2,0,0,0,2,0,1,-6.015472320267785
1,1,2,2,0,1,1,2,2,-6.170036839708697
2,2,0,1,2,1,2,1,1,-2.817740851945244
0,1,2,0,0,2,2,2,2,-6.944376296794141
1,1,1,1,1,1,2,0,1,-4.96539482895805
1,1,2,2,1,1,0,0,1,-4.4822250514577195
0,2,2,1,0,1,0,1,1,-4.906659376316995
0,1,2,2,2,0,0,0,2,-5.524038771459776
1,0,2,0,2,2,2,1,0,-6.069163758569084
1,0,2,0,0,1,0,1,1,-7.8763965503326805
1,0,1,1,0,0,2,1,1,-6.006188483833929
1,1,1,1,1,2,2,1,1,-5.155945665069388
2,2,1,1,0,1,2,2,0,-4.909315561816128
1,2,0,2,1,2,2,2,2,-3.111880621158369
0,1,0,0,2,2,2,0,1,-5.011684544871359
2,1,1,2,2,0,0,0,0,-4.045758179578658
0,1,2,0,1,1,1,1,1,-8.277001345220357
2,1,0,1,0,1,2,0,0,-4.812954482412073
2,0,0,2,1,0,1,0,0,-2.633632501656613
2,2,2,1,0,1,2,1,0,-6.9848337511361756
1,1,0,0,1,1,0,0,1,-5.031473715220679
0,2,2,2,1,0,0,0,0,-8.237710118201138
2,0,0,0,1,0,2,2,0,-2.5918420964250446
0,1,0,2,1,0,2,0,1,-4.591155591422425
2,0,0,2,1,0,0,0,1,-2.5457163560882963
2,1,2,0,2,2,1,1,0,-6.311477077416602
2,0,1,1,0,2,1,2,0,-5.8449362890071015
2,0,0,1,0,0,2,2,0,-1.874929700203521
0,0,1,1,1,2,1,2,2,-4.887983902021282
2,1,0,2,0,1,1,0,1,-4.488377591235373
0,0,0,0,1,1,0,0,1,-4.57359574043968
2,1,0,0,0,0,2,1,0,-6.172861513947167
0,2,2,0,1,2,0,1,1,-6.693434905193704
1,1,2,0,2,0,0,2,0,-2.335626833686866
1,0,1,1,2,0,0,0,2,-3.5260012335469506
1,1,0,0,1,2,0,1,0,-5.484072424384324
1,1,2,2,2,1,2,1,0,-4.176998492521843
0,2,0,1,2,1,0,0,2,-4.956759754981576
2,1,0,0,1,2,2,0,0,-6.5655736360442
1,2,0,1,0,1,2,1,0,-7.407070389638006
2,2,1,2,2,1,2,2,0,-3.438986106072781
2,2,0,1,2,2,2,0,0,-4.455191765422949
2,1,2,1,2,1,1,1,1,-3.7199760577916496
1,0,1,1,1,1,1,2,2,-5.100667191823674
