d,e,f,g,a,c,b
-0.840156476962528,-0.5577713459894236,0.996554884498404,-0.09588360256597088,-2.0883710499479204,-6.566119300491834,9.971747976005442
-0.8244812156912396,0.8056786392425009,-0.9936978771064832,-0.8348511527715018,-1.606186385659342,-4.951879731708663,5.980461803447615
0.6505927878247011,0.6774013686923024,0.2945928425583791,-0.07199859243978847,-0.8552342417946643,-4.69935650172669,6.39578615886853
0.7432541712034423,-0.9547918171308215,0.9226397227878528,1.259705852880406,-0.11744425089147954,-4.761197764942252,7.048343823549386
0.543154268305195,0.973894128217401,0.6600374917903349,-0.11902850660012523,-1.5557083369885047,-5.379588451557494,7.2310997237303924
-0.6655097072886943,0.6985663453715051,1.9164448767354103,-0.8898039893484101,-3.700424665472699,-6.408096129173521,9.63367401129925
0.23216132306671977,0.10192588737265744,-0.7634393173106605,-0.4922470887653863,-0.9461644848316829,-3.222075536353242,2.4574934947728693
0.11668580914072822,-0.7623234580276522,-1.379149251348588,0.20085029727593015,0.5921046087580409,-3.1500576926824952,2.807747105579381
0.21868859672901295,-0.85920601857557,-0.9943351084951194,-0.37351399718084694,1.308806286276211,1.202406963107764,-4.511498152672685
0.8714287779481898,-0.5376625769030224,0.660442566548437,0.4853032830631407,-0.1358638043490425,-2.320893305399198,2.615292672877459
0.22359554877468227,0.54259446329196,0.4979229342693786,0.5228437607490304,-1.9412924009984582,-6.655753931326026,8.851412117966065
0.6789135630718949,-0.9556251674013979,0.10225665964741577,0.8889831804046482,0.4705916534355101,-3.064292178335798,2.881901398915021
0.06757906948889146,0.4375122486198699,-1.12295704910713,1.4235594722650329,0.10288059206069732,-4.199584717843575,3.7810169615791973
0.28911939868998415,-1.2417555288783926,0.7668672933290608,0.9958587243723608,0.6217179329607426,-4.142845856311004,2.566951469516256
0.6312882258385404,-0.20406858443884895,-1.2247047776505404,-0.9342390641479599,1.6469602764891882,1.3211282768897603,-5.376863222901187
-1.4571558198556664,0.10964775457400863,1.1589495823768998,-0.9035344465762722,-2.8849905990131677,-5.387810129178838,7.555616666725396
-0.31967121635730134,2.4451301450589167,2.857438423139865,-0.07577147645982442,-6.351473118796992,-11.816325501877968,20.562465258070336
-0.4703726542927955,-1.3773156555203674,0.3664511465715505,-0.4511753572394145,0.2818910507509676,-2.534801705902013,1.4669471758545956
-0.6388778482433419,1.4720145664901334,0.5831081356577431,-1.1383267269609427,-2.438693958674389,-5.390815011898559,8.914658169224394
-0.27514225122668373,0.14984241398728004,-0.4928597688955594,-0.44169179417299426,0.47569753826649674,-3.1667270888623182,1.643033036828357
1.4949413112343959,0.41117191801596314,-1.8102133210868163,-0.474512933619039,3.4405945302238097,1.6044879826878453,-8.354055117244855
-0.8658311156932432,0.11834791338820451,-0.6027193630302223,-0.6718477397612058,-0.26597577045443044,-3.3111707196732545,2.943666721649358
0.9682783545914808,0.444726818195233,-1.0928952410987494,-0.3157894861550056,1.2451235429923153,-0.2890741437545388,-1.3273050001639792
-1.6828697716158048,-0.15368510436201774,-1.4470045764150157,1.178450850318331,-0.7856116998789733,-7.931563760493134,9.275933487715804
-0.33488502998577485,1.4540501814574582,1.7223599419956492,0.19923804124923924,-2.854666195809541,-8.051161024940981,11.338075123375672
0.1627530651050056,-0.4564711442247224,0.272862518025773,2.4718090760554694,-1.4605728278076553,-8.812347896513982,11.841664371112806
0.5862223313592781,1.1322345721792477,0.37968758061398367,0.17050818601964934,-1.8770052472657381,-5.040280808754455,7.697726179705735
0.711226579792855,-0.6443671202130229,-0.30902236519624954,-0.29006577393725175,1.2822270752823406,-0.9031727548161119,-0.021623034395461538
0.7933472351999252,-0.06025184640128695,-0.17287108244343635,0.004132882654866092,0.9445199568525886,-1.5460627293480123,-0.1004340991509306
-0.3487250722484376,-1.0719625522902192,0.9645506822393334,0.25649197844354,-1.9852847676456271,-6.977632703430029,10.498651916758307
-0.46235179266456716,0.4550237203475199,-0.03233711869521544,0.43525395717106363,-1.5662384624100618,-5.002740170214395,7.530064783928146
0.8579758812571538,1.4451259569265338,0.5306939380247327,2.0767113258590237,-1.8291387715354042,-9.142857172129592,11.367888774530726
-0.1913043248816149,-0.07735617982085408,-0.19600429784501586,-0.8453204649775686,-2.561694928160442,-0.8940790960847647,1.5501590170963793
-1.2756863233379219,-0.19688569870390954,-0.3421528907320472,0.8590460581777356,-1.8532794482286035,-7.470499799554819,9.27253304638034
-1.1332872140034806,-1.1146169630679268,-1.406914165601862,0.20775059761412384,0.32825424527447894,-2.9665429221255253,0.7462283449436111
-0.9194522860016113,-0.2292926535523081,-1.977749062367128,-1.5710977425706176,0.8105293122574684,2.4321992643929016,-4.724198111844938
0.49716074405376404,-1.5927942597215277,-0.2615619010664018,0.7706987820947633,2.768983178906521,-2.1797183121579016,-1.3227105844175018
0.14242573607056525,-0.9128779867188273,0.05649669199323269,1.2676235608039048,-1.220237651157123,-3.528100081370872,4.581366209448555
0.6904853540677682,0.22678604610913541,-1.286130036708791,-0.8571764037774298,0.694760860776344,0.7382579006807437,-5.767123703540258
-0.42725264633653426,1.3190131977413961,-0.03447486503463288,-0.008933867891970693,-4.656553502290812,-5.63273059935792,13.05999726127448
0.15853969107671423,2.809210861229503,0.053752562990502024,-1.7253542620077036,-2.8066313994696444,-3.606990109036883,5.4401132641066745
0.6255903939673367,-0.5865850850709007,-2.156008006059379,-1.2588064596843365,2.679917714682703,4.368854498716868,-8.042496946384285
-0.3093465397202384,1.43530015664544,-0.9151246594795012,1.0480295776172526,-1.8120217634411853,-7.415112578697087,8.78965971959276
0.45677523755741145,0.2437524804016479,0.4072638937354685,-0.4664165060074345,0.5172944929962106,-3.8125144096223065,2.168141720682815
-0.6619259410666513,-0.15124764674637586,0.3870587293957439,-1.1088029749380393,-0.49879585549068195,-3.8591543139837405,1.9463302512939133
-0.3630538465650718,0.4325944517261522,-1.1536749163997606,0.22946036445842968,-0.07932228365386998,-3.647615583229744,3.7769626791563806
-0.3817378939983291,0.06191648367995918,0.15844805049973495,-0.5224124314310232,-1.4697422452787114,-3.9557711992703593,4.232822497586734
-1.1958396455890397,0.11039572561221853,1.0224072253604721,-0.4708216577755361,-1.9155857480945164,-5.903071913440324,7.298012517931495
0.4869724807855818,-0.4083331628266692,0.7770729589908982,0.7393260256749032,-0.6875260148241579,-3.436493929072558,2.4286961860689855
-0.46940234020272387,-1.3981096597988507,-0.09528578701393456,-1.1617333589343466,-0.46866209161900085,-1.548685184575074,1.866974334395921
0.01249411872768743,-1.5436252025220816,-0.4679763133242924,-0.9053652126818322,-0.38527282849802025,-0.18839684122639178,-0.07178910336303745
0.48074665890590895,0.653244883281227,-0.6293444843345044,0.15407999214886864,-0.37485436161324115,-4.44902865410961,6.598852682120808
0.4465311760299441,-0.2767000900857134,0.4678197829096571,0.9694097907482053,0.2140064495975763,-2.950961897514502,1.4967864346096666
0.6653851089727862,-0.5960888996561666,0.19510397314288802,1.2381603014898497,2.458832347774953,-4.001781285152016,1.331025595521243
-0.09848548450942361,0.008505626723153567,0.6294040061022004,-0.665061720361623,-1.145010954156145,-3.0406393667731875,2.4919643131011227
-0.42329831204415375,0.7949322529156275,0.13187381312115198,0.9373769669196479,-2.7536042972021466,-8.740707350478054,12.666716290341276
-0.07971821090639905,0.1803639430263982,0.8187639503474419,-0.7841422934704089,-2.679828804939365,-3.7346323986929155,5.84453652639045
-1.6873344339580298,-0.6560549366409674,0.09459253295770016,1.8262093469068,-1.819447684759238,-9.108102902923374,12.929262736712612
-1.4471124724230873,1.2262929556489497,0.7846887161316864,-1.1337710254197284,-5.484533266705343,-7.132125155308382,14.888247020580996
-1.3226996123544024,1.579185502981632,0.8708227703666389,1.328478810791731,-3.8935324628800947,-10.723566759323973,16.885017075370804
-0.9972468276014818,0.4945566553228533,-0.8045266302248135,-0.6564861068187239,-0.27195474500622085,-1.5284762602805806,0.005922300806730618
0.3997742267234366,0.9736635113440901,-1.808144046870746,2.0132464547946003,1.014657446453469,-6.352888850477955,6.7647756821148395
-0.9054790553600608,1.241959996813811,1.5434928560145533,0.5913207288524843,-4.490333746343168,-11.175368970420688,16.50037864640626
-0.3781625540393897,1.1300993164045137,0.2566587307122617,-1.016016529408222,-1.3775383899151876,-5.1216609715256824,6.436295821809185
1.2992282977860654,0.6140991771126236,-1.7144858954961215,-0.5222384795425068,2.4324641759984673,2.9421238563060284,-8.664079690418145
-0.35626397106142593,0.5983470470748828,-0.7138194972187111,0.7811812052237417,-1.6265723411546067,-4.5331422936037296,5.7014444621178555
0.7375155684670865,0.5196605733465026,0.7718742923698284,1.0526444176155614,0.6678694471573503,-6.116616032969723,7.5771031519850585
-0.933617680009877,-1.0973376745470436,-0.279676831132893,-0.07071559172446261,-0.7767550420061153,-3.561697427582164,4.369897392413325
-0.20543755786763002,0.7007231568595857,-0.5120614193191271,0.044658280963466405,-0.050188087224357414,-5.134514713097848,5.505531136733935
-0.9500220549105812,-1.355813971126554,1.4008818603129667,0.7583530326440655,-4.571133247161676,-6.29325839899061,11.514456883546979
-0.3390330759005625,-0.7945994551250549,-1.0472871463838105,0.13179842701081995,2.024087015676103,-2.5490794680496194,2.129017867496078
0.8403081374573955,1.3035650678080875,-0.7981533577548339,-1.2935048593383758,1.8820667562220303,-0.4503409030965291,-1.6064956923791354
-1.7273204231923487,0.8402201626941975,0.21138647504826755,-0.8129740246401806,-3.1612397360355238,-6.13509313204875,9.311661200463792
0.43442364354585733,1.4873982896858626,0.39045493205388226,0.23511994315166507,-1.1615047241800003,-5.864406501561733,7.224797611697446
0.2377356023322779,-0.27167438368729224,0.4963430343407315,1.2154824164976936,-0.29464613172787,-6.114485819255564,6.666896163437256
-0.5941499556967944,-1.1522488412767675,0.9112380445689469,1.6159824241620477,-2.2269559874826657,-7.680078759511418,11.184157179598664
