c,d,e,a,b
0,1,0,-3.519171991128568,0
1,1,2,-3.5065866069538596,1
2,0,2,-4.757541878272542,1
0,2,0,-2.3541762600017577,1
2,0,1,-2.797195853587573,1
1,0,0,-1.943607595221581,1
1,1,1,-5.235736284916213,1
0,1,0,-3.476015685364909,1
2,0,2,-3.1622036387272248,1
1,2,1,-2.8310981909705135,1
0,2,1,-3.9660030399719584,1
1,2,0,-1.7598751065340341,1
1,2,2,-3.801491072297831,1
0,0,0,-2.7532898984450673,0
1,2,2,-3.4332462984552015,1
1,2,2,-5.779382881406262,1
2,1,1,-4.613017162293009,1
1,1,1,-3.682601768783033,1
0,1,2,-5.782290423754041,1
0,1,1,-3.840491875818963,1
1,2,0,-2.0790712974103966,1
1,1,0,-1.9876420011001963,2
0,2,0,-4.8727822933685205,2
1,0,1,-2.634946911745024,0
0,0,2,-6.207623266882669,1
0,2,2,-5.2326419890411655,1
2,2,0,-1.8130592904156746,0
1,1,2,-3.5211311145820114,1
1,1,2,-6.172127360916195,1
0,0,0,-0.30238009798859644,1
2,2,1,-2.4667242045603532,0
1,2,2,-6.384729665658817,1
2,1,2,-4.43895668982033,1
0,0,2,-4.13138483019136,1
0,2,1,-2.7671069897017855,1
1,1,0,-1.5360519959206194,1
0,1,1,-3.86389019783467,1
2,0,0,0.7555566612961746,1
0,1,2,-5.4583318621044405,1
0,2,2,-7.3509407673826574,1
1,0,0,-2.2112650099996,1
0,0,0,-1.1546330625753745,0
0,2,1,-3.7678852696042924,1
0,0,1,-3.3123243845483796,0
0,0,0,-2.887765835762959,1
1,0,2,-4.008558575098964,1
1,2,2,-5.304959268578546,1
1,1,1,-4.379160273282116,1
2,1,0,-2.5450903554514177,1
0,0,2,-4.786615261243514,1
1,0,2,-3.1339123667528606,1
0,1,2,-4.472756834428333,1
0,2,2,-4.87279911081026,0
2,1,2,-4.027178990122902,1
1,2,0,-2.6910121078798928,1
1,1,1,-2.2502447743000515,1
2,0,0,-1.9494362189697214,1
1,2,1,-4.486657040037351,1
2,1,0,-2.167666817801946,1
2,2,0,-0.9748994298789666,1
1,1,0,-3.141490004759558,1
2,1,2,-5.068749251707786,0
0,0,0,-0.8836603614640259,1
2,2,2,-4.3114848539945045,1
1,2,2,-4.381919423815384,1
0,0,0,-2.440197439103402,1
0,1,2,-3.529780919156436,1
0,0,0,-1.8063606613519467,1
0,1,2,-4.321198289500547,1
0,2,2,-5.729727600164695,1
0,1,2,-6.172514508208994,1
1,0,0,-1.9114532562081017,1
2,1,1,-2.9738121963189577,1
1,0,1,-2.2481183882939035,1
2,1,2,-5.9412235760854,1
1,0,0,-2.880864271402424,1
2,0,0,0.06061195916171003,1
2,0,1,-2.623806515125273,1
2,1,2,-5.129742984811945,1
2,0,1,-3.8716778868498194,1
2,2,1,-1.6663159551768036,1
1,2,1,-2.933334976819438,1
0,0,0,-2.3535621253324828,1
0,1,1,-3.5934634979322526,1
2,0,2,-1.5092219561443505,1
1,2,1,-3.162434507101512,1
2,0,0,-2.684153312826412,1
2,1,0,-2.199002138973713,1
0,1,1,-3.08479824187083,1
2,2,2,-4.263907883566973,1
0,1,1,-5.812381636125645,1
2,1,2,-4.096254892284794,1
1,0,1,-2.8261271406829755,1
1,0,2,-4.799318882150144,2
1,0,2,-4.449160076666291,1
2,2,0,-2.2078903583865452,1
2,0,1,-3.017354980113912,1
2,1,2,-5.204556544253395,1
1,0,0,-0.8561084440224782,1
1,2,0,-2.590504970121714,1
0,2,1,-3.566259325794397,2
1,1,1,-3.3397623961823597,1
2,0,2,-6.316983445703359,1
1,0,0,-0.6580878655713756,0
2,2,1,-3.3251028816702344,1
1,0,0,-1.9733601785836603,1
2,1,2,-3.9920836414607237,1
2,0,0,-2.0880602226455007,1
0,0,0,-2.3008000568666542,1
1,1,0,-2.474920734349341,1
2,1,1,-2.3435099810553575,1
2,2,1,-4.475985159385647,1
1,0,0,-2.3779990862793756,1
1,2,0,-1.387108515788695,1
2,0,2,-0.5415546744129927,2
1,1,0,-3.823577032391065,1
1,2,2,-7.526906576614698,1
2,1,0,0.13401108603519618,2
2,2,1,-3.4540784412925394,1
2,2,1,-3.395493371215487,1
1,2,0,-2.0576700647189408,1
0,0,1,-2.2381510300078156,1
0,1,0,-3.7407613381538733,1
2,2,1,-4.569481463217491,1
2,0,0,-2.7533947326980543,1
0,0,0,-3.0193025777111138,1
1,1,1,-4.138667883675126,1
1,1,2,-5.290850128001154,1
1,0,2,-4.49859484173029,1
1,2,0,-2.0711861484863943,1
2,2,1,-2.9380416729207717,1
0,0,1,-4.343131723066251,1
2,2,1,-2.66659210151793,0
2,2,2,-5.94879727466401,1
0,2,1,-3.17490444412129,0
2,2,2,-3.351063841693902,1
1,0,2,-1.7833490323799377,1
0,2,2,-4.665344048576359,1
1,1,0,-0.7467274942831208,1
2,2,2,-3.8252486912193926,1
1,2,2,-4.160478395213823,0
2,0,0,-0.48103050529279756,0
2,0,1,-2.9196856452633164,2
1,1,0,-2.887868305959672,1
1,0,0,-3.123119465578673,1
2,0,1,-2.851450972931951,1
2,1,1,-2.170618012294656,1
2,2,2,-2.220313759948488,1
2,0,1,-1.4565619168886768,1
0,2,0,-2.5164352429549166,1
1,0,0,-1.4459920391157053,0
2,0,1,-0.9196084840340142,0
1,0,2,-4.231617507563558,1
0,1,0,-3.1743440851201834,1
2,1,0,-2.1002533871161475,1
0,2,0,-4.007372304156245,1
2,1,1,-2.9234889961542545,1
2,1,0,-1.367438165721963,1
2,0,1,-1.8326986828053298,1
2,0,2,-3.7228174723317666,2
2,2,2,-5.149400158917826,2
1,0,2,-4.275896376465613,1
1,2,0,-2.040726298791422,1
0,1,2,-5.836697630046484,1
2,0,2,-4.775249234227914,1
0,1,2,-5.125621159514211,1
2,2,0,-1.0384350833304068,0
1,1,2,-4.5890739899844375,1
0,1,2,-4.061886555271656,1
1,2,0,-2.5478894724161925,1
0,2,2,-4.517382037580399,1
2,0,1,-0.48470711543619416,2
0,1,1,-4.095391657528557,1
2,0,0,-1.6676649756116757,0
1,1,0,-2.061467607090865,1
2,2,2,-6.171924378268868,1
2,0,1,-3.800082450349619,1
2,2,1,-1.9155119984320965,1
1,1,0,-2.2590081597414384,1
1,1,1,-1.909545574493552,1
0,2,2,-6.616040546703703,1
2,2,1,-4.524759644330699,1
1,1,0,-1.2996894187057153,0
1,0,2,-3.376913150096711,1
2,0,1,-3.193090560701401,1
1,2,2,-4.593397368459553,1
0,0,0,-1.3458020917563234,0
2,2,1,-2.290071534765218,1
0,1,1,-3.8355472336564462,1
2,0,0,-1.4995295072988952,1
2,2,2,-5.869319041479296,1
1,2,0,-1.9961308852497932,1
1,0,0,-1.1549219400424184,1
1,1,0,-3.0019785355196307,2
0,2,1,-3.684705874476861,1
2,1,2,-5.29867909602796,1
0,1,2,-5.7674546211654025,0
1,0,0,0.11026504825941297,2
0,1,1,-4.484946267192328,1
1,0,2,-4.432540662183367,1
2,2,2,-4.22582404957663,1
2,0,0,-2.0600562489474337,0
1,0,0,-0.8142824426508085,2
2,1,1,-4.294416826911066,1
0,2,1,-4.360050024736858,1
1,2,1,-2.7616923382348455,1
2,0,0,-0.08473102913485242,1
1,2,1,-1.9115113319203385,1
1,0,2,-3.795878442963686,1
0,1,1,-3.3615913990475255,0
1,0,0,-0.4187158563232567,1
0,2,2,-5.211957592644492,2
2,2,0,-0.603342194958743,1
0,1,1,-4.298637898335924,1
0,2,0,-4.135152113154852,1
0,0,1,-3.7000812055364354,1
0,0,0,-1.4515734282541903,0
2,1,1,-3.7345002779480048,1
1,0,1,-2.8410993910933113,1
0,2,2,-5.4977240413875625,1
2,0,1,-3.012179192728345,1
0,0,1,-4.446862337343465,1
0,0,1,-4.484598301979071,1
1,0,2,-4.073296391974318,0
0,0,2,-5.402417338933554,1
1,2,1,-3.300167321192174,1
0,1,0,-3.3981603884575957,1
0,2,1,-3.7674238500750317,1
2,2,0,-2.1930307341565674,1
0,2,1,-3.3535427278759795,1
1,1,2,-3.26031628073947,1
2,2,0,-3.022664797018831,1
2,1,1,-4.014348594947788,1
1,0,0,-0.8336910080958863,1
2,1,0,-1.51500372786469,0
2,0,1,-0.16236685681273277,1
2,2,0,-3.470321286895498,0
0,2,1,-5.3541078857859885,1
0,2,0,-1.944615247121953,1
2,2,0,-2.126014024253407,2
2,2,1,-2.8443774260399053,1
0,0,2,-5.508118535702783,1
2,0,2,-4.400109186953865,1
1,0,0,-1.2686883628575072,1
0,1,1,-3.3732184033196906,0
2,1,0,-1.732902772205647,1
0,0,0,-1.0855621427622426,0
0,2,1,-4.528730627901746,1
2,1,0,-1.646983545972282,1
0,2,0,-2.533368468281535,1
2,2,0,-2.5207548067813024,1
1,1,2,-6.342582277273435,1
1,2,0,-1.4156336269993601,1
1,0,0,0.447965078046614,2
1,2,0,0.2316088679910746,1
1,1,2,-4.425774948813393,1
2,0,0,-1.8489341130404062,1
2,1,2,-3.689740974464623,1
2,0,1,-0.6838230588652756,1
2,2,1,-3.1241472155533607,1
2,2,2,-4.333315548306195,1
1,1,0,-2.9694479343863045,1
2,2,2,-3.6120841173730645,1
2,2,0,-2.1259349604309143,1
1,2,2,-6.129357901374021,1
2,0,0,-0.48671385207217244,0
0,2,2,-5.3951411571591,1
2,0,1,-1.143548047473277,1
0,1,1,-3.980708452777556,2
1,2,2,-4.592978974813909,1
2,0,0,-1.2244547482208379,1
0,0,1,-3.7916073376090935,1
0,2,2,-6.565725279773249,1
2,0,2,-3.739733572366371,1
2,2,1,-3.5310670452634327,1
0,2,0,-3.591407186259627,1
0,1,1,-3.2124096240592666,1
2,2,0,-3.557888616115738,1
2,2,2,-4.126655581718884,1
0,2,0,-3.557555685646753,1
0,2,1,-1.505452194260763,1
0,0,1,-2.0520003960932662,1
0,0,0,-1.3449516487553934,1
1,1,1,-3.1115713791755697,1
2,2,1,-3.884536363538465,1
1,1,0,-2.3416371449002216,1
0,0,1,-2.82712270173696,1
0,0,2,-3.827547423568925,1
2,2,2,-4.50298180093767,1
2,2,0,-2.426222398699318,0
0,1,0,-3.215751572891489,0
0,2,0,-2.9950022908904796,0
0,1,1,-4.720690464201239,1
0,0,2,-5.06260365915454,1
0,2,0,-1.797212456347335,1
0,1,0,-3.1635391289113954,1
1,0,0,-1.0346363057709194,2
0,2,1,-4.6603664082535285,1
2,2,2,-2.78417307067463,0
1,0,2,-4.608004824909264,1
2,1,2,-4.658423702696789,2
2,1,1,-3.3691190051979523,1
0,1,0,-3.9613560968561825,1
2,2,1,-1.220330148430034,1
0,2,2,-6.989316653400347,1
1,1,2,-3.196289253392523,1
2,1,0,-2.2360301669031895,1
2,2,2,-4.7050851073186015,1
2,2,0,-0.661777609525966,1
1,2,0,-2.2456098660287305,0
1,1,0,-3.8008787102331523,2
0,1,0,-2.6572929073219966,1
1,2,0,-1.8559597718202392,0
1,0,0,-2.491370300249768,1
2,0,0,-2.0383031008493253,1
0,0,0,-2.902807958364816,1
0,2,2,-6.753072937952941,1
0,2,1,-4.9379493444377065,1
1,1,2,-3.7827942077972314,1
