d,e,f,g,h,a,c,b
2,2,2,0,1,-9.35220054672902,1,47.9029181479466
0,1,2,0,2,-8.175444350964753,2,37.03930367060878
2,0,2,2,2,-11.959847796340838,0,51.29087648163258
1,0,0,2,0,-7.377696670218821,2,33.24932965615884
1,2,0,2,2,-10.759981899290791,0,52.004941375093125
2,1,1,1,0,-10.529935271659145,1,50.990751560555864
0,1,1,2,2,-7.431850851741088,2,33.614719776030896
0,2,2,0,1,-7.552392280343679,2,36.532446019166386
2,0,2,1,1,-7.6909276329372265,2,35.363372396627376
2,0,1,1,2,-11.300279383176111,1,50.83847279996779
1,1,2,2,0,-5.704929245053633,2,22.73778359583055
2,0,1,1,2,-9.592638496400292,2,48.829005765492965
2,1,2,2,1,-9.891706405144065,2,50.41809694957063
0,0,1,0,1,-2.5350788906080055,0,6.808091828496998
2,2,0,1,1,-11.7329419459707,2,52.40686729442232
1,2,0,1,1,-6.961429247778612,2,32.137145103753355
0,2,1,0,0,-4.435017119491148,2,17.17362064398378
2,1,2,2,1,-10.46807698147361,0,49.35760694196586
0,1,0,1,0,-7.013573406599188,0,31.046407830817124
1,1,1,0,2,-11.043768936443776,2,51.636238400724025
0,1,1,1,1,-6.855570765528617,0,28.28562975435815
0,1,1,1,1,-5.951519249487017,2,24.70492682790758
1,0,1,2,0,-8.337514407100453,0,38.405585047581276
2,1,1,1,0,-11.11760372480647,1,51.770038759411165
2,0,0,2,2,-13.66626029901278,2,50.96098671267189
1,2,2,2,1,-7.925378426353325,0,36.2555515464217
1,0,2,1,1,-6.443337060693573,2,28.49239489360886
1,0,0,0,1,-4.009547476422499,2,15.298213960217199
2,0,0,0,2,-10.960030108041373,1,52.12292365182024
0,0,2,2,1,-3.8071611854244214,0,13.004002676135233
2,1,2,2,1,-10.319990321067367,2,50.63871784469551
0,1,2,0,0,-5.751163129132724,2,24.955288810962365
0,0,0,0,2,-7.124408451415721,1,29.794224379216786
1,2,0,0,2,-8.111700287682483,0,38.55716465250044
2,1,1,1,2,-11.905530984576773,2,51.56146795313527
0,2,2,2,1,-6.671182995624683,2,29.909375816193247
1,0,2,2,1,-7.003918724355737,2,32.55128071911025
2,1,2,2,0,-9.11707060042143,0,46.50066381873166
1,1,2,2,0,-7.297799868018474,2,32.69601175170942
2,2,2,2,2,-12.655321494031075,1,52.27439141489748
1,0,2,2,0,-5.378009130787124,2,23.157482093862658
2,2,1,1,2,-12.991737513407509,2,51.39955801496933
0,0,0,2,0,-4.122373135746371,0,15.4701419581013
1,2,2,2,1,-9.076068419044686,2,45.91147916397742
0,2,0,2,0,-6.229315347044033,2,29.184109467858423
1,1,1,1,0,-6.775563253113641,2,29.874210020086135
0,0,2,1,2,-6.718922150062621,2,29.557879666598883
1,1,2,2,1,-7.62498418901694,0,33.323263101471916
1,0,2,2,0,-6.1665229004858455,2,24.8167398944277
1,2,0,2,2,-12.167931141711481,1,52.902477024946684
0,1,1,2,1,-6.66369407612845,1,28.68871198793578
0,0,2,1,0,-4.363159904570036,2,17.16903088694531
0,2,0,1,1,-7.464667161616812,1,34.21320114216301
0,0,2,0,2,-7.729471304142885,2,34.51692758898014
0,0,1,2,1,-5.465112174237738,2,22.510536854360872
0,1,0,1,0,-7.364004832684527,1,33.50077528393493
2,1,1,1,0,-10.42917236177722,0,51.690359593960885
2,0,0,2,2,-11.541651319356033,1,50.556773963744874
2,0,2,1,2,-11.133519032139962,2,52.1960609657932
0,0,1,1,1,-5.996478585343974,2,24.857300639754005
2,0,2,1,0,-7.644822117793378,2,37.147122463765186
0,1,2,0,0,-3.8469298854920124,2,17.067959944487868
2,2,1,1,2,-15.259330896291322,2,51.59328903705863
0,0,0,0,1,-6.28214628432316,1,27.64690853831433
0,0,0,0,2,-6.343115139135551,2,27.983012954145334
1,0,1,0,2,-7.676519746780438,2,35.71930902591003
2,1,1,2,0,-9.488058943971044,1,50.03139058948781
1,2,1,0,2,-10.939286820876534,2,55.52690677718014
1,2,1,2,0,-7.549182848599571,0,34.61167985465548
0,1,2,1,1,-5.752294549946884,1,22.72967711678776
2,2,2,1,0,-10.910952720542872,0,51.01566781050923
2,2,2,1,2,-11.607344402547703,2,52.079246840594486
0,0,1,2,0,-7.187532982191455,1,33.22074119282023
2,2,1,2,0,-9.76578226709086,0,49.258568545532405
0,2,2,1,2,-9.139400475158098,0,46.214358814038505
0,1,2,0,0,-5.3126893518159495,2,22.33302906421228
2,2,1,2,1,-12.725621753454151,2,53.565542219801564
2,2,0,1,0,-11.535664639805068,2,51.49271027976305
1,0,0,2,2,-11.609439724773994,2,54.937772105175824
1,1,1,1,2,-10.364594470406487,0,50.617331590719964
1,0,1,0,2,-9.935193886542136,2,51.716567212320484
2,1,0,2,2,-12.704186759997665,2,53.505053702824675
2,0,0,1,2,-11.685215402628016,2,53.430561069455614
1,1,1,1,1,-8.609843034842797,0,41.181521621153635
0,0,0,2,1,-6.91527367623199,0,30.81213538316267
0,1,1,0,1,-5.7988323978895036,2,21.82710733627781
1,2,2,0,0,-6.413371514163337,1,28.53752464484582
1,1,0,0,0,-6.62043699104971,2,29.115904525204172
2,1,0,2,0,-9.137650298409648,2,44.77932993116842
1,1,0,0,0,-7.097385876242725,0,32.83682661247998
1,0,0,1,1,-6.882603292965988,2,30.92873168173075
0,1,0,2,1,-7.078909821398098,2,32.398065493997734
2,0,2,1,0,-8.254707621742241,2,39.9434113037418
0,2,1,1,0,-6.074758502289705,2,26.802377086608676
2,2,0,1,1,-11.71852128161728,2,53.09771046344804
2,1,2,2,1,-11.658511033916973,0,50.89009915937825
0,2,1,2,2,-9.909237806889402,2,51.57375403105113
1,1,2,1,0,-6.32730025264838,2,25.753907208185595
2,2,0,0,1,-9.273729342083781,0,45.35696762176572
0,2,2,2,2,-9.76674735176276,1,49.212044411857036
1,0,1,0,1,-5.471681092719428,2,20.93803558216083
0,0,0,1,2,-7.414569189126748,2,33.04484744790541
0,1,0,2,2,-8.124296404948526,0,38.34992866757059
1,1,2,2,0,-7.850511958517005,2,36.883522356938734
0,2,0,0,0,-5.899314713296393,1,24.8591877384168
0,0,0,1,2,-8.70773532268053,0,41.20575357268429
2,2,2,2,1,-10.980804078762505,0,51.22572977425962
2,1,1,2,2,-13.993245707552012,0,50.900982546028295
2,2,1,2,1,-11.876542364626301,2,53.47681027631111
1,0,0,1,1,-6.859135283343516,0,29.46769008279533
0,1,2,0,1,-3.7304454581811797,2,14.622617625354687
2,1,2,2,2,-12.296992758176746,2,50.71881232429976
2,0,2,2,1,-9.938925789206698,2,52.63767206489592
1,2,1,1,2,-13.132210823628979,2,52.73327203516237
0,2,1,0,1,-7.88760627464027,2,35.81585578924311
2,2,1,2,2,-13.81495513104727,2,52.329641845482854
0,2,1,0,0,-5.62276994991426,1,21.530402582083763
0,0,0,1,1,-5.105424606448528,2,20.977959798763756
0,1,0,1,0,-7.311774971954054,2,33.90133470980221
2,0,1,2,1,-10.359956223662182,0,50.40238891641208
0,1,1,1,2,-7.604640861036894,0,34.717376924919364
0,0,1,2,2,-7.354756913557933,0,30.57174838675752
1,1,0,0,2,-11.62366089907292,0,49.32555349660373
2,0,0,1,1,-10.288153898089508,2,51.26658218232328
0,0,0,2,0,-4.635260552182456,2,17.87377561008459
1,2,2,2,1,-8.505349807382999,2,40.951619958696924
1,2,2,2,0,-7.194862741182671,2,32.00294759433088
1,2,1,2,1,-8.75192519767132,2,41.57595033515812
2,1,1,1,2,-11.740788808989993,0,50.514335386732824
0,0,0,0,1,-4.2384247227211596,2,15.943353245446078
1,0,0,1,2,-10.273345501024869,1,51.80809218665078
2,1,0,2,1,-11.3679529895632,0,49.40090422565375
1,1,1,1,0,-7.294379172788502,0,30.615465539873178
2,0,1,2,0,-10.079667577167989,2,51.30125502387316
2,1,2,0,2,-11.91705944403467,2,50.637175079717686
2,0,1,2,2,-10.137566534846531,2,51.65885904636853
2,2,2,1,1,-11.830756954203089,2,52.2469557195058
1,2,2,0,1,-7.871954111791421,0,35.54820245043934
0,1,1,2,1,-6.044935365653607,2,24.09888278474726
