d,e,f,g,h,a,c,b
0,1,0,1,2,-9.650374338712309,1,48.14754052026975
0,2,0,0,0,-4.665292218932733,2,17.950792475934758
0,2,1,0,0,-8.136000956240952,2,38.435902289513635
2,1,2,2,1,-10.46807698147361,0,49.35760694196586
2,0,1,0,0,-6.5510853569844905,0,27.28076103643657
1,1,1,0,0,-6.983620290244886,0,29.31256556916582
2,2,2,1,0,-10.428403950734912,2,51.36711454974901
0,0,0,2,1,-8.244417025318457,2,38.53229024369541
1,1,0,2,1,-8.274462129970814,2,39.327336947064204
0,1,0,1,0,-7.311774971954054,2,33.90133470980221
2,2,1,2,1,-11.207645339748153,0,49.834091155554944
2,1,2,0,0,-10.356843050911818,2,54.09294289008859
0,1,1,0,2,-8.336307096807063,1,39.87162300800758
2,2,2,0,0,-8.881712972400232,1,45.10527448492403
0,0,0,0,1,-6.724435978667312,2,30.039379122053006
1,0,2,2,2,-10.285902046812215,2,50.97433013423748
0,1,2,0,1,-4.2398359292236325,1,16.32550703218946
1,1,1,2,0,-6.27479815457244,2,27.190278054055554
1,0,1,2,2,-9.140475770630177,1,46.17322781736575
1,0,2,2,0,-5.378009130787124,2,23.157482093862658
1,0,2,2,2,-10.02064796769726,0,51.61532298937069
1,2,2,0,1,-6.699658623898956,2,29.339051963216004
1,1,2,1,1,-8.904738744129574,0,41.95662447954736
2,0,2,1,1,-8.272725581989603,2,41.55298015478083
0,0,1,2,1,-4.0023005078699505,2,15.217539799317219
1,1,0,0,0,-6.73398490172246,0,28.46825818014119
2,0,1,0,1,-8.873628591471068,2,44.461953409506435
0,0,0,1,0,-4.3078725811437275,0,14.37155641500267
2,1,1,2,1,-12.067973823425609,1,51.3864080678665
0,0,1,2,1,-5.717827981933105,1,22.73483833590321
0,1,0,2,2,-10.50585489403816,2,53.8907792190908
0,1,0,0,1,-7.459213899349966,2,33.60198189927691
1,2,2,2,2,-11.383149855835194,0,50.21284985661167
2,2,0,0,0,-9.38394483691532,2,48.496962190927164
1,2,2,0,0,-6.50635552630274,2,29.819879661534276
1,1,0,1,0,-7.03872381635123,2,33.33501862323272
0,0,2,1,2,-7.565575564391622,2,34.69643563525196
0,2,1,0,0,-5.957798224568038,2,24.135680445397497
0,2,1,0,0,-7.107025340107639,2,31.347207272955895
0,0,1,0,1,-5.865432383589788,1,22.70885923156797
2,1,2,0,0,-8.14709588078827,2,37.92348153686209
0,0,2,1,1,-5.395514845019222,1,23.515701029754144
0,0,1,1,0,-4.658364540241603,2,17.59453434755475
1,2,2,2,2,-10.479415048281579,0,52.04535131315002
1,0,1,0,0,-5.6558489288463285,2,23.366600527416157
2,1,2,2,1,-11.658511033916973,0,50.89009915937825
0,0,2,0,1,-4.662226096206538,1,19.272539274707178
0,2,2,1,0,-7.036203756715223,0,32.2991618299648
1,2,0,0,0,-6.440290832184522,2,27.170365371884103
1,2,0,1,0,-7.627873361072636,1,35.162732758350735
0,1,0,1,2,-9.731120861833503,1,50.912800104474435
2,1,0,2,2,-13.150375244493567,2,52.155198698474464
1,2,1,0,2,-12.042497237676367,0,50.21734033880499
2,2,2,0,1,-9.064622659185245,2,44.424180241817396
2,2,2,0,0,-6.2898954975107895,2,26.73947793856458
2,2,2,1,1,-13.124931597653221,2,52.199631390746845
2,1,1,2,0,-11.27788925303292,2,51.18614263868475
0,1,2,0,2,-7.277708270037472,2,33.81807210268339
1,2,0,0,1,-8.318639047225767,2,40.858157680403465
1,0,0,1,1,-6.981546618953394,2,31.74991945024222
1,2,1,1,0,-8.795150633957757,2,42.50570048868305
2,2,0,2,0,-9.940356478322961,2,51.41950871774309
1,0,0,1,1,-6.882603292965988,2,30.92873168173075
0,2,2,1,2,-7.75165532201167,2,36.563579310648976
0,0,1,0,2,-5.713938498838619,2,23.210350450750706
1,2,1,1,1,-8.94467262953792,2,45.102937803908866
1,1,1,2,2,-10.90753867663382,2,53.46466782915344
2,1,2,0,1,-8.54009174644014,1,39.67692624768563
1,0,2,2,1,-6.537907923573023,1,27.552832766110523
2,2,2,1,2,-13.90555377051274,0,51.385294385419925
2,1,0,0,1,-9.773596344398698,1,50.85753062066805
2,2,1,1,0,-9.389860824353402,2,45.809596494965646
2,2,1,0,1,-10.06612373928214,2,52.473790476800446
0,2,2,1,2,-9.215234036991632,1,46.830708743508865
1,2,2,1,2,-10.006585199814275,2,51.62925724711862
0,0,2,1,1,-6.659881727239139,1,31.31298928415625
2,1,0,0,1,-9.997164617717168,0,50.07591644279571
0,1,0,2,1,-7.248132017381014,2,34.53250602169102
0,2,2,0,1,-5.272119943772281,2,20.058355959197694
1,1,0,1,1,-7.089449130851349,2,31.067808413821894
0,0,2,0,0,-4.436421040504002,0,17.31851580823065
1,1,1,0,1,-8.46077933759348,0,40.888093779837966
2,0,1,1,1,-9.661310277001473,2,48.57579361706621
2,1,2,0,0,-8.216979885416809,2,38.28979529431615
1,1,1,0,2,-10.6167609172634,2,50.29447280696819
2,2,2,2,1,-12.391391074583298,2,52.39768218441949
1,2,0,2,0,-7.678691916196589,2,35.80157456882132
1,1,2,2,0,-7.850265324872973,2,36.20476053332009
0,0,2,0,0,-3.941979892187967,2,15.055489000327492
1,0,0,2,2,-8.442517218190412,2,39.12225700339892
0,2,1,2,0,-6.951034083974115,0,29.89407191849778
0,2,1,0,2,-9.185679111363301,2,45.76712871541438
0,2,2,2,2,-9.76674735176276,1,49.212044411857036
1,0,0,0,1,-6.668385551849048,0,26.25347932003234
2,0,2,2,1,-7.910784289797279,1,37.333896447983705
1,2,1,0,1,-7.582898135346691,0,32.93255911918607
1,1,1,2,2,-11.16619064678955,0,51.570100709816984
0,2,1,0,1,-7.126109974271612,1,31.447608746527376
0,2,0,1,2,-9.3704824796186,2,48.54360773218849
0,0,0,1,1,-5.87728259093741,2,25.46630775145199
2,1,1,2,1,-8.7000360644976,2,42.69823581142001
2,2,0,0,0,-9.348639127912472,2,45.36931529757773
1,0,2,2,2,-7.904437241866278,0,36.31596512677422
0,1,0,0,2,-8.797191565131822,1,44.24793573234223
0,1,1,2,2,-10.350048226305477,1,51.50983627131886
2,0,0,0,1,-8.761618561450069,0,43.77554544198103
1,0,2,0,1,-6.047722995387564,2,25.39977757240525
0,2,2,1,1,-6.699991848240815,2,29.462825764631578
1,2,2,0,2,-9.34473280651522,2,47.15431559513556
0,2,1,0,0,-6.369210263292185,2,27.9461734014606
0,0,1,2,0,-5.752328494771489,0,23.314636732177387
2,2,2,1,1,-11.830756954203089,2,52.2469557195058
0,2,2,1,0,-8.412841816790051,2,40.19568730502201
0,2,2,1,1,-5.404739097129413,1,21.814247667489788
1,1,1,2,0,-7.692521106619878,2,35.575238032823506
0,1,1,0,1,-6.037428593927243,2,26.087951017873362
0,2,1,0,2,-10.660186094373115,2,53.40366458246196
1,1,0,0,2,-10.177520140182287,0,51.31396032427001
2,1,2,2,2,-11.38844773312984,0,50.21167807663179
