d,e,f,g,h,i,j,a,c,b
2,1,0,1,1,1,0,-5.639969273022009,2,9.808329408893147
2,1,0,1,2,0,2,-3.7639969211893227,2,5.292274488451695
1,2,2,0,0,1,0,-4.718896486583698,2,9.710756234836591
1,2,0,0,2,1,2,-3.3121536949041017,0,6.728786686758163
1,2,0,2,0,0,0,-9.423240821868086,0,9.704570050733814
2,1,2,0,0,1,1,-4.175439634308923,0,4.99512539128097
0,0,0,1,2,2,2,3.2246193800026397,2,1.6128611554342374
1,0,2,2,1,0,2,-2.028078438551877,2,3.822555015592801
2,2,2,2,0,1,2,-6.926792265921336,2,10.800774140357255
2,1,2,0,2,2,1,3.0319142829007593,2,2.2359812629225653
2,1,1,2,0,2,0,-3.274618243138527,0,7.684135414713992
0,0,2,0,0,1,2,2.688192782071158,2,1.3950612100239104
0,2,2,0,0,2,0,-1.5868818923595773,1,4.44084824284197
1,1,1,1,2,1,2,0.7601136563969446,1,1.220609686749812
2,2,2,0,0,2,1,-3.4526389574208167,2,7.2132241662731404
1,1,2,0,2,2,2,2.915118435665679,2,2.131703299302745
0,2,2,1,1,0,2,-3.672147472391536,1,6.642746064344773
2,1,1,1,1,1,2,-4.216813933540101,2,7.601858282592952
0,0,2,1,2,2,1,7.096926182561156,1,-3.054750689117702
2,1,1,1,0,2,0,-2.570900335490969,2,4.982889184278398
2,0,1,1,2,2,0,3.9948594329799083,0,-0.129109238643283
0,1,2,0,1,2,1,2.643470212246564,2,1.0992282150952901
0,0,2,2,0,0,0,-1.4714055793297263,1,5.863305988981508
0,0,0,0,0,0,0,-2.9118475959764947,2,6.995306489624342
1,1,0,0,1,1,1,-3.4072218099118086,2,5.5908940389466775
2,2,0,2,1,0,0,-8.322693748289236,0,10.481394012098562
2,1,1,0,0,2,1,-3.2737486911923854,2,6.077943674097457
1,1,2,2,0,2,1,-1.4513978576217461,0,3.5830352843669626
0,1,2,1,0,2,0,0.09559769709770793,1,2.1776801652780104
2,1,1,0,2,1,0,-1.4204437866521467,1,4.697299559911299
2,1,2,2,0,1,1,-5.493408771119159,2,8.49125845895803
0,0,2,2,2,2,0,6.5953818262103034,2,0.6962957650563564
2,1,0,2,0,2,0,-6.4830754602025085,0,9.318566667314112
1,0,0,0,1,1,1,-0.6544761136980732,2,6.625441149233513
0,1,2,1,1,2,2,2.6764419384097704,2,2.1453161065963755
1,1,2,2,2,0,0,-0.23046636967908551,2,4.926774886276613
0,1,0,1,1,1,1,-1.0432837500240184,2,3.9849964895573535
0,0,0,1,1,2,2,1.026072774920332,2,4.717895794294357
2,0,0,2,2,1,2,-2.0918587978213306,2,5.952149097187341
0,2,1,0,1,1,0,-2.132545557035148,1,5.601590435235806
0,1,1,1,1,2,0,0.4381622481478775,2,3.8946601201863404
0,0,1,1,0,2,2,2.271959819283441,1,2.4803089458980363
0,1,2,1,1,2,2,3.6708225704315343,2,0.6145507504133794
0,2,0,1,2,1,0,-1.171304562160239,0,2.8485607764620053
2,2,0,1,2,0,2,-6.2987750448783,2,8.465905385921086
2,1,2,2,2,1,1,0.2373580992496973,0,1.7738255776499319
0,0,1,1,2,1,1,4.311295162434573,1,-0.21109325551295705
0,2,0,2,0,2,2,-3.6169938459120456,0,4.1753538672969155
0,1,1,2,0,1,2,-2.0155591865391767,2,5.069707612025331
1,1,0,0,1,1,1,-3.035310210944838,1,5.172247633438332
0,0,1,2,0,1,1,-1.7838873498202137,1,3.684871947615772
0,0,2,1,0,2,0,4.218642811694465,1,2.04857240321729
2,1,2,1,2,2,0,2.139831959564937,0,0.6111715586043588
1,2,0,2,2,2,2,-0.28089807020967705,1,3.9178481006195485
2,0,0,2,0,0,1,-6.029498147969297,2,8.593327610638298
0,0,2,0,0,1,2,3.0576386896165566,2,2.679645750994506
0,0,0,2,2,2,0,4.493177849972078,2,0.7259320967194548
2,0,2,0,1,1,0,0.09717094456177289,2,4.5601011761270005
0,2,2,2,1,2,0,0.7694938408287446,2,2.6399961357795974
2,2,1,2,0,1,1,-7.5313395839901816,2,10.68009208168597
2,0,1,0,0,0,2,-4.299068922140499,2,8.967824588849453
2,0,2,0,1,0,0,-0.09822337818878579,2,5.415121498586667
2,2,2,2,1,1,2,-2.2190998010533476,2,5.6239991630347275
1,0,2,0,1,0,0,-0.17554130383283317,2,4.892184404385724
0,0,1,1,0,0,1,-2.1434315865159537,2,6.006586973518793
1,2,1,0,2,1,2,-2.7754067025337865,2,4.217998273966006
1,1,2,2,2,2,1,3.642501905157107,2,1.2226789535052172
1,0,0,0,2,2,1,1.5281184632120293,1,1.1188062026260137
2,2,2,0,1,1,1,-1.574196728486204,1,4.534516684212056
0,2,0,0,1,0,0,-4.17689290750557,0,4.498405899535902
0,2,2,1,2,0,1,-1.1666316340507341,1,5.142573627515188
1,0,1,2,2,0,0,-1.1684503531395016,2,4.781854388472681
2,1,0,0,2,1,1,-1.789266604628025,2,4.764003750444895
1,0,2,0,1,2,1,3.0722256863613198,1,0.6801132961056178
0,0,1,1,0,1,1,0.15045407643500608,2,4.597133871360882
1,0,0,2,0,0,0,-5.584279696110284,0,5.738327173652749
2,2,1,1,0,0,2,-9.859837508264041,0,11.47104616325361
2,1,0,1,2,0,2,-4.83071230638573,2,7.97984729934379
0,0,2,2,1,0,2,0.12652198302256185,2,2.717855573211782
0,2,0,0,2,2,2,-0.9023730581126128,2,5.067944611341773
0,1,2,2,2,2,2,2.88027680204122,0,-0.5658750562286499
2,2,2,1,2,0,2,-4.4710170888729674,0,5.387739410106391
0,1,0,2,1,0,0,-5.223445211349515,2,7.855677482698342
2,2,0,0,0,1,0,-6.779727968052187,2,10.457798248544533
0,0,0,1,1,2,2,1.9436420781943495,2,1.6664510086239113
2,0,0,0,0,2,0,-3.263525801328209,2,4.255065264756267
1,1,2,1,0,1,1,-2.4965566778769652,2,7.5881842422307
0,0,1,0,2,0,0,1.0766753218800587,2,4.198356751737936
0,0,2,2,1,1,2,1.4085633491684875,2,4.2511883314318535
0,2,2,1,2,2,2,2.60524281695852,2,3.5681514962430265
0,0,2,0,2,0,1,2.861228769443551,0,2.638078570743507
1,2,2,1,2,0,1,-2.26620237256772,2,6.029712750936552
2,2,1,2,2,1,1,-5.713973323821616,0,7.6593320364546535
1,2,0,1,1,1,2,-4.124555238785582,0,5.87505799101726
2,2,2,0,0,2,2,-4.095360100158687,1,6.730204026604612
2,1,1,1,2,1,2,-0.20648011630351681,0,2.1680640610711683
1,1,0,1,2,0,2,-4.06032265040927,0,5.601634219745481
0,1,2,1,2,2,1,4.207691883772091,1,-1.4323767947629524
2,1,0,2,2,1,0,-3.405483062337151,2,6.323729254600641
0,1,1,0,2,2,0,4.017648783852182,2,2.164414696068942
1,2,0,0,1,0,1,-5.585820305219316,2,10.399719078721155
0,1,0,1,1,2,0,0.39620824218447825,2,2.444643625524217
2,2,1,0,2,1,1,-3.0095042178598823,0,5.672122326359098
0,0,1,2,2,1,0,4.369854307235413,1,1.2323536007291729
2,2,2,2,1,0,2,-5.898381962471828,2,9.605065598273322
2,1,2,1,2,0,0,-4.130696159152733,0,7.30399418212579
0,0,2,0,2,2,0,7.248574881974432,2,-1.1508802815684724
0,1,1,2,1,2,2,0.559443205186814,2,3.838477898039871
0,2,0,2,2,0,1,-3.488267316098985,2,5.153404663413437
1,1,0,2,1,1,1,-2.6646736333757852,2,5.037616732260517
1,2,2,0,0,0,0,-7.180294620398219,0,10.613323329872802
2,2,1,1,0,0,2,-8.964733894209862,2,11.786657733351447
2,1,1,1,2,1,0,-2.518039479878341,2,5.2583974657506936
1,1,0,2,1,1,0,-3.3228725278310103,1,4.924649445492491
2,0,0,2,0,2,2,-3.768635676167187,2,7.5958873185475335
1,2,2,2,2,2,1,-0.2644415325233562,2,4.101551197430496
2,0,1,0,1,0,0,-2.183128847368598,2,5.682482064251665
0,0,0,1,0,2,2,0.4978605216042738,1,2.790893300339432
2,1,2,1,1,2,1,-1.3310559062710041,0,3.346634235801389
2,1,0,1,2,0,1,-4.260847843134672,0,5.8614211533775595
0,0,1,2,0,2,2,3.0469624323317026,0,1.383229772892079
0,1,1,1,2,0,1,0.03909378873506053,2,4.843534304105861
0,2,0,1,0,0,1,-7.054286095759263,0,8.656707835022997
0,0,0,1,0,0,2,-3.2902550612338124,0,6.518699028461408
2,1,1,2,0,2,1,-2.9952332114144093,2,6.2964342204023644
0,2,0,2,2,1,2,-2.6744970250737907,1,6.295738454106698
0,0,0,0,2,2,1,4.776628767399165,2,0.16207169560461032
0,0,2,2,2,1,1,4.17157449195,2,1.6079838799534723
1,1,1,0,1,0,2,-4.015792093116574,2,7.816182563540347
2,0,2,1,0,0,1,-5.568254731592047,2,8.543992887752905
1,1,0,1,2,0,0,-3.2864041715316366,2,4.83449898316889
1,0,2,0,0,2,0,0.10644744588813015,0,2.7045120282521684
0,2,0,2,0,0,2,-6.137867246543556,2,7.813097798723985
0,0,0,0,1,1,1,-1.5654752626425807,1,5.658484114427212
