d,e,f,g,h,i,j,a,c,b
0,0,0,0,0,1,0,2,2.874909828189111,-0.8004920953902692
2,1,2,2,1,1,0,0,-2.22782085210597,-1.801686744544436
1,1,1,2,1,0,1,2,-2.8179039956002625,-1.7689224338772558
1,1,2,0,1,1,1,0,-2.6168296054038875,-2.9711895752553485
0,1,0,1,1,2,2,1,-3.573982119416396,0.27426042761380964
2,0,1,2,1,0,1,0,-2.2059493351689334,-4.106406066087057
0,0,2,0,2,1,1,1,-4.470823602595012,-1.3637511010757422
0,1,0,1,2,0,1,1,1.3214572759586605,-2.5030626958205864
0,0,1,2,2,1,0,0,-0.8657883576982903,-4.791349494074327
1,0,2,0,1,1,1,2,-1.7320449692314432,0.05642220690643675
1,1,1,2,1,0,1,2,-3.0666799395990663,0.960240145338928
0,0,1,0,1,0,1,1,-1.5157750427413466,-4.1028087526169275
2,1,2,0,0,0,0,0,0.11382233972953121,-3.553380749922683
2,0,2,1,2,0,2,0,-1.6061259439443216,-2.059873161508202
2,1,1,1,1,1,0,0,-0.9841135331821925,-1.5750596008850817
2,1,1,0,2,1,0,0,-2.070017970363329,-4.45571691798005
1,2,2,0,2,2,0,1,-1.1505418377164522,-3.209047681526736
0,2,2,1,0,2,1,2,-4.1557714453859225,0.7023708661202814
0,0,0,2,0,2,1,1,-1.3356097145071062,-1.619373185336825
1,0,0,2,2,1,0,2,-1.2359647641235711,-0.19553902551303923
0,2,1,1,2,2,0,2,-3.92333747810451,-0.35979953505951523
2,2,2,2,0,0,0,2,-3.0205242315419287,0.20108857116582446
1,2,0,2,2,1,0,0,-1.7558148973509662,-5.971445620619871
0,2,0,2,0,0,1,2,-1.5838041262046234,-0.05747902223843276
0,1,2,0,2,2,0,1,-3.808603066690903,-0.5625452316176864
1,2,1,0,1,0,1,0,-1.7310610725599216,-1.2124529794507846
2,1,1,0,0,0,0,0,1.2985413995109727,-2.7175857936110317
1,2,1,1,2,0,0,1,-3.503316306154664,-2.6344356587460496
0,2,0,1,0,0,2,1,-0.7579611726909721,-2.8084339119205586
1,1,1,1,0,1,1,1,-0.8100651682714896,-2.7088028635886907
1,2,1,2,0,1,0,1,-3.2642917987277293,-1.414295082597661
1,2,1,2,0,2,2,1,-3.859732064869208,-2.485476658394434
0,1,0,0,1,1,0,1,-1.8387677537273774,-1.0014330264764184
2,2,0,0,2,1,1,0,-1.9313048452842887,-3.1399875010195006
1,2,1,0,1,1,1,0,-1.686824904387512,-2.616576063646824
1,1,2,2,2,1,2,1,-3.0651718203868343,-0.6682378662722732
2,0,0,1,0,0,2,0,0.8523449067504941,-1.8006205663287407
2,0,1,2,2,2,1,0,-2.543640187012065,-2.1192349103916035
1,1,2,2,2,1,0,2,-2.651105638597547,-0.8967347892442814
1,2,2,1,0,0,2,0,-3.2631260951111023,-2.9335634664712007
2,1,1,1,0,0,1,0,0.2682093323304019,-1.497569167435127
2,1,0,2,0,0,2,2,-1.6181262038319244,2.2047405862230787
1,0,1,2,0,0,1,2,0.9346793007661589,-1.5781319540982457
2,1,0,2,0,2,1,0,-0.10821638996151317,-4.253612097524694
2,0,0,0,2,0,2,1,0.7512417231241244,-0.23560465539963493
0,0,2,2,0,0,1,2,-0.8983669149688529,-0.20348611121055593
0,1,0,2,1,0,2,1,-3.0085038618054476,-1.048068383663241
2,2,0,0,0,1,2,0,-1.5162731670307534,-3.6621505099762546
2,2,0,1,2,2,2,0,-3.7692090783905705,-1.285341124790655
0,0,1,2,2,2,0,0,-3.5171691768511266,-1.8526230163155013
0,0,0,1,1,0,2,1,-1.5209932515984628,-2.1952766850754504
1,2,0,2,1,2,2,2,-3.032764172885684,-0.05793096813198323
0,2,2,1,2,1,2,1,-4.4630041413430135,-2.5283877946628097
1,1,2,0,0,0,1,1,0.8482260198963706,-2.8838069403603983
0,2,1,2,1,1,0,1,-4.121503710366684,-2.394005970007406
2,0,1,1,0,2,0,0,0.08583452760603968,-2.056390475820293
0,2,1,1,0,0,0,2,-0.8184497611654189,-0.4709847730936756
0,1,1,2,2,2,0,1,-5.581818339960201,-2.4814186719138007
2,2,1,2,0,0,0,0,-1.5627941332308573,-2.325535650145077
0,2,1,2,0,1,1,0,-5.748992893064442,-1.670296019106886
1,1,0,2,1,2,1,2,-1.971086707121776,0.25587713892074926
2,2,0,0,2,1,2,1,-0.28169641461656525,-2.2895604272615118
2,2,2,1,1,2,0,0,-4.065463714498013,-2.8746322970171403
2,0,1,0,1,2,1,2,-1.5541978230035034,0.595757748424791
2,1,0,2,0,2,1,0,-2.1264966205029308,-3.9877025648976967
0,1,0,0,1,0,1,0,-0.4710718862911618,-2.5661422683742545
2,0,1,2,0,2,0,0,-0.26448964175805656,-3.918470672314923
2,2,2,0,0,0,0,0,-2.158992956467703,-3.7098049706543166
1,0,1,2,0,0,0,2,0.6102400271758277,-1.0528427403670932
2,0,2,2,2,2,2,0,-3.201029121577964,-3.839258962865798
1,1,2,0,1,0,0,1,-1.9777146400558625,-2.640579845380972
2,1,0,0,1,0,0,2,1.772113656591713,-0.08424941608882953
1,0,0,2,1,0,0,2,0.11614454068590613,-2.473466995387212
0,1,2,1,1,1,0,1,-3.1013008489415266,-1.3356733824265863
0,1,0,0,2,0,0,2,0.6277500338694997,0.31950642750648106
1,2,1,1,2,2,0,1,-3.789770759827854,-1.7519340485475288
1,2,0,0,2,0,0,2,-0.4968689256085639,-0.787163143188198
0,0,2,0,0,0,0,2,0.7928500726102369,-0.396471287740159
1,1,2,2,0,1,1,1,-2.733229586129938,-2.7763557596258583
0,2,2,2,2,2,2,2,-4.817461919721256,1.0486584670613301
0,1,0,1,1,2,1,1,-3.31213978141931,-3.086151330459857
2,2,2,0,0,2,0,0,-2.7981229915950543,-2.52874392654658
1,1,2,2,1,0,1,1,-3.064635540786488,-1.26244644226185
2,1,2,2,2,2,2,2,-4.052096974232747,0.832059974122881
2,0,1,2,0,1,2,0,-1.5128830433600688,-2.197089676651093
0,0,2,1,2,1,0,1,-2.773273966581192,-2.9404479712640126
0,0,2,1,2,2,1,1,-2.401455821162031,-1.7833353048823237
1,0,1,0,0,2,0,1,0.049795883412340924,-3.0407133173631435
1,0,2,2,1,1,2,1,-3.530067710737907,-1.1346615344305222
2,0,0,2,2,2,0,2,-0.11092892075268113,0.10327217803890731
0,0,1,1,1,1,2,1,-3.642914250077988,-3.3462881058527842
2,2,2,1,2,0,0,0,-1.5421194416581194,-3.7432875259465352
1,2,0,0,2,0,2,0,-0.6636861387121558,-5.000237041825959
2,0,2,0,0,0,2,0,0.3897331899391769,-4.444426574249695
0,1,2,0,0,0,2,1,-1.9356774838906,-3.1697152042275927
1,0,2,1,1,1,2,0,-2.741133902690536,-4.515134502574174
1,1,0,0,0,2,1,1,0.9953780427125066,-1.6986717618935312
0,1,1,0,1,1,0,0,-1.2935057941058015,-2.7740732143589804
0,2,0,0,2,1,0,1,-3.0742327253417083,-2.8630977318716404
1,0,1,1,1,2,2,1,-2.284406845467734,-2.2535243431469927
1,0,0,1,0,0,2,1,-1.7056849401177054,-1.801411865589425
2,1,0,1,2,2,0,0,-1.4834442260807847,-0.46712074554998617
1,2,2,0,1,2,0,0,-3.4888294542177567,-5.607561130901969
0,2,2,1,2,0,2,1,-5.010030295156458,-1.6022457399841954
0,1,2,1,0,0,0,2,-0.5725007126697437,-2.010565767217675
1,0,2,1,0,2,2,2,-0.6954708037160151,0.969161212207849
2,1,0,2,2,0,0,0,1.3780893739127418,-2.434368399175677
2,0,2,0,2,0,1,0,-1.2649381125152273,-2.689756406847285
2,2,1,1,0,1,2,0,-2.7801119203731344,-3.15931339189055
1,2,1,2,2,1,2,0,-3.552722793493465,-3.395613135908981
0,2,2,2,1,1,2,2,-6.145363224844004,1.0971308155343342
2,0,0,1,2,2,2,0,-3.099256336115094,-2.3675409298903753
0,2,2,0,1,1,0,0,-4.131379021841314,-4.1041713417461505
2,0,2,2,2,2,2,2,-4.648652449118008,0.024256938864796296
1,1,1,0,0,0,1,0,0.7855937829394262,-1.4799032652927748
2,0,2,0,1,0,0,0,1.758476770338112,-1.6424213683143194
2,0,2,0,0,0,1,0,0.4253548783786208,-3.8714809861771915
0,1,2,0,1,1,2,1,-3.3142328695555667,-1.3902941705961538
1,1,0,0,2,2,1,2,-1.1516128767055291,-0.27873792339350933
1,0,2,1,0,1,0,2,-1.1929933815111873,-0.5610659031670102
1,2,2,1,1,2,1,0,-4.139090289053261,-2.692796108907009
1,2,1,2,1,2,2,0,-5.72456936346029,-1.7642457876646924
0,1,2,2,0,0,0,1,-1.01621743658767,-2.660183806066092
2,1,0,1,0,0,0,0,0.9304122352331177,-3.416677513135408
2,1,0,2,0,1,0,0,2.9267230557484383,-1.3446861699064465
1,1,0,1,1,2,1,2,-1.7136756324376496,-0.7464888598555546
0,1,1,1,2,1,0,1,0.3543801401830997,-0.5065669682005556
0,0,1,0,2,0,1,2,0.5684066587109924,-1.129174033308657
0,2,2,1,1,0,2,2,-3.4075257302191604,-0.8763198579955485
0,2,2,1,2,0,0,1,-2.9467538040991363,-0.877901726560284
1,1,1,2,1,1,2,2,-4.108684031941786,0.4343329048756964
2,2,1,0,1,1,1,2,-3.9085063884622615,-1.6411933372871217
0,1,0,1,0,1,1,2,-0.8611992469717007,-1.6873461877860068
2,1,0,0,2,1,1,1,-1.8657918743010469,-2.612739163962216
0,1,0,2,0,1,0,1,0.8949500955415243,-0.8246938431678865
1,1,0,1,0,1,0,2,0.22812832211870848,-1.3133346470555045
1,1,2,0,1,2,0,2,-1.8848061928624857,0.6718147340625086
1,1,2,1,0,0,2,1,-1.0841352893552365,-3.0739022555937883
1,1,1,1,2,0,1,2,-1.9482149126480022,-0.23856959078319306
0,0,0,1,2,2,2,0,-1.6338522962686794,-1.409936209795455
1,2,1,2,2,2,0,0,-4.222026687034833,-2.011677015839314
1,2,0,0,0,1,1,0,-1.599522746200038,-2.161657065437381
2,1,1,0,2,0,0,0,-0.9930104016971484,-3.1738259729033977
1,2,2,0,1,0,0,1,-2.67861132918805,-1.3050470942881025
2,0,2,0,2,0,1,0,-3.1057389142721212,-1.333253039085365
2,0,1,0,2,1,2,2,-1.809479844910235,-1.4930400198384335
1,2,1,2,1,1,2,0,-4.851663164316947,-1.7970809471634128
1,1,0,2,0,2,2,2,1.5932084252218872,0.16247625558199003
2,1,2,1,2,0,0,0,-2.2468629771368676,-4.48063843776939
2,0,0,0,2,2,0,0,1.34311687200757,-3.6632987781845294
0,0,2,2,1,0,2,1,-2.8100114897741983,-1.9164719506123287
