a,b,c,d,e,f,g,h,i,j
0,-6.050844121484712,-1.6342488878885484,-0.5335096061374331,-1.7039016447160709,1,2,4.252438641672114,-4.475076862779358,-2.138506309862095
0,-3.906927265907682,-3.1332398616143333,2.358148148124216,-2.560411078214889,1,1,5.259952134367206,-1.2890267049265818,0.21690602861964825
1,-4.998088740051325,-2.5479449468892166,1.4759598578647584,-2.770323678571629,1,1,6.647226599211142,-3.90450178293092,-1.2239712333993644
0,-5.125404852276104,0.04873908683151984,0.5998514277365317,-1.8237575317143084,1,1,3.8332593419832803,-4.0756019119450775,-1.830560856748458
2,-3.495582904472914,-1.4432724951525584,-0.674659533953681,-1.6677338359684066,1,1,4.716953852688111,-3.7971625147308443,-1.8051359676903944
0,-5.484716370927171,-1.1920787366689032,2.860956014925688,-2.3875070608078888,1,2,6.218458355962218,-4.247952831457754,-1.9795734141828434
0,-3.585331755758187,-1.7148850424908364,1.3590401877019191,-3.38105251115256,0,0,6.232415801715822,-1.6000332488503137,0.31568984522369326
2,-5.360140787699784,-3.038261463181891,1.2523078721594687,-3.978829926326653,0,0,6.630063653369363,-3.485569503104965,0.5360738540354546
2,-3.3641747018275767,-2.1555631950028364,1.3932017744134924,-4.209389228582484,1,2,5.450500743573463,-3.918450722582433,-1.2446564660687813
1,-2.9137361485824615,-0.7914723521467713,0.17114946599188896,-1.2056209473845938,1,1,2.9343832975288855,-3.5369483040533702,-0.23080210915746546
2,-3.6145550629452883,-3.412429930236306,2.7615906087753714,-2.389302800101281,1,1,5.723364541322266,-3.0123277579636105,-1.3239920390873325
1,-4.177448845125768,-1.0814933382238627,0.7674265555055431,-0.48419373858688197,2,2,5.732390092037094,-3.082225786691594,-2.5913363358691557
2,-2.469853156413066,-0.300766438165631,0.12653849660777627,-2.684312783080887,1,1,6.421599113276168,-3.73128000812972,-0.8212588367662991
1,-2.3555781115674654,0.1107589626209795,0.6670477266926704,-0.6260850036628633,0,0,4.477077088739238,-5.7156665774688875,-0.07264802468708359
1,-3.9340934802832965,-0.9689947006998333,0.40818822862234894,-3.2535339014399582,1,1,4.610730088463069,-4.915943957880055,0.6917752727346098
2,-3.6637021555220106,-0.7827694820055118,-0.4715260792040852,-1.9736614645790338,1,0,4.211548453736248,-5.365196430555516,2.7653590825497725
1,-3.744234695046063,-1.741733449511522,-0.24399273874132765,-1.1249767870380147,1,1,6.873201156629292,-3.258498052386894,-3.476566493582561
1,-4.295156072524646,-1.8214994973289973,1.703845584126774,-2.4072028694857357,0,0,4.555882775834381,-4.342856834753905,-0.45807553989062105
1,-2.1712963032579866,-1.9576066527665725,3.50304057560765,-1.927049427070187,2,2,3.87772661586476,-3.9830010613073092,-2.9578097580936444
2,-2.860838467060145,-2.4140931365376863,0.7939221684577756,-2.4841700530303563,0,0,3.5941061919145896,-2.907268186490847,-0.3536580689033123
2,-4.763116433752699,-2.121347559222146,3.2041008667443736,-1.1767724990183326,1,1,5.031192669991578,-2.8380866306736285,-0.8974716869379412
1,-2.1995972338446492,-1.3592027999117462,2.418794805814235,-2.3628009058680157,1,0,3.272731787856655,-4.754771193353145,-1.1936965881874344
2,-2.81522061018741,-2.941505141185351,1.5141876270945822,-2.987307086267755,0,0,4.504877560176709,-3.249548938660285,-1.8048148055823514
0,-4.8555602493940535,-1.0782060970329996,-0.6133724930031166,-2.7902424723458665,0,0,2.1521615730196024,-1.9296457687762627,-0.6132449557418883
