a,c,b,d,e,f,g,h,i,j
2,0,2,1.2350496632204122,5.77574149108482,1.5389802294380086,3.437503078762108,1.311883925493911,2,6.429529717925337
1,0,0,3.186407881480666,5.629675756694491,0.2552517759761007,0.5286885112663281,-0.14208615662836943,1,4.743035736887622
2,0,1,4.396040771293359,6.15895740256676,0.730991124755725,2.1039222577959515,1.26581764690616,2,6.949705643054076
1,0,0,4.780305703510118,5.1173649721556735,-2.736925498726021,2.6368167090961245,1.0780186796945226,1,2.3003639095157054
1,2,1,3.082142244235769,6.225973785948984,1.2772722272509247,2.659424232769102,2.768899660518847,1,3.8494255063148106
1,2,1,3.8603764787719306,5.039945398301846,-0.9271215795311007,1.6897934185313273,1.070991842654754,1,5.155469846882774
1,2,1,3.827425440920874,5.210900434592745,0.8121820008122315,2.5129928671399413,0.4457039128820721,1,4.881547077429207
0,2,1,5.091945415503877,7.117378597599631,-0.15590926260982663,4.258806249421337,-0.2003071274040389,0,4.186741267029493
1,2,0,4.280104424764012,4.065736237751931,-0.12767443993969502,-0.4010361672928455,0.6626912004155403,0,3.478769111093573
1,0,2,3.167914351056079,6.8383329395705035,1.127404534200921,2.7208821171729456,1.1445128138688947,2,6.647006162994074
1,0,2,3.1111829351210543,6.5653228604517,1.0990143411779192,2.111534433189822,2.644880141845499,1,4.533010187911126
1,2,0,3.3541657561858185,5.788053565399183,-2.063705118543149,1.2618965331803667,0.987517713367115,1,4.139202492486641
0,0,1,1.9423276704889894,8.191451216840619,2.067978803186929,4.29356616284085,1.4575028367835077,0,7.01936816153159
2,2,0,3.8216604442365174,4.700957782694944,-0.8049221709391621,0.8761253234475415,0.7930175613481931,1,3.652646738068981
0,1,1,4.148136028792639,6.309750881355151,2.0251692586889214,2.283924745264665,2.195425475244044,1,4.14652900680846
1,0,0,3.0082786507977533,4.326372514845812,0.5338094413989762,0.7515478823957853,1.1105282752728445,1,3.6716796427288827
0,0,1,3.392553875573328,5.258706321153736,2.7845500972300385,3.2861675367032843,1.7733193760531032,1,4.0653849415142576
1,0,2,2.5046201352003044,6.686866976295843,-0.6905482216018697,3.6830492002050907,1.0457244681784439,2,5.746395721851811
2,0,0,6.0351301450589165,7.617438423139864,-0.5757714764598244,0.8983996985660789,-0.18071247520122036,1,5.919359558581611
2,1,1,3.7970241917680982,4.939896965037036,0.40486607541836467,2.6492522744044216,1.3215715619622472,2,6.402323453459408
2,0,1,3.093591471887135,6.263464508516411,0.5826084862918367,1.7296809592945208,0.5164848063045528,2,4.781358969326609
2,1,2,4.529407099492413,6.12426991183326,0.24782677012177234,2.5936450813740093,1.6667571389887565,2,6.074011266620106
2,2,0,3.833752480401648,5.167263893735468,-0.9664165060074346,2.54767733948376,-0.4340485230191854,0,3.1175988414434634
1,1,2,3.4522333486484973,5.788769833765361,1.5744706661080257,6.020612910050245,1.7384553190734686,2,6.973255325136225
0,0,1,4.565181065296021,6.127262197955424,-0.4950008068985914,1.1909537309261187,3.0562473917468393,1,4.195926079262691
0,1,0,3.5307173539740675,4.308049020146491,0.749022696873495,1.6932045102953497,0.2920479067589362,0,4.155116727038402
2,0,0,2.9710534474086367,4.366362528702956,-1.1318156890827806,1.690323293190463,0.8746816532288502,1,3.7860278907788696
0,1,1,3.692507350441203,7.155470460699524,0.25813417763054486,2.4401419183451862,-0.3034856322926984,1,5.846373124508666
0,0,1,4.42360191250248,4.626291579123553,1.3831816913546504,2.81825925847954,0.9592730033455072,1,6.658468504080015
2,1,0,3.7824211177681812,4.207975270988423,-0.5638705851244926,3.2795020028225634,0.06510000722116505,1,3.2224767039960542
0,1,1,3.789809622192735,4.909835157028656,2.144215033838403,2.8086845384764074,2.3066711261780437,1,5.142831746630484
1,0,1,2.7239262654533865,5.652754143943589,0.4679332490003118,4.371256861035088,1.4513114260531443,1,5.3655998461828815
2,2,0,0.8120057192714274,6.051029055184135,-1.5089659775882531,1.7762482463523703,1.900990938778469,1,5.194779847050035
0,0,1,4.325960884916955,4.22464815926504,2.7339020163679706,3.183949136295066,0.3401012388827678,0,6.299598824703208
1,0,0,3.6226952252532705,4.192277856747298,-0.5939854327846215,2.3423674171353204,1.512164543146245,1,3.6308265208104107
0,0,1,1.8861113911033232,6.944944602112564,1.1158287043888566,3.7204620444979426,0.9930116311311554,1,3.996898654486966
2,0,0,3.6919258873726575,3.9965606826893394,-0.9922470887653863,-0.003446796936839691,-1.2582375550040172,1,2.585255253683587
1,2,1,2.0119411655516615,6.151916135502063,0.05231719321866768,2.301304528033767,2.5917561516550442,1,6.745381316482589
1,2,2,2.963283049062299,5.761194255107018,0.6997609536470919,2.2365411377790307,1.1673537270216907,1,6.605128076704906
2,1,0,5.361341242267684,6.966525307140402,-0.5426830962274767,2.4500636968649276,1.0298390369022168,0,4.711740228047818
1,1,0,2.1682363506554267,4.96470668602053,0.9581708074791095,1.997396557193623,0.9284669392929856,0,4.152899163003838
2,1,2,0.9478546157203285,6.266596908936026,1.929293109208618,2.532414328125628,-1.0717884448739652,2,6.228897609253421
2,1,2,3.2002384663755694,7.136708361543401,-0.11763126152812675,0.639100653592517,2.2920206542531623,2,7.940154542183146
1,0,1,2.5506785328044144,5.282067587870673,2.2011085955040555,1.7940988683681751,1.8982252660506627,1,5.21016602528888
2,1,1,3.099923248588382,6.856513133179578,-0.04483973946887887,4.73865656295084,0.5950099942838525,2,4.219431202397288
1,1,2,4.707406327440149,7.430822770366639,2.554746460954938,3.8396693022955812,2.78258682161848,2,6.860138633798031
1,2,2,4.838164778470588,7.198759381675977,1.027436047184335,3.457530008001949,0.8590496490702474,1,5.415212084612345
2,1,0,2.8604228058643533,5.472997425345099,-0.05185785537329368,1.147295835578513,0.9431409031474244,1,5.144556855953944
1,0,0,2.1628635978137587,5.421947589430516,0.9210759380697839,3.8666677587313694,0.9217676405528632,0,6.523548002069308
2,1,0,4.206134668002238,4.690201214237862,-1.262195931037249,-0.10248460780156021,-0.49335018361731464,0,4.543585516011376
0,0,1,4.2479026168872105,6.248996882458473,0.0950314551719742,4.0199085448342995,-0.25390893052467467,0,5.714604213185713
0,2,2,3.6987578605970026,6.469807586622611,1.9675494171482284,3.515432210935064,2.0427268696779093,1,4.552430514308521
0,1,1,4.927380201181596,5.422693340078672,1.4649891503230466,3.874434491323237,0.7333989121405576,2,7.270356736902372
2,0,0,3.6365574733278607,4.076908198414825,-1.1275772412110292,1.3980820178252285,0.7397565611626524,1,2.8407418798616986
2,1,0,4.557299235842772,3.723418025130343,0.6493768409578178,1.1722891729525255,0.45294087412585904,1,3.662372935103922
1,1,0,5.976951799573922,3.751691113725738,-0.48511412479240457,-0.18276733026652492,0.928876912020174,1,5.896868642912667
1,0,2,2.7646375341517184,5.943824915825476,0.03787879556493734,3.792974488414747,3.938667342284477,2,7.952282902025566
1,2,1,3.608204223677088,6.3235253840026076,1.4303174272112464,2.2144175003795055,-0.29809055663104567,1,4.866172420944064
0,1,1,3.8976206355399254,7.660193545600471,-0.31345557795633994,2.681840894388279,2.209412007148657,1,5.637838111836515
0,2,0,2.203557746729807,3.9267374084627535,-0.5495903078819393,2.2885161053885037,0.6157716751876616,0,4.313169022656193
1,1,2,3.3318540031683184,5.698017644686624,-0.0005010843884294403,3.2973135097986357,-0.1401149803985413,2,6.818751845782891
1,0,2,2.216777201321227,7.693789272564011,1.6015251283299428,4.016857894516493,1.080249637279553,1,7.355110836481678
2,0,0,3.475790108222163,4.849592767368434,-1.3461021361773309,3.909196036692818,1.1200341960840228,1,3.2656618204270043
1,2,2,3.022996690207646,7.10113083821804,3.1671345893450757,1.9450878038739616,3.464647663472908,2,5.547199232776586
0,2,1,4.382492776725596,6.160154681792271,0.959804846206831,1.0143686384141233,-0.01685219125120163,1,6.5882231800271205
0,0,0,4.689191555547813,5.839009639236113,-0.7274206307556564,3.2249481228801384,-0.32238510829379285,0,3.8660143443714348
2,2,0,3.4184354897836515,4.705295563150728,0.37234867996176857,0.812679074083121,0.8748776244068266,1,5.7437360703147196
0,2,1,3.9552343173280873,7.054014495354918,-0.8016586690346894,2.7734398767571933,1.125029559332802,1,4.568012588797613
2,0,1,3.3300495787236546,7.173045487080065,0.8861710235901327,1.2520094321868347,0.6322684246667475,2,5.403820691034675
1,0,0,0.63438117565493,5.036414364253754,-0.3998303620065262,2.258070093274486,0.47380106128019617,0,5.022871618092712
1,1,1,3.173642204558975,6.323997407267279,2.0880570893117922,2.9176939973167726,-0.30581138530342367,1,4.335674242168345
1,1,2,3.154806165784616,6.520901078783447,2.323595157366074,3.493671888099647,0.8243002634420094,2,5.6980398213488
2,1,1,3.6750948376661134,5.910708318164394,1.7241318524510343,2.269141188304436,0.6864674382073827,2,5.260384562263016
0,1,1,3.4446514118273233,5.17726575322721,1.703571768035132,2.285734493795172,0.976257393904147,1,5.97214334729121
0,2,2,4.718673122374541,8.02620281962568,0.3001896098127146,4.0764086429888975,-2.682233388072751,1,5.618353030244256
1,2,1,2.065904038489168,5.592284345287792,2.083113805573583,2.7356397631632556,2.0939438965248214,1,5.9738602985779545
0,0,2,3.55601722270565,6.369928327099255,1.9903820556649965,4.411108351875281,1.9073489178683363,1,5.025216867762193
2,2,1,3.2496352825322323,5.685409372537253,0.29118291567886917,3.3146403426459257,1.022820368711049,2,2.594793390660126
