d,e,a,c,b
0,0,1,-3.6294400855816993,-0.4599746372931185
2,1,0,-8.284499288136713,-0.15684822629875328
1,0,2,-4.604165422481085,-0.8804869333624753
0,2,2,-1.978852607269169,1.6218781415366381
0,0,1,-3.2884363509803025,-0.18774212836646909
0,2,1,-2.8835388658392853,2.6252688312920363
1,0,1,-5.003953143860811,-1.283094386752813
2,0,0,-9.241519786359316,0.30482285404840537
0,2,2,-3.7341091566908577,1.7650493447659727
0,2,2,-2.491629410904342,2.0874987554037725
2,1,1,-8.800271578537387,2.7371185593317797
1,1,2,-3.576303618475628,0.4347658864674513
2,2,0,-8.89059136310742,1.4404361370709924
1,0,0,-3.7379251139762575,-1.6988062273757338
0,1,1,-5.280839385848556,-1.2041454813609453
2,0,0,-9.513087506394843,1.9756183119034105
0,2,1,-2.7682533611685534,0.7024946490508033
0,0,1,-3.5280830577538245,0.4709403742683915
2,2,0,-9.400614285343378,2.0920392876489435
0,1,2,-3.5831963234987,-0.3301969927686476
2,1,0,-8.10643427323456,0.7687995742628356
0,0,0,-2.880526128806739,1.0186668249491007
2,2,0,-8.644093244603946,2.742035795041553
2,0,1,-7.699792817247354,0.36753285286757487
1,2,0,-3.738053000353231,-1.506503190901776
1,2,1,-5.1968451424485425,-1.8233858698425156
0,1,0,-4.586382034087509,-0.021338103015583365
1,1,1,-4.787524580731104,-0.031236360650846645
1,0,2,-4.4564509883637955,0.20878949086841728
1,2,0,-5.3546976947348135,-0.6182859689085038
1,2,0,-3.984187933150684,-1.8533831870515267
2,1,0,-9.322423670460893,0.9257473374955885
1,0,0,-6.6463115671144575,-1.04936025924095
1,2,2,-3.837748279700424,1.3407444633508288
1,2,1,-5.895040258969681,-2.439357816381974
0,0,0,-2.557703088061963,0.8593498220414442
2,2,2,-8.87310208612595,1.6681827226188177
1,0,1,-5.5349829387256415,0.970678781574425
1,2,2,-6.189452706030578,-0.4560318702772336
0,2,0,-4.289973470915646,-1.4742768272357791
0,1,2,-3.114195070054048,1.7323282449400303
0,0,1,-1.900623159042182,1.0867527637972143
0,0,1,-4.3060547928680375,0.3800902613876214
1,2,2,-6.551214537283424,-0.25777261800157686
2,2,0,-11.02698474114823,0.4463237453106401
0,0,1,-3.105685052649994,-0.39258890474083297
1,2,1,-6.262863181517278,0.8365715777623801
2,2,2,-10.430339176874131,1.672780018336481
0,2,1,-3.9391367282961984,-0.7467663180843667
2,2,2,-9.067410973749288,1.2290766487647504
0,0,2,-2.8136757179717993,-1.0306459670182493
0,2,0,-3.264196190396631,-0.6169035183946028
1,2,1,-4.231951600800277,0.27768598506573045
2,1,2,-10.751193686678928,0.008906159328602614
2,1,1,-11.276339727523753,0.6846155230459384
2,0,1,-7.970029403361238,0.571224757374218
2,0,0,-8.036544276825172,0.1867337380381181
2,0,0,-7.888859144911033,-1.0666365782445637
2,0,0,-8.371548466158663,1.4204072957826135
1,0,1,-5.060396555803359,-1.0617065568040762
0,2,1,-4.5627870763972265,0.5710581624835199
0,0,1,-4.076398454115193,2.4673015717479307
2,2,0,-7.795728181948563,-0.04917541555798477
0,0,1,-3.0774333541837233,1.1464152076234921
2,0,0,-8.787791212477286,0.5554226832967706
2,0,1,-7.809850605931364,1.7169485332153207
0,1,0,-4.360362664831148,-0.5388397217812615
0,0,1,-2.186849261295861,2.1026897596934937
2,2,0,-9.730049292194634,1.2946712588174494
2,1,0,-9.720535265301052,1.7550717500889674
1,1,0,-6.100117961673695,-1.0711910921548267
2,0,0,-9.379479702249519,-0.11277163776909482
0,2,1,-3.2190163842817796,1.0611568431541496
2,0,0,-8.394320110745898,1.0854330524170939
0,1,1,-3.392293479531066,0.9582584915821132
1,2,1,-4.855960080056288,-0.7647128162388961
0,1,1,-6.132571531135678,-0.5599099098891545
0,2,0,-3.774050083118958,-0.7636041779183924
1,1,1,-5.202766566075408,-1.0765453937660652
0,0,1,-3.376243681623828,1.4628636102772443
2,1,1,-8.636459046122852,-1.094361626840957
1,0,2,-5.050228630563121,1.0846425053816124
1,1,0,-2.1878936180420516,1.3556318711443658
0,2,2,-4.646451398524982,-1.3587110331347085
1,2,2,-3.895332162947802,-1.610294280386191
2,2,0,-7.8692549413467665,1.5531607628230004
1,1,0,-7.996860233077431,-1.0312587355164262
2,1,0,-8.966169348550213,2.06334267395923
2,2,0,-7.95842297808114,0.757796512385843
0,2,0,-5.874869529371367,-0.49598150070440705
0,1,1,-2.9064655623389783,0.05792059218604195
0,0,2,-0.9861054643433316,2.21347941914194
1,1,2,-5.297015154920815,-0.04535415131599119
1,2,0,-6.229789649768277,-0.3288742203073824
1,2,2,-4.250068528829123,1.5236810495698159
1,1,1,-5.115551033917723,-1.0178347422668679
0,2,1,-3.5428186904852264,1.1718825342580672
0,1,1,-2.6190673222042253,-0.17311706926947168
1,2,1,-2.745660768429912,1.4261743895376675
0,2,1,-4.605904491078847,0.5738829811722828
1,2,1,-5.203351931387716,-0.6673503703369463
2,1,0,-7.788455999360824,-0.8320481226600493
1,1,1,-6.063251495023308,-1.0961696729370538
1,0,2,-3.379838004698064,2.0083392079838958
2,0,0,-6.097681058355352,-1.1394930128100433
0,0,2,-4.669071820118164,0.4842516362193703
2,0,0,-7.063183834660999,0.7333808257315472
0,1,1,-4.789276094767541,1.7925210021083586
0,2,1,-3.0648564457199727,-0.16511371554785337
2,1,2,-9.736761003091114,4.932290248582229
1,1,1,-4.769814117282104,-0.8692980577761247
1,0,0,-4.722444515919175,1.2663699581682337
2,1,0,-8.779580486541168,3.4099589013156755
0,2,1,-4.424706837875614,-0.3745224316814911
2,0,2,-9.771246686832086,0.548162295282828
0,2,2,-3.1324557371870605,0.31484911482713324
1,2,1,-5.0096747107612885,-0.6264366952382697
0,1,2,-3.9052027609790834,-1.4351206624820434
0,1,0,-3.2700867432450282,0.5937690556670197
1,0,2,-5.422085822808911,0.19788675900968078
0,1,1,-2.5961968418482275,3.97714243841675
1,0,2,-5.0438375611255335,-0.6547617098233445
2,0,0,-9.267048950193894,1.0603027962420248
0,0,0,-4.637492823731301,0.4160532599047442
2,2,2,-6.117122204363307,1.4800415061375967
0,0,1,-2.2971278328511193,1.5491527828574545
0,1,2,-3.3065745497629453,-1.5807193615117705
1,2,1,-5.011125347619163,1.8815147968859294
2,0,0,-8.31640224816124,0.21453060443517236
1,2,1,-7.045647381218347,-0.5026394077796834
0,0,1,-2.7536169798832453,1.8642457363817204
1,2,2,-4.537700996335602,1.0397837062237425
1,2,0,-6.23761976738784,-0.15839564381358676
0,0,2,-1.4056982897663093,0.3307162579489673
1,2,2,-6.5238834089304625,-2.352609391674343
1,1,2,-5.595794210272947,-1.5627555557703678
1,1,2,-4.97046617181951,-0.5439903688872989
1,2,0,-5.349573550906827,-0.0592858780492298
0,2,2,-4.037251834772388,0.670063724400936
2,1,1,-9.069316975055722,0.3593883200002359
1,0,0,-4.9043221680047475,-1.047209553384206
0,2,1,-4.3438810002373085,-0.3846208161975983
0,2,1,-5.369365398040317,-1.1979077166715717
2,0,0,-8.896552458108356,1.2807467052019859
0,1,1,-2.794427421693776,0.3896666098141147
2,2,2,-6.971248153025909,-0.6814669819613957
0,2,1,-3.5106953819361486,-1.4231022945015197
2,2,0,-9.711803665915925,0.36342322639415525
1,2,2,-5.5978632561446044,0.05293943579870361
0,1,2,-3.566467064343931,-0.15485622181963565
2,1,1,-7.9097110551209875,1.388429468848134
1,2,2,-5.850173995633325,-0.3773464054262478
2,1,2,-8.602217846699569,0.6265925783844648
0,0,0,-0.8159069192022685,2.324290372992716
1,1,0,-6.092745312016444,0.845892744613622
0,1,2,-3.7212217088888315,0.19429790498620036
1,1,1,-5.427364934922181,-0.8886704851032786
1,2,0,-6.685331732075909,-0.7299389882841643
1,2,0,-4.706875558826997,0.4106485171927817
1,0,1,-6.148877245923016,-1.1237073114908287
2,0,0,-7.034644317214551,-2.4596121335869534
1,1,0,-5.023135447621951,0.40385723020672226
0,1,1,-2.74907181439481,1.598685597872786
1,0,0,-3.5529494581575314,1.3040790350788292
0,1,2,-4.18039586476634,-1.6490650385172667
2,2,1,-10.804132931236873,1.401147819679353
2,1,0,-8.57339701784303,0.16020810506246108
2,2,2,-9.299649573308747,0.41422225314256433
2,2,2,-8.946092633652052,2.133617263030458
1,0,2,-3.854891238977216,0.28613187109512606
0,0,1,-3.542859768895559,1.1327599304024576
2,2,0,-7.622804952450258,1.670693190649755
0,2,1,-1.8792412825142046,2.952608904832416
0,0,2,-1.792221049130557,1.4932767111542833
1,1,2,-5.203207844138692,0.6267568588113193
1,0,1,-4.507912109165121,1.0153812787845222
1,2,0,-4.411851797180085,0.6236171049708821
2,1,1,-9.006867417619475,0.46127649086896005
2,2,2,-8.96095247373624,3.1468800440946967
2,1,0,-8.568861802246344,0.733396896516244
0,0,2,-3.82477199557836,-0.528075376402886
1,0,1,-3.328200832452695,-0.3449352514700623
0,1,0,-2.7025442811764964,-0.19536823576003381
0,1,2,-4.410959293615147,1.1469415949732829
0,2,1,-4.754347285844033,-0.04660218879479183
0,2,2,-3.334909990218366,0.6824868622613827
0,0,0,-3.285150646614435,1.1214429079924382
