d,e,a,c,b
2,0,2,-8.995975646330592,1.1148822843345667
1,1,1,-5.216377646550321,-0.6184772529373452
1,2,0,-5.8121710370994295,-1.791541770340332
1,2,2,-6.346084829627429,-0.777597835531727
0,1,1,-3.7973004625137454,-0.48015343592339055
1,2,2,-5.361727061069634,-1.2369942358562807
0,2,0,-4.587325290226714,0.10336535178212097
2,1,0,-9.699232845251077,2.5380708103615275
2,1,0,-10.253194462158566,0.5274570846121688
2,2,2,-8.814909373134695,1.559570055436431
2,1,0,-8.34762776259933,-0.3552354587111113
1,0,2,-4.5583395557634825,-0.29710625453223855
2,2,0,-8.240463906494925,-0.07329978961142702
1,1,0,-5.159557209958147,0.16298297221401525
0,1,1,-3.115413909673119,-0.18042175436803431
2,2,0,-8.901796973586029,1.9972140849060387
1,2,2,-5.651648241114281,-0.34996545692407055
0,0,1,-3.580821828129647,-0.4020347909309865
1,1,2,-3.033272231246964,-0.554220241999049
2,0,0,-8.887477157381026,1.2312669491386172
0,1,2,-4.173302558159312,1.030595615020354
1,1,2,-4.813415023588768,0.22035631152918567
0,1,2,-3.25557043174387,2.8131736159815555
2,2,0,-10.610425946833919,2.865306969411737
1,1,1,-4.1247465924751365,-0.30741316292454535
0,1,0,-3.6016194223897084,-0.2632951219318433
0,1,0,-4.6183559422545954,0.12495607205048609
1,0,1,-3.601215885646126,-0.6007619683585467
2,0,1,-7.809850605931364,1.7169485332153207
2,2,2,-10.470176391171504,2.1335922754061154
1,0,0,-3.0128171597422755,0.6307383938080525
0,0,1,-2.3912026316338073,1.6021392378215435
2,2,0,-9.215830514848637,2.864228934079305
1,0,0,-3.199781194378221,0.43972423238757613
2,1,0,-8.733653240736752,0.7827958941678945
0,2,1,-3.8481912968001053,1.627012591980935
0,1,1,-4.167724963060865,0.9509166067873832
2,0,1,-7.8536757382204385,0.25473201862458805
2,0,0,-7.958923210203538,0.4591213035838429
1,2,2,-5.545428081806362,0.08464605393796198
2,0,1,-9.22551253139512,1.6900524812052773
2,2,0,-9.075704545057517,-0.2826176822509687
1,0,2,-4.859798785762138,-1.6043285865283141
2,0,1,-9.769000496261718,0.6604539420706181
0,2,1,-5.291920573020259,-1.2298059164311044
0,2,1,-3.254954842886304,-0.22329352085028709
2,2,1,-11.80752271427528,2.2525517158252777
1,2,0,-5.3546976947348135,-0.6182859689085038
0,0,1,-3.5280830577538245,0.4709403742683915
2,2,0,-7.897387792343681,-0.8058253106880636
0,2,2,-4.313576430849949,-0.3774339081662415
2,0,1,-7.776041963275621,1.1186713072197179
0,0,1,-3.4469138412377913,0.9118456277798382
2,2,1,-9.091886245737447,0.5397005104559802
2,0,0,-7.698689646607466,0.46702181237357493
2,2,0,-9.668190115548171,3.529157812328238
1,0,0,-3.793445115501596,-0.05625925225418876
1,0,0,-5.7836978771064835,-1.120598202377042
2,0,1,-8.140933334969139,0.5679113849934876
0,0,1,-2.127360277212147,1.155087446754014
2,2,0,-8.545596907433255,0.6404732161210815
1,2,2,-3.6436633449606632,0.33881454798230676
1,2,1,-6.323547539006734,-1.5759149399365238
1,2,1,-6.939257473044662,-0.865008460389277
1,0,1,-5.784335108495119,-0.39434675740850744
0,2,1,-3.159665655147636,0.30822452948347195
0,1,0,-3.0095019127694966,-0.19001654424374614
0,1,1,-3.4051681873914594,0.16202349484352682
0,2,1,-4.943065270803203,-0.16919331483836997
1,2,1,-4.7932409283670125,0.6863722215497291
2,2,2,-10.430339176874131,1.672780018336481
1,1,0,-4.088475264661975,0.23138539274800635
1,1,0,-2.38998642389901,0.1919571724455741
2,2,0,-8.83918325265204,1.5246791235409933
1,0,0,-4.206891864342257,0.16191685026958907
0,0,1,-3.542859768895559,1.1327599304024576
2,1,0,-10.703164345653208,2.148979979385807
1,0,2,-5.392719363030222,0.4753032909412408
1,0,1,-5.882895241098749,-0.32973684629180133
1,2,1,-7.0071127981110894,0.3734576435534427
1,2,2,-3.837748279700424,1.3407444633508288
0,1,0,-3.2345623290131025,-0.402606029130893
1,1,0,-4.867737266424891,-1.0281750110308645
2,1,0,-9.20197338976264,1.31633044241511
0,2,1,-3.9929793041395096,0.4695326537464369
1,1,1,-4.282874164799542,-0.8832918271061853
0,0,0,-3.0823371186952153,0.2599763248217488
1,1,1,-4.716730909014142,-0.2804290768180103
1,1,0,-5.443429144883891,-2.6651584965548114
2,2,1,-9.547787289955638,1.2474976380397054
0,2,1,-5.227022387297936,-0.41896118940956767
0,2,1,-5.797857284063202,-0.403614029721647
1,1,0,-5.5089867481052766,0.967351464178895
2,1,0,-8.836454332573158,-0.26466424681217926
2,1,0,-10.179081061275182,0.6108969457367062
0,0,0,-3.0844748650346325,-2.278667569793705
0,2,0,-3.7663556587055713,-0.5068046839100782
2,2,2,-11.36164240528297,1.376348199436531
0,2,2,-4.735232881175574,-0.5464408535768961
2,0,1,-8.02826228379205,1.7840313003080936
0,0,1,-2.662941270604256,1.6192264404945866
2,2,2,-10.359309315623351,1.8498484778298359
0,1,2,-3.3489767965391404,0.15274297290077837
1,2,2,-4.537700996335602,1.0397837062237425
1,1,1,-4.470351888047977,-0.14059340435733778
0,1,1,-3.60271063405281,-0.5817658992323459
1,1,0,-5.715401160363167,-2.1512628756596635
1,2,2,-6.189452706030578,-0.4560318702772336
2,1,0,-8.425131241656734,1.4779512522993175
2,2,0,-9.010530426080702,3.3179579995496895
1,0,0,-4.160595993897799,-0.1345988208987159
1,1,1,-5.115551033917723,-1.0178347422668679
1,2,0,-4.741344271348631,-1.559259830375337
1,2,2,-5.465515688738374,0.4388305688808546
