c,d,e,f,g,h,i,j,a,b
2,0,2,0,2,1,2,2,-3.5424201907245534,2
1,0,0,2,2,2,2,2,0.07765132259074714,2
2,0,2,1,1,2,1,0,-2.883038695975773,0
0,0,0,2,0,1,2,2,1.0398793165795124,2
1,0,2,0,2,2,2,0,-2.283413144530421,0
0,0,2,0,0,0,2,1,2.834794954242984,1
1,2,1,1,1,2,1,2,-0.9684916331685526,2
0,1,0,0,2,0,1,2,-0.2776122861711039,2
1,2,1,0,2,2,2,0,-1.617695257707548,2
1,1,0,2,2,1,2,0,-3.467679285386267,2
1,0,2,0,0,2,2,0,1.098201997574398,2
0,2,1,2,1,0,2,2,1.8182088261577172,2
0,1,0,2,2,1,1,0,-0.9348260072268773,2
0,1,2,0,0,2,1,2,1.4361119039963446,0
0,1,0,2,2,1,0,0,-2.5412110036842845,2
0,1,0,0,1,1,2,0,2.318588771068681,2
0,2,1,1,0,0,1,0,1.203516620932922,2
2,1,1,1,1,2,1,1,-3.746223173679269,0
2,0,0,0,0,1,2,2,-2.857858602096689,0
2,2,0,1,2,2,1,2,-5.434043067608907,2
0,2,0,0,1,1,1,0,-0.5815704588894316,0
2,0,0,2,2,2,1,2,-4.1610588972415545,2
0,2,1,0,2,1,0,2,-2.806684848899276,0
2,0,2,0,1,1,1,0,-1.3841718250401354,0
0,2,0,0,0,0,0,1,-2.3589221909361493,2
0,2,0,0,0,2,0,2,-0.010146164347433206,1
1,0,0,0,1,0,0,0,-0.11668219677078828,2
2,2,1,0,1,0,2,1,-2.4029323171361856,2
1,2,2,1,1,1,0,1,-2.584528707231562,0
1,2,2,0,1,1,2,0,0.1793599730906844,0
0,2,1,2,2,0,1,1,0.9709224134755345,2
2,1,2,2,2,1,1,1,-7.196430288690591,2
2,2,2,0,2,0,1,2,-5.321554800910493,2
0,0,0,0,1,0,2,2,1.4666116766327038,0
2,0,2,1,1,0,2,2,1.1553136886730164,2
0,0,2,0,2,2,1,1,1.006467240385896,2
0,1,1,2,2,2,0,0,-2.904326713270587,2
2,0,2,0,1,0,2,0,-0.8577979787649057,0
2,0,2,2,0,0,1,0,-0.21765736658089652,2
1,0,0,2,0,2,2,0,1.1415417172921918,1
1,2,1,2,1,1,1,2,-2.9462784394200456,2
1,0,0,0,1,2,0,2,-2.8282691268386206,2
2,0,1,2,0,1,2,2,-0.035437159708398,0
2,0,0,1,0,0,1,0,-2.013294886699844,2
1,2,1,0,1,2,1,0,-0.21786520368448214,2
0,1,0,1,0,2,2,2,-0.9826686239280353,2
0,1,1,2,1,0,0,2,-1.4493814616360723,2
1,1,2,1,2,2,0,1,-2.498166134764385,0
1,1,1,1,0,0,0,2,-0.2723242477669173,2
2,2,1,1,0,1,2,2,-2.272496194072493,2
1,2,1,1,0,0,0,1,-1.7002464781431652,1
1,1,0,1,0,0,1,1,0.13267682002225417,2
0,1,1,1,0,1,2,1,4.765357130238221,2
2,2,0,2,2,0,1,0,-2.4965217494517367,2
0,2,2,2,1,0,1,2,1.896659153513638,2
2,2,2,2,0,1,1,0,-0.8090438592062964,0
2,0,1,2,2,1,2,1,-4.165124692702624,0
0,0,2,1,1,0,2,2,1.9641644440206123,1
1,0,1,1,2,0,1,0,-1.5460973811861485,2
2,2,2,2,0,1,0,1,-5.11984228800133,2
0,1,2,0,2,2,2,1,-0.851079759141925,2
1,2,0,1,1,1,0,0,-4.067326527034842,2
0,2,0,2,0,2,1,0,0.9171566564520989,2
0,0,1,0,0,2,2,2,0.4282894874171046,0
1,2,1,0,2,1,2,2,-3.8265358101464093,2
0,2,2,2,0,0,0,0,2.099265184370291,2
0,2,0,0,0,2,1,2,-1.0737434290413903,2
2,1,2,0,2,2,2,2,-6.209423824978706,2
2,0,1,1,1,2,2,2,-1.8233119402796,0
2,0,2,0,1,2,2,1,-2.970517586550563,2
1,0,0,1,0,0,1,2,-0.032133988383512335,1
0,0,1,1,2,1,0,1,-1.3089247388087624,2
2,0,1,0,2,0,2,0,-3.232443802735547,0
2,2,0,2,2,0,2,0,-4.563269970852298,0
1,1,2,1,1,1,1,2,-0.13763942125397305,0
0,0,2,2,1,2,0,2,0.565841988864674,2
2,0,2,1,1,2,2,1,-0.8243799087998751,2
0,2,2,2,1,0,0,1,1.5049031564251003,2
0,1,0,2,0,0,1,2,1.1611971593164676,2
0,2,1,0,0,1,1,0,2.268087055960079,0
2,2,0,2,1,0,2,1,-1.6331265877597705,2
0,2,1,2,1,0,1,0,0.06976797511049804,2
0,2,0,2,1,1,2,1,1.650993685205627,2
1,1,1,2,0,1,0,0,-0.9163690666005168,0
2,2,0,2,0,0,1,1,-1.2659704043501754,0
0,0,0,2,0,0,2,2,4.122518150692861,2
1,2,2,0,2,2,2,0,-3.005328569054628,2
1,0,2,2,2,0,2,0,-0.4909621904050774,2
1,2,2,2,1,0,2,0,0.49326521698594966,2
2,0,1,1,1,2,1,0,-0.5870485727616526,0
0,1,0,1,0,1,0,2,0.3095499836871006,2
1,2,0,2,0,0,1,0,1.5777574189811372,2
2,0,1,0,0,1,2,0,-0.5709390730191612,2
1,2,1,1,1,0,1,0,-1.0451273309122127,2
2,0,0,1,1,0,2,0,-1.0310126631516094,2
2,2,1,0,2,0,0,1,-7.106620496473717,2
2,1,0,1,1,1,2,2,-2.204814082588999,2
2,0,2,0,2,2,1,0,-2.787646743740707,2
1,1,2,1,2,1,0,0,-4.154862118207569,0
0,1,1,1,1,0,2,2,1.5179331351768082,0
1,0,2,1,2,0,0,0,-3.853262527605886,2
1,0,1,1,2,1,1,2,-2.3074256914725146,2
2,0,1,2,1,0,0,2,-3.158657156220009,0
1,0,1,1,1,0,2,1,0.3787884961740292,2
1,2,0,2,1,0,2,1,0.07909773662559827,1
0,1,0,0,2,0,1,0,-2.457046267419683,0
1,1,2,0,0,1,0,0,-0.9502224107064887,0
0,1,1,2,0,1,0,2,0.3507302618565065,0
1,2,1,2,2,0,2,1,-1.5249336612415403,2
0,2,0,2,1,1,1,1,0.2413832772070499,0
1,0,1,2,1,2,0,2,0.6897901535545652,2
0,2,1,1,0,2,2,2,-0.8326646764282968,2
2,1,2,0,0,0,0,0,-2.5846966163128915,2
2,1,2,0,1,0,1,0,-1.1849754142467122,2
0,2,0,1,1,2,1,0,1.6469836247854834,2
2,1,1,1,2,2,1,0,-4.762821709243039,2
0,1,0,1,2,2,1,1,-1.4946035903172343,0
2,2,2,2,1,2,2,2,-2.9362851171522575,2
2,1,0,2,1,2,2,0,-2.2835434940101025,2
2,0,2,2,2,1,0,2,-4.38425732986924,0
1,1,0,1,0,2,2,1,1.310943884874493,0
2,2,1,1,1,0,2,2,-4.359540384683534,0
0,1,0,2,0,0,2,0,4.070452718085395,0
0,0,0,2,1,0,2,1,1.5561810616402183,2
