a,b,e,c,k,f,d,g,h,i,j,n,l,m,o,p,q,r,s
3.3866502019064857,6.457544336543491,5.986923296345615,1.069176906494047,-25.027924174379606,-21.531273190368456,4.252718215743994,-21.002420066902797,51.98552272454167,-42.835892217031535,28.924168736375197,17.453392261101605,-28.950131684889314,20.644231961493052,-0.5103721109432227,59.89625948950821,-45.150658528213626,-74.87750108419564,27.238076697926
2.5159752502140758,5.114904854399062,6.352134752249428,0.7615451759066958,-24.406833068628387,-17.717947605360237,3.8319319611593228,-18.17110957963906,52.03760006951957,-42.459443259701736,23.66440180022925,21.16107418352859,-23.631889247394493,19.46129049892535,0.2997190121652813,60.83701598504813,-40.122126885849035,-73.8180017948818,26.46932502313215
-0.4836338939578113,5.411912264905411,2.304937377443953,-0.7344820797863988,-15.925595803375987,-8.04219145968513,7.576217340546091,-19.899449616560926,44.49246312712741,-39.767071414329784,19.875227205834026,26.165452172614337,-12.877318689890577,18.694338041699552,2.2284600735605617,55.30813949853981,-36.6198747761086,-66.90732935513802,31.886747166388886
-1.9382782356364519,5.551585908236436,2.91764107544299,-1.7072130065353206,-12.463194378689009,-6.244368359043656,8.09615842243535,-19.68944978375253,43.30733669629089,-36.954646815139064,15.72971197303312,28.516291128203775,-9.932498217483838,22.428543214287725,2.1283315850915567,58.58951551936339,-34.68141414409896,-59.01799094464139,31.777552626787617
-4.654324052951179,3.889151866471781,-1.7316708239020662,0.17635532607646187,-1.2773965522250146,-2.5445519536406813,8.086902068682045,-8.746109261903253,29.12553145689619,-35.358211216300056,12.125262046386338,24.444200019987065,14.97109745998057,23.48086183242808,-9.90846735864277,41.894892588413235,-57.17697910433453,-45.40008457728406,27.574649477884513
-0.1567021025170361,3.6061471822335154,2.7791596142953754,-0.8507940395159876,-11.178377669447553,-6.143279157145657,2.817153052008471,-14.228014583042304,34.99257550980755,-32.27151584501223,14.7441011092322,31.398385457317517,-10.816736863550657,15.376896778858756,5.4834917325204975,62.71877549671071,-32.48253256877001,-58.94573212670014,27.815357851040485
5.349438126946629,6.552262691744136,8.214399935681564,0.7112616261582605,-31.85501090538721,-22.86147700044398,4.042915356292367,-20.142661913562392,58.28209015950031,-42.81834097980324,27.29084689992018,17.354930946857902,-29.623118919574676,19.498875125956427,-5.57178345128305,64.38699165011931,-48.07867033938094,-79.63655750029884,22.12796932049447
1.6608616283544428,6.496492501678878,6.905933312196102,0.48716553454018485,-24.95789486883548,-15.392994918839857,6.743184173544691,-21.35261089496739,55.57062349709965,-46.08232959733797,23.938804755886043,19.954688209700166,-21.166866136923787,22.49464323121081,-1.5458041052068536,58.03876832351346,-44.535385076291874,-73.4835282822664,26.017928423656183
-0.186568386990428,6.530845366142387,4.292895745616341,-0.362469379651516,-18.67959087258665,-14.948524811388353,6.898996887078283,-21.21775990534929,51.82439530724322,-44.088251658388295,21.55470727258665,21.03749938998723,-16.972193370326742,23.534871839024163,0.06603824641748018,54.87167780393897,-41.54004621096755,-72.37298000142319,30.682773195372782
1.7169574747229561,2.6932007963471527,4.581692950408181,-1.065210912454364,-13.293741913130887,-8.627326412431767,-0.06649378674193837,-16.013178867080043,38.37378776914435,-31.405973960833254,15.597603921116496,24.70495525597565,-14.459141764645722,16.997906710917032,4.985141223906719,62.73619294848814,-33.20269839031101,-63.06754231442525,27.757659776732577
-2.0468715475916053,5.040916861658035,2.4964741887538784,-0.05705968288530183,-11.819978438134903,-8.589310466882772,8.787001532878108,-19.076900555815445,51.12991225568416,-45.39599062366921,17.161153711426078,25.166746598991253,-11.248525430318074,21.281843716503634,2.830865840733629,50.26944237348189,-36.712638695368966,-60.824618050672356,32.061648607036204
0.30061883987412163,4.3690432801370696,1.8085417533896941,-0.38180482260574444,-11.183004153460647,-12.114401957424969,3.676652342035616,-20.886663799331615,44.048748899369826,-41.5385978980751,19.36325265459951,22.367091029941214,-14.405392948051396,16.53905554700553,1.261702862015983,56.76501072261497,-35.635200366316894,-67.42521882922058,27.425563886118685
1.037766952049079,7.1137327960582795,5.125122543295103,-1.3252962882021317,-20.82631031574938,-14.069981482218363,8.649695266959926,-25.591272897868,54.09429940883028,-43.77273359273255,21.44191469617162,16.753280336501923,-19.103123445298948,23.66892506006036,-2.337760322134945,55.69118986893082,-45.688864399838714,-74.53255210943247,27.566808933522314
