d,e,f,g,h,i,j,a,c,b
1,2,0,0,1,2,1,0.6569660497830855,2,7.435173300733688
0,1,1,2,0,0,2,4.342775565014582,1,4.6656607256371645
2,0,2,2,1,1,0,-2.8133777867280743,2,7.555398887513973
0,2,2,1,2,1,1,0.9094739332016497,1,7.827018930894954
2,1,2,0,1,0,1,-1.2854593255911844,0,2.5619406774741966
0,1,2,0,0,1,0,2.3623364162242755,0,6.849551153295657
1,0,2,0,2,1,0,-1.398187400370231,0,3.142128005530464
2,2,2,1,2,1,0,-3.43919013134755,2,8.388070945737859
1,2,2,2,0,0,0,3.681403283314697,2,6.76337837560477
2,0,1,2,2,1,2,-3.595402496864301,0,4.908147291106744
2,0,2,1,1,2,2,-4.20220743819721,0,7.357873679028942
0,2,1,1,0,0,0,6.913791624968151,2,8.497023984444068
1,0,0,0,0,0,0,-0.23528958328864324,2,7.553718866496425
1,0,0,2,2,2,0,-0.38316534033102356,0,5.227785323583224
0,1,0,0,1,1,2,-0.48585372303386176,0,5.283149593005958
2,1,2,0,2,1,1,-6.581084094869465,2,6.650389529248862
1,2,0,0,1,0,1,-0.08125960808387245,0,3.355867853968515
1,2,2,2,1,0,1,-0.11826612776096623,2,8.826778117484672
0,2,2,2,0,1,0,2.6614871483619975,0,4.156879810697405
1,1,2,2,0,2,0,1.9142463109565953,2,8.809879990372956
2,2,2,0,2,0,0,-3.8097781536967275,1,7.096254584536248
1,1,1,2,2,1,0,-0.9901229610745534,0,4.082912057629217
1,2,2,0,0,2,0,2.5296847352087197,0,5.514022436833184
0,0,2,2,1,2,2,-0.9454179264028554,1,5.058089504140462
1,0,0,0,1,2,0,-0.0012039738851414954,2,6.902538324235298
1,1,2,0,0,1,2,-2.1358181031099917,0,5.455500890227942
1,1,2,1,0,2,0,2.100614272900261,2,8.29138002681597
0,0,1,1,2,1,0,-1.1038627863388395,2,6.146019320516891
1,0,1,1,1,0,2,-2.0369360991587735,2,5.770096823633432
0,2,2,0,1,2,0,3.0916464866546787,1,4.805686513317311
0,2,1,1,2,2,0,2.1262461124395418,2,8.230986334852728
0,2,2,2,0,1,2,2.2410336203168577,1,4.222539215077944
2,1,2,2,2,1,0,-4.098810835055718,2,9.51142729193262
2,2,0,0,2,1,0,-3.0796755418308113,2,7.638110487306753
1,1,2,0,2,0,1,-2.3417996674496373,2,4.513431839815375
1,1,0,1,1,2,2,-0.4838024568329282,2,8.772438358325667
2,2,0,2,0,1,1,1.261311134652721,1,7.737965803737258
1,1,0,0,1,0,2,1.606052054717639,1,6.611672795141924
0,0,1,1,1,1,2,1.3123380021600957,0,7.033274410575055
1,1,2,1,2,2,1,-2.8822324301515194,2,7.446595775512456
0,2,1,1,2,0,1,0.6709473506724661,2,8.631906369295605
2,1,0,2,2,1,0,-3.1624072799577116,2,7.4150532581467425
0,2,0,1,1,2,0,3.2372729419775004,2,8.048160154948818
2,2,2,2,0,1,1,0.04664389370702149,2,6.511998083773836
1,0,2,0,0,0,2,0.38884637535452105,2,7.700661005353979
2,0,1,0,0,0,1,-2.8244427821889415,2,7.788164102332364
1,2,2,2,0,0,0,1.6545282707490927,2,8.550160024458549
0,2,2,2,0,2,2,2.7499250646370395,2,7.685901797374254
0,1,2,2,0,2,1,2.049075253359722,2,8.251763183960948
1,1,2,0,2,1,1,-2.7589971606399244,2,8.547831962902729
0,2,1,2,2,0,0,3.1162762372411477,1,7.07887374512235
0,2,2,2,1,0,0,4.197629586275112,2,5.300995096871217
2,2,1,2,2,2,2,-2.5362699261251525,2,6.516799350577476
0,1,2,0,2,1,1,-3.1240756096187576,2,7.767965236619921
1,2,0,1,2,2,1,-1.2989179216034363,0,4.241145875121367
0,1,2,1,0,2,2,1.1548856320229357,2,8.22096185523637
0,1,0,0,1,0,2,1.071005515423527,2,9.320755456804982
0,0,2,1,0,1,0,0.17367878549027882,1,6.7850709072612965
0,1,0,1,2,1,1,0.11313289389845384,1,5.485584057658089
0,2,1,0,0,0,1,3.9728927162393424,2,7.975072503719736
1,0,2,2,1,2,1,-0.516428800100024,2,6.664190738153774
0,2,0,2,1,1,2,1.875593276782259,0,6.631756834640374
0,1,1,2,0,1,0,1.8763826962093906,2,9.78274806887541
2,2,2,1,0,1,0,0.8002272639049106,0,6.9832209519150865
1,1,1,1,0,0,1,2.0126457256400423,1,5.691439568607723
0,2,0,0,2,2,1,-0.8218134960886186,2,5.937541706150012
2,2,2,2,1,1,2,-0.9906381749774358,0,4.5387690622655805
2,0,1,2,1,1,2,-4.2854803464669695,2,8.22728259260202
1,2,1,0,2,0,2,-0.5308430978391894,0,4.325685032584261
1,0,2,1,0,1,1,-1.2558022400404316,1,6.554521421767746
2,1,1,0,1,0,1,-2.455728363651877,2,8.215173298938652
2,1,1,1,1,2,1,-1.0669959103879731,2,7.437271281055689
0,2,2,1,0,0,0,5.204877229673751,1,6.183389524617636
2,2,1,0,2,2,0,-3.5836314500492517,0,4.844850967324707
2,2,0,0,1,0,2,-3.0141815352654815,2,7.144855622067578
1,0,1,0,1,0,0,0.779193762667062,2,9.738237362544597
2,0,0,2,2,0,0,-3.2969188943549907,2,7.977510685364617
0,2,0,2,1,2,0,2.8933846172240747,1,4.947041587931616
0,0,2,1,1,0,2,0.614155916062812,2,8.270070028869226
0,0,1,0,2,1,2,-2.739006503095448,2,8.345485777364965
2,1,1,0,2,2,1,-2.8444840563506815,1,5.958305583413656
2,1,1,2,1,0,1,-1.3191769894746013,1,5.107188068685572
1,2,1,1,2,2,2,-0.8814593365849431,2,7.666929602490846
0,1,2,1,2,2,0,0.07698592292211531,1,6.991039817600208
0,2,0,2,1,1,1,4.079602019987537,1,5.029888746020795
1,0,2,2,1,1,1,-2.4460138292970304,2,7.977399641778329
0,2,0,0,1,1,1,0.8867251547776809,2,7.831898479947811
2,2,2,2,1,1,0,-0.15552412068555144,2,5.481362318261404
2,2,0,1,1,0,0,0.9419977842380637,0,4.378730343292938
0,0,0,1,1,1,2,0.3675028789383629,2,7.29596093377232
0,2,1,1,0,2,2,3.6424415271450683,1,6.600188710666767
2,1,0,2,1,1,0,-1.019225312557995,2,6.118208663197747
0,0,2,2,2,2,1,-1.4861415776149127,2,6.63179442951943
1,0,0,0,0,0,0,1.1986857445262784,2,8.11411880726404
1,1,0,0,0,2,0,1.8040843084983547,0,6.216559200645356
1,0,0,2,2,0,0,-1.8823275897891638,2,6.862639808373385
2,2,2,1,0,0,0,0.5993672414503726,0,5.64186599810614
1,2,0,0,2,0,2,-2.4001915810715557,2,6.155127690817917
2,0,1,1,0,2,2,-3.284055576690088,0,5.939510824217716
0,2,0,0,0,2,2,2.907947107661137,0,5.962339881529004
2,2,1,1,0,0,0,1.1684386902521502,1,6.342114097264736
2,0,1,1,2,2,1,-6.14857035959013,0,4.42423935325087
1,0,2,0,2,1,0,-3.272451050709837,0,4.330950366916686
1,1,2,1,0,2,1,1.3440180049888344,0,6.665960595100737
1,2,1,0,1,0,0,-0.022628678262837765,0,5.309846496920477
2,0,1,1,0,2,2,-1.8939466972805332,2,5.341563028709469
2,1,2,0,2,0,1,-3.951440855554476,0,4.24223740874811
1,1,0,1,1,2,2,0.30641884397814745,2,6.457615911303404
0,0,1,0,2,2,1,-3.564058592814348,2,7.206005292307006
2,1,2,2,2,1,0,-3.5368877801522194,0,4.543742495009799
2,2,0,2,0,0,2,-0.38864471407381057,1,6.055616995591534
1,2,2,2,1,2,0,2.348011894157587,1,7.966488053168335
0,2,1,0,0,2,2,3.6269638555296178,2,5.716865619254606
2,0,0,0,0,0,0,0.18418692244161705,2,7.642275830437186
0,1,2,0,2,0,2,-0.5016814922128039,2,6.626061213688243
0,1,1,1,2,2,2,-1.4605516948564412,2,5.874380786927823
2,2,0,2,1,1,0,-0.9231767295592881,2,5.272184658223437
0,1,2,2,1,0,0,2.92369280260997,2,6.975335792514698
0,0,2,1,0,2,2,-0.5198956295337513,1,5.00529912689424
0,1,2,1,1,0,0,3.4455632378051018,2,6.947251002348361
2,2,1,1,2,2,0,-0.8718470867524089,0,2.7646725623734563
2,0,0,0,0,2,0,-1.7772563334768128,0,5.335210434380005
2,0,1,0,2,2,0,-3.6345663159044714,2,7.894197222774846
2,0,0,2,1,1,2,-2.4588037464060575,2,5.108039792922225
1,0,1,1,2,1,2,-3.0788570019542925,1,6.407909278588538
1,2,0,2,2,0,2,-1.191233738210352,0,2.915030128818586
0,1,2,2,0,2,2,4.234921933528224,2,7.219443658224979
1,0,0,0,2,1,2,-4.146618435301155,2,9.714630780389205
