d,e,f,g,h,i,j,a,c,b
2,0,0,0,0,2,0,-1.1812249089897613,1,5.495909700911902
1,2,2,2,0,1,0,3.845542695840226,2,4.796171763765148
2,1,1,1,1,2,1,-2.389343521948814,0,3.3909701653039694
0,0,2,2,2,2,2,-0.5560934571343827,2,8.063038734858255
1,0,0,2,2,1,2,-3.4990458668560587,0,6.245483314831641
2,2,1,2,2,2,2,-5.35838062397809,1,5.3688304597317265
1,1,1,2,2,0,2,-1.6936283180403164,2,6.887016191977565
2,0,2,0,2,1,2,-6.833562880318553,2,5.598737091543485
1,0,0,2,2,2,2,-3.8864564148981966,2,6.429226036939919
2,0,2,1,1,2,1,-2.646712073579614,1,4.954150378172585
0,0,0,2,0,1,2,0.29663911155003553,2,7.3274690665650795
1,0,2,0,2,2,2,-4.209251330823402,2,7.7008399061295565
0,0,2,0,0,0,2,2.2526298410415855,2,7.875485427679697
1,2,1,1,1,2,1,2.002971770146664,0,7.118629896757778
0,1,0,0,2,0,1,1.215574276281346,2,8.86802858204759
1,2,1,0,2,2,2,-1.0048263282669563,2,7.133078146795151
1,1,0,2,2,1,2,-1.1139042714858358,2,5.985667597488305
1,0,2,0,0,2,2,-0.555000100708432,0,3.511473104631495
0,2,1,2,1,0,2,2.7136827117566185,0,3.911180311108141
0,1,0,2,2,1,1,-2.608141276458272,2,6.103361909968795
0,1,2,0,0,2,1,1.8291731210487512,0,5.4900952862916625
0,1,0,2,2,1,0,-1.0061959095756954,2,4.957982621041722
0,1,0,0,1,1,2,-0.48585372303386176,0,5.283149593005958
0,2,1,1,0,0,1,3.5991994175020716,1,4.996778129320722
2,1,1,1,1,2,1,-1.0669959103879731,2,7.437271281055689
2,0,0,0,0,1,2,-4.5626238770451994,0,6.19690935400545
2,2,0,1,2,2,1,-5.900629238241249,2,6.658670075910359
0,2,0,0,1,1,1,0.8867251547776809,2,7.831898479947811
2,0,0,2,2,2,1,-6.637233261316564,1,6.77084711569495
0,2,1,0,2,1,0,1.0966084234261506,0,5.115818186419053
2,0,2,0,1,1,1,-5.886287032658307,2,7.864401798325937
0,2,0,0,0,0,0,4.723804495153525,2,7.823211873397151
0,2,0,0,0,2,0,5.20754005942355,1,4.682098838251385
1,0,0,0,1,0,0,0.7776439574830605,0,6.480504512464631
2,2,1,0,1,0,2,-2.2631968766651918,2,5.974053540581979
1,2,2,1,1,1,0,3.000642972398026,2,7.734617666661628
1,2,2,0,1,1,2,-0.1692255457463639,2,7.831777942733991
0,2,1,2,2,0,1,1.5279634302656353,0,5.764710612886261
2,1,2,2,2,1,1,-3.9264419853270325,2,10.055793676191835
2,2,2,0,2,0,1,-7.175785077235831,1,4.7227959930378045
0,0,0,0,1,0,2,-0.4517391180281749,2,8.35883600706208
2,0,2,1,1,0,2,-2.258648135423798,2,6.856916395487358
0,0,2,0,2,2,1,-3.49416967838981,0,5.419041936164956
0,1,1,2,2,2,0,1.9089145978896824,2,8.798045982752033
2,0,2,0,1,0,2,-5.080081207343701,2,8.25132549177685
2,0,2,2,0,0,1,-2.193859676415177,2,5.193301169968776
1,0,0,2,0,2,2,-1.6251895529072333,2,6.679241377402612
1,2,1,2,1,1,1,0.15094629364161927,0,6.803435021571351
1,0,0,0,1,2,0,-0.0012039738851414954,2,6.902538324235298
2,0,1,2,0,1,2,-2.3302557402992523,2,6.457204382984081
2,0,0,1,0,0,1,-3.126835994693759,1,4.621819989640123
1,2,1,0,1,2,1,-1.5002944924589154,2,5.956736561734097
0,1,0,1,0,2,2,3.1715692431142095,1,5.729758595904453
0,1,1,2,1,0,0,4.42465230026928,2,7.960335305762438
1,1,2,1,2,2,0,-0.3579504033782407,2,6.826622160182637
1,1,1,1,0,0,0,4.415378752731019,0,4.132014016020598
2,2,1,1,0,1,2,0.00024148853524286196,0,4.532326964556809
1,2,1,1,0,0,0,4.100996087406253,1,4.209828919408609
1,1,0,1,0,0,1,2.711095942823352,1,6.330855566408774
0,1,1,1,0,1,2,2.428879052036178,2,9.364587404023915
2,2,0,2,2,0,1,-2.797364095547137,2,7.410710336489768
0,2,2,2,1,0,1,3.1803257989612255,2,6.9929730569616355
2,2,2,2,0,1,1,0.04664389370702149,2,6.511998083773836
2,0,1,2,2,1,2,-3.595402496864301,0,4.908147291106744
0,0,2,1,1,0,2,0.614155916062812,2,8.270070028869226
