c,d,e,a,b
0,1,0,1.4246751813250733,1
2,0,1,3.5092224915937513,2
2,1,2,1.3385301704052972,0
2,0,2,5.908088725413839,2
0,0,0,2.6064158435855007,0
2,2,1,-0.9282531332966263,1
2,1,0,0.243810366754601,2
0,2,2,1.7505128905438088,2
2,2,0,-1.2192356752202407,2
1,2,2,0.4604769952146406,1
0,0,2,7.532592175472173,2
1,2,0,-0.5531746291605047,2
0,0,2,7.428707988145379,2
1,0,0,3.8352259771822768,0
2,1,1,1.7726137308129752,2
1,2,1,-0.25184126072585633,2
1,0,1,3.393948450443334,2
2,0,1,2.9204627993048504,0
0,0,2,5.5127814272918565,0
0,1,0,3.9505239480275467,2
0,1,2,5.128259717657289,0
1,2,2,4.290263473625889,2
2,2,0,-1.7127875217419661,0
1,0,1,3.7178594464019947,1
1,0,2,4.658841276969555,2
2,2,2,1.7104877017753806,0
1,0,0,-0.2798476644931238,2
1,2,1,0.12899281662398387,2
0,0,1,7.974273856064441,1
0,2,1,2.0177239125105686,0
2,2,2,1.1011602363546795,2
2,0,1,2.817434926630397,2
0,2,2,4.000246724743411,1
1,1,0,0.2756359358339684,0
2,0,0,1.5627807137153298,2
0,1,2,6.575714708229692,2
2,1,1,0.9476211311355148,2
0,0,1,5.984808500735432,0
0,1,0,3.8543205182805544,2
2,2,2,1.4882195569928687,1
2,2,0,-2.069695748578673,2
0,0,1,5.048339137154779,2
2,1,0,-1.486378808289559,0
1,0,1,4.565407321375917,2
1,0,0,3.027151767380992,2
1,0,1,6.103233453801868,2
2,2,2,3.62403690005735,2
1,2,1,2.258712549322704,0
0,1,2,4.841133107489295,2
0,2,1,1.8214839218380061,2
2,1,0,-1.9974653055491478,1
1,0,0,3.2857244481511376,2
1,2,2,2.216344096979093,1
2,2,1,0.03789438631284703,2
0,1,1,3.04034982987794,2
0,0,2,7.523321685619364,1
2,2,0,-2.267882462771328,0
2,1,0,0.6050867270383568,1
1,0,1,2.905493146868608,2
2,2,0,-0.9519717056617978,2
2,0,1,2.8687830036348037,2
0,0,0,4.450315936749939,2
2,1,2,1.0664715464603831,2
1,0,2,5.472996775952529,1
0,1,2,5.605062361387808,2
2,1,1,0.666579546983209,2
0,2,1,2.2518896054483797,2
1,1,1,1.2644495782855008,2
0,0,1,5.804745620290667,0
0,1,1,2.9967538798996287,1
1,0,0,1.072352692548139,0
2,1,1,-0.48679786067041975,2
2,2,0,-2.6035850031243712,0
1,1,2,4.1460506998020215,0
1,2,0,-0.7176954021127477,0
1,0,0,4.343393800324953,2
2,0,0,1.802522860579645,2
0,1,0,2.669638281142985,2
2,0,1,2.3060271795352834,2
0,0,1,6.379553065846187,0
0,0,0,4.413160995740504,2
1,2,2,0.022515944433869395,2
2,1,1,0.879946873602166,2
0,0,2,7.164862319536631,1
1,0,0,2.8549737280547913,0
2,2,1,1.8462246210342368,2
1,1,1,3.091753466392518,2
2,0,2,5.040341849123928,2
1,0,0,3.6386386740925443,2
2,0,2,3.7312233735836715,0
0,0,0,4.761466788519689,2
1,0,2,5.971309421136964,2
0,0,2,7.505857323456483,2
1,2,1,-0.14050959840817134,2
0,1,0,2.9708255624463957,2
1,2,1,0.26576896021482627,1
1,1,0,-0.0931313491275505,2
1,0,2,4.658707657468408,2
0,2,1,1.6787538377849636,0
0,1,0,2.541763228021761,0
0,1,2,3.9964129580575585,2
0,1,0,1.0274128269094145,2
0,1,0,1.6004847084372462,0
0,2,1,1.5267376911421584,2
2,1,1,2.4696816173650182,1
2,0,0,1.9502084435440061,0
2,2,0,-4.5743705386866615,0
0,2,0,0.17943009957897627,0
2,0,0,1.5960277175451203,2
0,2,1,3.126296601499329,0
2,0,2,4.050471535458662,2
0,2,0,2.5232876185301447,2
0,2,0,0.015862412225774114,1
1,0,0,5.072750509342045,2
2,2,1,-1.2857224470741295,2
1,2,2,1.8634528110074744,2
1,2,2,2.3167183968575173,1
0,2,1,1.566162768562362,2
2,1,2,1.2092403895748567,2
2,2,2,0.868545182830945,0
0,0,0,4.743321126240024,0
2,0,2,5.789890911842097,0
0,0,2,8.103180759776723,1
0,1,1,3.377320136032815,2
2,0,2,4.7734346023567715,2
2,0,2,3.3858545313913706,2
1,0,0,1.3476988036769229,2
1,2,1,0.3288839914037536,2
1,0,0,2.380401342781367,0
2,0,1,2.097607537222005,2
2,0,0,2.4055204229656404,1
1,2,1,0.4804037381690889,0
0,1,0,1.62774667846997,0
0,1,1,3.4092047684296967,2
1,1,2,3.9976010413201983,2
1,1,1,0.3005298272837571,2
2,2,1,-0.5324799936941467,2
1,2,1,0.7267988075795618,0
1,1,0,1.5048052516148351,2
0,1,1,5.224855940282291,2
2,2,0,-1.0694485362425772,1
0,2,2,2.9055869818436073,2
2,2,2,1.4665323008425344,0
2,0,1,2.9618619893846945,2
0,0,2,5.944847501511787,0
1,0,1,4.2470039288206305,2
2,2,2,0.19680793076524694,2
0,1,2,5.740295136973095,1
1,2,0,-1.6339043576157795,2
0,2,0,-0.15355926703565015,2
0,0,1,6.108336461287419,2
1,2,1,-0.2011084390257678,0
0,2,2,2.922584668907222,2
0,2,0,0.000775098133535157,0
2,1,2,2.5979118377128554,2
2,0,1,2.985854318818367,2
2,0,2,3.6870279448168857,0
1,0,0,0.05110598976597025,2
0,0,1,6.46806944251841,2
2,0,1,1.8295670755616196,2
2,2,0,-2.21916016789201,0
1,1,2,3.2392159721663436,0
0,0,2,5.293138346812258,2
2,0,2,4.6292020024677845,2
0,2,2,2.834989933002807,0
0,1,0,2.4495998925522513,2
0,2,1,2.1233301558575532,0
2,2,0,-0.04589532646264205,2
0,2,1,1.5070408115386722,0
0,2,0,0.34568101574054905,2
1,1,1,1.7127974129655898,0
2,2,0,-2.663225678822981,2
0,0,0,4.697079934970953,2
1,2,2,1.583046592706794,2
1,0,2,5.779978435213386,2
1,2,2,1.817099429187026,0
2,0,1,2.6342005445245427,2
0,1,0,2.370765932797055,2
1,2,0,1.6331877794419327,0
2,0,1,1.9669196013893717,0
1,2,1,0.546070488085981,0
2,0,0,0.46060141252314013,2
2,2,1,-0.3224830071320105,2
2,1,0,0.2145773288563836,0
2,0,2,3.989569829690045,2
1,1,2,2.7789930244156595,2
0,1,1,4.64885609852193,2
1,0,2,6.898198215266291,2
1,0,1,2.6801439480192735,2
2,0,1,2.0022994531798273,0
1,0,1,4.166228790757237,0
1,2,0,-0.8563766375474874,2
0,1,0,2.613564771210517,2
1,1,2,4.446296727118671,0
0,1,1,3.622891834892609,2
1,2,1,0.5102654319915474,2
0,2,0,1.3931142800594518,2
1,0,1,4.022638942324664,1
0,2,1,3.5586053103893587,2
2,1,2,2.4961307071876333,1
2,1,2,3.3691537106599307,0
0,2,0,1.12673761387751,2
2,1,1,1.8395260082755622,2
0,1,0,2.8114749076386896,2
2,2,2,0.735840976543787,1
2,1,0,0.22388402654537742,1
2,0,2,3.9275077746087557,0
1,1,0,2.8717192551994906,2
2,2,1,-1.4053165156372647,0
0,1,0,4.040067904311313,2
0,0,0,4.383944110379612,2
0,2,2,4.570515555860013,0
1,0,1,5.0696677669389585,2
0,2,2,4.932667534256267,2
1,2,1,3.754639160380624,0
0,0,1,8.603817996523471,2
0,0,1,5.733940063816184,1
2,0,0,1.8496670301174283,2
0,1,0,2.1503526966548554,0
1,0,0,3.4761254355144895,0
2,1,2,1.3308180192884544,2
2,0,2,4.842673193230818,2
1,0,0,1.807445759890286,2
2,2,0,-0.5253461588610511,2
2,1,1,0.815649629553268,0
2,2,0,-3.2870328220226206,2
2,1,2,1.9930248911886288,1
1,1,2,4.120917286167994,2
0,2,0,-0.21785203464688752,0
2,2,0,-0.4879945624848334,1
2,0,0,2.054847979487683,2
1,0,2,5.28665348148779,1
1,0,2,4.587273902341721,0
1,1,0,1.4603393611464792,1
1,2,1,1.1219199456990836,1
0,2,2,4.306048101962581,0
2,0,1,2.845220702741134,2
1,1,1,1.6974678339780618,0
0,2,1,3.0271174167140553,2
1,2,0,-0.7967393333447405,2
2,1,2,1.4159231486789188,0
0,0,1,5.946968303605624,0
0,2,2,3.334793966653673,2
2,1,1,0.568279223675922,2
1,0,0,3.774351789968388,0
1,2,2,-0.6241729396658693,0
1,2,1,1.4009396242433458,2
2,0,1,2.451091029280287,2
0,1,2,4.843687026883375,2
1,2,2,1.5799966908884422,0
1,2,0,-0.42669837874278005,0
1,0,2,4.506573037705078,1
2,0,1,2.758057376835398,0
0,1,2,6.340530588633471,0
1,2,2,2.741214513570081,2
2,1,2,1.2699085933787175,0
0,1,1,3.192305023397485,2
2,2,2,-1.0186571039584849,1
1,1,1,1.06554892988709,2
1,1,2,4.677589323033444,2
0,2,2,4.399389493088841,2
0,1,2,4.115252286011141,2
1,1,0,3.0310302047620725,1
0,1,2,6.70461858647366,0
2,2,2,1.0511022536052987,2
1,2,2,1.5480130727546917,2
0,0,0,4.020646469567906,1
2,1,0,0.45613615910054794,1
2,0,1,3.41556119209166,2
0,2,1,0.662975870616413,0
2,0,2,4.459880322466092,0
0,1,0,2.8777795501316032,2
1,2,0,0.6667915079804294,1
1,0,1,3.538630122999253,1
0,1,2,5.034856781022511,1
1,2,1,0.4445530841320506,1
0,2,0,0.5987707345044649,2
0,0,0,3.9492844669533893,0
1,2,2,3.3286478389761394,2
0,0,2,6.376754318723833,2
2,1,1,0.4738613958405913,2
2,1,1,0.0241244159203422,1
0,2,0,0.5076816184158468,2
2,0,2,5.270453555843095,2
2,0,0,1.7087383602331703,0
2,1,0,0.3912352639290202,2
0,2,1,2.7255472596469383,0
2,2,0,-2.412861992740311,2
1,0,1,2.581567322739211,0
2,0,2,4.424544851486837,0
0,2,0,0.7486693705161529,1
2,2,2,0.21803449818067666,1
