c,d,e,a,b
2,2,0,-2.236286799866569,2
1,0,2,5.28665348148779,1
2,1,0,-1.0275521874948137,2
1,2,1,0.546070488085981,0
0,0,0,4.743321126240024,0
2,1,0,-0.22954045944334267,0
1,1,1,3.6430966604712682,0
1,2,0,-0.9137939009170364,2
2,1,2,3.196632964596968,2
1,0,2,5.472996775952529,1
0,0,2,7.164862319536631,1
2,0,2,3.787796526697095,2
0,1,0,1.366882137080634,2
2,2,2,0.9028142828024264,0
2,2,0,-1.7127875217419661,0
1,1,0,1.5091990643944426,2
2,2,2,0.8341540969916517,0
1,2,0,-1.1120532695251282,2
1,1,0,0.6099004505432606,0
0,1,2,5.182730674981285,2
2,0,1,3.810681299439326,2
2,0,2,4.459880322466092,0
1,2,1,1.793415749051895,0
2,2,2,1.2130967958270804,1
0,1,2,4.841133107489295,2
2,0,1,1.9669196013893717,0
0,2,0,0.5390106606636703,2
0,0,0,4.68601511089751,2
2,0,2,4.050471535458662,2
0,2,0,1.2233275249976685,1
2,2,1,-1.3351244189056635,2
1,2,1,1.3700803541707587,1
2,1,1,0.6040576651547925,1
1,1,1,1.466169990444612,2
1,2,2,0.49567532979914763,2
2,0,1,3.0462366339770903,2
2,0,2,5.591308710556516,1
2,2,0,-1.433011027981149,2
0,0,1,7.226314210413033,0
0,0,2,8.135859009829565,2
1,1,2,4.074297563736966,2
2,2,1,-0.9435502141383014,2
2,2,0,-2.412861992740311,2
2,1,2,1.0664715464603831,2
0,1,0,3.058086981113045,2
0,2,0,0.5987707345044649,2
1,1,2,2.7789930244156595,2
1,2,0,-2.269959732856102,2
0,2,2,1.1985099956908,2
1,1,0,-0.6849306513846358,2
2,1,2,1.4159231486789188,0
2,1,0,-1.286810411861691,2
0,2,2,4.315075924794696,2
2,0,0,1.5757885480059912,2
0,0,1,5.946968303605624,0
1,0,0,2.0494794062640875,2
2,2,0,-3.8221820098958723,2
1,1,2,4.263844549259759,2
1,2,0,-0.6804582353685424,0
1,0,0,4.235796150113132,2
2,0,1,3.41556119209166,2
2,0,2,3.7312233735836715,0
2,2,1,-1.2857224470741295,2
0,2,1,3.1885802052233023,0
2,2,0,-2.9651379202205446,2
1,2,0,-1.6339043576157795,2
2,2,1,-2.0416090384996743,0
0,2,0,2.17011552615258,2
0,0,1,6.103776213900449,0
0,1,1,2.789223212482998,1
2,0,2,4.6292020024677845,2
1,0,2,4.658841276969555,2
2,1,1,1.2695428689560972,1
2,0,2,3.696317791815521,0
1,0,1,4.2470039288206305,2
0,1,2,5.675004758439642,2
0,0,2,6.944288947101929,2
1,2,1,0.6604914280380224,1
0,1,2,5.605062361387808,2
0,0,0,3.829553526607996,2
2,2,1,-0.9943809038155345,1
0,0,1,7.0927354014816775,1
2,0,0,2.5433217389247016,2
1,0,2,5.659204866983575,1
1,2,2,2.3167183968575173,1
0,2,1,3.5673903471252557,2
1,2,1,0.12899281662398387,2
1,2,2,1.9134661377712692,2
1,0,0,3.4761254355144895,0
1,1,2,3.3384954883982756,2
2,0,0,1.277616901976454,0
1,1,1,2.8971107934021676,2
0,0,2,7.957365432457271,2
1,2,2,4.17135322486637,2
2,1,1,1.0493495868364044,0
2,2,0,-2.242595427860011,2
2,2,0,-2.179426646142467,0
1,0,1,3.445228215135697,2
0,0,1,5.733940063816184,1
1,2,2,2.4691338511287726,0
2,2,0,0.012736261896320933,1
0,2,2,3.4521565573863158,0
1,0,1,2.894093691803541,1
0,0,1,5.316095879798654,0
0,2,1,2.830231649629683,0
