d,e,f,g,h,a,c,b
0,1,2,1,0,2,-0.7946568619997112,-0.26871599702343496
2,0,1,0,1,0,-2.188980466887204,-5.6076838849037545
2,1,1,0,2,1,-3.65795527770918,-5.0739314792093815
2,0,1,0,2,0,-4.55054071977486,-1.699389882923157
2,0,2,1,1,0,-2.0997957536324505,-4.776481985726494
1,2,0,2,1,1,-2.6645581077821237,-4.763830928677577
1,1,2,2,0,1,-1.8977402268059531,-3.712646060021093
2,1,0,1,2,0,-2.459412296081755,-4.6038844986716
2,2,1,2,0,0,-4.124947451148629,-1.9285233007822704
0,2,1,2,1,2,0.8069268550452384,-2.0546638413598055
0,2,1,0,2,1,-1.9586250546769293,-4.5471658441682665
0,1,1,2,1,1,-0.5536030064152306,-2.197542866624
2,1,2,0,2,0,-2.683373386279904,-6.162985742276749
1,0,0,1,2,1,-2.317428175185517,-3.417245809102804
0,1,0,2,1,1,-3.8362585438074515,-5.3270282047993245
2,1,1,1,0,0,-2.964855250769119,-4.6258746438465685
0,2,2,1,2,1,-1.058391845687257,-1.276606940053317
0,2,2,1,1,2,-0.42195257233120986,-2.237048789635039
1,0,2,0,0,1,-1.3714801803253245,-2.3856964776872323
2,1,2,0,1,1,-2.516765703397418,-4.195359986490521
1,2,2,2,0,2,-2.7256907386857283,-2.6616186618440203
0,1,0,0,2,2,-1.9599828704753692,-2.863303580493259
0,2,0,0,1,0,-4.4122054714433325,-2.9362553238914213
1,1,0,0,0,2,-4.064414974462503,-3.698062151165669
0,1,2,0,2,1,-0.1199741879217725,-4.550637277397542
0,1,2,0,2,0,-1.0106618413895332,-2.02249335897858
2,1,0,0,0,0,-6.336177770319384,-2.2274789241654913
2,0,2,2,0,0,-1.8514942003627302,-2.6035081564135854
1,1,2,0,1,1,-1.7623516492435425,-3.842929774877184
0,2,1,2,1,1,-1.9480363281788402,-4.205798483252244
2,1,0,2,0,1,-5.067958810730681,-2.860265790427575
2,2,0,1,0,0,-6.062929960257019,-2.6573198747539903
0,0,0,1,0,1,-4.232382901594367,-2.0341024038838835
2,1,0,0,0,0,-6.594496169235208,-3.3275359763242824
0,2,1,1,1,1,-0.7763538571223616,-2.4325741752419106
0,0,1,0,2,1,-1.40039417224267,-3.8530694468992603
2,0,1,2,0,0,-2.543398408468928,-5.223901098644914
0,1,2,0,1,1,-2.79259736655405,-3.7037680829513526
2,1,2,1,0,1,-2.6894526660078784,-3.2635122608478806
1,2,2,1,1,0,-0.10714600486801107,-3.3504892415915606
0,2,0,2,2,0,-2.240873518891101,-4.4731826483524335
2,0,0,1,2,2,-1.1165289957382798,-3.326950745072107
0,1,2,2,0,2,-1.7467869171864068,-2.707122599838359
2,0,1,0,1,0,-2.1878744227359057,-3.3684956319437243
2,2,2,2,2,1,-1.6062687278786894,-1.9366781460421527
0,2,2,2,0,2,-1.6035568828962012,-1.0965314496831533
0,1,2,0,1,1,-2.6524617817022524,-3.5007765496773136
0,0,2,1,2,1,0.8008555264880104,-1.6177036471388897
1,2,2,0,0,0,-2.705345766781521,-4.68987331863837
2,2,2,1,2,0,-3.631861871413923,-3.432769083595654
1,2,1,0,1,0,-3.2122726013816973,-5.20945746305507
0,2,0,2,2,2,-3.294533953264872,-3.9348120462241876
2,0,1,2,1,1,-3.617706385139623,-4.322641997830581
2,1,0,2,2,0,-3.509331338782128,-3.2144595377312024
0,1,2,2,1,1,0.20421993813077188,-3.6949161015212253
1,1,1,1,2,0,0.6772744424993076,-2.36832405598971
0,1,0,0,2,2,-2.753338726549246,-5.268201068616581
0,1,1,2,1,1,-0.8948389611963106,-3.97893730130209
2,2,2,1,0,0,-2.8796049339585807,-5.508920506224953
2,2,1,1,0,0,-5.381095879507715,-3.325988001198155
0,0,2,2,1,2,0.7136006410684244,-2.830670072630185
2,0,1,0,0,1,-3.3558124452273157,-4.153317058582599
2,2,2,2,0,0,-2.2079501338070555,-1.8468958858312519
0,1,0,2,1,2,-2.0993605929119927,-3.4338996932292205
0,0,1,1,1,1,-1.7579241485089598,-4.851267178005172
2,2,0,2,2,0,-2.5722476269656975,-4.686978543919236
0,1,1,2,1,1,-0.896550332750814,0.34148163222272965
2,1,2,1,2,0,-3.413107284396398,-5.271991227333639
1,2,2,1,1,2,-0.8916313896169328,-0.5806092675868193
1,2,1,1,2,0,-1.3036274406260961,-2.2373619012506305
0,2,2,2,1,1,-1.6051343162569374,-1.791889981300034
0,0,2,0,0,2,0.11097559966210735,1.1478251902018655
2,2,2,1,0,1,-3.204175800380108,-4.222596514112541
2,0,2,2,1,0,-0.684128652219622,-3.1781088072842576
1,1,1,1,0,2,-2.6731219777565194,-3.3180052356502028
0,1,1,0,2,1,-1.658371368102642,-2.752312158122037
0,2,0,1,2,2,-2.7838435021569143,-3.8266116640547505
2,1,0,1,0,1,-6.2201522274907255,-1.1369620046645201
1,1,1,1,0,1,-2.878793365147421,-3.6969741778555116
0,2,0,2,0,2,-3.22132419124893,-3.502830156106537
1,0,2,2,1,1,-0.7676518421548315,-3.726904461734608
0,0,1,2,1,1,-3.6620087341821406,-3.204067825417129
0,1,1,2,0,1,-1.1960828232400156,-2.321895471658679
0,1,0,0,2,2,-3.178337345423696,-3.075568412446195
