a,b,c,d,e,f,g,h,i,j
0,2,-3.831701326861744,-4.0936928506887345,-5.292240691086304,-5.71205875434813,-4.936629486243041,2,-2.483140344069443,-9.601342563215276
0,1,-4.066565621287058,-2.7975997497133127,-4.775898845029962,-2.8255329281486317,-0.2095802398643667,1,-1.6735515773056167,-5.105939091555506
1,2,-2.784297383770815,-2.6389946867304928,-4.08727457066008,-2.6616190388067795,-1.2658274888424268,2,-3.1006769437718043,-10.4932532784524
0,1,-4.688989167130579,-3.161408096576757,-3.197937711809252,-4.3033102157964365,-2.667968198009858,1,-1.0228967491287977,-3.671632592411852
1,1,-1.7073150180541088,-3.621422869085146,-6.030821446823766,-5.571140457078896,-3.370216993879698,2,-1.7481359776629357,-8.326012614170931
2,0,-4.995829362174852,-4.428158104112143,-5.322046273219695,-4.415333634183742,-3.1782306576652957,2,-2.7043656935134006,-10.575698985288078
0,1,-2.930878928933947,-2.6693152799142497,-5.645587593958494,-5.6854689255123,-4.058360562929878,1,0.9003702490425243,-0.820077428406134
1,0,-4.55720272310222,-3.7602868523661077,-2.5655460979511076,-2.951867372996401,-0.9168615620028275,1,-0.9025895512005786,-5.095499406309834
1,0,-5.662423094792512,-5.265085185833145,-7.052468019431677,-6.931940665326178,-5.044970005742455,1,-1.4843436972656705,-9.972060243306887
2,2,-1.792533727074989,-0.7758309084265228,-1.9319249072510494,-1.8243978501010603,1.1234561185930036,2,0.12451331829275825,-4.249438825121618
0,1,-3.5759421687284343,-3.139450843166703,-4.308965457056504,-4.154883421467102,-1.2076522798035296,2,-3.081632439138016,-9.317097184981188
1,0,-6.133003016885539,-4.785044273421839,-5.959515624305366,-6.459935567653913,-5.843814908703711,1,-1.2483133356522669,-5.861990226335374
1,0,-3.4564349321919123,-3.754588289946746,-6.488093149285122,-4.469329404630541,-3.40940594408554,1,0.0850104888464247,-3.748677778490063
1,1,-3.627653493597327,-3.4347805666831124,-5.911403465847712,-4.755878260623403,-3.010163666038495,2,-2.042015442437118,-9.081662372512492
0,1,-4.605045327969151,-4.144751610316129,-5.844365641661904,-5.613471382214879,-4.268208551116488,1,-1.6900087190153474,-6.747522933503564
0,1,-3.837356179820854,-3.53336047766587,-5.8186809426434385,-7.483961058246909,-4.943997763469855,1,-2.183332070469544,-6.782279336719752
1,1,-3.5305182845363934,-2.999471084047839,-4.635093414855527,-4.442623523410062,-4.834162898593285,2,-2.6465992605674966,-9.886150077173074
2,2,-4.010315538923146,-3.518220054296383,-5.06675668698154,-2.9680311285186782,-4.758519193638016,2,-2.411850089775797,-10.755559831855972
0,1,-5.208127259415047,-4.682998548199014,-3.850006722219625,-2.574298738900903,-1.3568846851094825,2,-1.5754215487141252,-6.76122950502474
0,1,-2.423813899987829,-1.8943903244028564,-4.150216972387289,-3.2605752056739385,-2.838592959088142,2,-2.0347599086935686,-6.329395387447192
2,1,-1.8470451922682476,-2.532229772800565,-4.317386640043463,-4.794617236731122,-3.479445609007732,2,-0.8839836730500228,-7.322342610441941
0,2,-2.5483902672049497,-3.3230086692204557,-3.1203483757842223,-2.4551674926314324,-0.7645593838071456,2,-4.279654989802465,-11.943652567532382
0,0,-3.947398712246355,-3.2087979213179114,-4.361906803025306,-4.3830427173850435,-2.732735405207497,1,-1.9362191151112647,-6.874302391896229
2,2,-1.4715557506817474,-1.3230804858250405,-3.888009840927195,-3.9471129847505155,-2.950395583266878,2,-2.4604955621728304,-7.96340191575626
2,0,-4.145729561642936,-6.408405067316679,-6.908984645518498,-7.0813450043858825,-4.773060601283223,2,-2.678011722879879,-11.433053646135127
0,0,-5.448372282230759,-3.6363470200108443,-3.6403530022431303,-3.150445249998262,-1.9900579175189343,1,0.20554137237101888,-3.608609539780169
1,0,-4.109750994421636,-5.456088005542116,-7.209130291468322,-5.501161238902773,-3.4405185290596982,1,-1.2992040409880115,-5.0570193845952085
1,1,-2.424215663679767,-2.1583412009626795,-3.8121380628126356,-3.5744062574192883,-2.3922884463615244,1,-2.026067472951565,-7.206843218236768
0,1,-2.7888609931770882,-1.6726255966237753,-2.9760233136110745,-2.0589697869301866,-0.997696173317624,2,-0.5492698238987939,-4.4310014681643315
1,1,-6.079610726751218,-5.911779256590224,-4.320016841479589,-0.3159704392354077,-1.8655904640903642,2,-2.0846237893299033,-7.5455592820696555
1,1,-3.9196483074220168,-4.583122107214288,-5.821777253999366,-4.554428796390689,-6.307459067211989,2,-1.098884388318714,-5.374847401936339
1,1,-3.989292653552308,-5.467041715919436,-8.478139458490054,-8.088432401313073,-4.854646361244649,2,-1.6445401251295964,-7.931194279129799
2,0,-4.73089005342333,-3.5570956597555723,-5.113362305065938,-4.819185439308521,-4.149605891981716,1,-0.7123382311112825,-6.029959564701404
0,1,-5.0426346502605215,-4.010505276379083,-6.129484590731065,-4.717726096527698,-1.738828928916385,1,-1.6107709421333212,-5.539395221131212
1,0,-3.8979999495878657,-2.9176656537064862,-5.285989784495514,-5.332361452132291,-4.336283926060842,1,-1.1852939328578775,-5.471021056980085
0,1,-4.1999877045297085,-4.683089632187984,-6.774463922255536,-6.647378178078039,-5.916649037142035,2,-1.5393529171445601,-4.909755040800386
0,1,-3.830680381652071,-3.7227201775228025,-4.803763736871331,-3.536038128121268,-1.571889790969285,1,0.40478503989979475,-2.360488322032973
1,1,-3.7826852753256466,-3.984452221592429,-6.379763730412237,-6.733246267636078,-7.767796881927971,2,-2.859784377516816,-10.042318325129644
2,1,-3.9341727338049575,-2.161289965050294,-5.49910446495007,-4.692409965906985,-2.38051562620639,2,-3.8702532832423673,-13.581788235029071
2,0,-4.58803966756294,-3.4396456563242275,-5.836482369203874,-5.933892574905491,-4.632875174586353,1,0.5297539194462957,-5.923275811957864
1,0,-4.309682721956187,-3.254537040011356,-4.360988028375152,-4.4565846308328245,-2.965343806232253,1,0.7784658747459308,-2.426976589238665
1,2,-1.797039426750552,-2.5564524934566855,-3.8946318803533866,-2.9629413458737726,-1.0848243339241184,2,-1.151167607689011,-6.291770456568348
0,2,-0.7564905895986578,0.7145157463605303,-1.1316178991104553,-0.7120121380299856,1.5352383693159006,2,-2.365756365307977,-8.140151350760052
0,1,-1.4604109069626805,0.035527777859577614,-1.1681479401122215,-1.239983930716626,-1.7760046206034157,1,-1.090957671412765,-3.6805201497803597
0,1,-4.003896110177338,-3.081607091051978,-5.247751493738337,-4.911607094732252,-3.3281818330800923,2,-1.1540026353217163,-6.038829554509416
0,2,-2.3136778524569364,-1.735079146341899,-3.567305159262182,-3.480749772887578,-2.826765586847974,2,-0.9891433202568412,-4.895813783376962
0,1,-3.3869476815658217,-1.9785543842985174,-3.7957472590875883,-1.401630845693319,0.50868024886198,2,0.6618858037448634,-1.4120488737908163
1,1,-2.272601710314137,-1.382146778260255,-2.58702683510859,-1.4782558003708317,-0.34625073845405285,1,-1.493615054704624,-8.265032457913298
0,0,-4.128018516238605,-3.9178941317134743,-5.804966723581338,-5.876974247483027,-4.137476975173311,1,-0.6516886910341209,-3.9251355047798837
0,0,-6.446468151234102,-6.207367974234952,-7.167126821723185,-6.440077474213273,-4.0622427060843656,1,-1.0874302901043476,-6.701911922212006
2,0,-3.7144677252103193,-3.692550782964144,-4.859595028100754,-4.113200423090566,-4.679505351073946,1,-3.4222567689785564,-11.763014248310444
1,2,-0.9748315979278688,0.6243599576199441,0.26336959685605743,0.585948966100401,3.690897088980539,0,-0.8723851082937929,-6.185345808137958
1,2,-3.863988635371661,-1.1533477579784215,-2.635144985853934,-3.4581956454225757,-1.7857762664125354,2,-4.412704224193835,-11.2330719914385
0,1,-3.848796447712501,-3.0297016136889265,-3.932267759461589,-4.391418100828432,-3.6527365827936364,1,-1.3564737118783534,-2.352751732844373
2,0,-5.316191958849125,-3.9740649997114925,-3.661417445160553,-2.6652764409128786,-0.2855228300946435,1,0.43199183744333935,-5.109852945594827
2,0,-4.611372904697169,-3.6036444530589167,-4.866524623053887,-3.979900916426544,-1.266381406816483,1,-1.185842056459211,-8.19502480000945
0,2,-1.9691982788210107,-2.0075144816825903,-5.203991202428904,-5.866710001471494,-5.829857804075154,2,-0.9073721076068721,-3.9874449210504106
0,1,-4.331449219196737,-2.70245811823472,-4.786913883117435,-3.57108078531072,-3.566135394348299,2,-3.644366948534044,-8.879135601997964
2,0,-2.762485822195237,-1.3572264207012825,-2.251347582962137,-2.6184301351724435,-1.1273162366411729,1,-1.8677276430783136,-10.111408680176108
0,0,-5.554599455125055,-6.101886601508865,-7.410088174498045,-5.5836172917171165,-4.64351911582567,1,1.2259786114380284,-0.47260291872109816
0,2,-4.570618679980394,-4.059340983361734,-6.81626605699468,-5.0567453545517935,-4.519479266149088,2,-2.44836762771889,-9.252250964039995
2,1,-3.2692332910061808,-3.9971488416980243,-5.412700119778237,-5.700523378555887,-4.64494209128059,2,-1.7767845597435046,-9.753516127599392
2,0,-4.536877981593833,-3.9321879517057075,-5.402931783966237,-4.618336203072801,-2.309271581697261,2,-2.639879587098308,-11.975209713863206
0,2,-2.725388125814744,-1.428844095294747,-2.901318419212202,-3.386039409896947,-1.7264467866417625,2,-0.9136968000135606,-3.731502817536592
2,0,-6.375658339320678,-5.65169091094723,-7.491239852535659,-6.931687566278812,-4.307357433618334,2,-2.1224051091683234,-10.257282623760688
2,0,-3.3106551987636963,-3.901102451314174,-5.667346132938002,-6.200052955224818,-3.771705377344779,1,-3.2484694188315446,-11.272482835014282
0,1,-5.543611129714183,-5.187895508234438,-7.32193883209208,-5.602192651106563,-3.9141826146120438,1,-1.0874806141719422,-5.77614478484883
