a,b,c,d,e,f
-1.5679158879454647,-5.58156739446998,-2.165652918857326,0.4573187197227434,1.7022628683425105,5.998805357364155
0.36621519240744776,-4.176594546911374,0.5073808217698388,-1.3627816180389845,-3.4900899185387395,-2.641259013930811
-2.077868511409373,-7.383082768254528,-4.407524685979628,0.7278261660529574,-0.1881258448126475,4.4763597368127135
0.26437863582572063,-5.67445651172493,-2.9248301400496657,0.9548068714057296,1.6432479122387684,9.063383970721066
0.9817201418926419,-3.864525668007233,-0.41734184536131735,1.232246051495631,1.7081178439889146,6.997442134672397
0.0701150307541132,-5.396506104701231,-3.470817504440679,2.034989233135997,2.2553250642008913,7.995178052847393
0.009275074296206387,-3.8607698460410305,-0.9184597992955197,1.0632445393317331,2.5514368995291896,6.900481775339813
-2.050609352249554,-7.2406104484642455,-4.977287216348144,2.0235380289327485,3.480380242573143,11.207198193513983
0.5553036855587886,-3.787751724026962,-2.496088617453766,0.5815288161389066,0.3725008005212568,5.671255822879453
0.39629256724661155,-4.883480390405533,-0.4434548329346406,1.0704012904485134,2.974386746027071,10.238852684545598
-1.171997758374501,-4.878165368348423,-2.4599526457756835,0.10864927135942959,-0.7827305902554362,2.68515159822952
1.9131707472462032,-3.9026512289797672,-1.8303096325257742,-0.4771653911955094,-2.7243296887211788,1.2662595113751043
-1.2240162007402255,-6.378889498229561,-4.013186346072658,0.9790614349321989,0.2298465597508248,3.223013737245197
-1.679290361717149,-5.899177562148631,-4.121907820157844,2.4516717427865515,3.288736628044793,11.068586933069495
-1.8110577699106647,-4.9348801466009,-2.4895318103510498,-0.11609930723774209,-0.059269419611691465,5.6991473427617905
0.02597090732105973,-6.205354845042509,-6.210165223584291,1.3764887296634325,2.685886152832831,8.561241968417697
0.33787125014709696,-5.733511334814095,-2.7057673081239195,2.192185177135628,2.7785725972948945,8.90380740996346
0.44097391093464255,-3.888784223542865,-2.8079582003745283,1.2900989281737028,2.6728794668961906,8.491953166686296
-0.3373599782154893,-3.5578418433672008,-2.7651670889812783,1.5722030989255706,2.969253963759584,9.483029933162069
-0.8126750220358617,-4.772557709538264,-0.7595170680373899,0.012848022668562498,-0.7303038753908563,3.821741498350901
0.8427645820080417,-3.24079509235263,0.1492012810073885,1.8195591370645128,4.620476547910868,13.960014569436773
-0.8975853865617808,-6.764535577111381,-5.330317826885613,2.1093410432514497,4.87946127951723,15.123051811664594
-1.2098402059798323,-5.747891888898559,-1.8592195228662258,1.6708364239599582,2.5012505202177326,10.184240721621418
1.4013156674932132,-2.8876333445724325,0.31581400639848584,-0.18865156784478432,0.5320790444820006,4.982015391291452
0.1775715081428498,-4.409681511755276,-1.7778496189650115,-0.20651816399687706,-0.6097152052339541,3.5178170234238055
0.4712898953909813,-4.024354733374893,-1.4124378320352156,0.17765938994268587,0.18664957949884028,7.122898324109529
0.6258407046445027,-3.4202884215403433,-1.6549009483550223,0.3682647291455432,0.13358931315499362,4.429537565939014
-0.5717971089993171,-7.806859442759917,-5.499094129702718,2.0987242731104847,3.6283014085658154,10.975601910743402
-0.5328625860015204,-7.370075653758165,-2.3783021424058597,-0.7221817806912797,-2.470761227579087,0.12896721894493532
0.6405816830656459,-5.3490650791454915,-2.716472254155716,-0.3744606101730763,-0.08896710250445444,4.517708575649143
-0.6171512238777086,-5.330745177421789,-3.3067641636569176,2.389677135212856,3.838355096970315,11.530770335615017
0.3360206914446697,-4.853371119284633,-1.5908864843176387,0.10617780353730344,1.0328966129643518,6.942205259606167
-0.08945955292809644,-6.223001324720457,-3.230444491197575,0.36198436219552343,1.6700135923551658,7.630753923662518
-1.1942715158413304,-4.37427005913665,-2.653167320690911,-0.8017637005477954,-0.9942006268977287,2.1470230491176268
0.9663907689328148,-4.041262605381538,-1.6749320316059455,1.927222965152107,3.316195334002647,8.810225587199291
-1.2893619498023041,-5.892953491966598,-4.300655756080447,1.866667431559899,2.321844768985097,9.409305153951975
0.23296344452977213,-3.6330219115554736,0.9285931874702833,-0.44071194532297364,-2.141422741297898,-0.04726953295133185
