a,b,c,d,e,f,g,h
1,2,-5.7245288378416515,-5.436262640386046,-5.658537452934909,-4.947012800781063,2,-2.6310408239878047
2,1,-4.3034955079326345,-3.304776066862911,-3.825352390215926,-1.6272402283920464,2,-0.32842862210457424
0,0,-2.3395849877525974,-3.9467773350822855,-3.8650768823453268,-3.496307916892028,1,-2.180449461073854
1,2,-2.3251157285363524,-1.86824931817726,-2.9494532342710054,-1.9517382041759375,2,-2.938047870874028
1,2,-3.3195722860494894,-0.8220581082447267,-1.356798706750772,-0.2609198690116268,2,-2.8470825522103063
1,2,-2.2949197904996934,-1.6625732840970209,-3.4097003571828064,-3.8963232563474066,2,-1.32447479477569
0,0,-6.320958352994443,-5.753045183825107,-7.794505995384114,-6.7337980461706,1,-3.192378130710167
1,1,-4.057323362697635,-3.0091949830554388,-2.742427342636465,-3.5862624946710913,1,-3.099342507021366
0,1,-3.6605225269842614,-2.2649172836699156,-3.4887126073472277,-3.5643367137486237,1,-1.6577611382279023
2,2,-2.846100651821048,-4.343567344710908,-4.978686778848529,-3.3529638113543374,2,-2.6786888733699565
2,0,-3.969193878309919,-5.151520360100946,-6.4677803456895555,-5.561024055381198,2,-1.8387062278245456
2,1,-3.4153547737639474,-2.705063482677801,-4.731579133597765,-4.486056941344292,2,-0.9753722063476942
2,0,-4.0916739818920025,-4.306550543789513,-5.735567651207111,-4.739106629961924,1,-2.1208825116143997
1,0,-5.448372282230759,-3.6363470200108443,-3.6403530022431303,-3.150445249998262,1,-3.0896126675206728
2,0,-3.8621845915894517,-3.6773589814746757,-4.562118907195251,-3.999540404843418,2,-2.2189058808526583
1,0,-3.1310630523760086,-4.565593788089126,-7.717066947819585,-6.510248421099448,1,-4.668815462520932
0,2,-3.7301495196514125,-4.4981634364954095,-6.153407893071565,-6.330775633730697,2,-2.986244992665196
2,0,-5.64769565571456,-7.897371675345135,-7.555077882640424,-6.964741477085733,2,-1.6116407734252665
1,2,-1.424215663679767,-1.1583412009626795,-2.8121380628126356,-2.5744062574192883,2,-2.0678821889422365
0,1,-3.95134398669506,-3.6397281139594435,-6.880206805693625,-7.915810180293881,1,-2.8550729214337736
1,2,-1.3561786079334428,-1.2806413177153406,-0.8275924322927972,-1.198048188542097,2,-0.8907463903659396
2,2,-3.2025357118921836,-1.6236566728624449,-2.3812641630496523,-0.26305771598582006,2,-3.1173231090622746
0,2,-1.3049544237292885,0.3935654127874051,-1.1164474460253953,-0.18172413144016114,2,-2.1661803022326502
1,0,-4.6285141831945475,-4.298902606550659,-6.110320342632726,-6.883908644034116,1,-2.7412890365887823
0,1,-3.5017711766773045,-5.13646484415416,-5.494112914362424,-6.484467290210835,1,-3.634159937574516
2,0,-3.1952819783300956,-2.078000397837837,-4.05998379806403,-3.622147698174614,1,-1.4985228860725832
1,0,-5.121770477444171,-4.066410248935595,-4.358153824419606,-2.246967291243124,1,-2.0214131983868526
0,1,-4.701122095924958,-3.8917305257680135,-4.789535240043757,-4.42629337484811,2,-1.6398666729112445
0,1,-4.2085642080283545,-2.7270844587202387,-3.922402533232889,-2.065402979828873,2,-0.1357682206714137
1,2,-2.307666049356861,-2.972494145817901,-4.2669793404823055,-3.3650485696636485,2,-3.4288952796101424
2,0,-6.325759072180514,-3.817003685995375,-5.431971722709553,-4.41072126486366,1,-2.937726281105682
