c,d,e,f,g,h,a,b
2,1,0,0,1,2,2,3.164955584140115
2,0,0,2,2,1,1,2.769901133942887
0,0,2,2,1,0,0,5.249664069614839
0,2,2,0,1,1,2,3.3702692300883816
2,2,2,0,0,0,1,5.71523215169656
1,0,2,0,2,2,2,7.09437766919231
0,1,0,0,1,0,0,-2.150712358465092
2,1,2,1,0,1,0,2.2186359283547317
0,1,2,0,2,1,1,2.612927408132136
2,2,0,0,0,0,2,2.5205346707892464
0,0,0,1,0,1,1,2.206003830959867
2,0,2,2,0,0,1,7.391982777676272
2,0,0,0,1,1,0,2.5437203611929995
2,0,2,2,0,2,0,5.43072911020292
1,2,0,1,2,2,1,0.6574013394646858
1,2,0,2,1,0,0,-2.389042217305055
2,0,0,0,0,0,2,7.460222710651804
0,1,0,1,0,1,1,-1.2453962029141228
2,0,2,2,1,2,1,6.003538165802332
1,0,2,0,0,2,0,2.119947150310966
1,0,2,2,2,0,2,10.361024671558068
1,0,2,1,0,0,2,8.529447572617896
1,1,0,1,1,0,2,2.3558792666196915
0,2,2,1,0,0,1,3.0990226968734955
0,1,1,1,0,1,1,1.7976921851177823
0,2,1,0,0,2,0,-0.5538725286244093
0,1,2,2,0,0,0,-0.0778328327399107
1,0,2,1,2,2,1,5.2646398916857455
2,0,2,2,2,1,1,6.657478616057174
1,0,1,1,2,1,2,3.8163173235913987
1,0,1,1,0,2,0,2.640327204779694
2,2,2,1,2,0,0,2.3396034441966425
1,2,0,2,1,2,1,-0.21036879501343786
0,2,0,2,0,0,1,0.589771934329612
2,1,1,2,0,1,0,1.4367563081723917
1,1,0,1,1,2,1,-0.11115298265715512
1,1,0,2,1,1,0,-1.0813358302760037
1,1,2,1,0,0,1,5.43724735298341
1,2,2,1,2,1,1,2.4532869746898505
0,2,1,2,2,1,2,1.29903840286787
1,2,1,0,1,0,1,2.237189270241366
2,1,1,2,2,2,0,2.118639323838036
0,0,2,0,2,0,2,4.52527173699518
1,2,1,1,2,1,2,1.804608200530892
0,1,0,1,0,1,1,0.7412358638272104
1,2,1,1,2,0,0,-0.07807171692118703
1,1,1,1,1,2,1,1.4178040689627511
2,2,2,1,2,1,0,2.1895903427650185
0,1,2,1,2,0,1,3.443236672801671
0,2,2,1,0,1,0,0.4557333602801644
1,2,1,1,1,1,2,1.5717366051412103
2,0,1,2,0,1,1,4.209050861329542
2,1,1,1,0,2,1,3.5729557548633895
0,1,0,1,1,1,2,1.1201654195045498
0,2,2,2,2,2,1,2.241859182636711
2,2,2,2,2,1,0,1.2504926026404026
0,2,2,0,1,1,0,0.05712867627132173
2,1,0,2,0,0,0,1.2615836193774723
0,1,0,0,1,1,1,-0.2931814528507165
2,1,2,0,2,0,0,4.009111739761593
0,2,1,2,2,2,1,-0.2958836025659706
1,0,2,0,0,2,2,6.255148847228497
1,1,1,2,0,2,1,2.1280014075602116
0,0,1,2,2,2,1,3.819705852880406
1,2,1,2,0,0,1,1.200971493399875
1,1,2,2,0,0,0,1.8001960106515904
2,1,1,2,0,2,0,1.0477529112346138
2,1,2,0,1,1,0,3.7208502972759305
1,1,0,2,1,0,0,-1.3235139971808467
1,2,1,0,1,0,1,1.665303283063141
1,1,2,0,0,2,2,6.232843760749031
1,1,2,0,2,1,0,3.2889831804046485
2,0,2,1,2,0,0,6.7935594722650325
0,0,0,2,1,2,1,1.5858587243723612
0,1,2,0,0,0,1,2.1757609358520407
1,2,2,2,1,1,1,2.1364655534237276
0,2,2,1,2,0,1,1.9742285235401762
0,1,0,1,1,1,2,0.7688246427605857
0,1,2,2,0,1,1,1.9616732730390578
2,1,2,1,1,2,0,2.9483082058270065
2,0,2,1,1,1,1,6.425487066380961
2,0,0,2,1,0,0,0.9781522602387941
1,1,2,1,1,0,0,2.3542105138449947
2,0,0,1,0,0,0,2.6084508503183312
0,0,1,0,2,1,1,2.7692380412492397
2,0,1,0,1,0,0,5.751809076055469
1,0,1,0,1,1,0,1.9805081860196494
2,1,2,0,1,2,0,2.9799342260627486
0,2,0,0,1,2,0,-4.285867117345133
1,2,1,2,0,1,1,1.3264919784435403
2,1,1,0,2,2,0,1.935253957171064
1,1,1,1,0,2,1,4.156711325859024
1,0,0,2,1,1,0,-0.6653204649775685
0,0,0,2,0,2,1,1.349046058177736
1,1,0,1,0,0,1,0.9177505976141238
0,1,1,0,0,2,0,-2.711097742570617
0,0,1,2,2,0,0,1.9506987820947639
2,1,1,0,1,2,2,6.427623560803904
1,0,1,2,1,2,2,4.7028235962225695
1,0,0,2,2,1,1,2.1510661321080295
1,2,0,0,0,0,0,-4.395354262007704
2,1,1,2,1,1,2,4.391193540315663
0,1,2,0,1,1,2,5.888029577617252
1,2,0,0,1,2,2,0.22358349399256544
0,2,2,2,0,2,1,0.3611970250619614
1,2,1,2,2,1,0,-0.38053963554157
2,1,0,0,0,2,0,-1.092412431431023
1,2,1,2,2,1,2,2.679178342224464
2,1,0,2,2,1,0,0.8593260256749033
1,2,0,2,1,2,0,-3.991733358934346
2,2,1,0,0,2,0,-0.9853652126818319
1,1,1,0,0,1,1,2.3640799921488687
0,2,2,2,2,1,1,2.889409790748206
2,1,0,2,2,2,2,4.86816030148985
2,2,2,2,2,2,1,3.4449382796383783
0,0,0,1,0,1,1,1.557376966919648
2,2,0,0,1,0,0,-2.1341422934704086
0,1,2,2,0,0,1,5.1762093469068
2,2,2,0,2,0,0,1.3562289745802723
2,1,1,1,1,1,0,3.0984788107917316
1,2,0,2,2,1,0,-3.1364861068187233
2,0,0,1,2,2,0,3.1432464547946006
0,0,1,0,2,0,0,1.5313207288524846
0,1,1,0,1,2,1,-0.17601652940822166
0,2,2,1,1,1,1,1.1777615204574938
1,2,0,2,1,0,0,-1.548818794776258
2,1,0,1,0,1,0,0.8526444176155616
0,1,2,2,0,0,1,3.279284408275538
1,1,0,0,1,2,0,-1.6453417190365336
2,2,0,2,2,2,2,3.0083530326440657
0,1,1,2,1,2,1,1.2117984270108204
2,1,1,1,2,1,0,0.5764951406616248
0,2,1,2,0,1,1,-0.9629740246401803
2,0,2,1,1,0,0,5.505119943151665
1,2,2,1,1,2,2,5.765482416497694
1,0,0,2,1,0,1,3.925982424162048
0,0,2,2,0,0,2,7.389529420771451
1,2,1,2,0,0,0,-0.27270923896363586
2,2,0,0,2,1,0,-0.7511861140175228
0,2,2,2,1,0,1,1.4032491497931452
2,2,0,0,0,0,2,2.1567690397417856
1,1,1,1,0,1,1,1.5058692786605234
2,1,2,1,0,2,0,2.0412573892922894
1,0,0,1,2,1,0,0.49354901163620485
1,0,0,2,0,2,0,0.015513306584743675
0,0,1,2,2,2,1,3.2476524845090133
1,0,2,0,0,2,1,5.756111830892447
0,1,0,0,1,1,0,-2.417355728676138
1,2,1,0,0,2,2,3.0166166656775544
0,2,1,2,2,2,2,1.637316903772524
1,1,0,1,0,2,0,-1.2571086047775992
1,2,2,2,1,1,1,2.3138555973136405
0,2,2,2,0,0,0,0.4597059256391306
2,2,1,2,0,1,1,2.9584176852860105
1,1,0,0,0,2,0,-2.459681428072203
2,0,0,0,2,2,1,2.9418320989928475
0,2,1,1,1,1,1,-0.7936025096293591
0,0,1,1,1,0,1,2.3134933034838854
1,1,1,2,1,1,0,-0.45492935510215426
0,0,0,0,2,2,2,3.5957749251665554
0,2,1,1,1,1,1,0.8956851747200483
1,1,0,0,1,1,0,-0.9025661457726628
0,0,2,0,0,1,1,6.212195951943814
2,0,2,0,0,0,0,4.860754303431608
0,1,1,0,0,0,2,6.1517624151106345
0,1,0,1,1,2,2,0.7424705846367798
1,2,2,1,0,0,0,1.445193351756017
2,0,0,1,0,2,2,4.292222086059791
0,2,2,1,0,0,1,2.2223255600603053
0,1,0,2,0,1,1,0.19561492788624457
2,2,1,2,2,1,0,0.4960836069469164
2,0,0,1,1,2,2,6.56671984711762
1,0,0,1,2,2,0,0.14914928463346064
1,0,2,2,1,1,0,4.190485386110199
1,1,2,2,2,1,1,3.611002305486283
