a,b,c,d,e
1,2,-2.3060344206913035,-2.877735747553048,-5.0797272713800385
1,1,-4.068673055546412,-3.922287797160057,-4.271627861071925
1,0,-3.8244528745348507,-4.428441509906512,-3.657800632513273
0,2,-4.591406084215123,-3.7686086201218747,-5.330692508093266
0,1,-4.095607368118646,-4.745692862271009,-8.378236353078417
1,2,-4.750811995123998,-3.5388349721329466,-5.52690790537777
2,0,-6.255060830227205,-6.936539898156025,-7.144664763866722
0,1,-2.3961377701860904,-2.4624326857670966,-3.3493558987418517
2,0,-3.864815018028314,-3.989418426243493,-5.1805048275684635
2,2,-3.4794802332847903,-1.6543335044099514,-2.0856651484551123
0,1,-5.262503456040896,-4.432213510424305,-5.387760071175882
1,2,-5.7245288378416515,-5.436262640386046,-5.658537452934909
0,1,-4.3034955079326345,-3.304776066862911,-3.825352390215926
2,0,-2.3395849877525974,-3.9467773350822855,-3.8650768823453268
2,0,-4.325115728536352,-3.8682493181772597,-4.949453234271005
1,0,-5.319572286049489,-2.8220581082447262,-3.356798706750772
0,2,-2.2949197904996934,-1.6625732840970209,-3.4097003571828064
2,0,-6.320958352994443,-5.753045183825107,-7.794505995384114
1,2,-3.0573233626976353,-2.009194983055439,-1.7424273426364658
2,0,-4.660522526984261,-3.2649172836699156,-4.488712607347228
2,2,-2.846100651821048,-4.343567344710908,-4.978686778848529
2,2,-1.9691938783099192,-3.151520360100946,-4.4677803456895555
2,1,-3.4153547737639474,-2.705063482677801,-4.731579133597765
0,1,-3.091673981892003,-3.3065505437895126,-4.735567651207111
1,1,-4.448372282230759,-2.6363470200108443,-2.6403530022431303
1,0,-3.8621845915894517,-3.6773589814746757,-4.562118907195251
1,0,-3.1310630523760086,-4.565593788089126,-7.717066947819585
0,1,-4.7301495196514125,-5.4981634364954095,-7.153407893071565
1,2,-3.6476956557145597,-5.897371675345135,-5.555077882640424
0,2,-1.424215663679767,-1.1583412009626795,-2.8121380628126356
2,0,-4.95134398669506,-4.6397281139594435,-7.880206805693625
2,0,-3.356178607933443,-3.280641317715341,-2.827592432292797
2,0,-5.202535711892184,-3.623656672862445,-4.381264163049652
2,0,-3.3049544237292885,-1.606434587212595,-3.1164474460253953
1,0,-4.6285141831945475,-4.298902606550659,-6.110320342632726
2,0,-4.5017711766773045,-6.13646484415416,-6.494112914362424
1,0,-3.1952819783300956,-2.078000397837837,-4.05998379806403
0,1,-4.121770477444171,-3.0664102489355956,-3.358153824419607
2,0,-5.701122095924958,-4.891730525768013,-5.789535240043756
1,2,-3.208564208028354,-1.7270844587202383,-2.9224025332328885
0,1,-3.307666049356861,-3.972494145817901,-5.2669793404823055
1,0,-6.325759072180514,-3.817003685995375,-5.431971722709553
