c,d,e,f,g,h,a,b
2,1,0,1,1,0,0.41476337711000166,1
1,0,1,0,1,0,2.831396758416469,2
1,0,0,0,1,2,8.109462551016156,1
1,0,1,2,0,2,5.8638753736936895,2
2,2,2,2,0,0,-0.7948576942815007,0
1,2,1,0,2,1,3.918383965558833,1
0,1,2,2,2,1,9.61139730190905,2
0,2,1,0,2,1,8.320218548178845,2
2,1,0,0,2,2,3.9551601167227863,2
1,0,0,0,0,2,5.565533745627527,2
1,2,2,1,0,1,2.482697235427674,2
2,2,1,1,1,2,3.9772776795777594,2
0,1,1,2,1,2,8.382826090530045,2
0,0,2,1,2,1,10.390952752369916,0
2,2,0,2,2,2,3.2495028908193113,2
2,1,0,2,1,2,4.086121492755738,2
1,0,1,2,2,1,6.982329645693258,2
2,2,0,1,1,2,1.86751248810854,0
2,0,1,1,2,2,8.3961206618146,1
0,0,0,2,1,0,4.2671105131536295,2
2,1,2,1,0,1,0.7275082865948781,0
1,0,2,0,0,0,5.309572950278389,2
0,1,2,2,1,2,8.803108499083155,1
2,1,1,0,2,2,8.050869879299782,1
0,2,1,2,0,2,4.880557449097628,2
1,1,1,0,1,2,7.833253619681902,1
0,0,1,1,1,1,8.866075037616152,2
0,1,1,2,1,1,6.540944764742386,2
1,0,0,1,1,2,8.605362642058669,1
2,1,1,0,1,1,3.192504312813987,0
2,2,0,2,0,2,-2.2320899804118923,2
1,1,2,1,2,0,5.79982440266743,2
1,2,0,0,2,2,5.645565693888273,1
1,0,0,2,0,1,3.7200005265686125,0
2,0,0,2,0,2,3.6458395690537055,2
0,1,0,2,2,0,3.8683718638392715,2
2,0,1,2,2,0,5.435085707858766,2
0,0,1,2,2,0,7.229934717304537,0
0,0,0,0,0,2,5.951794667895707,2
1,2,2,2,0,1,-0.20578324937095482,1
2,1,1,1,1,2,4.455350226969607,2
0,0,2,2,2,2,14.755676131264298,2
1,0,0,2,2,1,6.411845517520995,1
2,2,1,2,2,2,3.9315940411626356,2
1,1,1,2,2,0,4.102353723021663,2
2,0,2,0,2,1,6.9434747282587574,2
1,0,0,2,2,2,10.009882135594697,2
2,0,2,1,1,2,7.097889395710558,1
0,0,0,2,0,1,3.402643331678325,2
1,0,2,0,2,2,11.525798753551948,1
0,0,2,0,0,0,7.495815443736449,1
1,2,1,1,1,2,5.748403477067329,2
0,1,0,0,2,0,5.773204817126924,2
1,2,1,0,2,2,7.44038292390736,2
1,1,0,2,2,1,2.63064528773028,2
1,0,2,0,0,2,10.006106718639266,1
0,2,1,2,1,0,2.322015531163135,0
0,1,0,2,2,1,5.57079108339046,1
0,1,2,0,0,2,7.101069151392912,2
0,1,0,2,2,1,6.608706590296059,2
0,1,0,0,1,1,4.0872594729337886,2
0,2,1,1,0,0,0.17779695409620622,2
2,1,1,1,1,2,6.970091306056631,2
2,0,0,0,0,1,1.857513993713797,0
2,2,0,1,2,2,3.8023642050424553,2
0,2,0,0,1,1,3.2890137322263726,2
2,0,0,2,2,2,8.212079593125948,2
0,2,1,0,2,1,5.946677453370296,2
2,0,2,0,1,1,7.8398493181090405,0
