c,d,e,f,g,h,a,b
1,1,2,2,2,0,5.389352016689083,2
1,0,1,1,1,0,3.567229315513659,1
0,0,1,1,0,0,3.6524234953327577,2
1,0,0,0,0,0,2.144816766188316,0
0,0,2,2,1,2,11.642286934920461,1
1,0,2,2,2,2,12.509410798328789,1
0,2,0,1,0,2,2.812947973256802,0
2,2,0,0,0,2,0.2550032985367097,2
0,2,2,0,0,2,6.555517417305639,2
2,0,0,0,0,1,1.857513993713797,0
2,0,2,2,0,0,1.8501195655289795,0
0,0,2,2,2,2,13.514974439133532,2
0,0,0,2,0,0,2.245057767014094,2
0,2,1,1,0,0,0.3553589164859181,0
0,1,2,2,1,2,8.803108499083155,1
1,0,0,2,2,1,5.459298483891904,2
0,1,2,1,2,2,11.783827237668389,1
0,2,2,1,0,0,2.1010008348403106,2
2,1,2,1,1,1,2.6271188029390844,0
1,1,2,1,0,0,1.6935215845999008,2
0,2,2,0,1,2,7.004973038671301,2
0,0,0,2,2,2,10.21530894092001,0
2,1,2,1,2,1,7.330736099401875,0
0,1,2,0,0,1,6.649878770136729,1
0,0,0,2,0,1,3.402643331678325,2
2,0,2,1,0,2,5.232924746167628,0
0,2,1,2,2,2,8.200136638031736,2
0,2,1,2,2,1,6.568381571047755,2
0,2,2,2,0,0,2.2817254226269634,2
1,2,1,0,2,0,2.4512329290784587,1
2,0,1,0,0,0,2.469340035287397,2
2,1,0,0,0,1,0.7957150792572761,1
1,0,1,2,2,1,8.50618330218295,2
1,1,0,2,2,1,4.5562571863631325,2
2,2,0,2,1,1,-0.5121386420521512,2
0,2,1,1,0,2,4.888969114588655,2
2,0,0,2,2,0,2.4153254907702273,1
0,0,1,1,1,2,10.730417579854437,1
2,1,1,0,1,0,1.3902688498998703,0
0,1,2,1,0,2,9.6268098454952,2
2,0,0,0,1,1,3.127582036113145,2
1,2,0,2,0,0,-3.2834041902507756,2
2,0,1,1,0,2,6.129613739817482,2
2,1,1,1,1,2,6.970091306056631,2
2,0,2,0,2,0,6.821027052868006,2
2,0,1,0,0,0,0.8821094274637218,2
1,1,2,0,2,1,7.534334749792563,2
2,0,0,1,0,2,1.145836093997418,2
2,0,1,1,0,0,0.68494567739937,2
2,1,0,0,0,2,4.140146097615348,2
0,2,0,1,1,1,4.0638150076663395,1
1,2,1,0,0,1,0.3376532951162634,2
0,2,2,1,1,1,5.399429174151327,2
2,1,2,2,1,1,3.6706112231538626,2
2,0,2,0,0,1,6.602441657553657,0
2,0,2,0,2,0,6.32148991996135,2
1,2,1,1,1,2,4.777896907340524,2
1,0,2,1,0,2,9.118096960405254,2
0,0,1,1,2,0,10.540297789342514,1
1,1,1,1,1,1,4.293063408239392,2
0,1,1,2,0,2,4.867450888026492,2
1,2,1,0,1,2,4.26300078934795,0
2,0,2,0,1,2,8.239975425442958,2
2,0,2,1,1,2,8.35354935259858,0
0,2,2,2,0,2,5.515364324070472,2
1,0,1,1,1,0,4.699761945328701,2
2,0,0,2,2,0,1.7606630743745615,0
2,0,1,2,0,2,4.549680834750222,2
2,0,1,2,0,1,3.2737143322671685,0
1,0,1,0,1,1,7.193043370807525,2
2,1,0,2,1,2,2.469104698128139,2
0,2,1,2,0,2,4.880557449097628,2
1,1,1,0,2,1,8.24016006291377,1
0,0,0,1,1,0,5.1763738817118785,0
1,0,2,1,2,0,6.702530636495984,2
0,2,2,1,1,0,1.4723309837968062,2
2,2,0,2,1,0,-2.9421635845750806,2
0,1,1,0,2,2,8.867559820126719,2
2,2,0,1,2,2,3.8023642050424553,2
0,1,1,2,1,2,8.877680985061957,2
0,1,0,2,0,1,1.7289273291156673,1
2,1,2,2,0,2,3.599578631236508,1
1,2,1,0,2,0,3.895567230024989,2
1,0,1,2,1,0,5.162855169954181,1
0,0,1,1,2,1,9.707318850938087,1
2,1,2,2,2,0,4.661884021164979,2
0,1,1,2,1,1,6.540944764742386,2
0,0,2,1,0,2,9.79113690504645,2
0,1,2,2,1,0,5.2436785072199905,0
2,2,2,0,2,1,4.055249268879388,2
1,2,0,0,1,1,0.8785736774646467,0
2,1,1,1,0,0,0.46799607540927846,2
0,1,2,0,1,0,6.340210399449099,2
2,2,2,0,2,0,2.0989363116948843,2
0,0,0,2,1,0,4.052823141624049,0
2,0,0,0,0,2,4.927443170375211,2
2,2,2,0,2,1,5.117563245881246,0
2,1,1,2,1,1,0.8880296109906902,2
1,1,1,2,0,2,5.398472234924727,1
0,0,2,1,2,1,12.926455785000615,0
0,1,0,2,1,2,6.816849799148418,2
1,2,2,1,1,1,3.85998679065122,0
2,0,0,1,0,0,-0.32457163000454237,1
0,2,2,2,1,1,6.404101852643371,0
1,2,2,2,0,0,-1.3493145852866577,0
0,0,1,1,1,2,8.401309694800402,2
1,0,1,0,1,0,4.260001441295071,0
2,2,1,2,1,2,4.639582981500281,2
1,0,1,0,1,0,6.6525166893445125,2
0,0,2,1,1,2,12.801002523364417,1
0,1,0,1,0,2,4.483028624238775,2
2,1,2,1,2,2,8.845679177664847,1
1,1,0,0,2,1,3.0295749115429076,2
1,1,2,1,0,2,6.213170247622274,2
2,1,2,0,1,0,3.418418381793877,2
0,0,1,1,1,2,10.11732896538895,2
1,2,0,1,0,1,1.165791972009777,2
2,2,0,2,0,2,-0.5399113394042833,2
0,2,0,0,0,2,3.2324069044449257,1
2,0,1,1,1,2,5.2358118882023925,2
1,1,0,0,0,0,-0.3295359338839785,0
1,0,1,2,0,1,5.808669934954432,0
2,0,1,0,0,0,2.4606576318934286,2
0,2,2,0,1,2,7.68318106514977,2
1,0,0,1,1,2,6.132895163957134,1
0,2,2,1,2,1,6.603092952252305,1
2,0,0,1,2,1,8.546025692963823,2
1,1,0,0,2,2,9.050564046533399,2
2,1,2,2,0,0,-0.07172516421426706,0
1,2,1,1,1,0,0.23887269872783257,2
2,1,0,2,2,1,2.968294170357119,2
0,2,1,1,1,1,7.003760713191834,1
0,1,2,0,2,2,12.48813332679009,1
0,2,2,2,0,2,4.758313412351922,2
0,2,0,0,2,2,7.516066105805328,0
2,2,0,1,1,2,1.86751248810854,0
2,2,0,2,2,0,-0.9550833814919808,2
2,2,2,1,0,0,-0.2984109108623342,0
2,0,1,0,1,0,2.7747541454033113,2
1,0,2,2,1,1,6.809048401289683,0
0,1,2,2,1,0,5.412525589918749,2
0,2,2,0,0,2,6.700440595470805,1
2,2,2,2,0,1,-0.2566818836668616,0
2,2,2,2,1,2,4.356526988296941,2
2,1,1,2,1,0,1.7207816251385415,2
0,1,1,2,0,0,2.6508090357803433,0
1,1,2,1,0,2,7.087537351937529,2
1,2,1,1,0,0,-0.16328202371435907,1
0,0,0,1,1,2,8.592945577374683,1
2,2,0,0,2,1,3.3808586119563273,0
2,1,0,1,0,2,1.576409985821249,2
0,0,0,0,1,0,4.335166176582969,2
0,1,2,2,0,2,6.396575765216451,2
1,0,2,2,2,2,9.46142231207996,1
2,0,2,2,2,1,7.469059964944257,0
2,2,0,1,1,0,-1.728636425265258,0
1,0,0,2,2,1,6.411845517520995,1
1,2,1,1,1,0,0.39311388685674953,2
0,2,1,0,2,0,5.317485154120699,2
1,1,2,0,2,1,10.09104897235975,0
0,2,0,2,1,2,6.266731312963153,1
0,0,1,1,1,2,10.185996559348101,1
1,2,2,0,0,0,-0.907598355576438,2
2,2,1,1,1,0,0.4132248414474702,2
0,2,1,2,2,0,4.594268614549128,2
