c,d,e,a,b
2,1,1,2,0.4589537447587585
2,0,1,1,-1.5145722710342193
2,2,2,0,-1.936738241378871
2,2,1,2,0.0680517517174718
1,0,0,2,-2.707233863359974
2,2,2,1,-1.1318860385068141
1,2,1,0,-2.2273444133946683
0,1,1,1,-0.2933853907611665
2,2,2,0,-3.0641384602055877
1,1,2,2,-0.21392706753699553
0,1,0,1,-2.797661605715069
1,0,1,2,-1.201827769147401
2,2,0,0,-2.54024902718489
0,0,1,1,0.0009280809667280288
1,2,1,1,0.3427158367536399
0,1,1,0,-1.9636983265588634
2,1,2,2,-0.21947480747319315
1,0,1,1,-3.2131813721569293
0,2,1,1,-0.24893732158472895
0,0,1,1,0.6732955298966519
1,1,0,2,-0.795150237041861
2,2,0,2,-0.2414946093794746
2,2,2,1,-0.2301429172509737
1,2,0,0,-1.227750217640496
0,2,0,1,-3.2032701077655155
2,1,2,0,-4.006758570754844
1,0,0,0,-3.0314790858329843
2,2,1,1,-0.49474082877533165
0,2,2,1,0.1078145002607449
0,2,1,2,-0.050521950568199026
2,1,0,0,-4.260555477593422
2,0,0,0,-4.302074451777997
1,1,2,1,-4.146036281419469
2,1,0,0,-2.5601502791632167
2,2,2,0,-2.1024370933176075
1,1,0,1,-1.8224156244872778
2,0,0,0,-1.9551814959042617
0,0,2,1,-1.1241058414067646
0,2,2,1,-1.3745991853152806
2,2,2,2,-2.4425087931091793
1,0,2,1,-1.4871144743503306
0,1,0,1,-1.0608223092776736
2,1,2,2,-0.40880267838597145
0,1,2,2,-0.16265396430080026
2,2,0,0,-3.080473715430751
0,0,0,1,-0.3154629446548065
2,0,2,1,-2.856113965999327
2,0,0,0,-2.284837607733146
2,0,2,0,-4.719815576430865
1,2,0,0,-3.0536201482248924
1,2,0,2,0.9992510261913956
2,0,0,1,-2.1591786887747957
0,1,0,1,-0.7762599326534512
2,0,2,1,-1.6597308241382127
1,0,2,1,-2.2093542108427617
1,0,2,1,-0.7405457299098994
1,0,2,0,-3.476836548654544
1,1,0,0,-4.3144726914289055
0,2,2,1,-2.0074508539108744
0,1,1,1,-0.0649911261527204
0,2,1,1,0.18970537441868662
0,1,2,1,-3.1816481351052004
1,0,2,1,-2.82873857425079
2,0,2,0,-3.6141892312197603
1,0,1,1,-1.4714586189414662
1,0,1,0,-3.617684282588847
2,2,2,0,-2.5424240741727027
1,2,0,1,-1.7161842770543139
0,2,0,1,-0.4342701551137367
2,1,1,0,-0.5169037479582259
1,1,0,2,-1.0733072015333496
1,1,0,0,-2.925774379736166
1,1,2,0,-2.392217618909834
1,2,2,0,-2.9383379154939293
0,2,1,1,-1.3526358141112624
1,2,1,1,-0.9277953177886689
2,1,1,0,-1.9608382229199264
0,0,2,2,-3.015643306454883
1,2,1,1,0.17448545019992281
0,1,0,1,-0.8864668640025407
1,2,1,2,-1.1042162384003478
1,1,1,0,-1.5086061897175664
2,2,2,0,-2.13398876131956
0,1,2,0,-2.408862868493014
0,2,2,1,-1.2171495300627573
1,2,1,1,-1.4411733887945828
2,0,1,0,-3.2964501508593314
2,1,1,0,-1.296601483363497
0,1,0,0,-1.7231832872007944
0,2,2,1,-3.418398133002172
2,2,2,0,-1.5683263862516443
0,2,2,1,-0.014588756671526149
2,1,0,0,-2.479050618086517
0,1,0,1,-1.0659800417598082
2,1,2,0,-3.02750116986162
0,2,1,0,-1.460951600380753
1,0,2,0,-4.8610912423107955
1,1,1,2,-2.271840368931573
0,0,1,2,0.08900332457801075
1,2,1,1,-0.9725690365873938
1,1,2,0,-2.987669775952378
2,1,1,2,-1.1062294717977619
2,1,2,1,-2.5986201228876387
1,1,0,2,-1.1013344435391499
1,2,1,1,-0.7171513029985984
1,1,2,0,-2.154170932954249
1,1,2,0,-2.0796035119693554
2,0,2,2,-1.1053803952720056
0,0,0,1,-2.085617539911502
0,1,2,1,-0.036821679937875995
1,2,2,0,-3.1893565770832404
0,2,2,1,-1.259145628162087
0,1,0,1,-0.4834927172666603
0,1,2,2,0.12040609572912042
2,1,2,1,-2.6104140691483355
2,0,2,1,-2.209041654513329
2,0,0,0,-1.67593943906674
1,1,2,1,-0.888281156589828
2,0,0,0,-2.8387975034542277
0,0,1,1,-1.5419033413427676
2,0,1,0,-2.4178617777099114
1,0,1,1,-0.8177699617369171
2,1,2,0,-2.576806213948301
0,2,0,1,-1.2483820359201
1,2,1,0,-1.0447570719079693
2,1,1,0,-2.004096587441969
1,1,1,0,-1.0016055270521615
1,0,0,1,0.8082559406563434
0,0,0,0,-5.236986639326075
1,1,0,2,-0.6034842192545538
0,1,1,1,-1.3763729434733203
0,0,1,1,-0.7468160703888609
2,1,1,0,-1.2794675856206088
1,0,1,0,-1.4799159199448324
1,0,0,2,-0.46002595998945006
1,2,0,1,-0.795152674026605
2,1,1,1,0.9418088986257631
0,1,2,0,-5.094669447818495
1,2,0,1,0.6028785061212367
0,2,2,1,-0.8291486100668293
1,2,1,2,1.5607254181430759
2,1,0,0,-3.545900486721826
1,2,1,1,-0.8183439904682877
2,1,0,0,-2.18008644773553
1,2,0,0,-2.1403933502923045
2,2,1,0,-0.632577348027887
1,1,1,1,0.6865619291564207
0,2,2,0,-4.1052127464220725
2,1,0,1,-0.21642400100294046
2,2,2,2,-0.2995332156743964
0,0,0,0,-3.663781861124548
2,2,0,0,-3.3867608533546014
0,1,2,0,-2.247322885652952
2,2,2,1,-3.192379147924207
2,1,1,0,-0.677631047709757
1,2,0,1,-2.479679627267778
2,0,0,1,-1.8448209531564717
0,0,1,1,-1.4433874852360313
0,1,1,0,-0.5824263767205855
0,2,2,2,-0.9124097597122132
1,2,0,0,-2.817494022100507
2,1,0,0,-2.832627437851507
0,1,2,1,-0.34170711611509863
1,1,0,1,-0.8616559455244863
2,2,0,2,-0.6950377600719714
0,1,1,2,-0.38217310355808165
2,1,1,0,-2.8932021495339164
0,2,1,2,0.6531266401685658
2,0,2,0,-4.792283589712979
1,2,2,1,-0.23418467304284363
1,0,0,0,-3.113148784427865
0,0,2,2,0.5347822929113104
1,2,1,0,-2.2234913317473124
2,2,0,0,-2.018307710010344
0,2,2,1,0.5940769389638934
2,2,0,2,0.8819818617426043
1,1,1,2,-0.6237091120925988
2,1,2,1,-0.9646829914303151
1,0,0,2,-1.6335331800831423
1,0,0,2,-1.3535766691040725
0,0,1,1,-2.0228990838929404
1,0,2,0,-3.329498126703378
0,1,0,1,-3.214234913062963
1,2,1,1,0.14754934300513012
0,2,1,1,0.24421694147801054
1,1,0,0,-2.761153996509319
1,2,2,2,-2.1305758582022416
0,2,2,1,-0.21567889910770688
2,2,1,2,1.055116942375827
1,1,0,0,-3.2597496815664115
2,0,0,0,-3.3146609817720645
0,2,1,2,-1.236016963464814
0,0,1,0,-3.48541044484607
1,1,1,0,-2.0715462472907396
