a,b,c,d,e
0.8242873759764425,1.1387915368969144,1.2190153768485399,2.754673703038943,-6.104355609029904
0.722034422659204,-1.8808881848862957,4.509818347428821,1.9657333432207134,-2.0415236509208152
-0.9082575129676725,0.4829130655722349,3.729057806716309,2.52506241008967,-5.490490310435105
-0.4977713562029589,-0.5020379547615818,3.3722212050144806,3.3850348014518303,-6.164479509298887
0.6057131279533329,-1.3541567338578762,5.974963765825725,-0.10898936990613972,-2.3328646629630314
-1.6976786020842596,-0.4554558698716723,4.533959392626857,-0.7095308825643005,-0.8519796891804239
0.7772288109823667,0.13951336185822855,3.4132599347769426,1.8178382661081176,-1.2685328339024857
-0.8394498883349977,0.6969306493720648,3.0024846198167148,2.1223063510524383,-1.9187653763953594
-0.4217756438844333,-0.5716250860984902,5.984957978041078,1.0753146412904233,-0.07035710776862591
1.4433399342491566,0.21154431188535341,3.9449626785318896,1.8199574324973655,-3.123224952665776
-0.06448288782689197,-1.0072020751433164,5.64449274892992,0.12663015600954858,0.2703021567691425
-0.30187914508096503,-0.7510026341488043,7.41858885591504,1.395084693453314,1.5564897013335608
0.2814131031772033,1.5839387914712488,2.468243343172117,2.0034805075111874,-0.4398396468108272
-0.09394490048932266,0.2066488934964621,3.071728746802308,0.6513675852651288,0.8112197741148853
-0.6259090209943582,1.5044681614569524,3.121879022687387,-0.09712725164110769,1.1434742814300036
0.24985754536975244,-0.6824443757603825,3.3872777563675083,1.2671423024582296,-1.7174533596760055
2.136829833930069,1.0409621881968563,1.9150512470618954,4.3334750653146,-13.366322068630874
0.9196307357367628,0.03441516424203635,2.68442605034718,2.086207761220097,-4.039041342188503
0.43790573361922813,0.8759761019452796,4.410093823372367,0.6720198912700226,-2.0598109052298605
0.25728420615046677,-0.03509897029221298,4.1255048853116705,1.4932425868938806,-1.270514072302934
0.7977890697790292,1.653314101495984,2.3268927745066033,0.5401719027137579,-2.368979464327306
0.6240881317831657,0.16656213693141075,2.4923194006989844,3.8001961959617567,-10.20987026213137
-0.8567355971305933,-0.24703070491929635,4.58538713949051,-0.10589584697108245,-1.189506774274906
0.5070579757016108,-1.0431731853894681,5.487505175939637,-0.5423073607641454,-0.17012134412484875
0.052237921489733614,-1.1462348481975342,4.173784382195898,0.8730627705550582,0.001423189399463065
1.7158566820432466,1.2297528447323969,3.5034243814688555,3.1243093775220325,-7.887531270477183
-0.21107603284996324,-0.8340644066345169,3.8603914543077775,2.648480021520898,-5.357743313081117
1.2517617977519637,0.3745839503676658,4.284203311174209,1.9528474922849397,-2.7334009490208993
-1.1556848411709155,1.0040521237631164,3.11055314762759,2.523852247029689,-4.972713899337958
0.3129126749262291,0.9572964642312644,2.3418809199600807,0.23642186249036734,-0.9419600304109458
-0.7114407717623863,-1.0332989235436454,3.1928040414704686,3.463459031322648,-7.3634115313072535
-0.8773788065405665,-0.1651677141037926,3.8619789855697224,2.021053970710211,-2.3197585845726074
0.78532272478865,-1.1615844203489922,5.051571403802161,0.24031240424722022,-0.22823050156719216
-0.9831428006151512,0.29553842438193667,5.039268940059451,-0.26150921504339975,0.9920387620123359
-0.1381096183332893,-0.5357522836428157,3.771769614865139,2.155910005427831,-3.5557713432502154
-0.7019839861971033,0.1599517985634097,3.195060636066004,0.7735834407487343,0.4418486174608521
0.3959208675416461,-1.4585628017835592,3.622673282122322,1.3170034567848443,0.11939308002935789
0.2776186708645915,-0.7718170782670928,4.908450602521165,2.773393932292443,-5.659461263810238
-2.164781087673153,-1.0551172695799822,4.30831505606873,0.760108759225508,1.531167614060534
0.7012876668716292,0.5545662903721407,1.8797065204369536,2.3845973354277663,-2.7379880809819084
-0.6093881964267575,-0.599283056678328,3.951426341503157,1.418802627155252,-2.5249046681740244
2.007804255918723,-0.12030309533040207,3.4212311289161907,3.185821268668998,-6.366589130423894
0.8842422623131226,0.3195652471983256,2.26286318388092,1.636035393512886,-2.839443296136609
0.9566515018847626,0.7302002678944298,2.975809674073931,3.0565132891122198,-5.1453019629380865
-2.3525533092408057,0.10144119138772106,2.7702611207011656,3.2542016197594945,-5.314860260521304
1.753712794966784,0.4389521718753228,2.4778102901331045,2.8086277902880523,-6.378136839602917
0.06708310924506602,-0.37293171225762023,3.9602382672269005,1.2950179460508089,-2.0898346868279525
-1.3003327469693653,-0.07144672501137228,1.9805679459652685,3.065682249424758,-6.224706067851447
0.33223357603025605,-1.2467674522603245,4.6828064131057205,0.2761679660419978,1.0816762083933076
1.2986952624944872,-0.4642280664870292,3.728946056023808,-0.5644581970864495,-0.03023987058578148
-1.5423138619238046,1.0230260056932252,1.754026105024952,2.8057689237123453,-3.754469943168644
1.0691512188841281,0.28862350795428837,4.974777570936686,-0.07598350903384599,0.038834468160786256
-0.2941877907621263,-1.489572050473875,4.861969482966346,0.8747637737509809,-1.055364200300053
-0.5310421138750543,-0.6891352871715986,3.5313023453753014,2.078509802110421,-2.916127254647507
-0.38991965981720655,0.32669191040730083,1.5969300534094197,3.541025068457914,-7.667597598777409
-0.7861305125732092,-0.05604862325722617,2.855074407132136,0.8139446840392628,1.0909488649770585
0.21933300414694584,-1.245150204267028,5.829644774273001,1.588128917498525,-0.774426570339878
0.2671874734516472,-1.5653304747569838,2.1840840795148413,2.563953425452127,-5.7526690564746765
1.0407786232958904,0.22300674411844107,3.6379621373351307,1.3601526122213121,-1.2494175830863066
1.391122156978565,1.8117614924795633,1.7614142069559553,1.8665050979453737,-5.2651048246817
-0.29251659629470006,-0.5853299694829335,4.43947322658544,1.2590261759920984,-1.1364526998277245
1.0738755335889276,-0.7534977271602799,6.612004014170396,1.1963854123041682,-1.3613036633943687
-1.1147424236014953,-0.7638244334777355,5.529605890815736,0.9149687294678698,-0.8302455857196107
0.642837966698953,0.7757740123644524,3.0173374832761297,1.1556706235854937,-0.5143004353244969
-1.0519619429311695,-1.857392551466766,3.8500137519774444,0.6998511641140008,-1.047652624053698
-0.5298651471801137,-0.7427752042425961,5.128912871245277,0.7020081728541204,-0.4451075647204738
0.6092533496496614,-0.2982355601252929,3.0413191282167156,0.6779233852999875,-0.33058431299614605
