d,e,f,g,h,i,j,a,c,b
2,0,0,0,2,1,2,-6.335900687979404,1,5.076171009980453
1,2,0,0,2,1,2,-1.4202743051037894,2,6.757087772939888
2,1,1,1,2,1,0,-1.9123827482143592,0,3.203146471429122
0,2,2,2,1,2,0,3.096430202730434,2,4.902257047907199
1,0,2,2,1,2,0,-0.0709370180158164,0,4.351581207792478
2,1,2,2,0,0,0,0.3540485370922727,1,4.995218424262739
1,1,2,2,0,2,2,-1.2511737009181276,2,6.830783575799888
2,2,2,2,2,2,2,-4.341574944527922,2,9.1483069509012
1,0,2,2,0,2,0,1.1487969011750525,2,8.90872517476001
2,2,1,1,2,1,0,-2.7648471078565553,1,7.14000217292377
0,0,0,2,0,0,2,0.44267970717219085,2,7.138328080374647
1,2,2,2,1,1,1,1.3605346095300161,2,10.243748034827373
0,2,0,2,0,2,0,4.666789491954454,2,5.813107772075354
1,1,1,1,0,2,1,3.5695766729232252,0,5.042795642282785
0,0,2,1,2,1,0,0.8126591196632229,2,9.694889384062982
1,1,2,2,1,2,2,-1.0803177016343422,2,5.784946244187848
1,0,2,2,0,2,2,-2.1348487303408903,2,7.80678103863232
1,2,0,2,2,2,0,0.07760186020450616,0,4.70486513982941
0,1,1,2,1,1,0,2.4299672171344913,0,6.681332561464956
0,0,2,1,0,0,1,-0.016384933434862026,2,8.003976137576872
0,2,0,1,1,0,1,2.7054202825209113,0,4.569808379516745
0,0,2,0,2,1,2,-2.5738610271630296,2,6.978528248510699
0,0,1,2,1,1,1,0.9193947806849961,0,5.231305933727253
0,1,0,1,0,0,1,3.1244949345442867,1,5.805500191290696
2,1,1,1,0,2,0,0.36358089704640917,2,6.713707473257509
2,0,0,2,2,1,1,-4.540488149364857,0,6.421320257546948
2,0,2,1,2,1,1,-5.779489791798643,2,7.641053426032499
0,0,1,1,1,2,2,1.0643745340975983,2,7.670398240415096
2,0,2,1,0,0,1,-3.878855546393246,1,6.485605672488128
0,1,2,0,0,0,0,4.530916430038206,0,2.436721997430779
2,2,1,1,2,0,0,-1.1220811534470154,2,7.21552417458944
0,0,0,0,1,1,1,-0.3164812577215852,2,5.186465108113777
0,0,0,0,2,2,1,-1.1975418811766663,1,3.7434702116973373
1,0,1,0,2,1,1,-3.992646971924712,0,6.856609645576653
2,1,1,2,0,0,2,-1.4224757840386035,2,7.713272434045898
1,2,1,0,2,1,2,-3.1801903363988195,2,7.150563901772173
1,2,1,2,0,1,0,2.9930688136041517,2,7.569370351140959
0,1,2,1,1,0,2,1.9491018255791368,0,6.339889525683983
2,2,2,1,0,1,2,-0.8121186640491073,2,6.949670084194979
2,2,2,1,2,0,1,-6.0152598919497375,1,6.749213780378362
0,0,1,2,0,2,1,2.337424984535266,2,7.8585990633327025
2,2,1,2,0,1,1,-1.08128560118672,2,6.02236370148361
0,2,2,1,2,1,1,1.0573124241071805,0,4.837723399559499
0,1,2,0,0,2,2,0.2564880992621228,2,8.130205045680452
2,2,1,2,1,0,1,-1.6080644115709721,2,7.10700798380635
2,2,0,1,0,0,2,0.8614249796569893,2,7.7275652823922325
1,0,0,2,2,1,0,-1.758248236413696,2,7.93407156476757
1,1,1,1,2,2,1,-2.793700890693651,0,5.613651702267674
1,0,1,0,2,1,2,-5.005890051124849,2,7.918032957388887
2,1,0,2,2,2,0,-3.0771461698193523,2,7.787111454588154
2,0,0,1,2,2,0,-5.132368247525106,1,5.452020382318158
1,1,1,1,1,2,0,0.7051288674373235,2,6.5376046774107905
0,0,0,2,1,1,1,1.3855929662049233,1,7.970709267651037
0,1,1,0,1,1,1,2.272035885848484,2,9.52177848364954
1,2,2,0,0,1,2,0.16834094392619592,2,6.7899423336960165
1,1,0,0,0,2,1,-0.5766933763523585,0,2.428487283688603
2,1,0,2,0,2,1,0.1560501431239314,0,3.7935932873708342
1,1,0,0,0,2,2,-0.32737753978488704,1,7.145154831271235
1,0,0,1,1,0,0,0.23337222984560246,1,4.60973711108279
0,1,0,2,1,0,0,3.3953038083589115,2,6.89126840220363
2,0,2,1,0,0,1,-2.8617309965801097,2,6.538885772496202
0,2,1,1,0,1,2,2.7682267444882447,2,7.392844191608364
2,2,0,1,1,1,0,-1.5000691373785138,2,4.888547689843479
2,1,2,2,1,0,0,-0.4986189802818582,0,3.5976381047861254
0,2,1,2,2,0,0,2.4566154043819566,2,7.654567702820337
1,1,2,1,0,1,1,0.8993457536203342,2,9.225496505362349
2,2,0,0,1,0,2,-1.8229835325163282,1,4.897990453533648
0,2,2,2,2,2,1,0.1746752510983374,2,7.525778092477088
1,0,1,0,1,2,0,-1.8893845285429491,0,3.9049924664867297
0,0,0,1,2,2,2,-0.8721167778084958,1,3.5127981976706133
0,1,0,2,2,2,2,-2.3507357797457837,1,4.656069747756522
1,1,2,2,0,0,2,2.251953810179545,2,8.355837425335723
0,2,0,0,0,2,0,3.250449453863247,1,4.8750110990758575
0,0,0,1,2,2,2,-1.2902661746659214,0,4.331930488428927
2,2,2,2,1,1,2,-1.2883722373795585,0,2.9345467073661156
2,1,1,2,2,2,1,-1.7621917195792571,2,6.118441149899364
2,2,1,2,1,0,2,-2.1535211952892666,2,6.748216656412049
1,0,0,1,1,0,0,1.440880467510458,2,8.601425382634881
0,1,2,0,1,0,2,1.8012476728513824,2,8.657995916990501
2,1,2,2,2,1,1,-5.339647577071386,0,4.375551328334574
2,0,2,2,1,1,2,-2.6740475551484533,2,6.761787231154977
1,2,1,1,2,1,0,0.4458634932686148,2,6.2303009706312364
0,2,1,0,1,2,1,4.088204062064175,2,6.252849898101559
2,2,1,2,2,1,1,-3.6729800611821646,0,7.559650109831974
0,2,1,0,0,1,1,2.5275822302096826,0,6.560473675732558
0,0,0,1,1,2,2,-0.21614179589311722,2,6.806000855787795
0,1,0,1,0,2,2,0.7748087842034517,1,6.4452226831242285
2,0,1,2,1,1,2,-2.370081772839088,2,6.17743456672622
0,1,1,1,2,0,2,-0.608405321392181,2,6.235932197192151
0,0,1,2,2,0,2,-0.9354778402487396,0,5.1326258315077595
1,1,0,0,2,0,2,-2.0022016759335055,2,7.612488214058207
2,0,0,1,1,0,1,-4.3297305165301925,2,8.927484310993368
0,0,0,2,0,2,1,1.98887043007754,2,7.271498398406644
1,2,2,2,1,2,1,0.6929372726815066,2,6.9353569502722845
1,2,2,2,0,0,2,2.3021136348180224,2,6.919411027793946
1,2,1,2,1,1,1,-0.08339524281739297,0,6.672325099788592
2,1,1,1,2,1,2,-4.746202464683705,2,7.695366285682622
0,0,0,0,1,0,2,-0.36922770181593256,2,6.166295401284111
1,0,0,1,2,1,0,0.08281704014863833,0,4.4678490080998845
2,1,0,2,1,0,2,0.8518600144961577,0,5.181522370649441
1,1,1,1,0,0,2,0.4645784689087006,2,8.236628854687655
2,0,1,2,0,0,0,0.35588677460621365,2,7.2893873315851225
2,1,2,0,2,2,1,-4.939134886557774,0,5.667746413549871
2,0,1,2,2,1,0,-4.014262374485272,2,8.209483463420579
2,2,2,1,1,1,2,-0.5414097538565619,1,4.508336132944213
1,2,2,0,1,0,0,4.560600702032662,0,1.565693012488035
0,1,1,2,1,0,0,4.878073373575538,0,3.411172764192125
1,2,2,0,2,0,1,-2.909346614015243,0,4.645639276409022
1,1,2,1,2,1,2,-2.4098245692665277,2,6.775268981624564
2,1,1,0,0,1,0,-0.7986058578700991,0,4.016432641207102
1,1,1,2,1,2,2,1.0980147437625427,2,8.879191289564828
1,0,1,2,1,2,1,-0.29878719023058603,2,6.654623063086354
0,0,2,1,2,1,0,1.1731427537881163,1,6.329929495007695
1,2,0,0,0,0,2,1.891838975403791,2,5.828823717429719
0,1,0,0,1,0,1,3.185730634929154,2,5.950608146646151
1,1,2,2,2,0,0,-1.2529023752422885,2,6.735628672893087
0,0,1,1,0,0,2,4.157166533163661,1,3.735811730194828
1,1,1,0,0,0,1,0.9263286664507616,2,7.235930645029809
0,1,0,2,1,1,1,2.348153788295882,2,8.148077934304094
2,2,0,0,2,2,0,-1.813289892757476,0,4.21509426323814
2,2,1,1,0,0,2,0.280492011387488,0,4.213232653711087
0,0,1,1,0,1,0,3.4270706680105896,0,3.955660383047396
2,1,2,1,1,1,1,-1.1733564264487701,0,3.44992783974506
0,0,2,1,0,2,2,-2.005592357162763,2,5.661879491017543
2,2,1,2,1,2,1,-0.3679299984552,2,5.428775263245039
2,0,1,2,2,1,2,-5.6166275386059334,2,6.686223157117416
2,2,2,0,0,2,0,-1.8893335471993056,2,6.431474025156213
1,0,0,2,2,0,1,0.21466539625741987,2,5.937197661236973
2,1,1,2,0,1,1,-0.7636880022998804,0,4.635322050413217
0,0,0,2,0,2,2,1.920110413686158,2,7.009502592850061
0,0,1,2,1,2,1,1.1795218729452632,1,8.006830235416267
0,2,1,0,2,0,2,0.4303597989272884,0,4.977489522508488
1,1,1,2,1,1,2,1.03782417750538,0,7.876987782799929
0,2,1,0,0,2,0,3.917889320709435,2,7.143345251969455
1,1,0,0,2,2,2,-2.6974416141755984,2,5.293550986452697
0,1,2,1,2,1,2,-2.826228267280004,2,6.942487598034206
0,1,2,0,2,0,0,0.22810056541153,2,8.08075444352385
2,0,2,1,0,1,2,-4.215285452593834,0,7.420851274932646
0,0,0,2,2,0,1,-2.1668819021159686,2,4.820303524863742
1,0,2,0,0,0,0,-0.5376517933930578,2,8.943876589644045
2,2,2,0,1,1,2,-2.0747686446719826,1,6.067920292316373
2,2,0,1,0,0,2,-0.7472892257912086,2,5.461582476413737
1,0,0,0,2,0,2,-3.0060475508572533,0,4.378052819195032
2,0,0,1,0,0,0,-0.7275574775878928,2,6.040885549591264
2,1,0,0,0,0,2,-1.250578867266644,0,2.90339136630612
2,0,1,2,1,1,2,-3.280705040293905,2,6.100816768475276
2,2,2,1,0,1,1,-0.03148075756177615,2,6.608553386791287
1,2,2,1,2,0,1,-1.0053124319974927,1,6.360724259702232
0,0,2,1,0,0,1,2.1446654523360738,2,8.967075319185872
2,0,0,2,2,1,2,-6.936377860364308,2,6.670865549715975
2,0,1,2,1,2,1,-2.268394486795019,1,7.119413638052526
1,2,0,0,0,0,0,3.359467131390306,0,6.005615728607954
1,2,1,1,2,0,2,-2.7576952494680915,2,6.934019685649719
1,0,0,1,2,2,0,-1.53763028573337,0,2.4919742457816563
1,1,1,2,1,1,0,0.4892751427331392,2,8.819427299835201
0,2,0,0,1,0,2,2.285640527364163,2,8.20588907756846
2,1,1,2,1,0,2,-1.5187089379816703,0,4.339194468769989
1,1,1,1,2,2,1,-2.1389135627857856,2,6.87170898686313
0,1,1,0,1,2,2,1.6772490764787946,2,7.797623203077926
1,0,0,1,0,1,1,-1.2506562105829404,2,6.058464551998617
2,2,1,1,1,0,2,-3.141790699410242,0,4.904844196048909
0,1,2,2,1,2,2,0.057125096973036804,0,3.547492944213441
0,2,1,0,0,2,1,2.2789348789207486,2,7.192546598993501
2,1,1,1,0,1,2,-2.1296832093337468,2,7.121711836329393
1,0,0,2,2,2,0,-2.0493829489995665,0,3.6136630556784537
1,2,0,0,2,0,0,-1.6518223741676503,2,6.738723166973062
1,1,0,2,0,0,0,3.0386427028957144,0,5.4556411409769545
2,1,1,0,2,2,0,-4.039261429374889,2,8.251542885766122
0,2,2,1,2,1,1,-0.23040797579873523,1,6.430547070071991
1,2,2,1,2,0,2,-3.227087719451897,2,7.253982760571763
1,0,2,1,0,2,2,-2.1709011295784766,0,5.5009661242305175
1,2,0,2,0,1,0,2.4478823806183354,2,6.720585079977955
2,1,1,2,1,0,2,-3.6091145987795983,2,9.901977738713843
0,2,1,1,0,2,0,3.7355323239555256,2,7.660148351411786
1,2,0,2,0,0,2,2.048486069684197,2,9.08808652845946
2,2,1,1,1,1,0,-0.4012639015334095,0,4.389128574906743
0,1,0,1,2,2,2,-2.2342591036988133,2,7.36034946886816
2,2,2,0,2,2,0,-5.752748564775278,2,9.430140307696451
1,1,0,2,1,1,1,-0.36059882042859637,0,2.8332890222551894
1,2,0,2,0,0,0,3.089172224763196,0,5.656971477244097
0,2,2,1,2,2,2,-1.6023270989354463,1,4.968963077919405
0,2,1,0,0,2,1,0.4614083869318786,2,7.346765281986386
1,0,2,1,1,0,2,-0.9702763042490934,2,6.097841568842112
0,2,0,1,1,2,1,2.786442017637067,0,5.558690449944333
2,2,0,1,2,0,1,-3.0080946651414195,2,8.949395929884616
1,2,0,0,2,1,0,0.1495792058722401,2,7.442811865865766
0,0,0,1,2,1,2,-0.4853121314049429,2,5.761621732102199
2,0,2,0,2,0,1,-6.872981027510239,2,4.914950987017237
2,1,0,2,0,2,1,-0.8507809191636742,2,8.1619394688285
