d,e,f,g,h,i,j,a,c,b
0,2,2,1,0,1,0,4.430776123772818,1,5.297695513968688
0,1,2,1,2,1,0,1.1411440263482477,2,6.590281308276687
0,0,0,1,1,0,1,2.2211412723901396,2,9.311816360415667
1,2,0,2,2,2,0,0.07760186020450616,0,4.70486513982941
2,2,1,0,0,1,0,-0.7704494682774092,0,4.5960921946361974
0,1,1,1,1,2,0,3.3319913826432006,1,5.112007409669265
2,0,1,1,0,0,2,-3.046348128077246,2,8.985767459278014
0,2,0,1,1,1,2,1.2842279765972355,2,9.267411694541119
2,0,1,1,1,0,1,-2.083324422146897,2,7.747457554241263
0,1,0,2,1,1,1,2.348153788295882,2,8.148077934304094
0,1,0,0,0,1,2,1.5434375400503075,0,5.5562013289098084
1,1,0,1,2,1,1,-2.16692209821322,2,6.4879052475527335
1,0,0,1,2,1,1,-2.8044514674944274,0,4.591343478760049
1,2,1,2,2,0,1,0.4192778409153537,1,5.364067277944653
0,1,1,2,0,0,2,2.23133842586601,2,7.19370405644685
0,2,1,0,0,1,0,3.7655366669572055,2,8.518524421560585
0,1,1,2,1,2,2,2.0526372300193225,1,6.52062468971831
1,2,2,1,1,1,1,0.09603004660801279,2,6.713683289156253
1,2,0,2,1,1,1,0.3856901987194674,1,6.214407021355688
0,0,1,2,0,2,1,2.337424984535266,2,7.8585990633327025
0,1,1,0,1,1,1,1.659182294661016,0,6.263277712380375
2,2,2,2,0,0,2,-0.5193586984639725,2,6.30379629439597
2,0,1,0,1,0,2,-3.308778343870963,0,5.922731346876805
1,0,1,2,2,0,2,-2.70563610450896,2,6.50448008153081
2,0,0,0,1,1,2,-4.591777479687121,2,9.258974192432404
2,2,1,0,2,0,2,-4.40391423926858,0,6.50717218830749
2,1,2,2,0,2,0,-0.9550740117144171,2,6.96485040714518
0,0,1,0,2,0,0,0.9657817733767151,0,5.8318662048053875
0,1,2,0,1,0,0,3.831820061431165,1,5.8373438751327065
1,1,1,1,2,2,2,-2.888119551699942,1,5.191144741038847
2,2,0,0,1,2,2,-3.201703590397157,2,8.11331389105666
1,0,2,2,0,0,0,1.9954343611716046,2,7.912038318676305
2,0,0,0,1,0,2,-3.969796320726026,0,6.369960485694142
1,2,0,1,1,1,2,0.5034002697103938,2,9.043330265721407
1,2,1,1,0,0,2,3.552084746961858,2,7.803994104553313
0,1,0,2,1,2,0,4.004739062463102,2,8.461714550851559
2,2,0,1,2,1,1,-2.4114004453397078,2,5.894387538218596
1,1,0,0,0,1,0,1.1434319345854056,2,7.112734823157577
1,2,0,0,2,0,0,-1.6518223741676503,2,6.738723166973062
2,1,0,1,0,2,0,-0.9617644178301552,1,3.537668606209283
1,1,0,1,0,2,0,1.287313246081316,2,8.107153115115704
2,0,1,2,1,0,0,-1.1514993680766838,1,4.803933156403135
2,1,0,2,2,1,1,-4.241997860572915,2,5.584212390194796
2,1,1,1,1,1,2,-2.566532307383589,0,3.185502833403384
1,0,1,2,2,0,2,-0.9891160121623974,2,6.093569729639041
1,2,1,2,1,1,1,-0.08339524281739297,0,6.672325099788592
1,1,1,2,0,1,2,1.3770122094503696,1,6.97187609388436
1,2,0,0,0,0,0,2.267352054679837,0,5.420860184470249
1,1,1,2,0,2,1,0.5107088905642624,2,8.26652560527906
0,0,2,2,1,0,0,2.0744464585608515,2,7.115884917915406
1,2,2,2,2,1,0,-1.2128884798381847,1,5.495539983651277
2,2,0,1,2,1,1,-3.5016937624129474,2,8.640934901587258
1,0,0,2,1,1,1,-0.1926349388368892,0,4.913437012550944
1,2,2,0,1,1,2,0.1155055539801938,1,6.046739521452624
1,1,2,2,1,2,2,0.3710239921050007,2,7.944647604319273
1,2,2,0,1,2,2,-0.5865893516517838,2,5.396679428020028
1,1,0,0,1,1,1,0.28021194841249053,2,6.643401908130752
1,1,0,2,0,0,1,2.9466227011145705,2,8.883991666860144
2,2,1,0,1,2,0,-0.4099892245431761,2,6.386233916377308
2,1,1,1,2,1,0,-2.059156280039763,2,6.2877453176594535
0,0,1,1,2,0,1,-0.23679436484356653,2,6.229819121831316
0,1,0,2,1,1,1,2.2416863998005185,2,7.010910975885514
1,1,0,0,2,0,2,-2.0022016759335055,2,7.612488214058207
0,0,2,0,2,2,0,-3.6930045211874862,2,6.855366001010301
1,0,0,2,2,2,2,-3.6495111512365384,2,8.572750830095849
1,0,0,1,1,2,2,-0.15336381164002166,2,6.689806260326515
2,0,2,0,2,1,1,-6.103859069903525,2,6.0311729978318205
0,2,2,2,1,2,0,3.5140827219327044,1,5.350181380842553
1,0,2,2,1,0,1,-2.2719494463881253,1,4.220285688006285
1,0,2,2,0,0,1,1.3207200051461623,0,5.572432657664908
2,2,0,1,2,0,1,-2.5521868386734816,1,4.899144750164488
1,2,0,1,1,1,0,2.7879674151799128,2,7.867307382854531
1,2,1,1,0,1,2,2.486380410305659,2,10.21247151546544
2,0,1,1,2,0,2,-3.7088253385782854,1,5.44998483949963
0,2,0,0,1,0,1,0.8224612950049544,2,7.278638596504365
2,2,2,1,1,2,2,-2.7420342213026223,0,4.252712128848803
0,0,0,0,0,1,0,3.0553902715113335,0,5.478015497562684
2,0,2,2,1,0,2,-4.174632085742496,2,9.288920954050377
0,2,0,0,2,1,0,1.3537116472647226,2,8.323403513071737
2,2,1,1,1,0,1,-1.6489403058559031,2,5.903272450224662
2,1,2,0,1,2,1,-4.774862420711697,0,6.159344899449623
1,1,2,1,2,2,0,-2.96018100588227,0,4.776770979122457
1,1,0,0,0,2,1,1.3355253969950551,2,8.44375600327258
2,0,1,1,2,2,0,-4.4503249319285105,2,7.1419409131257865
2,2,0,1,0,2,2,-2.23585448664645,2,6.047239608782123
1,2,0,1,1,1,0,1.8716957043365476,2,7.5688895515394385
2,1,2,0,1,0,1,-3.8297917458527486,2,8.17214542427228
0,0,1,0,2,2,1,-2.367999938524269,2,7.264014603046029
0,0,1,2,1,2,2,2.031380718908731,2,7.201491449549947
0,0,0,2,1,2,2,-0.8645326453541542,2,7.995721652149147
2,0,1,0,0,0,1,-1.575168169592319,0,4.370917329495026
2,1,1,1,0,1,2,-2.1296832093337468,2,7.121711836329393
2,1,0,2,1,0,2,0.8518600144961577,0,5.181522370649441
0,1,2,1,1,2,2,1.031957283541946,0,4.800998300639623
1,1,1,1,2,1,2,-2.0117410790526704,1,4.483041025816009
1,0,0,2,0,1,2,-0.7277076413719383,0,4.3665613683456845
0,1,2,0,0,0,0,2.532145204829182,0,5.357975318323861
0,1,0,2,2,1,0,0.9811492959383753,1,6.813943621850213
0,1,1,0,2,2,0,1.2532025879685342,2,8.07388795758842
1,2,0,1,0,1,0,3.743681564623706,2,6.270723358691042
2,0,2,2,0,2,0,-2.1070837565345055,2,6.4465985306548435
2,0,0,1,2,1,2,-5.936851908762694,2,7.116542453959471
0,0,2,0,2,2,1,-4.97502371073492,0,4.008875058171893
2,1,1,0,0,1,0,-1.745444373300455,0,4.890441091682059
1,0,2,2,2,0,0,-1.8473784375429976,1,3.8779251986383843
2,2,0,0,2,0,1,-2.931900363834265,0,5.4194829267950055
2,0,1,1,2,0,1,-4.646513242893226,2,9.587896028374473
0,0,2,1,1,2,0,1.0001529149300195,2,8.246652461352923
