c,d,e,f,g,h,a,b
2,2,0,2,2,2,3.0067355736803774,2
2,2,2,1,1,2,3.7807137108098736,2
0,1,2,1,2,1,8.364481120354704,2
2,0,1,1,2,2,8.98238956223677,1
2,2,1,0,1,1,1.325499395520584,0
0,0,1,0,1,1,8.33189105453841,1
1,2,1,0,1,0,1.187576003560049,2
2,1,1,2,0,0,-0.27300892759255946,2
0,2,0,2,1,0,1.6046148273388483,2
2,0,2,2,1,1,5.642232020119426,2
1,1,0,0,2,0,4.892221495855755,0
0,1,0,2,2,0,3.9745364087858586,2
0,0,2,1,1,2,10.81118319925803,1
0,1,0,1,1,2,8.653646416009268,2
0,0,1,0,2,0,9.852555939196044,2
1,2,1,1,0,2,5.254107074226091,2
0,2,1,1,0,2,4.126714331330579,2
1,0,2,2,2,0,7.581941661399973,2
0,2,1,2,1,2,6.779025200102753,1
2,1,1,1,2,1,3.8997552535328817,2
2,2,1,2,0,2,0.08596323725705957,0
2,1,1,1,0,2,5.161966372040346,2
0,0,2,2,2,1,10.811922030526551,1
2,1,1,0,0,2,3.6065303559603605,2
2,2,0,1,0,1,-0.7836808693035637,2
2,0,2,2,1,0,4.476273546319023,1
0,2,1,2,2,1,5.22977804628364,2
2,1,1,2,2,0,2.763594934548931,0
2,2,2,1,2,0,2.140060433474616,1
2,1,0,2,2,1,4.838501286877289,1
0,2,2,1,2,2,9.809056564243319,2
0,2,0,2,2,2,4.93270253286192,2
0,0,1,0,0,1,6.17351596929758,1
1,1,0,2,2,0,1.9384294934328472,2
1,0,0,0,0,1,2.779609606035722,2
1,2,0,1,2,1,4.229096389946182,2
1,1,1,1,1,0,3.8913138390400075,2
2,2,1,1,1,1,2.1445044511097953,2
1,0,0,2,2,0,3.651752637162321,2
0,2,2,2,1,2,8.83032281203352,1
2,2,0,1,1,0,-2.4418587978213293,2
2,2,0,0,2,1,1.8071131133566314,1
0,2,2,0,2,1,8.5609556237391,2
1,2,0,0,2,2,4.1049307951960365,0
1,2,0,2,2,2,3.9402905487575346,2
1,1,0,0,0,2,4.234195644070791,1
0,2,2,2,0,0,0.8473561825371352,1
2,0,1,1,2,2,9.248804498719833,0
1,1,1,0,2,2,8.275038345731051,2
0,0,1,0,1,2,10.269777453279724,2
