a,b,c,d,e
0.23049754611116052,-6.6831469198636135,-2.615516520774642,1.415547761018522,3.293206922824986
-0.18613078356401136,-3.5803675890724205,-2.190818913870974,0.2560676193234603,3.7570886378967585
0.9636933961213732,-3.614290276464129,-0.3879596115207198,-0.7028286176368265,4.917474713978101
0.4329860903627555,-4.058984003001601,0.6863569605286386,-1.6699621732698948,5.100403416810686
0.3330967289547293,-3.9681343423577564,-0.9738767685165769,0.6594620346679095,6.032562280012364
1.083582266564287,-4.162321215357508,-1.048753113204017,-0.7597457038604849,6.934776032111704
-1.1304130983967469,-5.648329970077349,-2.7176840645600757,0.9622586384737597,0.332090284264174
1.247215502700072,-3.9803682031626826,-0.3489134911681505,2.1967499351199407,7.853041449946277
0.6211648700272079,-2.574391789070915,-0.7745439469763897,0.34851001196382264,5.685233092009398
0.13273724755111255,-5.018292154209554,-3.082959385848222,-0.7764207162250988,4.104394974090147
-0.02700581038460855,-4.360356774203801,-2.2638335796236335,0.34903094830316905,4.814121354288333
-1.2907781479490994,-6.899885403589801,-3.074845042671333,0.6242657013117985,1.7586021151299842
-0.6620199494826718,-4.418639210841606,-3.517420119380332,1.0589878928633536,1.6209547874077144
-0.34434811242514946,-4.69661183749098,-3.2298939702931593,2.5572140162152253,3.5212156706966464
-1.7063388642650443,-6.594346526366926,-2.2344981219788185,-0.4061664537932469,2.8660349395305946
-1.5150413230263151,-5.76839983652906,-0.7264733063927755,2.0182581399401394,0.9152277046249744
0.10570439160255012,-4.930294612863112,-0.6543167592293877,-0.616425845477313,5.887019926494733
-0.32428278770778995,-4.521453521490026,-2.504827060866967,0.4381546612746468,4.450813381778497
1.419138514050265,-2.68382225746385,-0.6050806618855756,0.4152615809123994,7.5344086765351586
2.5164369153714685,-0.7495449955060234,1.7494893124763362,0.5311164606828662,8.90522870379014
-1.892726090744174,-5.724588494514675,-3.224726745573874,1.5486538032422767,1.3861230969664886
-0.3539570639393583,-5.6410527846218335,-2.2872688822558302,0.5796016577734859,4.14182258292375
-0.9069400248225659,-4.204917032458074,-2.1360726800499896,1.012946536627047,1.0830270599335867
0.593055487478399,-2.578867768807118,0.20511971187187705,0.2665313172415893,5.100253696369804
-0.5116182885285732,-4.9856978520648285,-1.946680379855453,0.44732584418639476,4.753432667684544
-0.6312126741691892,-6.202230160736608,-1.8613412531235776,0.14523992669741148,2.8388451793109275
1.2974969495878943,-3.5367373548668395,-0.08112147520557145,-1.3586276255425145,6.450123123844127
-0.8457045949382983,-6.11936340690658,-5.028011431195827,2.415324185936761,1.3680517251115198
-0.4566300076222906,-4.43389384294781,-2.1616358128847764,3.3287273131439936,0.8274114228012652
1.0288354334745726,-3.1283048110381073,-1.3511123328703256,-1.7751018214907779,6.315078157695627
-0.29374478872514825,-4.521657023878923,-0.909507384273126,1.0315180424900978,4.883795301803301
