a,c,b,d,e,f
0.7668228717842437,0.30383742563756283,-4.1889031310413385,5.606997165156567,-9.292158892878204,-3.465010423973281
0.45176860094098414,0.24537100899533215,-2.7761784678479478,6.640143870265381,-8.365996850055478,-1.5808013199872994
-0.2209673177863541,1.8089145420827708,-4.858997562749046,5.075713421783132,-9.040599364732207,-5.0060452021577735
0.30962008190916684,-1.350099118126421,-4.896291876521422,5.161596867776059,-10.042130651133043,-5.980508215393275
-0.41535726017968533,0.6901044247640123,-5.605800659459608,5.30771771833061,-12.206836826752454,-4.993109459044068
-0.4116383222162092,-2.3442978937886774,-4.250016469019055,4.6563139173587125,-9.549804772032015,-3.3477010776624394
-1.8919462533119105,-1.0644727461261723,-7.7230765907485,4.164828414002768,-13.52419972669729,-8.502466678669997
1.191142953088865,0.3636981503429628,-2.7860327686675377,3.4923325148645032,-7.924317986031744,-2.7261217792546693
-0.9029271780870264,-0.8608416785235702,-4.854787639446785,5.095589476968774,-9.310637193260607,-5.053420054109239
1.2141898289285016,-0.8761099242279576,-4.149597068434894,4.821193005594244,-7.6257519416055946,-4.040794571755555
-1.1037406977820072,-0.3856299815231613,-7.162900594350633,6.0281891887324885,-12.37096332849288,-6.061796650330619
0.8705556094197265,0.3907250260888961,-2.1407540416889015,4.387222405749974,-8.461121515631996,-3.7646289615772575
0.2352761115882635,-0.25237412498448336,-3.192002970886709,3.5905854119705607,-5.961016090998069,-3.384157042579576
-0.5007447437569161,0.6587973683661927,-5.485903099757257,5.593570411712558,-11.657440354333442,-4.2225642522256575
-0.3285252231228939,0.7538550699336822,-5.183090939178536,5.80993177521869,-10.537818282952532,-3.491540126528391
0.26203581207438104,0.3415086855368029,-2.359958682237588,4.519653162984552,-6.808585553115926,-3.423773373559513
-0.17040758116420443,-0.8094863188927663,-4.951900985140874,5.859831030370956,-10.352916901128438,-3.656028997118681
-0.23685026450968424,0.2576404209211606,-3.5408122103115662,3.856801046810708,-8.226035421176055,-2.9383893995926544
0.49716074405376404,-1.5927942597215277,-4.1377597084704165,5.353761112127663,-7.481845433893149,-3.915097917264085
-0.3093465397202384,1.43530015664544,-5.473988206372658,5.9517867471466905,-10.743965382706914,-5.659519819225709
0.4249658974361492,1.0437433977204944,-3.2670821374774968,4.384435276176954,-8.670829562743746,-2.7884285565480567
1.320661655528167,1.4387054823592311,-1.0310737996912889,3.464014745576394,-6.811337091809709,-0.5840324633543168
-0.3781625540393897,1.1300993164045137,-4.490076393922056,3.6516018051330716,-8.685135740375241,-4.867832459450633
0.5795611424764774,0.008281909957927018,-2.702753305019265,4.47599889699847,-7.934612952740683,-1.8388663011976918
1.0999796503420836,-1.9209159258951816,-2.8121433080575198,1.6397677098370025,-8.90053851352063,-2.689378982153793
-0.18486236354526056,0.3398753611927038,-4.5832631686983625,3.464591361018499,-9.147882252759564,-4.860014322304683
1.359220600295612,0.07201764191705222,-1.4424603543101802,2.5922915733431093,-8.852683901608355,-0.3573208968491036
-0.3521335504882296,-0.3644382522644612,-6.517781520679884,5.167504237764843,-12.242519963691226,-8.641948298181301
-0.8670052563234263,1.0269057463206197,-5.382101267242392,4.565579432169687,-9.314162999795185,-3.1747392535708387
-0.33732516206850605,-1.492105835472992,-3.832951673264832,4.235916636686556,-8.63525639893743,-2.2033708190373726
-0.1913043248816149,-0.07735617982085408,-4.9009266147513735,3.920901922562761,-11.876206730354845,-3.1809633199743192
-1.4548224852577891,-1.2623892988571654,-6.756824598446992,3.313702385125781,-11.154231598750393,-6.339416060192153
-1.172007192594816,-0.12380929432965958,-6.223134565839697,4.409700607620967,-10.414725041264877,-5.196577315346123
1.6017788913209154,0.35203447180292424,-1.3248920315075263,3.0838433662223297,-6.791267533623319,-1.5326898946762433
-1.342175166370907,-0.20903225602742,-6.193058237767117,5.493704780095937,-11.852498477336205,-5.980529369822953
0.8659686384171532,-0.8016188407684506,-3.8142905799485245,5.985882773118331,-9.527861394642551,-2.7032293798745815
0.5862223313592781,1.1322345721792477,-2.717458281160424,4.412698173498151,-8.10586605985729,-2.435691725707598
-0.10973418163018368,0.08786763708072752,-5.01283209697317,5.394975351880002,-9.344084309519625,-5.4790174690456075
-0.05378255081832049,0.6978168390000047,-4.067172981747733,3.9578817862821687,-9.512415788926758,-2.905694587102252
-0.6120967990598081,0.4730871980274752,-6.240555385377293,5.923348220376795,-10.906235228996195,-4.155294171192006
-0.6196659341286136,1.1755065765087795,-4.937802082398993,5.827147385799501,-8.851676836493388,-6.124278788589136
-0.10972745169429012,-0.23613009177798555,-5.338216980044508,4.416054741172014,-10.58632575538311,-4.905559632853661
-1.2503155389231464,-0.007904515373236347,-6.608394242779582,6.724740176729961,-14.47888230789892,-6.080244332555379
0.4080361768812668,-0.5860516399755586,-1.8461065320407206,3.2041904048895016,-7.510195698189801,-0.1044692691419804
2.549327952607003,-0.8307698816053357,-1.1779663843278496,5.0633126111066025,-7.50309477882825,0.8414212913176626
0.23267621135470395,1.1336804787567016,-3.638678865232701,3.796532077448993,-7.271735722020401,-2.335364641608434
-1.093471370461983,-1.3468025487795656,-5.983688598409849,4.1196542043412006,-11.593712766122144,-5.366928510537282
0.44632214754306365,0.07859870611503737,-3.970937438215186,4.079580371546248,-9.396953252175582,-2.0200807584720275
-0.8515371891857679,0.3283679728315381,-4.362867723481665,4.726597253399414,-8.69523150460192,-4.8487426984742115
0.23216132306671977,0.10192588737265744,-4.703000500770859,4.22647303141962,-10.906447297707698,-6.011238055774876
-0.44856420802835434,0.9814797493081158,-4.65662252790027,6.014588960100081,-7.622390748571683,-4.200073162409196
-0.37615607123009925,-0.03853826184341251,-4.7654075324167104,6.3779995180137,-8.407833335483556,-5.506809910469708
0.13076418791154437,-0.5308218281296473,-3.439034686523181,3.765764615170732,-8.149294021078582,-2.7358682097821427
0.6991967316948878,0.503048668376865,-3.1365788824442777,6.0075549905348975,-8.510121441733428,-4.497968637665299
-0.7215580335428474,1.5369656539176446,-4.8239939888182555,5.829209026944913,-10.855243148730658,-3.451495486675202
0.816775867200791,-1.5006694027818388,-2.075603486417462,3.4548906344665964,-5.221489563392974,-2.107060388724257
1.6509279322312496,-0.14098789744441861,-1.020357578219869,2.472834987920116,-3.6586825931539284,-1.5651664725264562
0.8035850193786016,0.8244270623849798,-0.6893666592358998,4.136277251054289,-5.2787147174858475,-0.8739503480637548
1.4423047911862443,1.7771828402577243,-1.8381504456398543,4.287615017812098,-7.869103283045414,-0.6335740285823028
-1.034308051674399,0.2882190630903242,-7.730410983741544,6.090411323759091,-12.39281772288973,-6.309080785863859
-1.0222802816473295,-1.3383824113238445,-7.5019617892555654,5.671325178146858,-12.107169544731727,-6.529510774900264
-1.4768578168457318,0.2900403964835352,-4.2150912768645785,4.272702036114121,-10.052827634911841,-4.422830056344515
-0.33925848388401536,-0.1627989966326071,-4.941095021052934,5.3866049608488975,-9.188500027621705,-5.5022872103883556
-0.28436383804009513,-0.013415786924808768,-4.521601324089319,5.770706729277246,-7.495980575468013,-3.5479294332725178
-0.040762526135434025,-0.3635832903067989,-5.12950316063668,3.632691903954534,-9.385852873112626,-2.397717015144288
0.012053180601825543,1.1195006808029162,-4.509468269178333,5.762744375741365,-9.5064921422181,-1.470985039750381
0.053155347577867364,0.6502490055783642,-5.965884095479304,4.708769896988827,-9.567915042913755,-4.72524138563623
0.11922586112739209,-1.9215045305486382,-5.871022248238079,3.8974235100028767,-10.443880261467863,-2.660475479391696
0.07203357323257792,0.4389910293888949,-6.19061596068814,6.763300870051792,-11.031723117237501,-5.569375416011097
-0.8456610327673472,0.09074256375217302,-6.3898081925487045,4.180394041842299,-11.417602766223887,-4.615217527167365
-0.5227186961696804,0.2819558673941572,-5.208900791856083,3.1057504275965586,-8.11603581691751,-5.355659708335654
0.43476607446661863,0.7744947038653713,-3.1064207373161126,3.6880815484763483,-9.603842666378222,-2.1192589194904423
0.668326018107997,-0.7148765618975097,-3.3706012256893514,4.845405315410631,-7.32148373730375,-2.7956200076995152
-1.8618451532425115,-0.8796424273675065,-7.736899722157093,5.117802261269486,-11.738819735217001,-9.127271969865852
-1.7306716055072182,1.1695381472938837,-7.56409093225466,5.012328886155089,-13.089187059152076,-7.910058674052001
-0.7794823967254196,0.8780585789081998,-5.38385639524211,5.615034092295641,-8.450090154479618,-2.9750660367851434
0.3833938643534951,0.9163114410745667,-4.491668453802251,2.408786551334929,-8.912673943327423,-3.854043848594955
1.251725008565195,-0.5378113463571395,-1.3476120388978265,4.050201006652178,-6.730841222343962,-1.2273479867474597
-0.42477372779309125,0.8730566000927434,-6.795322962251136,6.571047562202285,-12.148248832571536,-7.191411770026916
0.7848440366081351,-0.08932040270073452,-2.347397824154381,4.641258819816618,-9.668135209813002,-2.4026237683245864
-0.12500903031957764,-0.3796865251425611,-2.12918866488709,4.586694238763417,-9.075595104904242,-1.3374776557929833
-0.7046732628698824,-1.4098194289478103,-5.300546469950344,4.367791202605388,-11.327142739681186,-3.612209931591407
-0.29732336269763543,0.5481283796421961,-3.0355857824762786,2.924705435759681,-7.964928289497644,-2.523224650571019
0.2825869829192965,-0.9405302155012165,-4.9979057119877055,5.01795805260937,-10.079441496641632,-6.208373761560981
-0.9411220959249583,0.309391570156945,-5.355963437171326,4.688673090116765,-9.82583011008257,-4.245832933374216
-1.1563476602653329,-0.1530258762062131,-5.404551646027284,6.9416374896673245,-9.363373273745555,-4.414183046625401
-1.958591440397031,-1.8283953114415024,-10.372549906320902,6.391748919319746,-15.204309452195684,-8.389437259707233
0.0389132069014598,-0.4430121532414673,-5.03891233639469,4.749433569648013,-10.224997906625754,-4.128543633723152
-0.4863079090733309,-0.5614830267828836,-6.3962999068184745,4.9910847568270675,-11.995156016330993,-4.541999441312852
-0.36824895678803055,0.9672992358427723,-5.803808866733352,6.132290968973821,-10.831519693780827,-5.400867992607493
-3.6484128252147836,2.0009631015901537,-8.969294308681375,5.7025357219790935,-12.88509311798849,-5.26113339476488
-0.3427861508643793,-0.1440276600546764,-4.159947582730918,5.694393711358206,-8.818640527577653,-2.4982127927162185
0.3877031412620148,-0.7260150977009768,-5.63742563972286,4.25604453186764,-11.336988381575619,-4.90587881444454
-1.6550953431851838,-0.010196115625046132,-7.07389397371643,7.010564437061002,-10.159462291321134,-6.526917777416933
-0.4703726542927955,-1.3773156555203674,-5.114668693038815,4.366345129089901,-9.302572969440332,-4.583490244374186
-0.765535277429713,-1.146832082167441,-4.2504531179632234,4.440234264731434,-9.23792074557056,-5.074445212693334
-1.4708062945026579,-0.16493777539621862,-7.711820196833657,4.914330150723963,-13.524603259945321,-7.751347666604052
1.9510125601262995,-0.10522413425087113,-0.5068392348436881,5.652508355544354,-6.61107563186042,1.7509272318371343
-1.993060371054156,-0.008794689485571452,-10.142351541147804,6.483431988183695,-14.815476016256335,-10.585235291142142
1.681816619300824,2.809568970096392,-0.06799673659865679,4.356742771187254,-3.2271216129215645,0.5814873641408524
0.31145283430343956,-0.46212707517244556,-4.4689604472613595,3.9305425744370113,-11.586447906248676,-4.382070400058074
-0.005121866720071296,1.484918786733851,-4.242376236913665,5.632927030610052,-11.043235087561186,-4.342381511624784
-0.6547876954293904,-1.1492039971882941,-6.594823500920258,6.23696712907887,-10.2933047305065,-5.3684269877213
-0.27514225122668373,0.14984241398728004,-5.288889263276115,4.417641629013273,-9.183072260096296,-5.061651310947157
-0.03561073619009093,-0.734387757391301,-4.561476798002114,4.445283366404183,-9.971082430603778,-2.1538408275600878
-1.1401609191262305,0.0732753145856964,-4.45156623492424,4.9404637872166965,-8.886714576413194,-2.80418855312443
-1.2442058788608694,-0.0005630971229588082,-8.403286729659362,5.765885057307252,-13.767920466201808,-8.053222330126928
1.3361861000121709,0.029423575584972723,-2.884180994579077,4.621845205412329,-8.54219874799328,-1.9789409032726457
-0.9651167622323719,-1.18707042637437,-6.804914506269844,5.171611642028549,-12.896559266327326,-6.358155304908922
0.4287564384616135,-0.010638676618193147,-5.369776374880641,5.568837745146749,-10.158718107195407,-5.9470042493554
0.7562481636298061,1.188784114353874,-3.0637918496949994,3.487290863501115,-8.639078278489533,-2.752265260068563
1.2992282977860654,0.6140991771126236,-3.711562695546047,3.9585365673885446,-8.300624324417747,-1.6053635355295561
1.165307535547177,-0.8631856623442771,-1.387671963736327,4.274350947284637,-4.416243212703984,-1.131794735488946
2.905067169240407,-0.1715645102163482,0.5135005852020635,4.339108539513274,-4.873820340714816,1.33837820960889
1.5882761071492624,-0.13002606149848983,-2.2110508404855276,3.8895925218170366,-6.7881220869465695,-1.5756248552399976
0.47469708846320197,-0.9289891671305796,-2.7343544166141367,5.649715444754897,-9.14972692060132,-1.9190123988275585
0.2677114623438358,-0.5431708310561139,-3.6329050410929162,4.717090561618316,-8.773529888159281,-2.0539164009505377
0.09903482100720092,0.6712280116136986,-3.0167570957419065,7.113718924815367,-7.964756197258707,-1.9960361970401677
-1.1719715929007948,0.10144743065004946,-5.199925725449467,6.073765067102013,-10.238292165750565,-4.759780123145319
-0.8690472478647824,0.388474200851541,-5.488558946697608,4.674403431091841,-11.11614988396088,-6.938360122350639
0.07212950771386951,0.1020312972405742,-3.7238074045055427,4.771004538117694,-9.292437874378098,-1.5773143290217095
1.79756116664464,-2.4363756632473224,-1.3454513749620842,2.9676517781175242,-6.955658750101142,-2.029319237602058
-0.9972468276014818,0.4945566553228533,-6.7560706746990915,4.554970855109058,-10.698359068436178,-3.944239549056262
0.8126012877536446,0.2386007909284437,-2.628682497735121,3.6497478850966916,-7.0583751855575745,-2.8449016128463858
0.4278904406949172,1.1208406514031668,-3.500250199777467,6.355072849682443,-9.222722803458552,-2.516548806168953
-0.3946051228595896,-0.9265331111571506,-5.233805292782538,4.63966751185727,-11.633195198247106,-5.905563644665816
0.15542932766846604,-0.8360571148457872,-3.678057249671775,1.723298353882671,-9.237393713996749,-4.685174035306263
-1.2770164449702281,0.14732233048647056,-6.4897766940208905,4.099706187695194,-12.211853824092492,-6.855154354427399
-0.15105187760692926,1.0155152164829295,-4.83421364068648,4.257342325940353,-9.014943828787668,-2.9594649574558254
2.076980529053753,-0.39524414500347166,-1.726853689403543,4.725670258256642,-6.080716434698102,-2.2564562842883222
-0.1034201135746335,1.4253289434703056,-5.04030857316553,3.4978513053386298,-9.277313244918203,-3.2590780094029577
0.5154104029008109,-0.05493486620291775,-4.035066034619009,5.526661440679856,-8.052461075383716,-1.8452434141779932
0.7823503424176613,-0.7605088480713647,-2.777633056668965,2.650375115305169,-8.253490500450198,-1.582944534271758
0.34020997686833787,1.1226782545637386,-3.982546324948308,4.238283353270578,-10.333196023217726,-2.937304120519851
0.15704856744534462,1.030195403152731,-3.7271395312868476,4.723662772142305,-10.220440575934925,-4.531155788514769
1.3373981074427437,-2.2497837779516074,-2.6885730737342857,5.443520363176729,-6.971162500298197,-0.9920745955479953
-1.0450437095863023,1.5902188056217794,-4.7940270651161585,4.911521847815383,-9.202456282153701,-5.161650695343207
1.436301756563291,-0.6160490255561253,-0.46969498360929207,3.386361372904786,-6.958766130351544,0.08856940364219526
0.47752933726679525,-1.7763982963422946,-4.246565196094119,4.542983014373828,-9.08400406372632,-5.554727909687859
1.3634287120856987,-0.31728672525244067,-3.1212730345229804,4.5604807822617435,-7.600066578600075,-2.1693507511293317
-0.1566378976580904,-0.4117494176846493,-5.460929751939912,3.982914165965319,-10.315050816507732,-3.944606549399213
-0.7252260645357532,-0.3632606475688056,-6.627640044018966,5.727300643181037,-12.715572558012408,-7.607852705143776
1.1280188573493026,-1.3976861631184037,-1.4626258728316848,4.637442100302374,-7.129099822305067,-0.16535331166240463
-0.28624873355569186,-0.6225401526655531,-4.226714116767077,4.32239690608889,-9.72197737852741,-3.9341423534638875
-1.4127658838923665,-0.9158234772964378,-7.031464268877134,4.7667168654774965,-10.194436409026151,-6.798976790792392
0.18797358748610446,-1.5870983007982418,-3.934237114961583,5.385077811449973,-8.24830876662313,-3.2383050505176136
-0.8768607781675882,1.2769808321980434,-4.336350621610922,5.74438385592792,-9.065215768665944,-2.9874840855758515
0.031085587771152785,0.6721143150964368,-3.908858436038609,4.179756661415194,-10.43085867304222,-4.863486033074712
1.8206461576468016,0.228770028928938,-3.5774666667276755,5.358693494954413,-9.27069221741701,-3.0557684956677593
-1.2798409576400205,-0.9177535374175142,-5.933897709745153,5.94168122765238,-12.1920080513932,-5.538882416051034
-1.5307152572567064,-0.5604494688030756,-5.561194316037117,4.669046930801112,-10.125375928155655,-3.5627740403867936
-0.8633452647393817,-0.41033997334510935,-4.721434028148341,3.7035596585881585,-9.929300439924802,-4.650725398695879
0.248787309801083,1.2128836917231558,-3.5611404593241844,3.229017341765843,-9.877856411460268,-1.292057133554065
-0.7072645299514636,-0.3845501100179167,-4.87166960286821,5.625566939673409,-10.369226466936155,-3.8019617213455126
0.9874051450464006,1.1903057035101177,-2.040401918007654,1.8427709615958157,-5.60358520891153,-1.0123832383131315
-0.265838791915379,0.6946706116284086,-6.3023063925482035,3.854925735067776,-9.792263458621278,-4.646555355049785
-1.1958396455890397,0.11039572561221853,-5.357087551705976,4.404879354633898,-9.09089788359911,-4.146812675234799
-0.29657095353470836,1.83622583973002,-4.0784714537564035,5.431983887605676,-8.891083546811792,-2.505938089046209
-1.5356420699261193,-1.0757359586452324,-6.424819460460049,5.453002679675247,-11.630499016513257,-5.470287588591238
-1.127780764891714,-1.1173276020512748,-5.574992475572894,4.750172468848804,-11.422494595334342,-4.872674295014539
-0.7517558478135002,-0.7804334546444512,-6.309991918591034,6.456991970218393,-11.845399042601386,-4.1854940726342775
-1.0206230195133374,0.5065831541902538,-6.820274010570426,3.5184658695835545,-11.685060664218236,-5.736748918737084
0.37884260345839443,0.625675571596154,-2.8286425616324684,5.43516252132428,-7.286601406532145,-1.9176714526024567
