d,e,f,a,c,b
-0.254476244520485,-0.3300154808407398,-0.5432898984450671,4.190724155062201,-1.393951907354554,8.571134434879498
0.5362255120998601,0.8480469752187334,1.2236013370083363,3.5406754323078586,-4.739784623184832,9.152751198847147
0.37664238732476,-1.1296374498573918,1.5636658812053286,8.497857562220137,-3.197825448669951,15.19571574359221
-1.1664094737795516,0.37881057948887414,-0.5941675418132694,2.4045368871738924,-0.4805759452729494,8.576351913338677
-0.24001820646307062,0.914649662109123,1.1607368852410547,4.1427513392948,-4.172087168773218,7.718602227434379
0.6271851009227474,0.23034264208536676,-0.1817300042395947,3.663030160362073,1.0632495104346384,9.933707335172409
0.8206507067258567,-1.1300226665192825,1.0607448169886247,7.215583761717077,-4.007190004053454,12.806936029672908
0.8025632479008408,0.5605949790218266,-1.6849439039344578,3.359547858384786,1.49751641990993,8.048319623521905
-0.019198865269160332,1.1260188473022912,0.29467487951903565,3.450361324964025,-3.4463545016805037,7.318379876598815
-0.3151938012409842,0.1409728023225828,-0.787722156723341,2.8386910139485924,-1.1447772793874313,5.433495663742811
0.5192105717488484,0.06504174083674949,-1.2566499614527016,3.653360291149555,0.8276174487807718,7.928852840454275
0.8461155719684416,-0.5389755085619476,-0.21340710471088611,5.802683960694512,0.5847654510377589,13.470412165056537
-0.6738417274729147,-0.5409907547402812,-0.3145858968803042,3.925364879230104,-1.8362155884025824,8.873353222677359
-0.34349389678150366,-0.9389298664169798,-0.358027125111702,5.462374654178014,-3.0980323617486487,9.952245565600006
-0.9476772296827833,0.21006898788504266,-0.3077110124912227,1.7935497764206165,-1.533165839636843,4.874961034813995
-1.9364635256372484,-0.42450513716098276,0.9773887805359405,3.268822933762861,-3.6170690652240354,5.649184590348685
-0.3249481635961135,-0.9505405081459556,0.6539870666701644,6.347053937914087,-3.3851471604465644,12.583775901043692
0.5475131874532551,-0.28015440945951126,0.08137713138607611,6.105610515657167,-1.4207077215595767,12.268237208728165
-0.5212129178074569,0.7254537938855685,1.5086447897250856,5.264744775526269,-3.928085727995743,11.978532953516922
-0.10417802988263843,0.8371157437475147,1.2121623572860072,4.098751596085413,-5.776113874618511,9.475687637733365
