a,c,b,d,e
1,2,-7.538160839021246,0,0.11854642415160899
1,0,-6.014949194069977,1,-2.398888025459715
0,1,-5.373686487656656,1,-0.44144527909745657
1,2,-8.423198712583906,1,-0.7813200277075243
2,2,-8.722872023221262,1,-1.0907852925881873
0,0,-3.7365593729920468,1,-2.8237826618589175
2,2,-9.334702454337112,1,-1.5795855514047814
1,2,-7.772200479416982,1,-1.076316095469134
1,1,-8.220145562474434,2,-0.18125122633170943
1,2,-8.048859387261873,1,-2.314654158654238
1,0,-6.571510737490976,1,-1.3440404831643582
2,1,-7.808637871089959,1,-2.84219978759947
2,2,-9.587868825997557,1,-0.46184982049568923
2,2,-9.612149975654614,0,-0.7813589459139696
1,2,-6.601149080237435,1,-1.2089762021037889
2,2,-9.40453913028595,2,-0.9503262637738622
2,0,-7.0037268358723415,1,-2.0607966970307503
2,1,-9.16782152898337,1,-0.7774059070416562
2,0,-7.168723241893018,1,-1.1597680198080116
0,2,-6.907946499224514,1,-1.984025922479785
0,1,-4.926932628689645,1,-2.362416065685609
1,1,-6.931142665497962,1,-0.4513860742203799
0,0,-6.363739724110971,2,-2.1100201489636823
2,0,-8.042572208515827,0,-0.8073015740045107
2,1,-10.07197178003521,1,-1.922799732878186
0,2,-6.192598010708204,1,-2.2194251877014723
0,2,-5.94565602119145,1,-0.9588379236142561
0,0,-4.7028097393188215,1,0.15701816404501612
1,1,-7.668210665459322,1,-1.2204770743736124
2,1,-9.94730804399817,1,-1.2504029156890997
0,0,-5.006245809899875,0,-1.040420660198188
2,2,-9.994102137955629,1,-2.070692830812025
1,0,-4.980044920337237,1,-1.5486320095917772
1,2,-8.072005610881627,1,-1.8950655010036188
0,1,-5.756051818199918,1,-3.104863725872685
2,0,-8.035249445485496,1,0.27826802463679856
1,0,-4.816167609973922,1,-2.093861267263468
0,1,-7.228818384840137,1,-2.1663360471515505
1,0,-6.264873297489335,1,-1.9734281231009518
1,0,-5.3298872004314815,1,-2.6700011807419957
0,0,-3.2838223766902352,1,-2.2894918542377187
1,2,-9.113330267030504,1,-4.072189458422683
1,0,-7.181382584961192,1,-1.2156478626474563
2,0,-7.0852346223108595,1,-3.172189926217929
1,2,-6.102486379818647,1,-3.5644185237854873
0,0,-4.119882687502402,1,-0.5941587967824995
0,1,-5.4965560829748386,1,-1.037121323525156
1,1,-8.229946599163766,1,-2.7098230549388393
1,0,-5.6480516829187275,1,-0.5204726592691129
0,2,-6.220953526732581,1,-1.1405102522469805
1,2,-7.469257534565061,1,-1.5832864709002383
0,1,-5.9086410373800415,1,-1.767049274155873
0,2,-5.978133640851781,0,-2.6056822502764883
2,0,-9.990538821593951,1,-1.688893430482918
1,1,-9.200209476370812,1,0.931626012881956
1,0,-7.099646762211138,1,-1.6189746072451257
0,2,-6.645598468211015,1,-2.2742607931893377
2,0,-7.944868298562654,1,-0.907605154617071
1,2,-9.015546286459296,1,-1.0830245584253257
2,0,-5.9354750311286715,1,-2.654806892955209
0,0,-5.167653374314353,1,-2.100955273748108
0,2,-6.535596056831229,0,-2.7175874537946054
1,2,-6.74798987075218,1,0.274090589277322
0,1,-4.083029682400187,1,-1.3358604502284748
2,1,-8.867845494916379,1,-2.3481839037304737
0,1,-6.02761465625966,1,-1.6163648257637917
0,0,-6.205292314811963,1,-0.1009067541512838
1,0,-5.9577501647200695,1,-1.3301137925151612
0,0,-6.220654954943417,1,-1.5748516438869078
0,0,-5.413450698636135,1,-1.3753263582542101
0,2,-5.969968878863652,1,-2.66474651765365
0,0,-4.602268721688326,1,-1.2725653597109947
1,0,-4.962647211440182,1,-2.989655691302702
1,2,-7.430728663587325,1,-1.0929283156104468
1,2,-6.516469992167687,1,-0.1321549594203726
2,0,-8.537781826701364,1,-1.5080317801449037
0,2,-5.515438707233441,1,-1.0834502277573885
1,1,-7.734997948472122,1,-2.0881897096016577
0,2,-7.109488646893206,1,-1.1122233718895334
0,1,-6.526023632112275,1,-2.561192404917562
2,1,-6.97664441494201,1,-4.031660508349734
1,2,-8.437320414434247,1,-1.2322165877565097
1,2,-7.200766424928356,1,-0.864402421769497
2,0,-7.137040222762012,1,-1.8395362049132755
1,0,-5.812879938009114,1,-2.3490498496852936
2,0,-8.346064820125155,1,-1.5033603931646928
2,2,-10.473657771701493,1,-0.7830089442892582
1,1,-8.315176153385563,1,0.10615458016688417
2,1,-7.721364502586214,1,-0.5269576036388247
