a,c,b,d,e
2,0,-5.491774865251989,0,-1.9380001323603935
2,2,-8.359343406270787,1,-1.6325756917641172
0,1,-4.678978319491659,1,-2.0310801996695007
1,0,-4.689915401658745,1,-1.4746579904923482
0,1,-6.460220078557148,1,-1.1209379939116841
2,0,-7.514744517636978,1,-1.9891587699568074
1,0,-5.362500719348613,1,-0.9905444966282227
2,2,-8.630193592168071,2,-1.194836314619447
1,2,-7.6949785297698705,0,-2.371957190561481
0,2,-7.182026319022932,1,-1.2981534404550539
1,2,-7.373974608031292,1,0.5209526471618542
0,0,-3.6329321156341114,1,-1.399582239970455
2,0,-8.116037165937442,1,-3.376798001028006
1,2,-8.336645290490075,1,-2.2114476628125757
1,0,-6.482375691068386,1,-0.7269269398152753
0,0,-3.5542368055084093,1,-3.3021989655415567
1,0,-5.354007862588045,1,-0.2702880716688454
2,1,-9.305616587922398,1,0.1872269955315624
2,1,-8.987955969879447,1,-0.8961405579400283
1,0,-6.002512996722213,1,-2.0125309649972287
2,2,-9.68380188751745,1,-1.092171508252663
1,0,-6.014949194069977,1,-2.398888025459715
0,2,-7.984040528182566,1,-2.557927073779942
2,1,-9.18159285531255,1,-1.9402818551128886
0,0,-4.457311852026108,1,-3.1088660258634597
2,1,-10.095323040389252,1,-0.514289002287076
0,0,-4.4330375540246445,1,-1.6605822183882968
2,2,-8.725994178057721,1,-1.7075094527484846
2,2,-8.034370816626385,1,-1.5219404747896288
2,0,-6.605238113200365,1,-1.166056658449838
0,2,-6.327557347965244,1,-1.5990257027951316
1,1,-7.287095992773641,1,-0.4118018012299849
0,2,-8.149960753366482,1,-2.554588112390305
2,0,-7.009214201715851,1,-1.8427974631235753
2,2,-9.051105976147904,1,-0.40568218480720775
1,0,-5.82879347820593,1,-1.243303459269494
1,2,-7.200766424928356,1,-0.864402421769497
2,0,-7.414503685510768,1,-2.2581569446548366
1,1,-8.042421283159515,1,-1.4135251124805785
2,1,-7.121698645441298,1,-1.9316462007106507
1,0,-6.27438565800286,1,-3.770192277849118
1,2,-8.788236678652117,1,-3.1454211698277215
0,1,-7.885535454223612,1,-0.26527314784617606
1,2,-5.49196583695181,1,-3.9254915664574153
2,2,-10.268823001925572,1,-3.302918369930458
1,1,-6.984178259171226,1,-1.5554372344630016
2,1,-10.289194273647883,1,-0.3069470849168373
1,2,-7.616962773830186,0,-2.707566005079724
0,1,-7.056557735278433,1,-1.666205917492117
1,2,-7.745229714072201,1,-0.5839271630272338
1,1,-6.7975262483436305,1,-1.9945598701868872
1,1,-7.351268184317237,1,-3.3814994395341404
1,2,-8.094582248243714,1,-2.268670902508169
1,1,-8.229946599163766,1,-2.7098230549388393
0,2,-7.566862170197268,1,-1.6684872910658812
0,2,-5.976080196856482,1,-2.7760996372672295
2,2,-9.79213688410859,1,-0.6152226814506979
2,1,-9.194972014626117,1,-2.7899567734103834
2,0,-7.472120176854723,1,-2.8839200303408727
2,2,-8.2211949534634,1,-0.9623557747226655
2,0,-5.502417954225028,1,-3.0392738103270167
1,2,-8.086836870469412,1,-0.08941578526732274
0,2,-7.0084915437383595,1,0.8255033598829082
0,1,-7.228818384840137,1,-2.1663360471515505
0,0,-4.727058684724888,0,-1.9107682987958257
2,2,-9.785158006886066,2,-0.7974782786974167
1,1,-6.462919369076093,1,-2.2378659515121924
1,1,-6.318581100632733,1,-0.9823192967420925
0,0,-4.194202803161319,1,-1.0213786065331556
1,1,-6.923470106642494,1,-0.8193287613463258
2,0,-4.41187527613989,1,-0.7325504501084619
1,2,-7.6299996717410155,1,-0.6587993173736454
0,2,-7.963062559615287,1,-1.7412476644814392
1,0,-6.616987763066449,1,-1.386787562974757
1,1,-6.226025693293126,1,-2.592143186819445
1,0,-7.441126790745425,0,-0.4869701387267641
0,2,-6.4536771522373675,1,-0.5228934733145338
2,1,-9.209287071544837,1,-3.1520500779697764
2,1,-8.185937417845619,1,-1.6945302240555833
2,2,-8.907907468513052,1,-1.6805263905614387
0,2,-5.251554322252758,1,-0.9929674531007197
0,2,-6.05333453786119,1,-1.0440756470684243
0,0,-3.8602512405396006,1,-0.7417846993208701
2,2,-11.359664848298843,1,0.17311659186657447
0,2,-6.844835042459743,1,-1.079727992059538
2,1,-7.903910754760571,0,-0.36464997606604865
1,1,-3.851539548310555,1,-2.9850614434974796
1,1,-5.7272994792628165,1,-0.9940162846274571
2,1,-9.363012329681402,2,0.086825290869879
1,1,-7.1972307130689,1,-0.7861985238805659
0,2,-7.109488646893206,1,-1.1122233718895334
0,0,-4.302534947407435,1,-2.0152177932840067
0,2,-5.969968878863652,1,-2.66474651765365
0,2,-7.218451728526825,1,-1.7144566210364096
2,2,-8.523800980139143,0,-1.2975073916632178
2,1,-9.093433362057327,1,-0.22364107408341605
2,1,-7.957069739437696,1,-1.1408911176716363
1,0,-6.522372024871418,1,-2.4865749106349075
0,1,-6.861841979620308,1,-2.2372170522261654
0,1,-8.696778816148884,1,-1.235834317222076
1,1,-7.864168997195909,1,-1.1465059666167503
0,2,-6.466379160272771,1,0.2528670655248739
2,2,-8.741498402836129,1,-1.2753336280915635
1,2,-7.162976401855724,1,-1.0645627303999854
1,2,-6.61483330433277,1,-3.337121613692691
2,1,-10.70666157283066,1,-0.878484931509141
2,1,-9.166593582763026,1,-1.7420409628596305
1,0,-4.145140563087846,1,-2.436075842116061
1,2,-6.102486379818647,1,-3.5644185237854873
1,0,-4.223426967350405,1,-1.1437359365632913
0,1,-5.210808478402049,1,-2.243815493686272
0,0,-3.5272401091163195,1,-2.947954434494908
1,0,-5.9211120864546345,1,-2.3839017599518733
2,2,-8.814385041991313,1,-3.0176570102344455
0,2,-6.5779299619191125,1,-2.013979197751287
2,0,-7.564761795723363,1,-1.1382007160259335
0,1,-6.331438055051521,1,-2.3585179205973636
1,2,-7.848878364909333,1,-2.346239018704843
2,1,-10.07197178003521,1,-1.922799732878186
1,1,-7.695943490363951,1,-2.7394794559057245
0,2,-7.523225301215705,1,-0.8245230370086865
1,2,-6.197268248240423,1,-2.510937206800156
2,2,-9.03580739925381,1,1.0156061426037093
0,1,-6.8410764912269535,2,0.25244653602146117
1,1,-6.111764722890593,1,-0.9682323593730107
1,1,-7.916031341372825,1,-0.7573746851790686
1,1,-8.243782404114809,1,-1.5482498317564464
2,1,-9.14942878598321,1,-1.3481460727848469
1,0,-4.804869217869965,0,-0.24698876063437747
1,1,-6.906935568214291,0,-1.425161043921238
2,0,-7.382512837707767,1,-1.3649920597679888
2,0,-5.639290827556627,1,-2.005210073754835
1,1,-8.97460344559465,1,-0.5356090781561127
1,0,-4.311441185284263,1,-1.8155688603839892
1,1,-6.929384214847278,1,-1.4396005295941345
2,1,-9.94730804399817,1,-1.2504029156890997
1,1,-7.944296218493459,1,-1.3588524530134147
2,0,-7.962753189063693,1,-3.412585400357563
1,0,-5.087263835325519,1,-2.20509597408018
0,2,-7.272213402218612,1,-2.5130835181771016
2,0,-6.952647221615588,1,-2.249814789226747
0,0,-3.924597265672623,1,-2.4132533835073633
1,2,-7.537668316486793,1,-2.006354476087274
1,2,-8.397351494965179,1,-0.5232176775074525
0,2,-6.653661240230913,1,0.01765142902413963
0,2,-6.197470993675295,1,-1.0193982711585339
0,0,-6.320391637018602,1,-1.029029999801281
2,2,-8.067119665572948,1,-0.7019430713121525
2,1,-10.860741070499078,1,-1.9134069787919064
2,2,-10.953263485059118,1,-2.3546407901557203
2,2,-8.653825979368348,1,-0.3284168399970242
1,2,-7.070538029882192,1,-2.4315190072418424
1,0,-6.827552915603009,1,-0.9320001276193938
1,2,-8.047990032853559,1,-1.7941345817583252
2,0,-8.331234540297116,1,-2.172606821027337
0,1,-6.037935673031861,1,-2.770582062184517
2,1,-9.62281002398647,1,0.3341066193483506
1,1,-5.209224078292458,1,-2.7377110294305007
0,1,-5.132097170420501,1,-1.6208290623550698
2,2,-9.07971148845405,1,-0.7358340399623586
0,2,-6.787464016840043,1,-2.138459461064019
2,0,-7.760739494165342,1,0.4519863717070012
2,0,-4.821101479337136,0,-2.6022075527957473
1,0,-4.621506690683298,1,-3.001903106273678
0,0,-4.558138941544935,1,-2.088942978905044
1,1,-7.493011889454906,2,-2.006110551982035
0,1,-6.02761465625966,1,-1.6163648257637917
2,1,-9.254376378369315,1,-0.9420970196749969
1,2,-7.444634082970958,1,-0.9855530560076331
1,0,-5.7701936680240475,1,-2.625429779281641
0,1,-7.159740171090254,1,-1.9334606355191126
2,2,-10.305219426654803,1,-1.3284685958414737
2,2,-10.098498489067703,1,0.34496630438930476
1,0,-6.642850785551791,2,-1.3101028256406588
0,0,-5.994242385689109,1,-1.5885911665516401
2,1,-7.897802448496114,1,-0.21581508782603787
2,1,-10.992724646751062,1,-0.9128884394466893
0,2,-6.910022635584854,1,-3.3766736986468606
0,1,-5.671581492367881,1,-2.011338190819992
1,1,-6.836021983263302,1,-1.9178513184399812
1,2,-6.9768078746513345,0,-1.855143678232431
1,0,-5.870346937697978,1,-2.1588352048662074
2,0,-8.690361046334303,2,-1.8459080861750574
