a,c,b,d,e,f,g
-1.5679158879454647,0.7863484934754852,7.025259174066377,1.9895689597547759,10.759531652444181,-4.266427295300123,10.482687194136634
0.36621519240744776,0.2571902606811787,6.735963030867838,0.7355432757952021,8.135440252650303,-2.8161777216070916,12.078051426769445
-2.077868511409373,-0.5052142568451553,4.405259515922075,-1.0773222175384487,5.824446590406284,-1.686954767708364,9.560067443034676
0.26437863582572063,-1.138835147550651,2.306377377502613,-2.4747613959075503,5.200578501634387,0.9830218658740325,1.737673217330404
0.9817201418926419,-0.04624580989987505,4.759145662740423,1.0578423237204324,7.282637205881197,-1.7628445310377547,8.878814627273039
0.0701150307541132,-0.6666211354553445,2.397368685552604,-1.4783036827324159,4.20776065372998,-1.2823826331992807,3.8264531475903096
0.009275074296206387,0.9299550796627631,6.3226534679032875,2.291990871460454,9.954796440681655,-4.187992849505248,10.69442782339598
-2.050609352249554,-0.39000109621469126,3.8931101471648715,-0.4760837331337861,6.9465356843135995,-1.423774191833525,6.97294376409672
0.5553036855587886,0.4569445904142489,3.6465886726997616,-1.370630868746537,5.856089231882935,-0.44773485880472175,5.804489245555388
0.39629256724661155,-0.47977295765214445,5.148785808274062,1.2772815521834908,9.192642528296968,-1.1195480885646507,10.709353926334709
-1.171997758374501,1.0938323900260782,6.461368653616036,0.9828330783272472,8.258058707326295,-2.7790633076613678,10.144145957675082
1.9131707472462032,-1.0158219762259706,1.3406208878386634,-4.522243585765094,2.115440863294434,1.9113804954983884,2.373526449682318
-1.2240162007402255,-0.35487329748933516,3.802827505930677,-1.3023306898803744,5.24554761283795,-3.2393583600310825,6.4774561622266935
-1.679290361717149,0.5801127995685185,5.047853921342122,1.380515161678163,7.237465913212029,-1.4699196306533762,10.34369267196146
-1.8110577699106647,1.6761776233097645,7.7406577431128305,2.0279082565627524,10.613664235864395,-1.6820133942094602,12.758555620131444
0.02597090732105973,-1.431325752363569,-0.90356097158937,-6.314325113472911,2.3712378756718717,-0.4530214760316014,-1.1795976257758263
0.33787125014709696,-1.271382584961192,2.3218014603648176,-1.1518589010992082,4.408643329556775,-1.2136453709114419,2.0644082672742305
0.44097391093464255,0.47024186552249186,3.4952618873743084,-0.9131858085718377,6.892686037037786,-1.77774055996585,5.530454984861455
-0.3373599782154893,1.5795181348482883,5.456184171708125,1.3435338021596872,8.707079270154564,-2.1918802694361808,9.59606808388613
-0.8126750220358617,0.8401173124975979,7.485582233952643,2.455384794849241,9.485106962972143,-1.9537240588876124,12.527294457403398
0.8427645820080417,0.7164403256393284,6.12549634234471,3.192799889331587,10.639265045064294,-0.5519497914097138,10.376117615102226
-0.8975853865617808,-1.0669501905496,1.4812893751651446,-2.915071286186802,5.799085216777598,1.0889628258514108,-0.08618260937069211
-1.2098402059798323,0.26194831708127286,6.437849283803185,2.7137354604459514,9.065886618403784,-1.2281849546434456,10.588619787937747
1.4013156674932132,0.5110509879343542,5.394041782209204,0.5064506964119351,8.972303788207515,-1.7227331926050187,7.3143863181365845
0.1775715081428498,0.21274698010187362,4.661856759250373,-0.9135732828153076,7.126375071491516,-1.2653454505385737,6.52197082686632
0.4712898953909813,0.3043553712341252,4.71670025570224,-0.3576204606063428,7.374424592991064,0.9718183709631147,7.234201593632315
0.6258407046445027,0.7538708738151534,4.6358831363509525,-0.3254204379771113,6.941296824747443,-1.5517310760640337,7.495309474663101
-0.5717971089993171,-2.4350623337606,-0.2224404072596987,-4.6834262556540835,2.8608638925226555,-0.14769981222740858,-0.5126544137372503
-0.5328625860015204,-2.037213067756645,3.1696052603732485,-3.113633205887906,4.582669428479472,-1.0284160441168284,5.396102297876514
0.6405816830656459,-1.1896467622111373,1.980751863637267,-4.062979867865638,5.229687919104543,-0.2065212434313699,3.529814062340548
-0.6171512238777086,0.0864060464559192,4.071692837252175,0.6032054400948172,6.908254831938306,-1.360910977224039,6.63131779402075
0.3360206914446697,-0.38939181072930323,4.153519043199108,-1.0493868282452332,7.769716504609892,-0.6022972893351775,5.250762467431883
-0.08945955292809644,-1.3335417717923606,2.306578687986419,-3.1651791870012813,6.158276831694613,-0.6078083200636949,4.180900464797092
-1.1942715158413304,1.6200014567046792,6.723529544992021,0.2727523018231346,9.738097927954332,-3.0252274405057435,12.171119740427367
0.9663907689328148,-0.20765337431435324,3.390896827897441,-0.017858457064354516,6.43135210661128,-2.427593813903509,5.31987715667627
-1.2893619498023041,0.19640845783570648,4.047499249007494,-0.26204316137835015,6.188676150443549,-0.9381358420321635,5.405415004111981
0.23296344452977213,0.9340146439147544,7.8799629367072335,2.936400811374751,9.180457949566405,-3.070663843144222,12.257581120165856
0.06698467909483406,2.12996672621398,8.811109562382814,4.169254042760523,11.870979150235476,-1.176998205806487,14.234987602092989
1.2666112172939297,-0.059372598468860026,2.9398020192743837,0.49695719464431676,6.714201708911258,-1.0925866925406182,6.320608796223128
-1.1196252235034803,0.1853817523545074,5.131744920230761,0.5931029795628434,8.609586464832867,-1.8052802825668859,6.507276263777224
