d,e,f,g,h,i,j,a,c,b
1,1,0,1,1,0,0,2,-0.0675005960805879,-3.8291534561322336
0,2,2,1,0,0,2,1,7.927177824242789,-14.41613015942979
0,1,1,1,0,1,0,0,2.457956769400049,-4.373816124543894
0,2,1,0,0,2,1,2,4.85839421557132,-10.49527862638401
0,1,2,2,0,0,0,1,1.4310624500380538,-4.719167467166562
1,0,2,1,2,2,0,2,2.599346253772349,-7.809017541448171
2,0,2,2,2,1,1,0,4.064751815086582,-6.918303012219831
1,0,1,1,2,1,2,1,7.0100396928669495,-12.40446711466393
1,0,1,1,0,2,1,1,1.4343424284463873,-4.880299218230997
2,2,2,1,2,0,0,2,6.691374793937146,-14.055113131620825
1,2,0,2,1,2,0,1,2.022908557437534,-4.0578475685013045
0,2,0,2,0,0,0,2,2.3155286491164717,-8.425849479129278
2,1,1,2,0,1,2,0,3.509508999763814,-6.155486200794318
1,1,0,1,1,2,0,0,0.37274028090259786,-2.574622329947018
1,1,0,2,1,1,1,1,1.297631706940274,-2.9911844861282786
1,1,2,1,0,0,0,0,1.2546884911801912,-4.374952655052504
1,2,2,1,2,1,1,2,7.08798551806479,-14.696683276689742
0,2,1,2,2,1,2,1,8.62145215960243,-15.827422043513181
1,2,1,0,1,0,1,2,8.440812598004264,-15.504856334295274
2,1,1,2,2,2,1,0,3.118202772124487,-7.416170485100434
0,0,2,0,2,0,0,2,5.493476290877664,-12.239525776168943
1,2,1,1,2,1,0,2,5.799315656432119,-14.335421428730609
0,1,0,1,0,1,2,2,4.3485532023112095,-9.94058206506138
1,2,1,1,2,0,0,0,6.044690211370183,-10.581887350447115
1,1,1,1,1,2,1,1,3.016471958275139,-8.610788046351544
2,2,2,1,2,1,0,0,6.202135894078475,-9.213338130854236
0,1,2,1,2,0,0,0,5.805843338265932,-11.059730705191924
0,2,2,1,0,1,1,1,4.259516245311646,-8.041188728501856
1,2,1,1,1,1,2,2,7.601524652153846,-15.371144843960112
2,0,1,2,0,1,0,2,-0.35188783817612035,-2.092823405421528
2,1,1,1,0,2,2,0,3.308768965453299,-5.5565506333994055
0,1,0,1,1,1,1,1,4.2777150300950675,-9.87129461240522
0,2,2,2,2,2,2,1,8.875878837739146,-16.12579534829033
2,2,2,2,2,1,0,0,3.0433771008353996,-5.334335193928542
0,2,2,0,1,1,2,0,9.950707949213513,-15.734355100624812
2,1,0,2,0,0,0,0,-1.863835152034626,0.662750002786418
0,1,0,0,1,1,2,1,5.974375893598603,-9.932399871393976
2,1,2,0,2,0,1,1,7.9757229674941925,-14.715186568511943
0,2,1,2,2,2,1,1,6.036756290308357,-11.199429908450078
1,0,2,0,0,2,0,2,-0.23447780774652693,-2.9017928316574872
1,1,1,2,0,2,1,1,1.6864610212451874,-4.478198720932759
0,0,1,2,2,2,0,1,0.6899077522448686,-4.071685365618591
1,2,1,2,0,0,1,2,4.192578502351833,-10.254664214098188
1,1,2,2,0,0,2,2,6.006818526720137,-14.208225029394718
2,1,1,2,0,2,0,0,-1.977367740659132,-0.06747751055559381
2,1,2,0,1,1,0,0,3.0203364055546906,-5.5897050130907395
1,1,0,2,1,0,0,1,0.9577318053933469,-4.419552080385055
1,2,1,0,1,0,0,0,3.444396625399744,-6.41834026448542
1,1,2,0,0,2,0,0,0.6295442437507005,-1.569517446741906
1,1,2,0,2,1,0,0,6.288206447063831,-11.605048006010362
2,0,2,1,2,0,1,1,5.004723314585234,-10.102698476360272
0,0,0,2,1,2,0,1,-2.4735883014013895,0.6422628193451346
0,1,2,0,0,0,2,1,5.929645624151588,-11.847070898903707
1,2,2,2,1,1,2,2,7.207836099889416,-12.695336703919978
0,2,2,1,2,0,2,1,12.151186533176482,-15.851413198386851
0,1,0,1,1,1,1,1,3.643241865195647,-7.697540446881237
0,1,2,2,0,1,0,0,2.5069995534040155,-3.4054276043689544
2,1,2,1,1,2,2,0,5.741930770818656,-11.162759743339887
2,0,2,1,1,1,0,1,1.1712504578458935,-4.584051912933015
2,0,0,2,1,0,1,0,-0.09572050930456966,-1.241568728225633
1,1,2,1,1,0,1,1,6.337522921749758,-12.620336678808588
2,0,0,1,0,0,2,1,2.4550679627263925,-6.047279246744693
0,0,1,0,2,1,1,1,5.913092453610909,-12.226650079770932
2,0,1,0,1,0,2,0,4.675830018013887,-7.50208810658491
1,0,1,0,1,1,2,1,5.457049347509912,-9.432893331434773
2,1,2,0,1,2,1,0,4.572002953937632,-7.777030675305603
0,2,0,0,1,2,2,0,7.195966683424133,-13.523231838190249
1,2,1,2,0,1,0,1,1.8845451930861568,-6.527465887624931
2,1,1,0,2,2,2,0,6.463602924807492,-10.095062033021177
1,1,1,1,0,2,0,1,-0.5790597530412793,-2.139698897290669
1,0,0,2,1,1,2,2,4.605483382793964,-13.229569685948158
0,0,0,2,0,2,1,1,0.6489528663614421,-2.6127245717105496
1,1,0,1,0,0,2,0,4.0291352549518225,-7.163550145579682
0,1,1,0,0,2,0,1,1.958444305594613,-6.4817278057206105
0,0,1,2,2,0,1,1,3.4373211452988466,-6.708547582945744
2,1,1,0,1,2,2,1,4.325315356337676,-9.60647520465289
1,0,1,2,1,2,0,1,0.043809441398976245,-3.708909146734802
1,0,0,2,2,1,0,2,-1.4240996256474059,-1.8563898655925437
1,2,0,0,0,0,0,1,4.056855913576541,-6.777422701493331
2,1,1,2,1,1,0,0,0.44727768742694146,-0.7336560306762929
0,1,2,0,1,1,1,2,5.778453396919471,-11.794554188844764
1,2,0,0,1,2,1,0,5.269751219623289,-8.549871024229818
0,2,2,2,0,2,0,0,2.5311988119942526,-4.441555428467243
1,2,1,2,2,1,0,0,3.0936568231710915,-7.266230091345455
2,1,0,0,0,2,0,1,0.38772560875006334,-2.8509130029231047
1,2,1,2,2,1,2,1,7.973370538025223,-14.697324810618335
2,1,0,2,2,1,2,0,3.9239452071319616,-6.836566319045526
1,2,0,2,1,2,0,1,1.1201255164202604,-4.733240840267297
2,2,1,0,0,2,0,0,3.211279015558926,-5.670356714357103
1,1,1,0,0,1,0,1,3.2765947982456964,-7.3635973565726
0,2,2,2,2,1,2,1,9.777348457608676,-19.525771142321272
2,1,0,2,2,2,2,0,3.259656511831629,-6.059434274622468
2,2,2,2,2,2,2,0,7.7806069024558875,-11.835084573089862
0,0,0,1,0,1,0,1,0.010860903859192694,-2.5290596989872323
2,2,0,0,1,0,1,0,6.525707983318721,-10.848062963188415
0,1,2,2,0,0,0,0,2.7149542886879177,-3.84447522645892
2,2,2,0,2,0,2,0,10.71326307924753,-15.228626870878339
2,1,1,1,1,1,1,2,3.3975876611694567,-8.430997672220744
1,2,0,2,2,1,0,2,2.6316325040959816,-6.767160961601886
2,0,0,1,2,2,2,1,1.8720644814985037,-5.180855984771337
0,0,1,0,2,0,1,1,6.11964176671335,-12.303123391478627
0,1,1,0,1,2,1,2,4.766052843652188,-13.195490338019642
0,2,2,1,1,1,0,2,5.257575842824815,-11.912575565116326
1,2,0,2,1,0,0,2,1.4124563067071054,-5.368244177374689
2,1,0,1,0,1,2,0,4.18501668931506,-7.868419362672589
0,1,2,2,0,0,0,1,3.9845450946207768,-7.6574938582949414
1,1,0,0,1,2,0,0,1.488450130777911,-3.645333004553244
2,2,0,2,2,2,2,2,5.868334680793459,-10.990235789232788
0,1,1,2,1,2,0,1,1.319002356085701,-5.0754399585189285
2,1,1,1,2,1,1,0,6.722337024710337,-10.549210267532576
0,2,1,2,0,1,2,1,4.916352238300108,-9.23868102431879
2,0,2,1,1,0,1,0,3.603206933393905,-5.210823695452396
1,2,2,1,1,2,1,0,4.620342577702356,-9.822710063563528
1,0,0,2,1,0,0,2,-0.7570047208449951,-3.593741759787064
0,0,2,2,0,0,1,1,2.3704096921180606,-5.3826492697344195
1,2,1,2,0,0,1,2,5.5273232416135585,-10.261809593648062
2,2,0,0,2,1,1,0,8.090990600688736,-12.665495516308374
0,2,2,2,1,0,0,1,5.078142144626707,-10.260540324006342
2,2,0,0,0,0,0,0,2.2334052769765145,-4.0649809135531445
1,1,1,1,0,1,2,1,7.232738866638519,-12.072476960729473
2,1,2,1,0,2,2,0,3.74244551867048,-7.264236494432569
1,0,0,1,2,1,2,1,4.448864085640262,-8.769125126006015
1,0,0,2,0,2,0,0,-4.664943044578727,5.878148663930612
0,0,1,2,2,2,2,1,6.0860915692447435,-9.468347372283294
1,0,2,0,0,2,0,0,1.038245592371294,-2.430173958237094
0,1,0,0,1,1,1,0,7.047805536116447,-11.421832743175102
1,2,1,0,0,2,0,0,0.9604766477818742,-3.1195329499768945
0,2,1,2,2,2,2,1,9.10817080747911,-14.97187915712755
1,1,0,1,0,2,0,0,-0.5398644816338727,-1.110659857824706
1,2,2,2,1,1,2,2,8.126100216800136,-15.204377800161799
0,2,2,2,0,0,0,1,1.762222858895529,-6.449743809806705
2,2,1,2,0,1,2,0,6.368081822665298,-9.23089571878695
1,1,0,0,0,2,1,1,2.9465167513318304,-8.166377843986604
2,0,0,0,2,2,0,0,0.5910899652137823,-2.987815912448032
