a,b,c,d,e,f,g,h,i
0.009275074296206387,-3.8607698460410305,-0.9184597992955197,1.0632445393317331,2.5514368995291896,-7.037988217876947,-5.92012633908913,-25.614136699798127,37.47388796417485
-2.050609352249554,-7.2406104484642455,-4.977287216348144,2.0235380289327485,3.480380242573143,-6.8255052080554695,-5.614744375007598,-24.714286666296513,37.17598122597109
0.5553036855587886,-3.787751724026962,-2.496088617453766,0.5815288161389066,0.3725008005212568,0.00769698746360159,0.4370420168803629,2.8447627472930717,-10.348855682811754
0.39629256724661155,-4.883480390405533,-0.4434548329346406,1.0704012904485134,2.974386746027071,-5.153015314828656,-2.1772551074842257,-10.23028206571487,38.28849028050636
-1.171997758374501,-4.878165368348423,-2.4599526457756835,0.10864927135942959,-0.7827305902554362,0.7835900888836472,1.1333872603815527,5.48957555999043,-21.148336089673133
1.9131707472462032,-3.9026512289797672,-1.8303096325257742,-0.4771653911955094,-2.7243296887211788,7.543848885064211,8.162600540839827,35.693836405830545,-36.95649609496778
-1.2240162007402255,-6.378889498229561,-4.013186346072658,0.9790614349321989,0.2298465597508248,-2.4614604872573413,-1.6044435093418115,-7.221054515971776,26.41170991492174
-1.679290361717149,-5.899177562148631,-4.121907820157844,2.4516717427865515,3.288736628044793,-6.136093335389452,-3.3675313199351233,-14.917847545073403,37.06759570083756
-1.8110577699106647,-4.9348801466009,-2.4895318103510498,-0.11609930723774209,-0.059269419611691465,0.9082016750449764,1.8639246384892774,8.260592329642707,-33.108437872911104
0.02597090732105973,-6.205354845042509,-6.210165223584291,1.3764887296634325,2.685886152832831,-5.872203538850907,-5.283210439231422,-23.877081648617544,38.37226189097139
0.33787125014709696,-5.733511334814095,-2.7057673081239195,2.192185177135628,2.7785725972948945,-5.777742564427949,-7.008562589926482,-32.347446024344336,39.152799783996436
0.44097391093464255,-3.888784223542865,-2.8079582003745283,1.2900989281737028,2.6728794668961906,-5.764456537777795,-5.3715627160940045,-22.950212250420126,37.226470367974734
-0.3373599782154893,-3.5578418433672008,-2.7651670889812783,1.5722030989255706,2.969253963759584,-6.117176405270385,-4.737317470966013,-19.700513478149546,38.084948257251355
-0.8126750220358617,-4.772557709538264,-0.7595170680373899,0.012848022668562498,-0.7303038753908563,1.8365426579737691,2.9614730080715175,11.888409559362628,-39.209633233458675
0.8427645820080417,-3.24079509235263,0.1492012810073885,1.8195591370645128,4.620476547910868,-7.416901168369164,-6.307812810748134,-29.246074245648863,37.424729342867465
-0.8975853865617808,-6.764535577111381,-5.330317826885613,2.1093410432514497,4.87946127951723,-7.756795617973651,-9.81860254635362,-41.62260982769242,36.16152695521173
-1.2098402059798323,-5.747891888898559,-1.8592195228662258,1.6708364239599582,2.5012505202177326,-3.945461677442296,-3.1142652650755505,-15.098713564373995,38.218059669835036
1.4013156674932132,-2.8876333445724325,0.31581400639848584,-0.18865156784478432,0.5320790444820006,-1.0129107972586946,-1.8171700771905601,-7.83548764655657,29.71471675682922
0.1775715081428498,-4.409681511755276,-1.7778496189650115,-0.20651816399687706,-0.6097152052339541,1.3910047544183979,0.9438604692616314,2.834882551391487,-11.777230399787419
0.4712898953909813,-4.024354733374893,-1.4124378320352156,0.17765938994268587,0.18664957949884028,2.1246617559450467,2.303643948124845,11.66641468649275,-38.469161528282925
0.6258407046445027,-3.4202884215403433,-1.6549009483550223,0.3682647291455432,0.13358931315499362,-0.32340406055776677,0.24356889003433804,1.3853819250126926,-4.991653347192129
-0.5717971089993171,-7.806859442759917,-5.499094129702718,2.0987242731104847,3.6283014085658154,-7.14893643291122,-6.9623594072507435,-32.17474960233891,36.80177236142283
-0.5328625860015204,-7.370075653758165,-2.3783021424058597,-0.7221817806912797,-2.470761227579087,4.705011583878667,5.47483362296918,25.599456866219906,-38.24381502653619
0.6405816830656459,-5.3490650791454915,-2.716472254155716,-0.3744606101730763,-0.08896710250445444,0.5972465187160635,1.3672801551461022,7.675512518939158,-29.12299479258783
-0.6171512238777086,-5.330745177421789,-3.3067641636569176,2.389677135212856,3.838355096970315,-7.3892275045166445,-6.80046746498181,-29.92924189503845,35.91520951447185
0.3360206914446697,-4.853371119284633,-1.5908864843176387,0.10617780353730344,1.0328966129643518,-1.2460037262733747,-2.16626615666409,-8.442195028681475,32.49335160222544
-0.08945955292809644,-6.223001324720457,-3.230444491197575,0.36198436219552343,1.6700135923551658,-3.059429101306407,-2.149857176647993,-9.547915745016224,36.14455460339998
-1.1942715158413304,-4.37427005913665,-2.653167320690911,-0.8017637005477954,-0.9942006268977287,1.0252252112663651,2.990403566056257,12.72900829023467,-37.09437453358202
0.9663907689328148,-4.041262605381538,-1.6749320316059455,1.927222965152107,3.316195334002647,-7.676439916921383,-7.330270780044096,-33.27753591098138,38.749972794717344
-1.2893619498023041,-5.892953491966598,-4.300655756080447,1.866667431559899,2.321844768985097,-4.0776595911113,-4.676818407941085,-21.054274757416767,38.85785337900972
0.23296344452977213,-3.6330219115554736,0.9285931874702833,-0.44071194532297364,-2.141422741297898,3.5410417324810783,3.7770810420165777,18.8528166642338,-38.872731798196
0.06698467909483406,-2.6030485946911854,0.6735864437637231,-0.057403181626682814,0.21974659269877042,1.222840862101362,1.974386451253333,8.667959880326473,-31.934235079618887
1.2666112172939297,-3.59276138117493,-1.852845481310792,2.9500657293893866,5.656002884778212,-10.9548155562992,-7.944880374037655,-33.04841456967157,36.615623990771354
-1.1196252235034803,-5.734243471148973,-2.985123341965949,1.2165975287611857,2.6378996647571684,-5.201510267779233,-6.4010735287643055,-31.12095013013378,39.52391903351688
-0.5431967015635717,-6.588489016375535,-2.34371151274388,-0.663264985067438,-1.3343731676923047,3.219545005896031,2.8847590227784687,12.365551081954749,-38.416724728876424
-0.10030654480682887,-4.948056709526898,-1.904791057399316,0.2730396213849619,-0.5309959985287553,1.4363755018614635,1.1886467241112988,2.4083036603578325,-11.58583240547943
0.1808470634830872,-5.87980789146033,-3.110669042337631,1.6622238299871728,2.5162254003604625,-5.897269371720588,-5.642246513572317,-26.13654318071452,38.4706267861694
0.8684571437377585,-4.384993554898377,-1.32320406727592,0.8625545760096797,1.8757183396096797,-4.780193474962636,-5.354726231029687,-22.374942206118448,38.46158347111772
0.31109857969145777,-3.7268657845052595,-2.0196180420532968,-1.4144958843586282,-2.487753023087463,4.072913713701615,3.733913710751305,16.879265837924162,-37.691914684875414
0.024860582209951868,-4.417408139478374,-1.1496279089631383,0.7296111484076548,1.8487950357400127,-4.055213001868594,-3.026990430154642,-13.326080532511915,37.581465710086285
1.0283377898533,-2.8243094215868823,-1.3208006971380415,0.18366162230071628,0.7187170306722643,-1.8200950263817708,-2.4335952120123903,-10.639026056683965,38.54397285212099
2.0960635427113052,-2.4526606062090845,0.6732675235268131,-0.7821554619458533,-2.3996446017468225,4.219188126363751,4.601156044712551,19.812322442243868,-37.9123005171992
-1.3555250416058353,-4.989990519106588,-0.8102219521969822,0.04271997576961317,-0.6961822249399061,-0.16240726260688754,0.9063456645775739,2.8852530295047223,-11.039880974497143
-0.0057465866492687,-5.788051925517281,-3.179429634260041,0.9170877947916759,1.1969737778025415,-3.3976349431418615,-2.920306836687424,-11.54180664792854,37.85514511875772
0.7596398959857404,-2.823794296580765,0.5176153325837066,-0.9620912428597657,0.3872541798648317,-0.8951694076713791,1.5058968772785157,6.815783060366439,-24.970020252184007
0.08574265591638133,-5.286258883941574,-3.1847387617323224,0.27254496932519223,0.7845654860426867,-2.438445713528525,-2.2682897083312987,-11.736294355751022,38.34826934158832
1.434637767050995,-3.742846365175276,-0.6044902762653015,0.974460984281937,2.5618902447641414,-5.052228331883752,-3.621202148628087,-16.98958863946165,37.45577090308648
-0.3341724146117992,-5.447199638109907,-3.697487203391865,1.0664835013972769,1.0134400966713195,-0.9556772533769964,-0.48678992000538834,-3.1544512195585614,11.405069236411121
-1.0140036793194538,-3.9821751978139446,-3.7498377185400433,1.630348770672493,1.482562784351272,-2.68613463022011,-1.5183753106652573,-6.002035980535881,23.512671989597887
0.8705107298823132,-4.684805169884998,-1.7915122628170483,0.41226204612857603,0.45055613916505777,-1.784733902551699,-1.20512259595443,-4.78487371457554,17.975108186674927
-2.7728996599739193,-7.09166157023534,-3.7146011857353614,-1.2619339347537606,-1.5608259698588096,5.470014717335675,6.385235582689346,28.521758165461396,-38.413031508612036
-0.47575879719182934,-4.85732253212049,-2.4490398442711867,1.7627374244949228,3.1456943715087364,-6.629591389792704,-7.626961661227949,-33.9763966139788,39.09753737194493
2.36607960901164,-2.336800328997473,-0.2958994741716957,-0.17285437972028375,-0.45784032242084677,0.4418157642499838,-0.11015028019094475,-1.3035007427881253,4.20943215080059
0.02624358907410097,-5.564344743217704,-2.934083148936259,0.6026789689754612,2.2121422723587623,-4.30541091383836,-3.808237308125732,-17.71133383619776,37.30785484884151
0.3577642351124069,-5.588412534088801,-2.375498875154333,1.2260611084129074,2.44427246013378,-5.586517934237287,-4.403946661426196,-19.720201234858486,38.4219583973643
-0.9516060778809193,-6.903785822652317,-2.6612483201310817,0.034439883477377475,-0.6090627170289853,1.5368393890389618,2.155423931755082,9.946632100767452,-37.88690449326145
-0.023186860180478774,-3.7360784663191735,-0.07203828062551765,-0.06774780706648863,2.3430646029663817,-3.0620359217332815,-1.2722077903497848,-5.7501148305052086,21.714513651398992
-0.14219884196820579,-5.733419628516976,-2.3480368861857084,0.5051915874395662,1.547251954740419,-3.518402776276667,-3.4787234101816726,-15.343541972201967,39.02227289272564
1.858336434049549,-4.154235403182736,-2.2199673167183547,1.1793881822854098,1.674398228777759,-3.3828708459092347,-3.703672424813658,-17.09300353579259,37.540186654099706
-1.0100823426203576,-4.856119547385135,-2.725668652207609,-0.5462105204642039,-0.661460177674118,1.3438248128022943,2.191755751057654,10.178095015909756,-39.48998481311659
-2.761763646265384,-6.948721800603524,-6.709437279391356,1.4061533830253767,2.3328388923143253,-7.04642895307928,-5.7279914927620705,-24.607843365271208,38.00706673004895
0.4066511241407723,-4.430950560379393,-1.8500914987021988,1.678713330229603,0.7993658981623537,-2.3018901315124984,-2.3275418051892203,-11.793768018218625,37.64412326435861
1.550015809542123,-3.7827472518856653,-0.8285902231788964,3.5899713285185375,5.074976132751152,-9.397452105162587,-9.339125868860009,-40.82599863288744,39.28374558294868
-0.6886655550322025,-8.229861662807902,-3.7443192488447306,-0.39665435455127107,-0.04810190807868009,-0.26746384768360126,-0.35472519100133704,-0.8565806389085102,3.9108141538286105
-1.8235293939751167,-7.411100990708229,-7.617220913931071,-0.02012682988981007,0.33337984794338194,-1.9995241333947167,-1.5267850521485453,-8.722945556042403,33.15432063272462
-1.0728218474987572,-6.053914128885605,-3.660037818758864,3.1677318100289265,5.6011625728269205,-11.072579996212307,-9.956724656556776,-45.806982564393444,37.59988413387264
0.43356964035969375,-5.450862163538772,-4.131823779521714,0.9256658383694167,1.7488819399945943,-4.594553413825993,-4.142546656783155,-17.649337433665487,38.553306564145494
