a,b
0.6552905521072878,-3.238710956005387
-0.9849259206912685,-5.185524058080254
-0.5054087078899074,-4.952002688421224
0.8469467508553772,-4.540153143782931
-0.06858494391765318,-6.056671884305036
1.9368980230737098,-1.7812022092730635
0.20713375767440378,-6.404319440467021
0.5175983776765707,-4.841779057527185
-0.905830245760958,-5.7151155536509695
1.1090986359776396,-3.690486095250606
-0.1411011266366293,-4.137224545840887
1.413398937920676,-1.9886952504165674
1.9309454166098983,-4.28701082208965
-1.2654440853552495,-5.595722829089241
-0.23817349266045224,-6.701884927416051
1.1600194880921253,-4.143645595631435
-0.09297751691161404,-2.6450304323402882
0.5351732085767416,-4.586438372250963
1.1293766978437971,-4.957473446097936
0.8599913664544507,-2.8685018266551308
-1.6351199312347813,-6.351763620256153
0.9716229819862015,-4.195231890608736
1.4107394301102836,-3.308054048095646
-1.792791194766001,-7.523696708812732
0.9850627727538989,-3.9935995886138786
-1.4218859205435128,-5.035142763893713
-1.4450772860668792,-6.067347818221017
1.419138514050265,-2.68382225746385
-1.0584455163394633,-6.209870885668091
0.7897587295057411,-3.593005090799864
-0.6515166675759476,-5.21414623587997
1.2412448142865442,-4.789813230661808
1.247215502700072,-3.9803682031626826
0.34881457395232324,-4.804731142866361
-1.0843671937600106,-7.204127413749891
0.8385195924424974,-3.6709773146861027
1.858336434049549,-4.154235403182736
0.6672692007972113,-5.213516794703432
-0.44631585578423233,-5.260710491593347
1.567361857418077,-2.624964178437974
-1.0866663467080582,-5.865156375265354
0.6046089792790238,-3.935634945960046
0.7261242308715109,-1.0609914883525158
0.7238759070559383,-3.4842754974228836
-0.17487161139742652,-8.04562620908432
-1.2907781479490994,-6.899885403589801
-1.4233707200733683,-5.456102091352726
0.6195155255802256,-5.540876111438377
0.8289434333773635,-2.061188639719921
0.7650294357245845,-5.650292679599063
0.39879259054239263,-3.5567921014761743
0.849414686363401,-3.6308940541418853
-0.34349389678150366,-6.082423763198483
0.6405816830656459,-5.3490650791454915
-0.5414602656522841,-4.814497819676928
-0.8039284152812162,-5.00299714415002
-0.1889357035441851,-5.938950246925048
-2.2882827318596215,-6.831668202119158
-1.8607540822853883,-6.620022112089015
1.551163321332261,-2.5973546098835056
-1.1664094737795516,-5.587598894290677
0.36465315060056,-5.376688848824727
-0.2889729771287878,-5.066739495885334
-0.8126750220358617,-4.772557709538264
-0.03334419821331829,-5.287851881581778
-0.40385799071442297,-4.938232636320259
0.23043542036620523,-5.4018770831563305
0.8807365714224208,-1.8500756588388025
-0.14918916095477025,-4.809382828978817
0.4789268079432277,-4.029399588810298
0.10678128737554075,-6.692286739478143
-0.46167113887090205,-6.937955205784184
0.46228116872644603,-3.2961166402076607
0.4296355065603053,-3.26407844440281
-1.4017312084119578,-5.025743619439691
2.5164369153714685,-0.7495449955060234
0.26839828651095043,-4.47959687056313
0.0585803456805668,-4.095936224002127
-1.947429783761563,-8.27860319583322
0.8267670333025422,-4.154562716817299
0.5696122925578565,-2.345414840126633
-1.8999672352172603,-8.372506280826705
-2.305578677547338,-6.559316391429838
0.9064564536272023,-4.722287457680266
0.29253303047899154,-4.32555779202165
1.3227032825309368,-4.794423582454381
1.5955825955438594,-5.2566855785077
-1.2092202357160868,-6.716207998782536
0.7031777003281438,-4.416929684907975
-1.4824354022807713,-5.937733102597545
0.3577642351124069,-5.588412534088801
-1.0624504036661464,-7.026508564809955
1.434637767050995,-3.742846365175276
-0.8051860075266163,-5.510836606504579
